Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jun 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	149 , 	151 , 	66 , 	68 , 	320 , 	105 , 	157 , 	149 , 	309 , 	109 , 	24 , 	319 , 	308 , 	276 , 	282 , 	137 , 	135 , 	162 , 	63 , 	36 , 	52 , 	27 , 	35 , 	60 , 	106 , 	784 , 	885 , 	838 , 	608 , 	200 , 	214 , 	71 , 	70 , 	79 , 	48 , 	60 , 	194 , 	14 , 	42 ," 	7,710 ",,,CM line," 	35,288 "," 	3,129 "," 	8,661 "," 	2,506 "," 	2,006 "," 	2,913 "," 	54,503 ",
CL, 	350 , 	118 , 	62 , 	55 , 	279 , 	82 , 	150 , 	127 , 	362 , 	97 , 	840 , 	8 , 	116 , 	152 , 	142 , 	78 , 	102 , 	179 , 	61 , 	68 , 	56 , 	34 , 	26 , 	58 , 	58 ," 	1,455 ", 	347 , 	386 , 	260 , 	83 , 	84 , 	50 , 	42 , 	58 , 	31 , 	65 , 	216 , 	22 , 	62 ," 	6,819 ",,,RM line," 	14,198 "," 	5,590 "," 	2,692 "," 	7,310 "," 	1,337 "," 	3,849 "," 	34,976 ",
SL, 	48 , 	78 , 	26 , 	25 , 	156 , 	60 , 	102 , 	190 , 	369 , 	191 , 	316 , 	188 , 	9 , 	122 , 	186 , 	96 , 	80 , 	139 , 	40 , 	22 , 	26 , 	6 , 	9 , 	22 , 	38 , 	650 , 	695 , 	443 , 	342 , 	63 , 	69 , 	31 , 	44 , 	54 , 	34 , 	42 , 	106 , 	6 , 	30 ," 	5,155 ",,,WP line," 	20,654 "," 	4,060 "," 	2,063 "," 	1,550 "," 	6,670 "," 	1,844 "," 	36,842 ",
BF, 	35 , 	47 , 	15 , 	17 , 	130 , 	49 , 	83 , 	189 , 	348 , 	159 , 	279 , 	256 , 	117 , 	10 , 	173 , 	131 , 	173 , 	266 , 	28 , 	19 , 	18 , 	7 , 	4 , 	11 , 	42 , 	625 , 	667 , 	423 , 	284 , 	60 , 	74 , 	31 , 	29 , 	44 , 	26 , 	48 , 	268 , 	4 , 	16 ," 	5,204 ",,,FT/ED line," 	21,220 "," 	6,823 "," 	2,808 "," 	4,255 "," 	1,622 "," 	15,025 "," 	51,753 ",
HY, 	93 , 	92 , 	25 , 	21 , 	142 , 	43 , 	93 , 	182 , 	271 , 	101 , 	304 , 	242 , 	221 , 	185 , 	14 , 	161 , 	273 , 	435 , 	35 , 	25 , 	17 , 	6 , 	7 , 	17 , 	35 , 	488 , 	410 , 	316 , 	224 , 	54 , 	50 , 	29 , 	34 , 	30 , 	22 , 	23 , 	104 , 	8 , 	33 ," 	4,865 ",,,Entries," 	112,676 "," 	36,514 "," 	57,548 "," 	34,943 "," 	35,684 "," 	52,084 "," 	329,448 ",
SH, 	28 , 	26 , 	11 , 	8 , 	84 , 	24 , 	45 , 	133 , 	217 , 	74 , 	126 , 	118 , 	86 , 	123 , 	148 , 	7 , 	116 , 	213 , 	13 , 	12 , 	14 , 	3 , 	4 , 	3 , 	20 , 	362 , 	344 , 	250 , 	195 , 	39 , 	40 , 	14 , 	17 , 	25 , 	12 , 	16 , 	65 , 	4 , 	18 ," 	3,056 ",,,,,,,,,,,
UC, 	20 , 	38 , 	15 , 	23 , 	135 , 	34 , 	59 , 	158 , 	256 , 	121 , 	165 , 	153 , 	104 , 	187 , 	282 , 	136 , 	11 , 	256 , 	21 , 	23 , 	19 , 	6 , 	3 , 	12 , 	20 , 	565 , 	531 , 	328 , 	226 , 	41 , 	37 , 	20 , 	20 , 	26 , 	18 , 	18 , 	65 , 	4 , 	21 ," 	4,176 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	49 , 	99 , 	42 , 	43 , 	261 , 	58 , 	101 , 	254 , 	333 , 	134 , 	169 , 	261 , 	146 , 	277 , 	434 , 	229 , 	252 , 	29 , 	40 , 	37 , 	29 , 	9 , 	14 , 	23 , 	16 , 	796 , 	793 , 	521 , 	310 , 	49 , 	46 , 	26 , 	31 , 	54 , 	25 , 	33 , 	104 , 	8 , 	48 ," 	6,184 ",,,Dtwn SF," 	6,383 ",,,,,,,
CN, 	61 , 	46 , 	35 , 	16 , 	116 , 	20 , 	156 , 	186 , 	318 , 	19 , 	72 , 	83 , 	47 , 	21 , 	37 , 	12 , 	30 , 	28 , 	49 , 	361 , 	404 , 	168 , 	61 , 	103 , 	12 ," 	1,016 ", 	766 , 	528 , 	322 , 	98 , 	73 , 	60 , 	33 , 	57 , 	57 , 	14 , 	19 , 	59 , 	388 ," 	5,950 ",,,OAK," 	30,253 "," 	1,592 ",,,,,,
PH, 	25 , 	33 , 	19 , 	20 , 	157 , 	30 , 	93 , 	276 , 	417 , 	21 , 	37 , 	103 , 	22 , 	17 , 	21 , 	14 , 	23 , 	34 , 	206 , 	14 , 	147 , 	62 , 	42 , 	117 , 	14 ," 	1,611 "," 	1,473 ", 	569 , 	468 , 	58 , 	57 , 	48 , 	34 , 	57 , 	63 , 	4 , 	7 , 	46 , 	190 ," 	6,649 ",,,CM line," 	73,462 "," 	6,279 "," 	8,661 ",,,,,
WC, 	32 , 	45 , 	22 , 	25 , 	125 , 	27 , 	103 , 	217 , 	306 , 	19 , 	44 , 	96 , 	23 , 	18 , 	17 , 	17 , 	20 , 	30 , 	666 , 	167 , 	15 , 	77 , 	50 , 	144 , 	17 ," 	1,210 "," 	1,167 ", 	512 , 	373 , 	54 , 	62 , 	47 , 	30 , 	64 , 	69 , 	5 , 	9 , 	82 , 	273 ," 	6,278 ",,,RM line," 	27,639 "," 	11,470 "," 	5,198 "," 	7,310 ",,,,
LF, 	13 , 	15 , 	7 , 	8 , 	60 , 	8 , 	30 , 	113 , 	167 , 	8 , 	26 , 	50 , 	6 , 	6 , 	6 , 	2 , 	6 , 	9 , 	172 , 	91 , 	96 , 	8 , 	19 , 	59 , 	5 , 	830 , 	767 , 	276 , 	200 , 	24 , 	26 , 	22 , 	10 , 	17 , 	23 , 	2 , 	3 , 	11 , 	36 ," 	3,237 ",,,WP line," 	40,599 "," 	8,163 "," 	4,069 "," 	2,887 "," 	6,670 ",,,
OR, 	12 , 	13 , 	8 , 	9 , 	57 , 	14 , 	31 , 	78 , 	154 , 	11 , 	33 , 	46 , 	9 , 	4 , 	6 , 	5 , 	3 , 	14 , 	77 , 	58 , 	57 , 	25 , 	6 , 	55 , 	4 , 	756 , 	677 , 	235 , 	183 , 	28 , 	24 , 	15 , 	12 , 	16 , 	21 , 	1 , 	3 , 	9 , 	20 ," 	2,789 ",,,FT/ED line," 	42,485 "," 	14,012 "," 	5,721 "," 	8,104 "," 	3,466 "," 	15,025 "," 	329,448 ",
RR, 	60 , 	38 , 	32 , 	44 , 	41 , 	12 , 	35 , 	81 , 	169 , 	17 , 	64 , 	85 , 	24 , 	14 , 	13 , 	3 , 	10 , 	18 , 	120 , 	66 , 	89 , 	37 , 	33 , 	7 , 	14 ," 	1,106 "," 	1,144 ", 	605 , 	486 , 	79 , 	52 , 	26 , 	18 , 	35 , 	29 , 	4 , 	15 , 	15 , 	43 ," 	4,780 ",,,,,,,,,,,
OW, 	45 , 	48 , 	8 , 	14 , 	67 , 	40 , 	56 , 	43 , 	76 , 	21 , 	116 , 	99 , 	38 , 	46 , 	33 , 	22 , 	22 , 	16 , 	13 , 	12 , 	16 , 	5 , 	4 , 	11 , 	5 ," 	1,374 "," 	1,273 ", 	614 , 	428 , 	106 , 	98 , 	31 , 	41 , 	29 , 	28 , 	5 , 	32 , 	4 , 	36 ," 	4,973 ",,,,,,,,,,,
EM, 	308 ," 	1,028 ", 	554 , 	604 , 	971 , 	631 , 	886 , 	938 ," 	1,356 ", 	573 , 	818 , 	649 , 	736 , 	690 , 	542 , 	397 , 	596 , 	877 , 	948 ," 	1,877 "," 	1,255 ", 	838 , 	740 , 	979 ," 	1,400 ", 	140 , 	316 , 	726 , 	450 ," 	1,312 "," 	1,735 "," 	1,344 "," 	1,709 "," 	1,330 "," 	1,308 ", 	492 ," 	1,567 ", 	452 , 	752 ," 	34,825 ",,,,,,,,,,,
MT, 	407 ," 	1,076 ", 	590 , 	578 , 	756 , 	576 , 	815 , 	685 ," 	1,075 ", 	591 , 	893 , 	561 , 	703 , 	727 , 	413 , 	354 , 	513 , 	782 , 	872 ," 	1,407 "," 	1,003 ", 	644 , 	550 , 	946 ," 	1,296 ", 	324 , 	304 , 	396 , 	725 ," 	1,329 "," 	2,243 "," 	1,765 "," 	2,762 "," 	1,779 "," 	1,645 ", 	410 ," 	1,117 ", 	393 , 	707 ," 	34,708 ",,,,,,,,,,,
PL, 	439 , 	718 , 	341 , 	351 , 	919 , 	382 , 	670 , 	583 ," 	1,005 ", 	443 , 	814 , 	583 , 	414 , 	386 , 	372 , 	233 , 	296 , 	489 , 	448 , 	639 , 	476 , 	260 , 	224 , 	551 , 	645 , 	793 , 	384 , 	166 , 	382 ," 	1,939 "," 	2,359 "," 	1,536 "," 	2,755 "," 	1,385 "," 	1,119 ", 	206 , 	700 , 	214 , 	396 ," 	27,017 ",,,,,,,,,,,
CC, 	256 , 	551 , 	236 , 	301 , 	523 , 	346 , 	519 , 	453 , 	599 , 	334 , 	503 , 	358 , 	321 , 	297 , 	193 , 	186 , 	214 , 	321 , 	414 , 	430 , 	310 , 	172 , 	148 , 	395 , 	452 , 	406 , 	407 , 	348 , 	116 , 	978 ," 	1,453 ", 	909 ," 	1,916 ", 	763 , 	800 , 	157 , 	385 , 	164 , 	343 ," 	17,979 ",,,,,,,,,,,
16, 	110 , 	119 , 	47 , 	101 , 	201 , 	115 , 	187 , 	148 , 	199 , 	75 , 	185 , 	119 , 	57 , 	56 , 	54 , 	32 , 	34 , 	54 , 	72 , 	56 , 	49 , 	25 , 	22 , 	112 , 	108 , 	891 ," 	1,240 "," 	1,707 ", 	925 , 	55 , 	426 , 	359 , 	808 , 	239 , 	209 , 	19 , 	79 , 	25 , 	82 ," 	9,399 ",,,,,,,,,,,
24, 	129 , 	137 , 	36 , 	66 , 	187 , 	91 , 	129 , 	152 , 	215 , 	76 , 	198 , 	138 , 	62 , 	70 , 	47 , 	41 , 	32 , 	46 , 	76 , 	48 , 	54 , 	28 , 	23 , 	74 , 	89 ," 	1,450 "," 	1,899 "," 	2,334 "," 	1,304 ", 	412 , 	66 , 	282 , 	681 , 	272 , 	240 , 	14 , 	60 , 	21 , 	83 ," 	11,360 ",,,,,,,,,,,
GP, 	31 , 	54 , 	21 , 	24 , 	112 , 	30 , 	64 , 	100 , 	149 , 	32 , 	72 , 	71 , 	30 , 	30 , 	28 , 	14 , 	17 , 	27 , 	46 , 	46 , 	42 , 	22 , 	15 , 	33 , 	33 ," 	1,230 "," 	1,508 "," 	1,671 ", 	771 , 	329 , 	295 , 	40 , 	158 , 	72 , 	107 , 	13 , 	60 , 	14 , 	37 ," 	7,445 ",,,,,,,,,,,
BP, 	40 , 	68 , 	24 , 	19 , 	90 , 	29 , 	59 , 	101 , 	154 , 	43 , 	67 , 	65 , 	42 , 	29 , 	31 , 	15 , 	20 , 	32 , 	34 , 	34 , 	27 , 	9 , 	8 , 	28 , 	46 ," 	1,501 "," 	2,029 "," 	3,534 "," 	1,560 ", 	726 , 	731 , 	153 , 	68 , 	108 , 	166 , 	9 , 	40 , 	16 , 	50 ," 	11,805 ",,,,,,,,,,,
DC, 	36 , 	79 , 	34 , 	36 , 	123 , 	40 , 	60 , 	134 , 	199 , 	55 , 	81 , 	90 , 	56 , 	48 , 	33 , 	25 , 	27 , 	56 , 	61 , 	56 , 	60 , 	18 , 	14 , 	39 , 	46 ," 	1,318 "," 	1,670 "," 	1,325 ", 	730 , 	239 , 	308 , 	84 , 	135 , 	17 , 	73 , 	19 , 	95 , 	17 , 	58 ," 	7,593 ",,,,,,,,,,,
CM, 	31 , 	70 , 	23 , 	23 , 	102 , 	27 , 	50 , 	154 , 	222 , 	23 , 	45 , 	55 , 	26 , 	24 , 	20 , 	10 , 	17 , 	24 , 	62 , 	61 , 	61 , 	26 , 	22 , 	32 , 	29 ," 	1,353 "," 	1,539 "," 	1,080 ", 	719 , 	193 , 	241 , 	107 , 	195 , 	55 , 	14 , 	11 , 	43 , 	20 , 	89 ," 	6,900 ",,,,,,,,,,,
CV, 	7 , 	8 , 	3 , 	4 , 	39 , 	11 , 	22 , 	50 , 	98 , 	51 , 	59 , 	94 , 	44 , 	55 , 	25 , 	19 , 	19 , 	30 , 	5 , 	4 , 	4 , 	2 , 	2 , 	6 , 	7 , 	457 , 	419 , 	213 , 	165 , 	22 , 	14 , 	11 , 	11 , 	18 , 	13 , 	6 , 	158 , 	2 , 	4 ," 	2,177 ",,,,,,,,,,,
ED, 	30 , 	50 , 	21 , 	19 , 	124 , 	36 , 	60 , 	157 , 	244 , 	147 , 	176 , 	344 , 	110 , 	279 , 	102 , 	66 , 	68 , 	99 , 	19 , 	8 , 	10 , 	3 , 	3 , 	18 , 	31 ," 	1,468 "," 	1,109 ", 	637 , 	401 , 	75 , 	58 , 	64 , 	40 , 	90 , 	46 , 	160 , 	23 , 	3 , 	11 ," 	6,408 ",,,,,,,,,,,
NC, 	7 , 	6 , 	4 , 	4 , 	35 , 	5 , 	29 , 	106 , 	124 , 	7 , 	14 , 	34 , 	8 , 	4 , 	7 , 	4 , 	5 , 	12 , 	71 , 	41 , 	65 , 	13 , 	9 , 	18 , 	5 , 	415 , 	389 , 	199 , 	163 , 	24 , 	21 , 	13 , 	18 , 	16 , 	19 , 	3 , 	2 , 	5 , 	80 ," 	2,003 ",,,,,,,,,,,
WP, 	34 , 	31 , 	7 , 	10 , 	81 , 	18 , 	125 , 	220 , 	301 , 	25 , 	48 , 	104 , 	30 , 	21 , 	31 , 	18 , 	24 , 	45 , 	567 , 	186 , 	267 , 	39 , 	25 , 	58 , 	31 , 	678 , 	715 , 	445 , 	370 , 	89 , 	106 , 	46 , 	54 , 	63 , 	98 , 	4 , 	13 , 	104 , 	23 ," 	5,156 ",,,,,,,,,,,
Entries," 	4,503 "," 	7,933 "," 	3,948 "," 	3,619 "," 	10,582 "," 	4,356 "," 	6,386 "," 	8,208 "," 	12,781 "," 	4,130 "," 	8,126 "," 	7,234 "," 	5,090 "," 	5,221 "," 	4,703 "," 	3,108 "," 	3,982 "," 	6,037 "," 	6,252 "," 	7,025 "," 	5,587 "," 	2,998 "," 	2,496 "," 	4,468 "," 	5,009 "," 	33,236 "," 	33,142 "," 	27,743 "," 	18,555 "," 	10,147 "," 	12,399 "," 	7,893 "," 	12,415 "," 	7,620 "," 	7,074 "," 	2,157 "," 	6,427 "," 	2,083 "," 	4,774 "," 	329,448 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
