Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Mar 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	127 , 	144 , 	52 , 	65 , 	360 , 	116 , 	176 , 	165 , 	311 , 	158 , 	19 , 	308 , 	297 , 	267 , 	296 , 	136 , 	143 , 	165 , 	57 , 	36 , 	50 , 	28 , 	37 , 	77 , 	121 , 	749 , 	888 , 	823 , 	614 , 	212 , 	218 , 	70 , 	83 , 	133 , 	48 , 	60 , 	183 , 	14 , 	44 ," 	7,849 ",,,CM line," 	36,577 "," 	3,398 "," 	9,806 "," 	2,818 "," 	2,317 "," 	3,151 "," 	58,068 ",
CL, 	369 , 	121 , 	44 , 	53 , 	363 , 	75 , 	139 , 	138 , 	411 , 	125 , 	589 , 	146 , 	142 , 	195 , 	150 , 	74 , 	77 , 	142 , 	58 , 	42 , 	40 , 	17 , 	18 , 	54 , 	71 , 	883 , 	731 , 	459 , 	360 , 	79 , 	83 , 	49 , 	46 , 	80 , 	35 , 	33 , 	145 , 	13 , 	48 ," 	6,693 ",,,RM line," 	14,847 "," 	6,169 "," 	3,159 "," 	7,555 "," 	1,447 "," 	4,015 "," 	37,192 ",
SL, 	46 , 	73 , 	24 , 	24 , 	151 , 	51 , 	104 , 	202 , 	353 , 	216 , 	313 , 	162 , 	8 , 	104 , 	195 , 	96 , 	85 , 	148 , 	38 , 	24 , 	32 , 	7 , 	9 , 	20 , 	39 , 	649 , 	699 , 	420 , 	351 , 	62 , 	65 , 	34 , 	54 , 	84 , 	29 , 	40 , 	105 , 	7 , 	26 ," 	5,150 ",,,WP line," 	21,136 "," 	4,047 "," 	2,346 "," 	1,571 "," 	6,851 "," 	1,701 "," 	37,652 ",
BF, 	32 , 	39 , 	13 , 	17 , 	128 , 	43 , 	89 , 	189 , 	367 , 	190 , 	269 , 	199 , 	99 , 	9 , 	166 , 	120 , 	166 , 	281 , 	26 , 	17 , 	19 , 	7 , 	3 , 	15 , 	39 , 	631 , 	705 , 	404 , 	296 , 	80 , 	67 , 	31 , 	28 , 	70 , 	23 , 	43 , 	246 , 	5 , 	16 ," 	5,186 ",,,FT/ED line," 	21,134 "," 	7,120 "," 	3,082 "," 	4,324 "," 	1,536 "," 	14,669 "," 	51,865 ",
HY, 	126 , 	97 , 	26 , 	24 , 	147 , 	47 , 	100 , 	187 , 	251 , 	113 , 	329 , 	256 , 	228 , 	181 , 	13 , 	163 , 	286 , 	468 , 	35 , 	23 , 	15 , 	7 , 	7 , 	17 , 	36 , 	483 , 	438 , 	328 , 	232 , 	52 , 	53 , 	30 , 	34 , 	37 , 	20 , 	22 , 	101 , 	6 , 	29 ," 	5,046 ",,,Entries," 	116,020 "," 	38,010 "," 	60,824 "," 	36,015 "," 	36,674 "," 	52,479 "," 	340,022 ",
SH, 	24 , 	25 , 	11 , 	8 , 	88 , 	21 , 	42 , 	138 , 	210 , 	96 , 	125 , 	126 , 	88 , 	115 , 	147 , 	6 , 	114 , 	235 , 	11 , 	15 , 	14 , 	3 , 	5 , 	6 , 	22 , 	358 , 	379 , 	264 , 	204 , 	39 , 	44 , 	15 , 	19 , 	36 , 	13 , 	20 , 	58 , 	4 , 	16 ," 	3,164 ",,,,,,,,,,,
UC, 	21 , 	45 , 	14 , 	22 , 	136 , 	32 , 	65 , 	156 , 	240 , 	117 , 	165 , 	137 , 	98 , 	179 , 	312 , 	130 , 	11 , 	281 , 	25 , 	19 , 	21 , 	6 , 	4 , 	13 , 	26 , 	549 , 	547 , 	303 , 	218 , 	39 , 	40 , 	25 , 	21 , 	43 , 	14 , 	17 , 	58 , 	4 , 	20 ," 	4,174 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	39 , 	102 , 	44 , 	42 , 	259 , 	49 , 	108 , 	286 , 	298 , 	157 , 	176 , 	229 , 	154 , 	300 , 	469 , 	243 , 	273 , 	27 , 	35 , 	32 , 	29 , 	11 , 	11 , 	28 , 	24 , 	771 , 	846 , 	451 , 	312 , 	58 , 	44 , 	31 , 	34 , 	69 , 	22 , 	37 , 	102 , 	9 , 	49 ," 	6,261 ",,,Dtwn SF," 	6,731 ",,,,,,,
CN, 	46 , 	55 , 	30 , 	17 , 	126 , 	29 , 	121 , 	223 , 	318 , 	23 , 	62 , 	78 , 	48 , 	22 , 	42 , 	12 , 	25 , 	32 , 	47 , 	245 , 	517 , 	148 , 	71 , 	116 , 	13 , 	982 , 	923 , 	503 , 	392 , 	90 , 	82 , 	54 , 	43 , 	93 , 	64 , 	9 , 	17 , 	66 , 	445 ," 	6,230 ",,,OAK," 	31,136 "," 	1,735 ",,,,,,
PH, 	19 , 	33 , 	19 , 	19 , 	151 , 	28 , 	95 , 	289 , 	388 , 	23 , 	30 , 	67 , 	24 , 	15 , 	21 , 	16 , 	18 , 	31 , 	208 , 	11 , 	165 , 	63 , 	48 , 	121 , 	13 ," 	1,626 "," 	1,566 ", 	559 , 	498 , 	64 , 	63 , 	46 , 	39 , 	107 , 	57 , 	3 , 	7 , 	45 , 	180 ," 	6,777 ",,,CM line," 	75,508 "," 	6,897 "," 	9,806 ",,,,,
WC, 	34 , 	47 , 	26 , 	22 , 	113 , 	28 , 	102 , 	214 , 	311 , 	22 , 	45 , 	73 , 	26 , 	19 , 	17 , 	16 , 	25 , 	28 , 	664 , 	189 , 	12 , 	82 , 	57 , 	144 , 	21 ," 	1,177 "," 	1,234 ", 	503 , 	399 , 	54 , 	60 , 	50 , 	36 , 	85 , 	70 , 	6 , 	6 , 	90 , 	284 ," 	6,389 ",,,RM line," 	28,592 "," 	12,170 "," 	5,978 "," 	7,555 ",,,,
LF, 	14 , 	17 , 	9 , 	7 , 	61 , 	7 , 	26 , 	99 , 	164 , 	9 , 	30 , 	30 , 	6 , 	5 , 	7 , 	2 , 	7 , 	10 , 	162 , 	74 , 	98 , 	8 , 	23 , 	64 , 	4 , 	822 , 	783 , 	268 , 	202 , 	22 , 	25 , 	19 , 	11 , 	32 , 	23 , 	2 , 	3 , 	11 , 	38 ," 	3,203 ",,,WP line," 	41,527 "," 	8,180 "," 	4,663 "," 	3,018 "," 	6,851 ",,,
OR, 	13 , 	15 , 	9 , 	8 , 	55 , 	15 , 	33 , 	79 , 	147 , 	11 , 	35 , 	25 , 	8 , 	3 , 	5 , 	4 , 	4 , 	11 , 	79 , 	61 , 	61 , 	27 , 	6 , 	69 , 	4 , 	725 , 	689 , 	237 , 	194 , 	25 , 	22 , 	15 , 	15 , 	23 , 	19 , 	2 , 	1 , 	8 , 	17 ," 	2,778 ",,,FT/ED line," 	42,748 "," 	14,450 "," 	6,233 "," 	8,339 "," 	3,237 "," 	14,669 "," 	340,022 ",
RR, 	77 , 	45 , 	35 , 	49 , 	40 , 	11 , 	38 , 	85 , 	143 , 	26 , 	85 , 	79 , 	21 , 	18 , 	14 , 	5 , 	10 , 	21 , 	135 , 	72 , 	90 , 	42 , 	43 , 	6 , 	16 ," 	1,136 "," 	1,213 ", 	597 , 	507 , 	94 , 	57 , 	32 , 	37 , 	57 , 	30 , 	4 , 	15 , 	20 , 	40 ," 	5,045 ",,,,,,,,,,,
OW, 	59 , 	52 , 	9 , 	17 , 	59 , 	45 , 	59 , 	42 , 	64 , 	24 , 	124 , 	111 , 	37 , 	43 , 	31 , 	21 , 	22 , 	23 , 	12 , 	11 , 	18 , 	4 , 	4 , 	15 , 	4 ," 	1,389 "," 	1,358 ", 	610 , 	439 , 	111 , 	92 , 	31 , 	58 , 	35 , 	29 , 	4 , 	29 , 	3 , 	27 ," 	5,125 ",,,,,,,,,,,
EM, 	303 ," 	1,047 ", 	578 , 	571 , 	900 , 	639 , 	854 ," 	1,011 "," 	1,308 ", 	579 , 	866 , 	622 , 	744 , 	750 , 	589 , 	443 , 	618 , 	873 , 	981 ," 	1,927 "," 	1,291 ", 	837 , 	703 , 	995 ," 	1,413 ", 	114 , 	254 , 	663 , 	434 ," 	1,273 "," 	1,775 "," 	1,374 "," 	1,743 "," 	1,324 "," 	1,403 ", 	492 ," 	1,434 ", 	466 , 	728 ," 	34,922 ",,,,,,,,,,,
MT, 	467 ," 	1,193 ", 	641 , 	610 , 	685 , 	616 , 	814 , 	762 ," 	1,096 ", 	638 , 	979 , 	644 , 	711 , 	764 , 	433 , 	374 , 	515 , 	800 , 	943 ," 	1,499 "," 	1,063 ", 	619 , 	553 , 	975 ," 	1,373 ", 	426 , 	509 , 	417 , 	864 ," 	1,382 "," 	2,332 "," 	1,805 "," 	2,753 "," 	1,906 "," 	1,739 ", 	415 ," 	1,149 ", 	426 , 	708 ," 	36,598 ",,,,,,,,,,,
PL, 	357 , 	751 , 	350 , 	372 , 	889 , 	416 , 	633 , 	614 , 	974 , 	455 , 	771 , 	598 , 	401 , 	374 , 	337 , 	241 , 	282 , 	479 , 	467 , 	570 , 	465 , 	254 , 	225 , 	513 , 	634 , 	787 , 	402 , 	141 , 	389 ," 	1,804 "," 	2,377 "," 	1,431 "," 	3,038 "," 	1,278 "," 	1,050 ", 	208 , 	657 , 	210 , 	390 ," 	26,579 ",,,,,,,,,,,
CC, 	246 , 	577 , 	276 , 	342 , 	550 , 	367 , 	517 , 	479 , 	589 , 	343 , 	545 , 	348 , 	322 , 	316 , 	219 , 	188 , 	224 , 	324 , 	454 , 	494 , 	366 , 	175 , 	164 , 	414 , 	457 , 	427 , 	444 , 	352 , 	107 ," 	1,020 "," 	1,486 ", 	912 ," 	2,164 ", 	761 , 	805 , 	161 , 	403 , 	175 , 	341 ," 	18,854 ",,,,,,,,,,,
16, 	112 , 	110 , 	50 , 	86 , 	204 , 	114 , 	178 , 	143 , 	201 , 	84 , 	177 , 	114 , 	54 , 	72 , 	53 , 	37 , 	33 , 	61 , 	71 , 	57 , 	52 , 	22 , 	19 , 	121 , 	109 , 	950 ," 	1,322 "," 	1,778 ", 	963 , 	53 , 	451 , 	355 , 	883 , 	253 , 	205 , 	18 , 	72 , 	24 , 	82 ," 	9,743 ",,,,,,,,,,,
24, 	135 , 	135 , 	38 , 	66 , 	200 , 	84 , 	124 , 	158 , 	206 , 	76 , 	204 , 	133 , 	63 , 	68 , 	47 , 	42 , 	35 , 	44 , 	75 , 	61 , 	52 , 	27 , 	22 , 	82 , 	88 ," 	1,499 "," 	2,037 "," 	2,386 "," 	1,353 ", 	468 , 	62 , 	307 , 	927 , 	301 , 	247 , 	14 , 	51 , 	22 , 	96 ," 	12,033 ",,,,,,,,,,,
GP, 	25 , 	57 , 	23 , 	29 , 	107 , 	33 , 	59 , 	109 , 	147 , 	35 , 	65 , 	66 , 	32 , 	31 , 	32 , 	14 , 	21 , 	29 , 	47 , 	44 , 	45 , 	17 , 	15 , 	38 , 	33 ," 	1,289 "," 	1,590 "," 	1,618 ", 	803 , 	339 , 	310 , 	40 , 	208 , 	77 , 	98 , 	12 , 	57 , 	14 , 	42 ," 	7,649 ",,,,,,,,,,,
BP, 	36 , 	102 , 	47 , 	44 , 	85 , 	42 , 	71 , 	105 , 	169 , 	51 , 	83 , 	61 , 	53 , 	29 , 	29 , 	19 , 	22 , 	30 , 	43 , 	38 , 	37 , 	13 , 	12 , 	59 , 	69 ," 	1,477 "," 	2,085 "," 	3,640 "," 	1,722 ", 	811 , 	972 , 	211 , 	49 , 	153 , 	204 , 	14 , 	44 , 	16 , 	59 ," 	12,807 ",,,,,,,,,,,
DC, 	52 , 	141 , 	67 , 	66 , 	165 , 	76 , 	113 , 	166 , 	219 , 	116 , 	142 , 	117 , 	83 , 	69 , 	47 , 	32 , 	44 , 	70 , 	92 , 	109 , 	81 , 	32 , 	22 , 	67 , 	67 ," 	1,323 "," 	1,807 "," 	1,254 ", 	701 , 	266 , 	325 , 	87 , 	163 , 	14 , 	80 , 	33 , 	115 , 	41 , 	78 ," 	8,541 ",,,,,,,,,,,
CM, 	30 , 	71 , 	20 , 	24 , 	113 , 	29 , 	58 , 	163 , 	222 , 	24 , 	45 , 	60 , 	28 , 	22 , 	21 , 	12 , 	15 , 	20 , 	69 , 	54 , 	63 , 	21 , 	19 , 	35 , 	34 ," 	1,468 "," 	1,703 "," 	1,081 ", 	726 , 	204 , 	262 , 	114 , 	229 , 	68 , 	12 , 	8 , 	38 , 	21 , 	91 ," 	7,295 ",,,,,,,,,,,
CV, 	8 , 	6 , 	4 , 	3 , 	39 , 	8 , 	16 , 	47 , 	86 , 	55 , 	58 , 	53 , 	41 , 	47 , 	25 , 	17 , 	15 , 	33 , 	5 , 	3 , 	4 , 	2 , 	1 , 	5 , 	6 , 	441 , 	426 , 	199 , 	171 , 	20 , 	14 , 	12 , 	13 , 	30 , 	9 , 	4 , 	144 , 	2 , 	3 ," 	2,077 ",,,,,,,,,,,
ED, 	32 , 	50 , 	25 , 	21 , 	117 , 	33 , 	60 , 	161 , 	245 , 	140 , 	182 , 	260 , 	102 , 	279 , 	101 , 	69 , 	69 , 	99 , 	19 , 	10 , 	8 , 	3 , 	1 , 	18 , 	28 ," 	1,335 "," 	1,202 ", 	599 , 	419 , 	73 , 	54 , 	64 , 	44 , 	115 , 	37 , 	155 , 	21 , 	2 , 	15 ," 	6,266 ",,,,,,,,,,,
NC, 	7 , 	6 , 	3 , 	5 , 	40 , 	6 , 	31 , 	110 , 	128 , 	6 , 	12 , 	21 , 	9 , 	4 , 	8 , 	4 , 	4 , 	10 , 	77 , 	36 , 	70 , 	10 , 	7 , 	23 , 	5 , 	414 , 	442 , 	200 , 	176 , 	28 , 	20 , 	13 , 	16 , 	39 , 	19 , 	2 , 	2 , 	4 , 	81 ," 	2,098 ",,,,,,,,,,,
WP, 	30 , 	31 , 	7 , 	6 , 	78 , 	21 , 	121 , 	234 , 	298 , 	26 , 	52 , 	80 , 	28 , 	16 , 	29 , 	17 , 	25 , 	48 , 	583 , 	184 , 	272 , 	37 , 	20 , 	52 , 	30 , 	655 , 	716 , 	428 , 	371 , 	92 , 	120 , 	55 , 	57 , 	78 , 	95 , 	4 , 	15 , 	99 , 	21 ," 	5,132 ",,,,,,,,,,,
Entries," 	4,505 "," 	8,292 "," 	4,125 "," 	3,760 "," 	10,766 "," 	4,567 "," 	6,406 "," 	8,789 "," 	12,750 "," 	4,832 "," 	8,209 "," 	7,010 "," 	5,167 "," 	5,396 "," 	4,945 "," 	3,225 "," 	4,016 "," 	6,231 "," 	6,467 "," 	7,072 "," 	5,942 "," 	2,947 "," 	2,520 "," 	4,666 "," 	5,233 "," 	32,861 "," 	35,830 "," 	27,731 "," 	19,597 "," 	10,369 "," 	12,969 "," 	8,021 "," 	13,654 "," 	8,561 "," 	7,249 "," 	2,124 "," 	6,156 "," 	2,189 "," 	4,869 "," 	340,022 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
