Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jan 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	115 , 	135 , 	40 , 	66 , 	296 , 	107 , 	144 , 	145 , 	270 , 	159 , 	13 , 	232 , 	245 , 	240 , 	287 , 	112 , 	107 , 	146 , 	52 , 	34 , 	50 , 	25 , 	37 , 	54 , 	108 , 	629 , 	747 , 	746 , 	544 , 	179 , 	199 , 	61 , 	83 , 	79 , 	30 , 	49 , 	162 , 	11 , 	38 ," 	6,774 ",,,CM line," 	34,735 "," 	2,923 "," 	7,750 "," 	2,220 "," 	1,854 "," 	2,586 "," 	52,069 ",
CL, 	407 , 	99 , 	32 , 	36 , 	149 , 	68 , 	112 , 	126 , 	386 , 	118 , 	564 , 	6 , 	75 , 	115 , 	141 , 	69 , 	66 , 	89 , 	36 , 	37 , 	28 , 	15 , 	12 , 	45 , 	69 ," 	1,016 ", 	303 , 	323 , 	243 , 	74 , 	87 , 	36 , 	45 , 	48 , 	25 , 	23 , 	95 , 	8 , 	35 ," 	5,260 ",,,RM line," 	11,809 "," 	5,878 "," 	2,598 "," 	7,284 "," 	1,418 "," 	3,577 "," 	32,564 ",
SL, 	141 , 	120 , 	24 , 	25 , 	142 , 	48 , 	95 , 	199 , 	263 , 	168 , 	253 , 	113 , 	7 , 	109 , 	195 , 	82 , 	85 , 	132 , 	32 , 	24 , 	24 , 	6 , 	8 , 	18 , 	26 , 	563 , 	627 , 	408 , 	335 , 	49 , 	67 , 	32 , 	45 , 	39 , 	27 , 	38 , 	88 , 	7 , 	21 ," 	4,681 ",,,WP line," 	18,663 "," 	4,013 "," 	1,983 "," 	1,508 "," 	5,920 "," 	1,416 "," 	33,503 ",
BF, 	37 , 	38 , 	11 , 	11 , 	123 , 	35 , 	80 , 	183 , 	348 , 	185 , 	228 , 	169 , 	102 , 	9 , 	152 , 	119 , 	132 , 	256 , 	30 , 	17 , 	17 , 	5 , 	4 , 	13 , 	40 , 	542 , 	597 , 	387 , 	269 , 	56 , 	67 , 	25 , 	28 , 	38 , 	20 , 	48 , 	220 , 	5 , 	12 ," 	4,657 ",,,FT/ED line," 	18,419 "," 	6,792 "," 	2,585 "," 	3,996 "," 	1,333 "," 	12,280 "," 	45,405 ",
HY, 	125 , 	103 , 	30 , 	29 , 	130 , 	56 , 	83 , 	198 , 	251 , 	103 , 	299 , 	206 , 	214 , 	165 , 	10 , 	145 , 	237 , 	399 , 	32 , 	21 , 	23 , 	6 , 	9 , 	14 , 	32 , 	406 , 	347 , 	292 , 	226 , 	45 , 	48 , 	27 , 	31 , 	31 , 	23 , 	21 , 	93 , 	8 , 	24 ," 	4,542 ",,,Entries," 	102,255 "," 	34,681 "," 	52,369 "," 	32,751 "," 	32,793 "," 	46,089 "," 	300,938 ",
SH, 	20 , 	23 , 	9 , 	7 , 	84 , 	21 , 	40 , 	147 , 	209 , 	90 , 	101 , 	99 , 	75 , 	118 , 	132 , 	6 , 	93 , 	187 , 	14 , 	10 , 	15 , 	5 , 	4 , 	8 , 	24 , 	276 , 	295 , 	230 , 	196 , 	36 , 	37 , 	15 , 	16 , 	21 , 	12 , 	15 , 	53 , 	3 , 	16 ," 	2,762 ",,,,,,,,,,,
UC, 	20 , 	39 , 	16 , 	13 , 	124 , 	30 , 	55 , 	172 , 	247 , 	116 , 	122 , 	102 , 	87 , 	144 , 	252 , 	102 , 	11 , 	203 , 	20 , 	22 , 	19 , 	3 , 	5 , 	12 , 	19 , 	489 , 	480 , 	306 , 	220 , 	37 , 	32 , 	19 , 	25 , 	27 , 	13 , 	17 , 	55 , 	4 , 	23 ," 	3,703 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	34 , 	83 , 	40 , 	40 , 	242 , 	52 , 	89 , 	270 , 	343 , 	151 , 	150 , 	141 , 	137 , 	269 , 	419 , 	206 , 	199 , 	26 , 	27 , 	24 , 	28 , 	8 , 	13 , 	26 , 	17 , 	656 , 	707 , 	432 , 	298 , 	36 , 	45 , 	25 , 	24 , 	54 , 	20 , 	22 , 	79 , 	8 , 	40 ," 	5,479 ",,,Dtwn SF," 	5,312 ",,,,,,,
CN, 	39 , 	49 , 	26 , 	20 , 	118 , 	43 , 	107 , 	232 , 	341 , 	25 , 	46 , 	53 , 	26 , 	25 , 	27 , 	14 , 	17 , 	26 , 	31 , 	145 , 	472 , 	114 , 	56 , 	95 , 	13 , 	802 , 	805 , 	423 , 	396 , 	65 , 	87 , 	47 , 	42 , 	57 , 	54 , 	18 , 	14 , 	74 , 	385 ," 	5,432 ",,,OAK," 	26,674 "," 	1,717 ",,,,,,
PH, 	23 , 	33 , 	16 , 	20 , 	146 , 	24 , 	73 , 	280 , 	397 , 	24 , 	33 , 	56 , 	23 , 	17 , 	18 , 	12 , 	22 , 	23 , 	177 , 	13 , 	132 , 	57 , 	35 , 	108 , 	10 ," 	1,364 "," 	1,369 ", 	486 , 	463 , 	51 , 	59 , 	59 , 	41 , 	73 , 	71 , 	5 , 	6 , 	48 , 	163 ," 	6,029 ",,,CM line," 	69,217 "," 	5,895 "," 	7,750 ",,,,,
WC, 	27 , 	45 , 	25 , 	21 , 	129 , 	25 , 	96 , 	202 , 	305 , 	22 , 	43 , 	52 , 	22 , 	19 , 	23 , 	17 , 	18 , 	26 , 	581 , 	147 , 	10 , 	77 , 	49 , 	145 , 	14 ," 	1,044 "," 	1,071 ", 	471 , 	350 , 	51 , 	64 , 	43 , 	32 , 	56 , 	59 , 	5 , 	6 , 	76 , 	209 ," 	5,674 ",,,RM line," 	23,729 "," 	11,701 "," 	4,818 "," 	7,284 ",,,,
LF, 	14 , 	14 , 	7 , 	5 , 	64 , 	8 , 	26 , 	113 , 	179 , 	5 , 	24 , 	22 , 	6 , 	5 , 	6 , 	3 , 	3 , 	8 , 	139 , 	68 , 	93 , 	5 , 	16 , 	61 , 	3 , 	745 , 	728 , 	262 , 	205 , 	21 , 	25 , 	23 , 	9 , 	18 , 	15 , 	1 , 	2 , 	14 , 	27 ," 	2,993 ",,,WP line," 	36,960 "," 	7,983 "," 	3,837 "," 	2,926 "," 	5,920 ",,,
OR, 	10 , 	13 , 	10 , 	13 , 	53 , 	13 , 	33 , 	86 , 	146 , 	10 , 	31 , 	20 , 	8 , 	3 , 	8 , 	4 , 	5 , 	12 , 	71 , 	50 , 	47 , 	14 , 	4 , 	61 , 	3 , 	675 , 	657 , 	223 , 	179 , 	25 , 	27 , 	18 , 	12 , 	17 , 	16 , 	1 , 	3 , 	12 , 	19 ," 	2,611 ",,,FT/ED line," 	37,547 "," 	13,895 "," 	5,171 "," 	7,572 "," 	2,749 "," 	12,280 "," 	300,938 ",
RR, 	35 , 	30 , 	37 , 	61 , 	40 , 	10 , 	31 , 	75 , 	205 , 	37 , 	63 , 	65 , 	26 , 	20 , 	10 , 	6 , 	8 , 	17 , 	132 , 	65 , 	85 , 	34 , 	36 , 	6 , 	19 , 	925 ," 	1,006 ", 	531 , 	485 , 	69 , 	39 , 	24 , 	28 , 	41 , 	23 , 	4 , 	11 , 	20 , 	41 ," 	4,396 ",,,,,,,,,,,
OW, 	46 , 	44 , 	7 , 	16 , 	84 , 	44 , 	57 , 	49 , 	81 , 	24 , 	104 , 	91 , 	34 , 	43 , 	31 , 	23 , 	20 , 	18 , 	13 , 	10 , 	9 , 	4 , 	4 , 	13 , 	4 ," 	1,191 "," 	1,183 ", 	561 , 	411 , 	99 , 	86 , 	25 , 	42 , 	25 , 	23 , 	4 , 	23 , 	2 , 	25 ," 	4,574 ",,,,,,,,,,,
EM, 	400 ," 	1,000 ", 	531 , 	589 , 	691 , 	484 , 	669 , 	862 ," 	1,136 ", 	497 , 	772 , 	536 , 	701 , 	679 , 	436 , 	308 , 	527 , 	694 , 	910 ," 	1,620 "," 	1,140 ", 	740 , 	653 , 	820 ," 	1,184 ", 	336 , 	347 , 	525 , 	527 , 	728 ," 	1,334 "," 	1,094 "," 	1,432 "," 	1,066 "," 	1,322 ", 	440 ," 	1,287 ", 	389 , 	697 ," 	30,102 ",,,,,,,,,,,
MT, 	406 , 	963 , 	468 , 	456 , 	574 , 	523 , 	714 , 	640 , 	788 , 	439 , 	774 , 	428 , 	632 , 	615 , 	361 , 	308 , 	480 , 	704 , 	718 ," 	1,392 ", 	975 , 	613 , 	562 , 	741 ," 	1,068 ", 	301 , 	76 , 	218 , 	327 ," 	1,200 "," 	2,111 "," 	1,712 "," 	2,762 "," 	1,507 "," 	1,469 ", 	379 , 	978 , 	361 , 	608 ," 	30,348 ",,,,,,,,,,,
PL, 	291 , 	711 , 	307 , 	329 , 	722 , 	342 , 	574 , 	578 , 	930 , 	432 , 	723 , 	529 , 	408 , 	380 , 	289 , 	233 , 	306 , 	450 , 	438 , 	535 , 	488 , 	257 , 	226 , 	470 , 	617 , 	651 , 	341 , 	136 , 	382 ," 	1,511 "," 	2,139 "," 	1,408 "," 	2,759 "," 	1,191 "," 	1,009 ", 	197 , 	637 , 	196 , 	394 ," 	24,519 ",,,,,,,,,,,
CC, 	207 , 	554 , 	252 , 	294 , 	498 , 	326 , 	480 , 	429 , 	562 , 	323 , 	495 , 	355 , 	332 , 	292 , 	198 , 	195 , 	209 , 	314 , 	401 , 	444 , 	294 , 	182 , 	146 , 	388 , 	437 , 	353 , 	353 , 	307 , 	133 , 	904 ," 	1,400 ", 	861 ," 	2,018 ", 	757 , 	788 , 	152 , 	393 , 	156 , 	344 ," 	17,528 ",,,,,,,,,,,
16, 	88 , 	88 , 	47 , 	75 , 	163 , 	91 , 	163 , 	129 , 	189 , 	82 , 	144 , 	97 , 	43 , 	50 , 	51 , 	30 , 	31 , 	37 , 	55 , 	48 , 	46 , 	19 , 	20 , 	82 , 	102 , 	719 ," 	1,030 "," 	1,459 ", 	844 , 	41 , 	325 , 	294 , 	766 , 	218 , 	184 , 	16 , 	62 , 	17 , 	71 ," 	8,017 ",,,,,,,,,,,
24, 	126 , 	124 , 	34 , 	57 , 	189 , 	79 , 	119 , 	136 , 	208 , 	76 , 	175 , 	116 , 	61 , 	61 , 	41 , 	35 , 	28 , 	41 , 	76 , 	51 , 	55 , 	25 , 	26 , 	63 , 	85 ," 	1,250 "," 	1,666 "," 	2,085 "," 	1,223 ", 	321 , 	52 , 	270 , 	739 , 	256 , 	222 , 	12 , 	56 , 	18 , 	86 ," 	10,346 ",,,,,,,,,,,
GP, 	28 , 	57 , 	24 , 	23 , 	91 , 	27 , 	56 , 	96 , 	151 , 	27 , 	52 , 	47 , 	27 , 	27 , 	24 , 	11 , 	16 , 	25 , 	41 , 	52 , 	40 , 	23 , 	17 , 	35 , 	29 ," 	1,108 "," 	1,395 "," 	1,505 ", 	741 , 	293 , 	267 , 	28 , 	166 , 	71 , 	87 , 	13 , 	57 , 	10 , 	37 ," 	6,824 ",,,,,,,,,,,
BP, 	33 , 	54 , 	18 , 	24 , 	61 , 	27 , 	53 , 	77 , 	119 , 	38 , 	117 , 	87 , 	51 , 	52 , 	23 , 	12 , 	20 , 	16 , 	30 , 	29 , 	24 , 	9 , 	7 , 	39 , 	41 ," 	3,435 "," 	2,032 "," 	3,483 "," 	1,765 ", 	539 , 	608 , 	126 , 	36 , 	110 , 	128 , 	7 , 	25 , 	10 , 	41 ," 	13,410 ",,,,,,,,,,,
DC, 	35 , 	82 , 	38 , 	43 , 	121 , 	43 , 	54 , 	133 , 	188 , 	61 , 	82 , 	72 , 	49 , 	38 , 	34 , 	20 , 	30 , 	49 , 	55 , 	69 , 	53 , 	20 , 	18 , 	37 , 	50 ," 	1,152 "," 	1,588 "," 	1,166 ", 	695 , 	222 , 	307 , 	83 , 	156 , 	12 , 	68 , 	19 , 	92 , 	22 , 	58 ," 	7,111 ",,,,,,,,,,,
CM, 	27 , 	64 , 	17 , 	15 , 	88 , 	19 , 	34 , 	154 , 	215 , 	32 , 	26 , 	40 , 	23 , 	21 , 	19 , 	10 , 	14 , 	17 , 	60 , 	67 , 	51 , 	17 , 	16 , 	21 , 	26 ," 	1,288 "," 	1,419 ", 	968 , 	719 , 	167 , 	232 , 	93 , 	197 , 	57 , 	10 , 	4 , 	27 , 	14 , 	74 ," 	6,361 ",,,,,,,,,,,
CV, 	5 , 	5 , 	5 , 	5 , 	40 , 	8 , 	18 , 	50 , 	92 , 	62 , 	47 , 	35 , 	36 , 	56 , 	23 , 	17 , 	16 , 	22 , 	4 , 	4 , 	4 , 	1 , 	2 , 	5 , 	5 , 	392 , 	385 , 	194 , 	158 , 	18 , 	15 , 	14 , 	10 , 	19 , 	6 , 	4 , 	135 , 	1 , 	3 ," 	1,921 ",,,,,,,,,,,
ED, 	30 , 	41 , 	22 , 	16 , 	113 , 	32 , 	55 , 	167 , 	277 , 	166 , 	164 , 	150 , 	91 , 	243 , 	97 , 	58 , 	61 , 	78 , 	16 , 	6 , 	7 , 	3 , 	3 , 	14 , 	23 ," 	1,142 "," 	1,036 ", 	572 , 	408 , 	69 , 	63 , 	61 , 	42 , 	94 , 	37 , 	147 , 	14 , 	3 , 	6 ," 	5,626 ",,,,,,,,,,,
NC, 	7 , 	6 , 	3 , 	2 , 	42 , 	5 , 	24 , 	107 , 	115 , 	8 , 	11 , 	11 , 	7 , 	4 , 	6 , 	3 , 	5 , 	8 , 	76 , 	38 , 	63 , 	15 , 	9 , 	19 , 	2 , 	332 , 	352 , 	170 , 	151 , 	20 , 	20 , 	12 , 	16 , 	20 , 	14 , 	1 , 	2 , 	3 , 	76 ," 	1,786 ",,,,,,,,,,,
WP, 	33 , 	31 , 	7 , 	6 , 	84 , 	18 , 	113 , 	193 , 	288 , 	28 , 	39 , 	54 , 	23 , 	15 , 	24 , 	16 , 	24 , 	35 , 	502 , 	173 , 	212 , 	34 , 	22 , 	53 , 	23 , 	591 , 	625 , 	412 , 	367 , 	80 , 	101 , 	43 , 	60 , 	57 , 	83 , 	2 , 	8 , 	89 , 	16 ," 	4,582 ",,,,,,,,,,,
Entries," 	4,400 "," 	7,560 "," 	3,787 "," 	3,442 "," 	9,549 "," 	4,013 "," 	5,684 "," 	8,100 "," 	12,001 "," 	4,353 "," 	7,213 "," 	5,524 "," 	4,762 "," 	4,866 "," 	4,414 "," 	2,844 "," 	3,596 "," 	5,361 "," 	5,720 "," 	6,308 "," 	5,367 "," 	2,787 "," 	2,402 "," 	3,969 "," 	4,543 "," 	30,098 "," 	29,667 "," 	24,602 "," 	17,888 "," 	8,237 "," 	11,209 "," 	7,217 "," 	12,342 "," 	6,829 "," 	6,535 "," 	1,960 "," 	5,549 "," 	1,914 "," 	4,326 "," 	300,938 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
