Exit stations,Entry stations->,,SUNDAY,,,Feb 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	6 , 	8 , 	3 , 	2 , 	10 , 	3 , 	24 , 	12 , 	17 , 	5 , 	7 , 	20 , 	4 , 	5 , 	5 , 	3 , 	3 , 	5 , 	32 , 	17 , 	30 , 	5 , 	3 , 	17 , 	7 , 	42 , 	26 , 	79 , 	36 , 	17 , 	11 , 	7 , 	17 , 	14 , 	6 , 	1 , 	1 , 	7 , 	8 , 	9 , 	5 , 	45 , 	4 , 	1 , 	14 , 	7 , 	-   , 	-   , 	12 , 	7 , 	625 ,,,,,,,,,,,
Entries," 	1,313 "," 	1,796 "," 	1,274 "," 	1,228 "," 	3,715 "," 	1,410 "," 	2,423 "," 	2,868 "," 	2,646 "," 	1,697 "," 	2,201 "," 	1,718 "," 	1,304 "," 	1,356 ", 	944 , 	570 , 	741 , 	858 ," 	1,148 "," 	1,119 "," 	1,359 ", 	733 , 	594 ," 	1,637 "," 	2,703 "," 	5,456 "," 	4,294 "," 	11,579 "," 	5,824 "," 	4,284 "," 	3,885 "," 	1,884 "," 	2,708 "," 	2,263 ", 	834 , 	583 ," 	1,405 ", 	307 , 	770 , 	573 , 	876 ," 	4,292 "," 	1,204 ", 	620 , 	789 ," 	1,041 ", 	-   , 	-   , 	239 , 	553 ," 	95,613 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
