Exit stations,Entry stations->,,SUNDAY,,,Oct 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	4 , 	5 , 	2 , 	3 , 	10 , 	3 , 	20 , 	9 , 	13 , 	2 , 	6 , 	7 , 	6 , 	5 , 	6 , 	3 , 	3 , 	4 , 	41 , 	21 , 	26 , 	4 , 	4 , 	17 , 	9 , 	67 , 	27 , 	81 , 	36 , 	16 , 	13 , 	5 , 	8 , 	15 , 	6 , 	2 , 	2 , 	6 , 	9 , 	5 , 	5 , 	63 , 	2 , 	-   , 	15 , 	5 , 	-   , 	-   , 	14 , 	7 , 	638 ,,,,,,,,,,,
Entries," 	1,460 "," 	1,961 "," 	1,403 "," 	1,373 "," 	4,235 "," 	1,577 "," 	2,623 "," 	2,683 "," 	2,875 "," 	1,793 "," 	2,355 "," 	1,355 "," 	1,460 "," 	1,475 "," 	1,071 ", 	680 , 	934 ," 	1,110 "," 	1,169 "," 	1,046 "," 	1,316 ", 	652 ," 	1,180 "," 	1,808 "," 	3,002 "," 	7,774 "," 	4,949 "," 	12,318 "," 	6,789 "," 	4,441 "," 	3,910 "," 	2,025 "," 	3,018 "," 	2,651 ", 	961 , 	663 ," 	1,800 ", 	303 , 	796 , 	664 ," 	1,083 "," 	5,604 "," 	1,462 ", 	718 ," 	1,107 "," 	1,345 ", 	-   , 	-   , 	260 , 	576 ," 	107,811 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
