Exit stations,Entry stations->,,SUNDAY,,,Aug 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	8 , 	8 , 	3 , 	3 , 	11 , 	4 , 	29 , 	14 , 	16 , 	5 , 	15 , 	29 , 	7 , 	6 , 	10 , 	2 , 	4 , 	6 , 	41 , 	18 , 	26 , 	6 , 	3 , 	16 , 	5 , 	60 , 	38 , 	85 , 	44 , 	14 , 	18 , 	12 , 	12 , 	17 , 	5 , 	1 , 	2 , 	6 , 	17 , 	6 , 	6 , 	55 , 	8 , 	1 , 	19 , 	3 , 	-   , 	-   , 	11 , 	14 , 	745 ,,,,,,,,,,,
Entries," 	1,285 "," 	2,048 "," 	1,373 "," 	1,233 "," 	4,093 "," 	1,518 "," 	2,174 "," 	2,220 "," 	2,201 "," 	2,113 "," 	2,578 "," 	3,552 "," 	1,536 "," 	1,742 "," 	1,153 ", 	677 , 	969 ," 	1,539 "," 	1,316 "," 	1,253 "," 	1,655 ", 	826 , 	747 ," 	1,503 "," 	4,107 "," 	7,708 "," 	4,827 "," 	13,973 "," 	6,381 "," 	4,269 "," 	4,230 "," 	2,404 "," 	3,603 "," 	2,804 ", 	914 , 	780 ," 	2,229 ", 	393 , 	952 , 	651 ," 	1,068 "," 	5,795 "," 	1,782 ", 	881 ," 	1,278 ", 	888 , 	-   , 	-   , 	234 , 	635 ," 	114,085 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
