Exit stations,Entry stations->,,SATURDAY,,,Jan 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
FV, 	51 , 	71 , 	32 , 	44 , 	162 , 	58 , 	95 , 	330 , 	439 , 	359 , 	25 , 	151 , 	111 , 	173 , 	85 , 	44 , 	35 , 	99 , 	30 , 	16 , 	22 , 	9 , 	8 , 	37 , 	68 , 	354 , 	298 , 	690 , 	367 , 	167 , 	159 , 	35 , 	47 , 	41 , 	7 , 	40 , 	71 , 	5 , 	37 , 	6 , 	13 , 	50 , 	15 , 	52 , 	9 , 	-   ," 	5,010 ",,,,,,,,,,
CL, 	35 , 	80 , 	46 , 	39 , 	84 , 	40 , 	88 , 	145 , 	174 , 	141 , 	146 , 	19 , 	116 , 	147 , 	81 , 	45 , 	80 , 	176 , 	30 , 	44 , 	49 , 	36 , 	25 , 	31 , 	50 , 	242 , 	181 , 	404 , 	185 , 	83 , 	88 , 	57 , 	47 , 	64 , 	15 , 	52 , 	131 , 	16 , 	53 , 	10 , 	15 , 	23 , 	18 , 	84 , 	18 , 	-   ," 	3,729 ",,,,,,,,,,
SL, 	21 , 	32 , 	15 , 	20 , 	88 , 	24 , 	41 , 	174 , 	241 , 	238 , 	109 , 	116 , 	16 , 	82 , 	80 , 	28 , 	35 , 	46 , 	9 , 	8 , 	13 , 	3 , 	4 , 	14 , 	30 , 	207 , 	189 , 	387 , 	177 , 	64 , 	48 , 	19 , 	30 , 	28 , 	7 , 	29 , 	35 , 	3 , 	19 , 	6 , 	8 , 	34 , 	9 , 	32 , 	7 , 	-   ," 	2,821 ",,,,,,,,,,
BF, 	17 , 	25 , 	12 , 	13 , 	74 , 	20 , 	42 , 	95 , 	176 , 	165 , 	167 , 	146 , 	88 , 	14 , 	88 , 	47 , 	53 , 	110 , 	14 , 	7 , 	7 , 	4 , 	3 , 	7 , 	19 , 	197 , 	172 , 	383 , 	147 , 	52 , 	48 , 	14 , 	19 , 	24 , 	4 , 	41 , 	65 , 	4 , 	17 , 	6 , 	11 , 	15 , 	5 , 	76 , 	6 , 	-   ," 	2,714 ",,,,,,,,,,
HY, 	16 , 	31 , 	12 , 	10 , 	65 , 	16 , 	34 , 	95 , 	123 , 	82 , 	86 , 	85 , 	77 , 	85 , 	16 , 	60 , 	78 , 	139 , 	9 , 	6 , 	11 , 	2 , 	2 , 	7 , 	18 , 	125 , 	81 , 	213 , 	74 , 	41 , 	42 , 	13 , 	19 , 	18 , 	4 , 	17 , 	23 , 	3 , 	19 , 	4 , 	7 , 	15 , 	4 , 	36 , 	8 , 	-   ," 	1,928 ",,,,,,,,,,
SH, 	11 , 	15 , 	5 , 	8 , 	40 , 	13 , 	14 , 	36 , 	49 , 	35 , 	44 , 	44 , 	28 , 	48 , 	49 , 	4 , 	30 , 	65 , 	6 , 	5 , 	5 , 	0 , 	1 , 	4 , 	5 , 	74 , 	52 , 	132 , 	58 , 	19 , 	25 , 	7 , 	10 , 	12 , 	2 , 	8 , 	18 , 	-   , 	13 , 	3 , 	5 , 	9 , 	2 , 	14 , 	2 , 	-   ," 	1,022 ",,,,,,,,,,
UC, 	7 , 	21 , 	9 , 	6 , 	65 , 	12 , 	23 , 	66 , 	105 , 	84 , 	41 , 	85 , 	32 , 	51 , 	73 , 	31 , 	11 , 	84 , 	6 , 	3 , 	6 , 	1 , 	1 , 	8 , 	7 , 	165 , 	113 , 	227 , 	102 , 	35 , 	15 , 	5 , 	16 , 	15 , 	3 , 	9 , 	29 , 	1 , 	11 , 	4 , 	3 , 	15 , 	5 , 	14 , 	8 , 	-   ," 	1,626 ",,,,,,,,,,
FM, 	23 , 	48 , 	25 , 	30 , 	198 , 	33 , 	45 , 	133 , 	174 , 	126 , 	108 , 	171 , 	48 , 	102 , 	141 , 	65 , 	78 , 	33 , 	16 , 	17 , 	22 , 	8 , 	4 , 	20 , 	14 , 	375 , 	207 , 	421 , 	212 , 	62 , 	45 , 	20 , 	29 , 	30 , 	3 , 	21 , 	47 , 	4 , 	21 , 	6 , 	6 , 	37 , 	5 , 	20 , 	22 , 	-   ," 	3,269 ",,,,,,,,,,
CN, 	12 , 	22 , 	13 , 	11 , 	45 , 	15 , 	49 , 	70 , 	83 , 	12 , 	32 , 	32 , 	9 , 	7 , 	13 , 	4 , 	4 , 	19 , 	14 , 	58 , 	174 , 	45 , 	21 , 	47 , 	10 , 	210 , 	143 , 	297 , 	145 , 	52 , 	33 , 	21 , 	23 , 	20 , 	9 , 	2 , 	8 , 	18 , 	157 , 	10 , 	11 , 	81 , 	14 , 	3 , 	19 , 	-   ," 	2,095 ",,,,,,,,,,
PH, 	5 , 	9 , 	6 , 	8 , 	54 , 	9 , 	36 , 	101 , 	95 , 	18 , 	15 , 	42 , 	7 , 	7 , 	5 , 	3 , 	5 , 	15 , 	49 , 	18 , 	111 , 	21 , 	12 , 	55 , 	4 , 	293 , 	197 , 	335 , 	188 , 	47 , 	35 , 	19 , 	14 , 	14 , 	8 , 	3 , 	4 , 	7 , 	55 , 	4 , 	7 , 	90 , 	13 , 	2 , 	23 , 	-   ," 	2,063 ",,,,,,,,,,
WC, 	8 , 	15 , 	14 , 	20 , 	75 , 	12 , 	54 , 	131 , 	121 , 	21 , 	22 , 	45 , 	8 , 	8 , 	7 , 	5 , 	6 , 	15 , 	209 , 	116 , 	18 , 	86 , 	43 , 	98 , 	11 , 	391 , 	253 , 	410 , 	257 , 	67 , 	48 , 	20 , 	19 , 	23 , 	8 , 	4 , 	6 , 	56 , 	141 , 	6 , 	9 , 	117 , 	16 , 	2 , 	22 , 	-   ," 	3,040 ",,,,,,,,,,
LF, 	4 , 	7 , 	8 , 	5 , 	46 , 	6 , 	28 , 	151 , 	154 , 	18 , 	13 , 	36 , 	3 , 	3 , 	3 , 	1 , 	1 , 	7 , 	62 , 	23 , 	76 , 	11 , 	9 , 	55 , 	2 , 	224 , 	152 , 	221 , 	178 , 	38 , 	25 , 	14 , 	11 , 	12 , 	1 , 	2 , 	2 , 	3 , 	22 , 	2 , 	3 , 	57 , 	9 , 	1 , 	13 , 	-   ," 	1,716 ",,,,,,,,,,
OR, 	7 , 	5 , 	5 , 	3 , 	37 , 	6 , 	17 , 	164 , 	137 , 	24 , 	7 , 	25 , 	4 , 	3 , 	1 , 	1 , 	1 , 	5 , 	16 , 	12 , 	45 , 	8 , 	6 , 	45 , 	2 , 	227 , 	146 , 	198 , 	159 , 	32 , 	27 , 	9 , 	3 , 	12 , 	-   , 	1 , 	2 , 	2 , 	8 , 	4 , 	2 , 	46 , 	8 , 	1 , 	10 , 	-   ," 	1,479 ",,,,,,,,,,
RR, 	15 , 	31 , 	24 , 	13 , 	43 , 	8 , 	54 , 	723 , 	492 , 	62 , 	37 , 	28 , 	12 , 	7 , 	7 , 	4 , 	8 , 	17 , 	36 , 	45 , 	72 , 	48 , 	32 , 	28 , 	18 , 	454 , 	316 , 	528 , 	390 , 	143 , 	102 , 	32 , 	21 , 	21 , 	3 , 	3 , 	6 , 	11 , 	36 , 	4 , 	8 , 	120 , 	19 , 	2 , 	14 , 	-   ," 	4,090 ",,,,,,,,,,
OW, 	15 , 	21 , 	7 , 	9 , 	41 , 	21 , 	33 , 	79 , 	114 , 	31 , 	62 , 	56 , 	24 , 	21 , 	14 , 	5 , 	6 , 	15 , 	7 , 	4 , 	11 , 	2 , 	1 , 	12 , 	27 , 	588 , 	520 , 	907 , 	484 , 	269 , 	186 , 	42 , 	41 , 	32 , 	6 , 	10 , 	13 , 	2 , 	17 , 	5 , 	12 , 	95 , 	12 , 	7 , 	6 , 	-   ," 	3,887 ",,,,,,,,,,
EM, 	141 , 	319 , 	174 , 	256 , 	614 , 	253 , 	400 , 	518 , 	468 , 	324 , 	343 , 	253 , 	200 , 	220 , 	139 , 	73 , 	148 , 	317 , 	203 , 	288 , 	347 , 	202 , 	195 , 	421 , 	656 , 	99 , 	46 , 	306 , 	241 , 	417 , 	529 , 	283 , 	435 , 	327 , 	96 , 	151 , 	437 , 	87 , 	198 , 	73 , 	87 , 	246 , 	191 , 	165 , 	65 , 	-   ," 	11,948 ",,,,,,,,,,
MT, 	147 , 	281 , 	155 , 	235 , 	480 , 	207 , 	359 , 	410 , 	356 , 	336 , 	364 , 	193 , 	216 , 	226 , 	98 , 	62 , 	113 , 	225 , 	164 , 	201 , 	259 , 	143 , 	138 , 	326 , 	631 , 	71 , 	53 , 	79 , 	119 , 	434 , 	520 , 	384 , 	842 , 	395 , 	116 , 	116 , 	299 , 	69 , 	164 , 	105 , 	92 , 	253 , 	223 , 	123 , 	44 , 	-   ," 	10,820 ",,,,,,,,,,
PL, 	242 , 	578 , 	315 , 	367 , 	882 , 	331 , 	561 , 	616 , 	588 , 	449 , 	627 , 	381 , 	351 , 	349 , 	193 , 	125 , 	186 , 	389 , 	260 , 	327 , 	411 , 	241 , 	224 , 	522 , 	968 , 	399 , 	102 , 	146 , 	239 ," 	1,218 "," 	1,477 ", 	946 ," 	1,482 "," 	1,160 ", 	314 , 	193 , 	557 , 	113 , 	313 , 	273 , 	294 ," 	1,037 ", 	682 , 	215 , 	83 , 	-   ," 	21,719 ",,,,,,,,,,
CC, 	122 , 	325 , 	250 , 	376 , 	659 , 	287 , 	488 , 	622 , 	555 , 	330 , 	401 , 	182 , 	212 , 	148 , 	94 , 	86 , 	143 , 	341 , 	188 , 	266 , 	360 , 	247 , 	244 , 	494 , 	601 , 	616 , 	250 , 	352 , 	76 , 	949 ," 	1,669 "," 	1,167 ", 	786 ," 	1,119 ", 	377 , 	136 , 	476 , 	119 , 	163 , 	253 , 	361 , 	394 ," 	1,628 ", 	205 , 	35 , 	-   ," 	19,144 ",,,,,,,,,,
16, 	77 , 	94 , 	61 , 	106 , 	217 , 	151 , 	269 , 	320 , 	223 , 	166 , 	169 , 	96 , 	60 , 	43 , 	45 , 	22 , 	30 , 	63 , 	54 , 	50 , 	79 , 	42 , 	35 , 	162 , 	300 , 	714 , 	579 ," 	1,568 ", 	690 , 	66 , 	270 , 	270 , 	355 , 	249 , 	65 , 	40 , 	73 , 	15 , 	56 , 	66 , 	90 , 	189 , 	194 , 	29 , 	17 , 	-   ," 	8,522 ",,,,,,,,,,
24, 	92 , 	115 , 	55 , 	83 , 	155 , 	96 , 	182 , 	269 , 	193 , 	138 , 	157 , 	85 , 	48 , 	49 , 	36 , 	27 , 	18 , 	35 , 	34 , 	34 , 	52 , 	28 , 	23 , 	113 , 	205 , 	930 , 	728 ," 	1,891 "," 	1,024 ", 	235 , 	62 , 	196 , 	334 , 	221 , 	73 , 	19 , 	54 , 	13 , 	49 , 	62 , 	95 , 	188 , 	158 , 	23 , 	13 , 	-   ," 	8,683 ",,,,,,,,,,
GP, 	21 , 	29 , 	17 , 	25 , 	67 , 	28 , 	48 , 	93 , 	80 , 	36 , 	33 , 	52 , 	21 , 	12 , 	11 , 	7 , 	9 , 	20 , 	22 , 	21 , 	25 , 	16 , 	10 , 	33 , 	37 , 	538 , 	424 ," 	1,222 ", 	540 , 	231 , 	190 , 	32 , 	50 , 	34 , 	28 , 	10 , 	25 , 	7 , 	17 , 	23 , 	51 , 	101 , 	59 , 	8 , 	8 , 	-   ," 	4,367 ",,,,,,,,,,
BP, 	21 , 	36 , 	9 , 	12 , 	45 , 	17 , 	33 , 	44 , 	57 , 	37 , 	40 , 	33 , 	25 , 	21 , 	16 , 	10 , 	10 , 	22 , 	16 , 	10 , 	16 , 	6 , 	6 , 	21 , 	40 , 	434 , 	476 ," 	1,789 ", 	478 , 	300 , 	288 , 	48 , 	41 , 	47 , 	39 , 	9 , 	25 , 	8 , 	23 , 	24 , 	76 , 	100 , 	60 , 	6 , 	5 , 	-   ," 	4,874 ",,,,,,,,,,
DC, 	25 , 	35 , 	19 , 	16 , 	72 , 	14 , 	32 , 	56 , 	77 , 	43 , 	34 , 	67 , 	19 , 	23 , 	13 , 	13 , 	14 , 	28 , 	19 , 	13 , 	27 , 	10 , 	10 , 	25 , 	29 , 	550 , 	435 ," 	1,381 ", 	607 , 	249 , 	225 , 	49 , 	54 , 	28 , 	18 , 	12 , 	31 , 	7 , 	36 , 	28 , 	73 , 	200 , 	95 , 	15 , 	12 , 	-   ," 	4,834 ",,,,,,,,,,
CM, 	5 , 	15 , 	4 , 	6 , 	14 , 	3 , 	6 , 	13 , 	22 , 	6 , 	8 , 	12 , 	5 , 	5 , 	6 , 	2 , 	3 , 	4 , 	8 , 	9 , 	11 , 	3 , 	1 , 	5 , 	6 , 	145 , 	122 , 	370 , 	168 , 	72 , 	89 , 	27 , 	37 , 	22 , 	8 , 	1 , 	3 , 	3 , 	14 , 	8 , 	33 , 	111 , 	41 , 	1 , 	1 , 	-   ," 	1,454 ",,,,,,,,,,
CV, 	3 , 	8 , 	4 , 	4 , 	15 , 	5 , 	10 , 	72 , 	100 , 	128 , 	46 , 	52 , 	29 , 	51 , 	14 , 	8 , 	8 , 	20 , 	2 , 	2 , 	2 , 	2 , 	1 , 	6 , 	8 , 	140 , 	97 , 	223 , 	104 , 	35 , 	22 , 	9 , 	8 , 	9 , 	2 , 	9 , 	57 , 	1 , 	4 , 	3 , 	2 , 	16 , 	3 , 	57 , 	7 , 	-   ," 	1,404 ",,,,,,,,,,
ED, 	9 , 	14 , 	9 , 	9 , 	58 , 	11 , 	20 , 	74 , 	101 , 	190 , 	75 , 	129 , 	33 , 	72 , 	30 , 	19 , 	24 , 	52 , 	8 , 	5 , 	10 , 	2 , 	3 , 	8 , 	15 , 	504 , 	280 , 	561 , 	283 , 	74 , 	54 , 	21 , 	35 , 	38 , 	4 , 	50 , 	27 , 	1 , 	6 , 	5 , 	6 , 	96 , 	7 , 	33 , 	52 , 	-   ," 	3,108 ",,,,,,,,,,
NC, 	1 , 	3 , 	2 , 	1 , 	12 , 	4 , 	14 , 	37 , 	44 , 	10 , 	4 , 	16 , 	4 , 	1 , 	2 , 	1 , 	1 , 	4 , 	19 , 	7 , 	49 , 	4 , 	2 , 	15 , 	3 , 	110 , 	63 , 	124 , 	74 , 	18 , 	12 , 	5 , 	5 , 	9 , 	1 , 	3 , 	1 , 	9 , 	18 , 	1 , 	3 , 	32 , 	6 , 	-   , 	3 , 	-   , 	751 ,,,,,,,,,,
WP, 	21 , 	32 , 	12 , 	12 , 	45 , 	11 , 	87 , 	63 , 	76 , 	15 , 	44 , 	60 , 	19 , 	27 , 	22 , 	9 , 	9 , 	25 , 	154 , 	60 , 	136 , 	25 , 	12 , 	45 , 	19 , 	225 , 	144 , 	364 , 	135 , 	55 , 	59 , 	29 , 	35 , 	44 , 	19 , 	2 , 	8 , 	22 , 	27 , 	13 , 	22 , 	109 , 	15 , 	4 , 	22 , 	-   ," 	2,385 ",,,,,,,,,,
SS, 	7 , 	10 , 	3 , 	3 , 	11 , 	3 , 	4 , 	18 , 	15 , 	4 , 	10 , 	8 , 	4 , 	4 , 	2 , 	3 , 	2 , 	8 , 	8 , 	7 , 	5 , 	4 , 	5 , 	4 , 	6 , 	109 , 	104 , 	299 , 	143 , 	67 , 	63 , 	22 , 	30 , 	28 , 	7 , 	1 , 	7 , 	2 , 	13 , 	12 , 	24 , 	42 , 	13 , 	3 , 	2 , 	-   ," 	1,144 ",,,,,,,,,,
SB, 	15 , 	16 , 	9 , 	6 , 	18 , 	5 , 	10 , 	17 , 	22 , 	8 , 	15 , 	21 , 	8 , 	9 , 	6 , 	5 , 	5 , 	4 , 	13 , 	9 , 	8 , 	3 , 	2 , 	9 , 	14 , 	172 , 	125 , 	339 , 	193 , 	83 , 	99 , 	54 , 	77 , 	87 , 	44 , 	2 , 	5 , 	3 , 	22 , 	24 , 	13 , 	72 , 	26 , 	3 , 	2 , 	-   ," 	1,694 ",,,,,,,,,,
SO, 	34 , 	64 , 	38 , 	69 , 	99 , 	50 , 	98 , 	58 , 	65 , 	25 , 	37 , 	28 , 	21 , 	16 , 	11 , 	7 , 	10 , 	22 , 	64 , 	63 , 	94 , 	48 , 	48 , 	87 , 	103 , 	219 , 	183 , 	678 , 	279 , 	140 , 	151 , 	92 , 	92 , 	162 , 	86 , 	11 , 	62 , 	26 , 	80 , 	39 , 	58 , 	53 , 	267 , 	23 , 	13 , 	-   ," 	3,971 ",,,,,,,,,,
MB, 	11 , 	19 , 	17 , 	13 , 	92 , 	14 , 	27 , 	56 , 	50 , 	19 , 	18 , 	22 , 	7 , 	5 , 	5 , 	3 , 	4 , 	4 , 	11 , 	12 , 	15 , 	8 , 	6 , 	23 , 	11 , 	635 , 	344 , 	778 , 	595 , 	183 , 	140 , 	65 , 	67 , 	106 , 	38 , 	4 , 	9 , 	5 , 	16 , 	17 , 	19 , 	331 , 	45 , 	4 , 	6 , 	-   ," 	3,871 ",,,,,,,,,,
WD, 	3 , 	5 , 	4 , 	3 , 	27 , 	5 , 	7 , 	36 , 	47 , 	79 , 	57 , 	87 , 	35 , 	81 , 	37 , 	15 , 	13 , 	22 , 	3 , 	4 , 	2 , 	0 , 	1 , 	3 , 	10 , 	200 , 	134 , 	225 , 	136 , 	28 , 	22 , 	12 , 	12 , 	11 , 	1 , 	64 , 	25 , 	0 , 	5 , 	2 , 	5 , 	33 , 	5 , 	10 , 	21 , 	-   ," 	1,533 ",,,,,,,,,,
OA, 	8 , 	13 , 	11 , 	15 , 	34 , 	11 , 	9 , 	12 , 	17 , 	12 , 	5 , 	21 , 	5 , 	4 , 	4 , 	1 , 	6 , 	13 , 	10 , 	16 , 	16 , 	7 , 	5 , 	9 , 	3 , 	49 , 	31 , 	62 , 	29 , 	10 , 	9 , 	7 , 	7 , 	6 , 	1 , 	5 , 	24 , 	3 , 	9 , 	1 , 	2 , 	17 , 	2 , 	12 , 	14 , 	-   , 	558 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,019 "," 	4,141 "," 	3,214 "," 	3,476 "," 	7,498 "," 	3,381 "," 	4,837 "," 	8,938 "," 	8,779 "," 	4,468 "," 	5,055 "," 	3,786 "," 	2,787 "," 	2,770 "," 	1,952 "," 	1,070 "," 	1,583 "," 	3,238 "," 	2,105 "," 	2,155 "," 	3,047 "," 	1,792 "," 	1,593 "," 	4,325 "," 	4,424 "," 	14,519 "," 	10,321 "," 	23,527 "," 	12,596 "," 	7,609 "," 	8,316 "," 	4,523 "," 	5,521 "," 	4,893 "," 	1,511 "," 	1,447 "," 	3,165 ", 	778 ," 	2,199 "," 	1,200 "," 	1,639 "," 	5,209 "," 	4,200 "," 	1,508 ", 	869 , 	-   ," 	207,977 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
