Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Oct 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
CN, 	42 , 	51 , 	30 , 	20 , 	124 , 	28 , 	102 , 	223 , 	321 , 	28 , 	52 , 	69 , 	38 , 	33 , 	31 , 	17 , 	19 , 	28 , 	126 , 	172 , 	507 , 	118 , 	65 , 	108 , 	13 , 	694 , 	719 , 	396 , 	372 , 	65 , 	89 , 	49 , 	44 , 	100 , 	59 , 	4 , 	15 , 	76 , 	518 ," 	5,564 ",,,OAK," 	27,268 "," 	1,170 ",,,,,,
PH, 	23 , 	31 , 	22 , 	22 , 	164 , 	23 , 	96 , 	282 , 	402 , 	20 , 	27 , 	68 , 	20 , 	17 , 	23 , 	13 , 	25 , 	26 , 	188 , 	14 , 	143 , 	66 , 	42 , 	119 , 	9 ," 	1,391 "," 	1,320 ", 	508 , 	478 , 	54 , 	56 , 	55 , 	45 , 	122 , 	81 , 	4 , 	6 , 	39 , 	180 ," 	6,221 ",,,CM line," 	65,878 "," 	6,810 "," 	9,358 ",,,,,
WC, 	32 , 	36 , 	26 , 	24 , 	143 , 	26 , 	93 , 	209 , 	323 , 	23 , 	34 , 	73 , 	26 , 	20 , 	18 , 	17 , 	15 , 	22 , 	607 , 	143 , 	11 , 	82 , 	47 , 	151 , 	18 ," 	1,053 ", 	990 , 	448 , 	357 , 	47 , 	60 , 	46 , 	37 , 	92 , 	53 , 	4 , 	7 , 	78 , 	234 ," 	5,725 ",,,RM line," 	21,939 "," 	10,610 "," 	5,862 "," 	8,096 ",,,,
LF, 	9 , 	13 , 	7 , 	6 , 	71 , 	8 , 	28 , 	110 , 	182 , 	9 , 	26 , 	32 , 	5 , 	3 , 	6 , 	2 , 	5 , 	7 , 	137 , 	83 , 	96 , 	5 , 	19 , 	70 , 	5 , 	779 , 	669 , 	246 , 	201 , 	18 , 	27 , 	17 , 	7 , 	36 , 	16 , 	2 , 	5 , 	11 , 	38 ," 	3,013 ",,,WP line," 	35,684 "," 	7,550 "," 	4,670 "," 	2,970 "," 	6,695 ",,,
OR, 	10 , 	13 , 	11 , 	12 , 	60 , 	11 , 	38 , 	78 , 	150 , 	13 , 	34 , 	31 , 	9 , 	6 , 	8 , 	3 , 	6 , 	13 , 	65 , 	53 , 	47 , 	16 , 	3 , 	70 , 	4 , 	681 , 	620 , 	219 , 	198 , 	20 , 	22 , 	17 , 	16 , 	35 , 	19 , 	1 , 	2 , 	12 , 	25 ," 	2,652 ",,,FT/ED line," 	39,305 "," 	15,286 "," 	6,109 "," 	8,379 "," 	3,157 "," 	13,073 "," 	303,796 ",
RR, 	25 , 	30 , 	19 , 	23 , 	62 , 	14 , 	45 , 	117 , 	218 , 	39 , 	58 , 	67 , 	23 , 	15 , 	19 , 	8 , 	12 , 	22 , 	114 , 	117 , 	152 , 	69 , 	63 , 	8 , 	12 , 	905 , 	936 , 	514 , 	492 , 	100 , 	77 , 	39 , 	55 , 	72 , 	23 , 	6 , 	13 , 	18 , 	51 ," 	4,652 ",,,,,,,,,,,
OW, 	33 , 	36 , 	8 , 	16 , 	70 , 	35 , 	49 , 	37 , 	68 , 	30 , 	111 , 	86 , 	34 , 	36 , 	37 , 	23 , 	17 , 	16 , 	12 , 	8 , 	13 , 	4 , 	4 , 	12 , 	6 ," 	1,151 "," 	1,073 ", 	553 , 	404 , 	86 , 	78 , 	28 , 	43 , 	62 , 	18 , 	8 , 	21 , 	3 , 	27 ," 	4,357 ",,,,,,,,,,,
EM, 	247 , 	875 , 	459 , 	467 , 	847 , 	504 , 	774 , 	902 ," 	1,252 ", 	557 , 	654 , 	627 , 	663 , 	603 , 	455 , 	336 , 	627 , 	875 , 	847 ," 	1,708 "," 	1,243 ", 	796 , 	697 , 	896 ," 	1,273 ", 	117 , 	144 , 	356 , 	327 , 	784 ," 	1,412 "," 	1,154 "," 	1,544 "," 	1,227 "," 	1,298 ", 	470 ," 	1,374 ", 	387 , 	733 ," 	30,510 ",,,,,,,,,,,
MT, 	331 , 	849 , 	478 , 	408 , 	697 , 	494 , 	733 , 	633 , 	849 , 	498 , 	743 , 	508 , 	624 , 	564 , 	350 , 	291 , 	475 , 	779 , 	740 ," 	1,276 ", 	938 , 	565 , 	550 , 	744 ," 	1,044 ", 	228 , 	108 , 	216 , 	311 ," 	1,172 "," 	1,933 "," 	1,677 "," 	3,007 "," 	1,516 "," 	1,406 ", 	391 , 	993 , 	301 , 	581 ," 	29,998 ",,,,,,,,,,,
PL, 	253 , 	580 , 	266 , 	279 , 	772 , 	295 , 	529 , 	487 , 	857 , 	401 , 	567 , 	547 , 	363 , 	324 , 	239 , 	192 , 	256 , 	394 , 	363 , 	476 , 	401 , 	218 , 	195 , 	422 , 	511 , 	483 , 	267 , 	143 , 	302 ," 	1,233 "," 	1,879 "," 	1,238 "," 	2,712 "," 	1,081 ", 	872 , 	179 , 	569 , 	174 , 	343 ," 	21,663 ",,,,,,,,,,,
CC, 	160 , 	486 , 	226 , 	253 , 	536 , 	284 , 	442 , 	369 , 	521 , 	273 ," 	2,873 ", 	317 , 	282 , 	242 , 	187 , 	166 , 	209 , 	283 , 	285 , 	385 , 	265 , 	160 , 	151 , 	357 , 	358 , 	276 , 	273 , 	268 , 	108 , 	751 ," 	1,120 ", 	765 ," 	1,812 ", 	739 , 	680 , 	140 , 	390 , 	116 , 	312 ," 	17,820 ",,,,,,,,,,,
16, 	87 , 	89 , 	40 , 	82 , 	238 , 	97 , 	166 , 	140 , 	187 , 	94 , 	152 , 	106 , 	52 , 	46 , 	51 , 	29 , 	29 , 	48 , 	52 , 	55 , 	46 , 	21 , 	17 , 	90 , 	94 , 	661 , 	962 ," 	1,411 ", 	867 , 	46 , 	306 , 	292 , 	823 , 	270 , 	216 , 	18 , 	68 , 	16 , 	75 ," 	8,140 ",,,,,,,,,,,
24, 	127 , 	131 , 	37 , 	58 , 	258 , 	92 , 	131 , 	143 , 	228 , 	72 , 	190 , 	116 , 	66 , 	55 , 	52 , 	35 , 	28 , 	45 , 	82 , 	54 , 	59 , 	29 , 	22 , 	76 , 	84 ," 	1,171 "," 	1,572 "," 	2,171 "," 	1,306 ", 	308 , 	62 , 	309 , 	913 , 	323 , 	259 , 	23 , 	58 , 	20 , 	98 ," 	10,862 ",,,,,,,,,,,
GP, 	28 , 	59 , 	26 , 	28 , 	141 , 	29 , 	56 , 	104 , 	150 , 	42 , 	60 , 	60 , 	28 , 	31 , 	26 , 	13 , 	15 , 	24 , 	45 , 	55 , 	48 , 	19 , 	18 , 	38 , 	34 ," 	1,080 "," 	1,343 "," 	1,524 ", 	769 , 	291 , 	303 , 	53 , 	173 , 	88 , 	93 , 	12 , 	63 , 	11 , 	45 ," 	7,025 ",,,,,,,,,,,
BP, 	45 , 	81 , 	30 , 	37 , 	109 , 	36 , 	71 , 	107 , 	169 , 	61 , 	97 , 	59 , 	57 , 	34 , 	32 , 	15 , 	29 , 	26 , 	40 , 	43 , 	32 , 	7 , 	15 , 	58 , 	55 ," 	1,371 "," 	1,862 "," 	3,756 "," 	1,965 ", 	797 , 	944 , 	178 , 	82 , 	166 , 	208 , 	13 , 	38 , 	17 , 	56 ," 	12,799 ",,,,,,,,,,,
DC, 	67 , 	176 , 	73 , 	80 , 	229 , 	77 , 	119 , 	169 , 	266 , 	128 , 	139 , 	100 , 	85 , 	78 , 	37 , 	48 , 	56 , 	76 , 	103 , 	128 , 	89 , 	38 , 	33 , 	72 , 	87 ," 	1,198 "," 	1,526 "," 	1,183 ", 	813 , 	261 , 	341 , 	93 , 	193 , 	21 , 	76 , 	37 , 	126 , 	49 , 	90 ," 	8,557 ",,,,,,,,,,,
CM, 	22 , 	58 , 	16 , 	14 , 	93 , 	20 , 	38 , 	145 , 	212 , 	29 , 	36 , 	51 , 	27 , 	23 , 	18 , 	11 , 	15 , 	19 , 	58 , 	82 , 	49 , 	18 , 	18 , 	26 , 	20 ," 	1,277 "," 	1,342 ", 	999 , 	739 , 	188 , 	266 , 	103 , 	238 , 	62 , 	11 , 	9 , 	54 , 	18 , 	82 ," 	6,505 ",,,,,,,,,,,
CV, 	6 , 	9 , 	5 , 	4 , 	46 , 	6 , 	13 , 	41 , 	81 , 	80 , 	58 , 	54 , 	39 , 	51 , 	24 , 	18 , 	16 , 	24 , 	5 , 	3 , 	5 , 	1 , 	2 , 	6 , 	11 , 	412 , 	398 , 	199 , 	166 , 	18 , 	21 , 	10 , 	12 , 	36 , 	12 , 	3 , 	137 , 	2 , 	3 ," 	2,037 ",,,,,,,,,,,
ED, 	22 , 	36 , 	16 , 	15 , 	124 , 	25 , 	46 , 	151 , 	267 , 	205 , 	165 , 	174 , 	101 , 	266 , 	104 , 	63 , 	58 , 	78 , 	15 , 	7 , 	7 , 	4 , 	3 , 	15 , 	24 ," 	1,211 "," 	1,037 ", 	582 , 	469 , 	67 , 	63 , 	65 , 	40 , 	138 , 	50 , 	151 , 	19 , 	3 , 	7 ," 	5,893 ",,,,,,,,,,,
NC, 	8 , 	7 , 	4 , 	2 , 	41 , 	4 , 	24 , 	97 , 	112 , 	14 , 	9 , 	20 , 	8 , 	4 , 	11 , 	2 , 	6 , 	7 , 	73 , 	37 , 	59 , 	13 , 	10 , 	21 , 	5 , 	319 , 	302 , 	165 , 	136 , 	17 , 	22 , 	12 , 	16 , 	47 , 	15 , 	2 , 	3 , 	5 , 	78 ," 	1,739 ",,,,,,,,,,,
WP, 	29 , 	30 , 	9 , 	7 , 	92 , 	22 , 	109 , 	206 , 	288 , 	24 , 	47 , 	70 , 	28 , 	17 , 	34 , 	14 , 	21 , 	34 , 	577 , 	175 , 	234 , 	36 , 	28 , 	57 , 	27 , 	606 , 	569 , 	400 , 	378 , 	80 , 	105 , 	44 , 	58 , 	96 , 	81 , 	3 , 	9 , 	87 , 	27 ," 	4,758 ",,,,,,,,,,,
Entries," 	3,980 "," 	7,215 "," 	3,713 "," 	3,146 "," 	10,921 "," 	3,949 "," 	5,908 "," 	7,811 "," 	12,120 "," 	4,762 "," 	9,246 "," 	6,211 "," 	4,835 "," 	4,944 "," 	5,050 "," 	3,094 "," 	3,774 "," 	5,796 "," 	5,644 "," 	6,291 "," 	5,455 "," 	2,793 "," 	2,459 "," 	4,111 "," 	4,358 "," 	26,974 "," 	27,903 "," 	24,599 "," 	18,463 "," 	8,241 "," 	11,161 "," 	7,205 "," 	12,978 "," 	8,232 "," 	6,339 "," 	2,029 "," 	5,743 "," 	1,802 "," 	4,542 "," 	303,796 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
