Avg Weekday Trip OD																																																			
																																																			
2024 / 09																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
LM	22	44	34	26	119	31	36	19	17	14	126	186	195	140	94	62	57	59	14	10	16	5	4	14	20	317	271	264	254	100	77	27	44	49	5	59	100	5	11	5	5	17	5	53	19	35	7	20	33	44	"3,189"
FV	70	81	34	36	183	58	110	82	70	121	48	217	182	152	170	65	60	57	24	11	21	8	17	30	69	369	315	386	373	174	140	41	67	140	5	36	96	5	15	10	14	36	11	42	11	42	13	20	36	55	"4,427"
CL	72	94	49	45	116	58	119	115	131	173	213	27	175	137	151	75	97	89	48	50	51	42	34	53	64	256	181	268	197	77	94	40	37	100	9	88	224	18	30	10	13	32	20	86	57	58	6	39	71	132	"4,418"
SL	25	32	13	21	95	25	73	101	141	197	198	181	15	94	137	78	62	99	17	14	12	4	4	16	31	345	322	311	253	89	66	24	49	96	6	32	106	4	10	5	8	22	5	39	9	50	4	18	38	60	"3,653"
BF	14	23	8	12	69	12	44	67	95	139	149	134	89	20	68	56	47	67	16	6	9	2	2	9	25	269	259	292	211	66	59	21	32	64	5	36	86	3	5	7	9	15	5	39	6	41	4	7	26	52	"2,799"
HY	28	40	12	14	75	17	45	73	78	97	168	144	147	70	18	72	131	151	19	11	9	5	3	11	24	171	136	142	113	40	29	13	18	35	5	9	47	3	14	7	9	11	5	21	7	88	5	16	69	86	"2,560"
SH	8	11	3	4	42	8	26	36	54	55	59	69	64	51	58	10	51	69	9	5	5	2	1	3	11	127	113	84	87	26	30	5	10	25	2	14	26	0	3	3	2	5	3	15	4	68	1	4	35	58	"1,465"
UC	11	17	8	8	81	11	30	57	83	55	64	95	68	63	135	48	17	70	6	6	12	1	2	4	12	221	173	115	106	34	18	7	11	31	4	9	37	2	4	3	3	13	1	13	8	82	1	4	71	92	"2,024"
FM	10	17	9	12	80	10	30	61	80	60	58	83	99	71	153	73	75	19	8	5	7	1	3	6	7	283	193	118	98	33	16	8	10	32	2	14	36	2	4	1	4	19	2	13	13	75	1	4	102	126	"2,245"
CN	22	28	9	13	61	11	87	76	112	17	23	47	20	13	19	8	6	9	28	67	151	96	29	73	12	311	268	224	216	58	49	26	31	63	9	6	7	27	140	11	13	71	13	3	16	4	72	116	8	10	"2,814"
PH	7	15	8	11	61	9	67	92	125	9	13	46	11	5	11	6	5	5	67	13	66	30	20	65	10	510	436	219	214	65	31	23	17	43	8	2	4	13	46	7	11	100	10	1	24	5	26	48	6	7	"2,652"
WC	21	20	12	12	68	6	76	110	119	20	19	44	11	8	10	5	11	6	169	60	16	45	29	91	11	556	448	206	207	55	37	23	24	40	10	3	4	22	78	11	12	125	8	1	21	3	26	74	7	7	"3,008"
LF	13	8	6	6	35	8	29	58	61	5	11	36	4	1	5	2	1	1	113	44	46	9	9	45	2	408	308	105	106	35	17	8	12	12	2	0	1	7	18	3	5	72	4	1	12	1	8	14	2	2	"1,719"
OR	7	8	4	5	24	3	22	39	55	3	10	30	4	2	3	1	2	3	31	15	26	8	7	39	3	381	264	86	94	27	14	13	10	16	3	2	1	2	9	2	3	50	4	0	6	1	5	10	2	3	"1,359"
RR	14	23	15	12	20	7	40	81	79	15	29	49	17	12	11	3	6	7	73	72	89	43	44	12	18	546	411	211	277	105	63	34	32	30	3	2	4	9	32	6	8	92	7	2	9	3	10	29	5	6	"2,725"
OW	24	27	6	8	46	13	36	41	50	19	70	64	29	28	25	12	9	8	10	8	10	3	3	15	26	817	537	498	456	213	129	35	46	47	7	10	17	2	8	8	16	75	17	6	7	6	7	12	6	8	"3,580"
EM	255	462	288	330	526	311	526	704	685	373	438	284	426	322	208	162	257	319	374	597	646	474	443	605	960	110	29	131	189	478	751	496	544	621	219	255	801	110	323	185	173	307	192	320	64	112	36	264	155	170	"18,009"
MT	214	368	226	244	352	240	393	507	490	298	362	184	361	309	160	128	199	204	287	448	446	314	266	419	616	32	70	42	118	478	822	575	726	756	256	185	523	78	254	222	213	292	231	200	42	92	38	212	124	123	"14,737"
PL	227	345	124	119	303	138	283	348	403	234	363	251	258	229	126	77	104	108	204	209	191	100	88	194	489	153	46	84	88	462	653	432	860	610	194	108	256	58	252	166	151	911	142	94	61	49	42	159	65	71	"11,680"
CC	169	267	143	178	275	196	326	374	321	221	338	175	213	169	105	71	90	91	184	182	178	98	87	242	479	174	122	96	71	253	436	350	534	497	183	116	221	65	156	184	164	315	168	76	25	45	41	167	52	66	"9,744"
16	96	118	53	80	165	79	180	198	172	101	171	68	86	61	40	25	34	35	52	57	52	34	24	101	217	471	460	519	278	21	106	206	316	288	105	31	64	17	81	69	83	212	86	29	10	18	13	61	18	21	"5,883"
24	119	92	36	43	143	47	117	142	143	74	122	88	59	53	28	30	15	15	48	33	34	18	15	62	135	641	697	736	491	100	35	175	286	254	90	16	35	15	68	64	84	124	77	17	10	11	13	45	13	15	"5,821"
GP	24	35	18	19	74	16	37	69	69	26	41	37	21	21	13	5	8	8	22	20	20	7	9	34	41	467	502	464	343	213	179	15	51	58	37	6	24	4	24	23	42	85	51	8	7	4	3	28	4	6	"3,343"
BP	47	44	20	16	67	24	44	54	69	41	65	31	45	30	15	10	12	7	27	17	23	13	10	28	60	479	511	939	524	299	280	55	19	70	59	14	25	10	29	48	63	65	71	8	4	5	9	24	5	9	"4,443"
DC	104	133	32	19	70	27	51	68	92	54	149	98	96	57	34	28	31	32	60	43	41	14	15	26	58	590	688	669	532	296	277	61	84	26	39	26	60	19	62	81	115	156	177	23	7	13	14	66	25	27	"5,562"
CM	12	10	4	3	21	3	6	18	26	3	3	7	4	4	5	2	3	1	9	7	9	2	3	3	8	217	227	229	188	97	86	40	59	31	10	2	3	1	10	14	25	61	48	0	1	1	3	9	0	1	"1,542"
CV	3	4	3	2	24	3	9	20	22	59	36	80	32	31	14	12	13	14	6	2	2	1	1	3	9	221	177	114	129	31	18	6	14	26	2	9	84	0	2	3	3	12	2	49	5	5	0	2	5	10	"1,332"
ED	8	12	5	6	62	13	29	52	80	99	96	219	99	79	47	28	37	35	7	4	5	1	1	3	18	710	499	271	253	69	40	24	27	62	4	83	42	2	5	4	6	79	8	22	37	19	1	5	25	35	"3,374"
NC	3	3	2	1	10	2	16	20	35	5	4	16	4	2	2	1	2	1	24	13	17	7	1	9	3	81	71	62	75	21	17	5	10	20	1	0	2	4	17	6	3	25	3	0	6	1	14	21	1	2	674
WP	15	9	3	5	43	7	81	50	88	12	16	24	9	4	14	4	5	5	156	56	88	17	12	35	10	267	218	301	238	88	80	33	33	62	11	2	4	19	15	8	13	68	10	1	13	4	10	17	3	8	"2,292"
SS	11	12	5	2	20	5	11	23	33	5	10	9	6	7	6	4	3	1	10	7	11	3	2	5	8	178	208	191	185	72	65	24	59	80	17	2	5	6	10	9	19	39	27	2	1	1	1	15	1	0	"1,430"
SB	18	20	7	4	23	5	14	23	26	6	15	13	9	9	7	1	1	4	12	11	10	5	3	7	18	174	196	175	167	92	87	43	70	114	26	4	5	4	12	22	11	75	16	2	2	1	2	14	1	1	"1,587"
SO	58	66	48	66	121	43	73	65	83	20	31	28	20	12	7	4	10	16	75	106	120	72	56	91	88	228	226	704	266	166	96	70	61	130	56	10	68	24	64	32	57	84	294	22	9	7	7	59	7	5	"4,129"
MB	15	28	11	11	66	12	18	30	36	8	9	16	7	5	5	2	2	1	11	8	6	3	3	5	16	174	201	149	147	74	66	43	79	165	39	1	9	2	8	21	13	334	37	2	2	1	3	9	0	0	"1,914"
WD	3	7	4	2	19	4	14	24	27	55	41	81	43	39	24	16	12	15	4	2	1	1	0	1	7	296	193	98	96	30	17	11	9	24	1	50	19	1	2	3	2	24	2	9	15	7	1	0	12	16	"1,381"
OA	7	21	13	17	48	12	15	17	22	12	7	51	7	3	6	4	6	10	15	17	16	11	6	8	5	59	41	55	27	12	9	8	5	6	1	3	27	5	12	1	1	10	2	13	9	4	2	11	5	6	689
WS	9	18	9	5	34	8	26	36	26	36	39	56	43	38	72	62	71	70	5	3	3	1	1	2	6	102	81	47	50	21	10	4	7	14	1	5	15	1	4	1	1	8	1	7	4	9	3	6	77	88	"1,246"
PC	5	3	1	0	7	3	17	13	19	7	11	7	4	3	7	2	2	1	74	22	23	5	4	10	6	27	23	46	39	15	12	4	10	13	2	0	1	14	9	2	2	7	3	2	2	3	2	29	0	1	524
AN	16	9	3	4	31	7	75	58	85	20	16	34	19	8	17	3	4	4	114	43	68	14	11	30	14	224	182	171	183	61	42	30	24	66	10	2	6	21	22	15	13	55	7	1	16	8	23	23	4	7	"1,922"
ML	7	14	8	6	81	10	22	40	37	31	33	64	37	23	66	39	77	100	7	6	6	2	2	4	7	135	113	69	57	20	13	5	8	26	1	5	24	1	2	0	1	9	0	11	6	83	1	5	16	23	"1,359"
BE	15	22	10	9	110	14	28	51	46	42	54	123	60	58	93	60	92	132	10	7	7	3	4	7	9	151	115	73	70	21	15	7	11	27	2	7	35	2	8	1	1	7	1	15	7	99	3	7	24	18	"1,790"
Grand Total	"2,736"	"3,853"	"2,192"	"1,930"	"6,035"	"2,145"	"4,058"	"4,976"	"5,488"	"3,189"	"4,466"	"4,262"	"3,603"	"2,782"	"2,558"	"1,564"	"2,024"	"2,252"	"2,866"	"2,712"	"2,987"	"1,746"	"1,446"	"2,689"	"3,887"	"15,745"	"13,317"	"12,518"	"10,553"	"5,894"	"6,030"	"3,442"	"4,773"	"5,465"	"1,554"	"1,350"	"3,398"	707	"2,168"	"1,404"	"1,542"	"4,757"	"2,010"	"1,370"	784	"1,337"	555	"1,990"	"1,378"	"1,762"	"184,248"
