Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Dec 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
PH, 	21 , 	27 , 	17 , 	17 , 	136 , 	21 , 	72 , 	252 , 	355 , 	23 , 	27 , 	60 , 	21 , 	17 , 	13 , 	11 , 	21 , 	20 , 	159 , 	13 , 	133 , 	51 , 	33 , 	105 , 	11 ," 	1,273 "," 	1,265 ", 	551 , 	411 , 	49 , 	55 , 	48 , 	33 , 	87 , 	53 , 	3 , 	5 , 	39 , 	147 ," 	5,655 ",,,CM line," 	66,872 "," 	5,633 "," 	8,407 ",,,,,
WC, 	26 , 	40 , 	24 , 	25 , 	120 , 	23 , 	93 , 	182 , 	277 , 	16 , 	42 , 	56 , 	24 , 	18 , 	19 , 	14 , 	17 , 	26 , 	584 , 	152 , 	10 , 	70 , 	44 , 	132 , 	14 , 	992 , 	998 , 	544 , 	330 , 	45 , 	60 , 	44 , 	31 , 	59 , 	58 , 	11 , 	5 , 	72 , 	220 ," 	5,517 ",,,RM line," 	23,175 "," 	10,649 "," 	4,856 "," 	6,939 ",,,,
LF, 	13 , 	12 , 	8 , 	5 , 	53 , 	9 , 	26 , 	98 , 	160 , 	6 , 	24 , 	24 , 	5 , 	6 , 	4 , 	4 , 	4 , 	10 , 	132 , 	63 , 	80 , 	8 , 	15 , 	60 , 	3 , 	694 , 	655 , 	309 , 	177 , 	18 , 	24 , 	21 , 	7 , 	26 , 	15 , 	1 , 	2 , 	16 , 	30 ," 	2,830 ",,,WP line," 	35,561 "," 	7,260 "," 	3,866 "," 	2,660 "," 	5,825 ",,,
OR, 	11 , 	11 , 	11 , 	11 , 	45 , 	12 , 	31 , 	72 , 	136 , 	10 , 	32 , 	26 , 	7 , 	3 , 	6 , 	3 , 	4 , 	10 , 	66 , 	44 , 	44 , 	19 , 	6 , 	61 , 	4 , 	643 , 	599 , 	291 , 	163 , 	23 , 	22 , 	16 , 	12 , 	23 , 	18 , 	1 , 	3 , 	12 , 	14 ," 	2,524 ",,,FT/ED line," 	37,363 "," 	13,009 "," 	5,431 "," 	6,997 "," 	2,726 "," 	12,158 "," 	292,391 ",
RR, 	35 , 	32 , 	38 , 	61 , 	34 , 	9 , 	27 , 	64 , 	186 , 	27 , 	61 , 	65 , 	22 , 	20 , 	8 , 	5 , 	6 , 	14 , 	131 , 	45 , 	66 , 	27 , 	30 , 	6 , 	19 , 	881 , 	952 , 	658 , 	446 , 	51 , 	32 , 	23 , 	26 , 	55 , 	24 , 	5 , 	11 , 	21 , 	39 ," 	4,260 ",,,,,,,,,,,
OW, 	39 , 	44 , 	6 , 	17 , 	85 , 	43 , 	59 , 	46 , 	86 , 	17 , 	112 , 	97 , 	32 , 	44 , 	30 , 	25 , 	19 , 	16 , 	12 , 	11 , 	10 , 	4 , 	5 , 	14 , 	4 ," 	1,124 "," 	1,123 ", 	655 , 	377 , 	86 , 	87 , 	25 , 	40 , 	39 , 	22 , 	5 , 	23 , 	3 , 	28 ," 	4,512 ",,,,,,,,,,,
EM, 	371 , 	947 , 	508 , 	549 , 	643 , 	445 , 	635 , 	763 ," 	1,060 ", 	473 , 	738 , 	537 , 	673 , 	657 , 	417 , 	294 , 	495 , 	669 , 	874 ," 	1,489 "," 	1,100 ", 	713 , 	642 , 	795 ," 	1,135 ", 	308 , 	332 , 	641 , 	460 , 	720 ," 	1,287 "," 	1,049 "," 	1,393 "," 	1,066 "," 	1,266 ", 	433 ," 	1,220 ", 	388 , 	684 ," 	28,864 ",,,,,,,,,,,
MT, 	385 , 	888 , 	434 , 	428 , 	516 , 	452 , 	662 , 	567 , 	689 , 	382 , 	736 , 	389 , 	568 , 	583 , 	336 , 	288 , 	439 , 	651 , 	658 ," 	1,234 ", 	893 , 	545 , 	521 , 	671 , 	973 , 	303 , 	75 , 	251 , 	284 ," 	1,091 "," 	1,926 "," 	1,555 "," 	2,332 "," 	1,393 "," 	1,340 ", 	343 , 	920 , 	337 , 	563 ," 	27,602 ",,,,,,,,,,,
PL, 	319 , 	747 , 	380 , 	388 , 	843 , 	371 , 	628 , 	624 ," 	1,004 ", 	471 , 	810 , 	534 , 	450 , 	416 , 	301 , 	244 , 	353 , 	543 , 	461 , 	564 , 	545 , 	298 , 	281 , 	548 , 	689 , 	948 , 	471 , 	142 , 	453 ," 	1,628 "," 	2,293 "," 	1,495 "," 	2,815 "," 	1,300 "," 	1,068 ", 	254 , 	825 , 	205 , 	413 ," 	27,124 ",,,,,,,,,,,
CC, 	190 , 	501 , 	233 , 	267 , 	434 , 	284 , 	448 , 	390 , 	514 , 	297 , 	451 , 	334 , 	300 , 	258 , 	187 , 	172 , 	185 , 	283 , 	376 , 	402 , 	286 , 	165 , 	140 , 	345 , 	394 , 	324 , 	329 , 	369 , 	90 , 	856 ," 	1,316 ", 	800 ," 	1,837 ", 	685 , 	722 , 	148 , 	374 , 	131 , 	311 ," 	16,129 ",,,,,,,,,,,
16, 	94 , 	91 , 	42 , 	78 , 	155 , 	87 , 	154 , 	120 , 	175 , 	76 , 	153 , 	102 , 	44 , 	51 , 	50 , 	34 , 	28 , 	38 , 	60 , 	46 , 	43 , 	18 , 	19 , 	83 , 	97 , 	740 ," 	1,025 "," 	1,645 ", 	844 , 	36 , 	337 , 	291 , 	762 , 	232 , 	192 , 	18 , 	57 , 	18 , 	74 ," 	8,210 ",,,,,,,,,,,
24, 	131 , 	120 , 	40 , 	55 , 	173 , 	69 , 	111 , 	115 , 	178 , 	68 , 	178 , 	116 , 	61 , 	58 , 	40 , 	37 , 	25 , 	35 , 	74 , 	45 , 	54 , 	24 , 	23 , 	61 , 	85 ," 	1,147 "," 	1,552 "," 	2,292 "," 	1,144 ", 	313 , 	49 , 	250 , 	712 , 	254 , 	234 , 	10 , 	52 , 	18 , 	89 ," 	10,094 ",,,,,,,,,,,
GP, 	27 , 	50 , 	22 , 	24 , 	86 , 	26 , 	54 , 	89 , 	135 , 	29 , 	51 , 	63 , 	28 , 	28 , 	21 , 	11 , 	18 , 	24 , 	36 , 	46 , 	42 , 	20 , 	17 , 	33 , 	28 ," 	1,033 "," 	1,311 "," 	1,657 ", 	689 , 	265 , 	257 , 	30 , 	153 , 	68 , 	90 , 	12 , 	52 , 	10 , 	36 ," 	6,671 ",,,,,,,,,,,
BP, 	31 , 	56 , 	19 , 	24 , 	60 , 	25 , 	49 , 	67 , 	113 , 	39 , 	103 , 	88 , 	45 , 	46 , 	24 , 	17 , 	23 , 	17 , 	29 , 	26 , 	23 , 	7 , 	6 , 	39 , 	41 ," 	2,631 "," 	1,862 "," 	3,575 "," 	1,612 "," 	1,180 ", 	649 , 	130 , 	44 , 	106 , 	126 , 	9 , 	23 , 	12 , 	40 ," 	13,018 ",,,,,,,,,,,
DC, 	50 , 	115 , 	53 , 	56 , 	139 , 	59 , 	75 , 	133 , 	196 , 	88 , 	112 , 	104 , 	68 , 	55 , 	37 , 	27 , 	37 , 	61 , 	71 , 	83 , 	59 , 	28 , 	26 , 	53 , 	63 ," 	1,120 "," 	1,493 "," 	1,318 ", 	632 , 	224 , 	313 , 	81 , 	144 , 	15 , 	71 , 	27 , 	106 , 	36 , 	70 ," 	7,499 ",,,,,,,,,,,
CM, 	26 , 	61 , 	18 , 	20 , 	99 , 	24 , 	41 , 	140 , 	198 , 	24 , 	31 , 	52 , 	22 , 	22 , 	18 , 	9 , 	16 , 	21 , 	61 , 	54 , 	53 , 	17 , 	17 , 	27 , 	27 ," 	1,220 "," 	1,335 "," 	1,082 ", 	681 , 	180 , 	248 , 	93 , 	202 , 	62 , 	15 , 	4 , 	31 , 	16 , 	76 ," 	6,343 ",,,,,,,,,,,
CV, 	6 , 	5 , 	4 , 	5 , 	46 , 	7 , 	15 , 	48 , 	77 , 	54 , 	46 , 	41 , 	39 , 	51 , 	19 , 	17 , 	16 , 	20 , 	3 , 	3 , 	10 , 	1 , 	2 , 	5 , 	5 , 	381 , 	369 , 	250 , 	152 , 	17 , 	13 , 	13 , 	11 , 	23 , 	7 , 	5 , 	127 , 	1 , 	2 ," 	1,915 ",,,,,,,,,,,
ED, 	27 , 	38 , 	20 , 	14 , 	112 , 	30 , 	49 , 	158 , 	252 , 	137 , 	157 , 	186 , 	85 , 	252 , 	95 , 	59 , 	58 , 	77 , 	17 , 	6 , 	6 , 	2 , 	2 , 	14 , 	25 ," 	1,065 ", 	967 , 	739 , 	393 , 	63 , 	61 , 	54 , 	36 , 	103 , 	35 , 	145 , 	16 , 	2 , 	9 ," 	5,565 ",,,,,,,,,,,
NC, 	6 , 	7 , 	2 , 	2 , 	36 , 	3 , 	25 , 	91 , 	108 , 	6 , 	8 , 	11 , 	6 , 	5 , 	7 , 	2 , 	4 , 	8 , 	66 , 	36 , 	57 , 	14 , 	9 , 	20 , 	3 , 	328 , 	338 , 	191 , 	134 , 	18 , 	20 , 	10 , 	16 , 	33 , 	16 , 	1 , 	1 , 	3 , 	76 ," 	1,728 ",,,,,,,,,,,
WP, 	31 , 	30 , 	8 , 	6 , 	73 , 	18 , 	111 , 	184 , 	264 , 	24 , 	35 , 	59 , 	23 , 	16 , 	23 , 	16 , 	21 , 	32 , 	493 , 	150 , 	205 , 	35 , 	19 , 	50 , 	26 , 	561 , 	593 , 	452 , 	338 , 	78 , 	98 , 	40 , 	54 , 	72 , 	77 , 	2 , 	11 , 	90 , 	20 ," 	4,439 ",,,,,,,,,,,
Entries," 	4,051 "," 	7,214 "," 	3,693 "," 	3,315 "," 	9,129 "," 	3,727 "," 	5,474 "," 	7,413 "," 	11,201 "," 	3,930 "," 	7,201 "," 	5,581 "," 	4,614 "," 	4,766 "," 	4,167 "," 	2,693 "," 	3,439 "," 	5,196 "," 	5,501 "," 	5,849 "," 	5,213 "," 	2,658 "," 	2,348 "," 	3,890 "," 	4,416 "," 	28,332 "," 	28,086 "," 	27,578 "," 	16,466 "," 	8,638 "," 	10,977 "," 	6,954 "," 	11,616 "," 	7,162 "," 	6,291 "," 	1,958 "," 	5,530 "," 	1,845 "," 	4,279 "," 	292,391 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
