Avg Weekday Trip OD																																																			
																																																			
2024 / 07																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
CN	20	22	8	10	46	10	82	68	104	12	16	28	17	12	13	6	8	7	26	51	129	84	23	54	10	305	251	195	193	53	48	25	22	26	9	2	6	25	105	7	11	77	11	3	17	2	58	85	7	7	"2,415"
PH	8	11	8	9	45	10	62	85	113	10	11	20	11	4	7	5	3	5	52	12	54	28	13	52	9	477	395	202	185	57	31	22	11	19	5	1	3	11	41	7	12	102	8	1	18	2	20	39	5	4	"2,323"
WC	20	24	15	13	67	7	74	105	117	18	16	21	12	7	9	7	10	7	136	50	16	42	26	88	11	538	416	190	182	57	34	24	17	24	9	2	4	17	74	11	11	123	8	1	23	3	25	64	7	7	"2,789"
LF	9	7	7	6	29	8	25	39	58	3	10	15	2	2	4	2	1	1	102	37	43	8	8	43	3	384	282	91	92	29	17	9	7	4	2	0	1	6	16	2	5	77	3	0	12	2	7	12	1	2	"1,536"
OR	7	8	3	3	18	2	19	29	48	4	11	10	4	2	1	1	3	4	25	11	27	8	7	31	2	342	230	70	84	23	11	8	5	7	2	1	0	3	9	2	3	52	4	0	6	0	7	7	2	1	"1,168"
RR	12	17	13	10	19	6	38	66	79	9	25	17	15	9	6	2	4	4	54	52	82	41	32	10	17	552	389	173	219	95	53	28	10	16	3	3	4	8	26	9	7	91	6	2	10	3	7	21	5	6	"2,380"
OW	28	22	6	9	37	15	30	37	45	14	63	51	27	24	23	10	8	10	10	9	11	4	3	14	24	741	470	406	377	190	111	34	31	22	6	10	15	2	9	10	17	74	14	7	8	4	6	11	7	6	"3,121"
EM	241	430	273	315	593	293	474	635	627	356	395	233	408	307	205	168	258	308	357	555	615	449	386	587	854	99	28	139	175	469	701	471	504	551	217	241	765	100	310	181	172	282	199	305	65	114	35	230	155	168	"16,996"
MT	200	337	203	221	384	207	337	447	410	285	317	157	328	281	153	119	184	193	258	410	406	276	232	387	550	31	62	37	122	431	733	507	643	689	252	173	468	77	231	206	211	256	229	192	40	89	31	189	122	129	"13,431"
PL	206	288	123	99	268	121	253	294	352	200	302	189	227	206	109	79	95	95	179	188	175	88	68	159	399	157	47	80	84	432	576	397	734	524	177	93	242	48	234	144	131	774	127	87	47	51	41	136	60	60	"10,247"
CC	152	251	123	126	195	151	258	277	279	196	301	137	197	165	107	81	89	90	162	151	155	88	77	197	380	159	107	84	55	211	337	277	434	409	161	96	200	53	145	164	150	267	144	73	21	41	32	150	45	53	"8,248"
16	82	108	51	66	128	72	158	177	154	95	139	58	77	61	39	24	35	31	50	50	55	26	20	86	190	432	431	475	241	19	90	178	231	240	96	25	66	16	77	73	80	179	78	32	12	18	12	60	16	21	"5,228"
24	100	91	34	38	108	48	97	118	127	65	103	62	54	46	23	23	11	16	46	30	31	18	12	52	128	620	612	656	388	88	19	148	176	182	83	15	34	14	56	56	68	120	65	18	9	9	8	40	11	13	"4,987"
GP	24	34	17	19	69	17	35	58	73	26	29	31	21	18	13	6	6	10	21	18	19	10	7	25	36	440	452	408	272	175	149	13	41	46	37	7	25	3	19	24	40	78	40	7	11	4	2	29	5	5	"2,970"
BP	31	31	10	7	42	9	28	40	57	28	35	29	29	20	11	9	9	6	20	8	15	6	5	9	30	421	455	788	386	211	166	44	12	43	50	10	15	4	21	30	52	69	57	7	4	4	5	15	5	6	"3,403"
DC	26	40	14	10	42	11	30	40	59	26	38	49	35	21	14	8	9	10	24	19	24	4	7	14	28	526	630	585	445	249	181	48	55	22	23	13	27	3	18	52	79	139	103	11	7	7	3	21	10	9	"3,864"
CM	13	10	4	2	17	3	6	16	27	5	4	5	4	3	3	2	3	2	9	5	7	2	2	3	7	214	216	218	169	88	82	36	49	19	9	2	4	1	12	11	26	54	40	0	1	1	3	9	1	1	"1,427"
CV	3	3	4	2	19	3	8	17	20	60	33	37	27	26	13	11	12	11	2	1	2	1	0	2	8	216	165	99	108	29	17	7	10	14	1	9	68	0	2	3	3	14	3	42	4	5	0	1	5	3	"1,151"
ED	7	11	6	5	85	12	23	46	70	96	84	102	93	63	37	23	32	29	5	3	3	1	1	2	15	673	443	254	220	69	36	24	15	30	3	63	32	1	2	6	6	91	9	20	37	14	1	2	24	24	"2,953"
NC	4	3	3	2	9	2	14	17	29	5	4	5	3	2	1	1	1	3	19	12	16	5	3	7	3	78	65	51	61	19	16	4	5	3	1	0	1	5	16	4	4	25	2	0	6	1	13	17	1	2	571
WP	12	8	2	4	32	5	66	50	82	9	14	21	8	5	8	2	5	3	108	48	81	17	12	28	11	255	202	268	217	81	62	29	22	20	11	2	2	15	14	8	12	66	10	2	12	5	7	15	3	4	"1,980"
SS	9	13	4	2	20	5	9	22	33	5	8	7	4	6	3	2	3	1	9	7	10	2	2	8	12	175	188	167	164	76	55	24	36	47	11	2	7	4	8	8	18	37	20	2	1	1	1	13	1	1	"1,271"
SB	13	17	7	3	20	6	11	20	29	7	12	9	7	9	6	1	2	3	11	11	10	5	3	6	20	168	194	161	154	83	71	40	50	74	27	3	6	6	12	18	13	87	19	2	2	1	2	14	1	1	"1,455"
SO	52	71	52	67	105	47	73	58	75	20	28	20	20	12	7	5	9	13	73	97	110	71	51	83	77	222	199	604	224	150	94	67	61	115	49	9	69	22	64	29	64	86	276	19	12	7	7	52	7	4	"3,809"
MB	13	25	10	11	64	10	15	24	34	7	9	13	5	3	5	3	2	1	11	6	8	2	3	4	12	181	198	130	128	69	58	39	60	89	34	2	9	2	8	17	16	323	30	3	2	0	2	9	0	0	"1,706"
WD	4	7	5	2	28	2	13	24	28	46	36	40	37	38	22	15	12	12	4	1	1	1	0	2	6	279	193	89	91	32	17	8	9	12	0	48	22	0	2	2	2	24	4	9	14	9	1	1	13	13	"1,280"
OA	7	21	16	15	35	11	14	18	18	13	6	15	7	4	5	3	8	10	12	18	18	10	6	6	6	66	42	45	29	14	12	9	6	6	1	3	29	5	12	1	2	15	2	13	10	4	2	12	7	6	652
WS	9	17	7	6	61	6	22	33	26	35	41	45	39	32	60	48	62	60	3	2	2	1	0	2	4	103	81	47	45	20	10	3	5	9	1	5	12	1	4	2	1	9	1	8	4	8	3	5	75	63	"1,145"
PC	3	3	1	1	6	2	16	11	15	5	6	6	3	2	4	2	1	1	58	17	23	5	5	8	6	28	19	42	31	15	8	2	5	3	2	1	1	14	9	2	2	8	1	1	3	2	2	17	1	1	427
AN	10	7	3	3	24	8	60	54	81	11	14	26	17	6	8	2	5	5	89	36	59	11	8	21	11	199	161	144	168	59	38	28	19	22	10	1	2	16	20	14	12	60	9	1	16	6	15	15	5	5	"1,619"
ML	7	18	8	9	80	14	19	38	37	27	34	53	37	25	55	40	71	93	7	6	7	2	3	5	6	139	109	75	53	16	13	5	7	12	1	4	23	1	3	1	1	9	1	12	7	76	1	5	17	21	"1,309"
BE	11	17	10	6	93	14	22	40	43	36	35	57	30	21	48	33	54	68	7	5	7	2	1	6	7	156	120	69	62	22	12	5	7	9	1	3	27	2	4	1	0	9	1	12	9	75	1	5	20	23	"1,329"
Grand Total	"2,288"	"3,281"	"1,869"	"1,641"	"5,085"	"1,825"	"3,428"	"4,216"	"4,934"	"2,661"	"3,535"	"2,791"	"3,104"	"2,375"	"2,042"	"1,375"	"1,804"	"1,952"	"2,427"	"2,355"	"2,748"	"1,541"	"1,204"	"2,325"	"3,350"	"14,966"	"12,184"	"11,016"	"9,001"	"5,283"	"5,076"	"3,076"	"3,755"	"3,804"	"1,430"	"1,139"	"3,016"	595	"1,907"	"1,264"	"1,415"	"4,472"	"1,784"	"1,248"	710	"1,228"	456	"1,644"	"1,303"	"1,292"	"159,220"
