Exit stations,Entry stations->,,SATURDAY,,,Feb 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
AN, 	9 , 	10 , 	6 , 	3 , 	26 , 	4 , 	27 , 	15 , 	23 , 	5 , 	11 , 	27 , 	8 , 	7 , 	7 , 	5 , 	6 , 	4 , 	46 , 	21 , 	36 , 	8 , 	4 , 	14 , 	10 , 	84 , 	60 , 	129 , 	57 , 	16 , 	26 , 	12 , 	16 , 	18 , 	7 , 	2 , 	2 , 	6 , 	12 , 	7 , 	8 , 	53 , 	7 , 	1 , 	10 , 	7 , 	-   , 	-   , 	15 , 	11 , 	903 ,,,,,,,,,,
Entries," 	1,708 "," 	2,930 "," 	2,035 "," 	1,943 "," 	6,190 "," 	2,003 "," 	3,177 "," 	3,739 "," 	3,816 "," 	2,701 "," 	3,587 "," 	4,425 "," 	2,265 "," 	2,223 "," 	1,545 ", 	891 ," 	1,369 "," 	1,513 "," 	1,747 "," 	1,724 "," 	2,125 "," 	1,162 ", 	987 ," 	2,407 "," 	4,076 "," 	8,835 "," 	9,483 "," 	19,814 "," 	9,015 "," 	6,266 "," 	6,364 "," 	3,246 "," 	4,749 "," 	3,936 "," 	1,210 "," 	1,029 "," 	2,473 ", 	517 ," 	1,213 ", 	906 ," 	1,275 "," 	4,198 "," 	2,658 "," 	1,058 ", 	661 ," 	1,536 ", 	-   , 	-   , 	319 , 	783 ," 	153,828 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
