Avg Weekday Trip OD																																																			
																																																			
2024 / 02																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
CL	42	39	8	12	63	22	60	55	69	91	117	8	57	70	68	31	32	25	13	9	7	3	3	9	37	140	110	150	130	49	60	19	23	52	4	23	42	4	13	6	6	10	9	12	8	33	7	23	17	23	"1,924"
SL	23	33	17	18	87	27	65	83	127	177	164	67	13	73	131	64	54	84	17	14	14	2	6	12	26	323	308	285	234	81	60	23	37	74	4	23	93	2	9	7	5	17	3	32	6	51	3	14	34	43	"3,169"
BF	11	19	11	9	66	14	36	60	93	122	140	64	78	17	59	44	43	58	13	4	7	1	2	8	21	239	235	279	206	57	44	18	23	46	5	26	79	1	4	7	5	11	6	36	4	46	3	4	23	35	"2,439"
HY	17	32	10	12	59	15	34	58	87	71	116	72	131	66	15	54	110	133	15	7	10	4	2	6	20	147	136	124	106	35	23	10	14	34	5	8	37	1	12	4	7	5	5	15	4	69	4	11	52	57	"2,081"
SH	9	9	4	3	44	8	26	35	54	51	55	32	59	38	47	10	40	57	6	4	5	2	1	2	8	133	118	88	92	24	25	4	11	21	1	11	18	1	4	3	2	4	3	13	4	62	1	3	28	40	"1,319"
UC	7	16	8	7	72	8	28	59	91	54	53	31	57	50	106	42	14	52	7	5	9	1	1	5	11	219	169	114	99	34	15	7	11	33	3	7	29	1	4	3	4	9	3	15	6	68	2	3	57	75	"1,787"
FM	9	18	8	10	65	11	28	53	73	54	56	24	87	58	134	65	53	16	10	4	4	1	3	5	9	266	188	102	92	29	15	6	8	28	3	14	29	1	4	1	1	13	1	12	8	72	2	5	77	102	"1,936"
CN	15	18	10	11	55	10	82	79	97	17	14	14	15	14	16	7	6	10	24	55	140	91	26	57	11	288	271	204	201	56	46	21	24	60	8	2	6	23	117	7	10	53	11	4	14	4	63	83	8	7	"2,478"
PH	6	10	10	6	50	9	65	89	118	9	11	8	11	4	7	5	5	4	59	13	58	25	13	61	10	454	415	208	192	58	27	22	21	40	6	1	4	12	35	8	8	67	4	2	19	4	18	35	4	7	"2,335"
WC	18	17	10	14	63	9	72	110	115	16	16	8	12	7	10	6	8	5	147	52	14	39	20	76	10	500	407	195	183	61	31	19	19	35	7	2	4	21	63	8	10	77	10	1	15	2	26	59	6	5	"2,640"
LF	10	10	4	5	31	7	29	53	58	5	11	2	2	2	3	2	1	0	108	32	43	9	11	39	3	375	303	96	100	28	18	7	11	9	1	0	0	4	12	3	5	45	3	0	12	2	6	12	1	2	"1,535"
OR	8	6	3	5	18	3	20	38	52	4	7	4	5	2	2	1	1	3	23	10	24	8	8	33	2	342	254	78	93	26	12	15	9	19	4	2	1	2	6	1	1	34	3	1	4	1	5	5	1	3	"1,209"
RR	15	18	15	11	20	7	43	83	76	12	20	9	14	9	7	2	6	5	59	64	78	36	37	9	13	504	394	193	234	101	59	27	27	24	4	2	3	8	27	9	7	64	5	2	7	5	11	27	4	4	"2,420"
OW	19	16	5	10	40	14	32	35	47	19	65	41	28	25	19	8	11	10	9	9	8	2	1	11	28	731	524	483	406	201	132	37	42	41	4	5	15	2	8	10	16	56	13	5	5	6	5	11	4	6	"3,279"
EM	214	436	275	309	454	293	474	658	656	377	395	168	391	291	183	165	251	295	342	533	578	431	394	555	868	73	28	121	192	471	739	472	503	562	211	239	680	100	263	178	166	179	188	295	54	97	33	235	130	143	"16,336"
MT	207	353	217	219	325	237	392	509	433	307	332	131	333	288	154	136	184	201	283	422	401	304	250	402	617	33	56	47	136	484	802	550	697	749	239	173	464	75	232	216	214	170	227	178	36	78	35	193	110	106	"13,939"
PL	207	334	136	118	283	141	281	321	374	219	317	139	243	224	112	83	104	93	186	196	180	93	82	174	477	154	54	76	101	458	626	423	784	560	182	101	219	54	228	152	127	441	128	79	37	39	42	138	48	53	"10,421"
CC	160	269	136	153	221	186	298	344	308	200	324	120	201	172	99	75	81	84	169	161	154	94	86	205	413	165	126	97	57	245	404	325	490	440	162	107	186	57	132	172	161	166	149	69	20	40	28	157	44	42	"8,752"
16	91	118	46	65	145	84	170	193	167	104	145	47	81	54	38	25	33	31	56	55	54	28	25	88	215	448	489	517	275	21	108	201	288	256	107	29	60	20	77	71	73	122	84	26	11	16	12	57	13	21	"5,558"
24	98	88	34	40	132	51	107	131	122	70	107	53	55	42	21	26	11	13	47	30	27	18	11	53	147	652	702	724	462	109	24	176	228	223	88	16	33	14	55	66	65	84	70	16	10	9	6	37	10	12	"5,426"
GP	28	34	14	16	72	13	38	65	67	30	31	16	18	17	9	4	6	7	18	17	15	7	12	27	41	438	497	448	325	202	173	12	52	53	31	5	20	3	18	24	33	55	47	8	7	4	1	24	3	4	"3,107"
BP	37	46	15	16	49	16	39	52	68	37	44	25	34	22	13	12	11	6	20	18	18	10	9	25	53	434	496	869	467	255	230	48	14	70	55	11	17	6	21	38	51	51	56	11	3	5	6	22	5	7	"3,943"
DC	71	139	37	21	58	25	49	61	87	49	114	55	74	45	33	21	33	27	54	38	34	11	19	22	46	538	680	634	465	268	238	61	83	17	26	22	48	16	51	74	90	108	163	21	7	10	17	55	18	20	"4,953"
CM	9	10	4	3	18	3	7	15	27	4	5	3	5	3	5	2	1	3	9	4	7	2	3	3	5	212	204	212	174	98	88	26	52	22	7	1	3	1	7	10	27	50	47	0	1	1	3	10	1	1	"1,418"
CV	3	4	2	1	19	3	7	18	18	56	31	22	25	28	13	9	9	12	3	1	2	1	1	2	6	211	167	112	116	33	16	4	14	24	0	8	67	1	1	2	3	7	3	46	3	7	0	2	4	7	"1,155"
ED	7	9	5	4	45	7	23	52	79	92	88	41	89	69	34	21	28	27	6	2	3	0	1	3	15	605	452	236	209	63	34	19	19	53	3	66	20	0	3	5	4	55	4	17	29	13	1	4	18	28	"2,710"
NC	2	2	3	2	10	0	14	21	31	7	3	3	4	1	1	1	1	1	21	13	16	3	2	8	2	75	66	58	67	19	14	4	8	16	1	0	1	3	14	5	6	19	1	0	5	3	13	13	1	2	586
WP	12	7	3	4	30	4	63	51	80	11	13	12	8	4	12	3	5	6	131	41	73	16	9	32	9	217	214	281	213	86	59	28	26	53	9	1	3	14	13	5	12	47	7	1	8	5	7	19	2	5	"1,973"
SS	11	17	5	3	18	4	10	21	32	4	5	6	7	6	3	2	3	1	7	6	8	2	2	9	11	179	203	182	180	76	64	25	49	65	10	3	5	4	7	7	21	29	27	1	1	2	0	11	1	0	"1,353"
SB	11	16	7	3	20	6	11	21	32	9	14	7	6	6	6	2	3	2	10	8	9	5	2	7	18	164	195	154	161	79	74	36	58	96	25	3	4	6	9	21	8	59	21	1	2	2	2	12	0	0	"1,430"
SO	39	46	31	41	88	32	51	46	60	12	25	11	15	9	4	3	8	10	51	66	77	47	37	64	66	136	131	384	158	103	74	50	43	98	44	6	44	18	43	25	44	58	206	11	9	5	7	42	4	4	"2,685"
MB	12	31	10	9	60	10	17	25	35	5	7	8	3	5	3	1	2	1	8	5	8	2	3	4	12	183	202	133	137	76	62	40	64	143	38	2	5	1	7	22	17	233	28	2	2	1	1	8	0	0	"1,695"
WD	4	8	5	2	13	3	11	26	27	43	35	11	36	36	20	14	16	13	4	1	1	0	0	2	6	267	178	83	89	29	16	9	13	21	0	44	18		1	2	2	14	2	9	14	7	1	1	7	15	"1,176"
OA	7	15	12	14	48	11	12	15	20	12	5	8	5	2	3	2	5	8	11	16	12	8	5	6	4	57	39	34	25	13	11	7	4	6	1	3	25	4	9	1	1	9	1	12	4	4	2	9	6	6	559
WS	15	20	6	7	33	8	22	32	34	37	43	31	46	38	57	53	61	64	4	4	2	1	1	3	5	87	71	42	43	18	10	4	6	12	0	8	10	2	4	1	2	7	0	4	3	7	2	7	67	82	"1,129"
PC	5	3	1	1	9	3	16	13	12	5	5	8	3	3	4	1	0	2	64	18	25	5	6	11	7	23	25	46	31	17	6	2	6	16	2	0	1	11	10	1	3	7	1	1	2	1	1	18	0	1	460
AN	10	11	3	1	26	5	59	55	75	15	10	20	13	5	13	3	4	5	84	31	57	10	7	23	10	194	176	148	175	58	37	26	24	55	11	3	4	14	23	11	9	40	11	1	11	8	19	14	3	5	"1,632"
ML	7	15	7	8	66	10	16	31	37	25	26	15	34	23	50	28	54	71	8	3	6	1	1	4	5	111	106	52	48	12	11	3	8	17	1	4	17	1	1	1	0	6	0	8	4	73	1	3	13	20	"1,067"
BE	10	20	8	8	102	14	26	33	46	31	36	21	43	36	64	46	76	97	8	7	5	2	3	4	8	128	99	60	55	18	13	6	7	23	1	4	26	2	5	0	0	6	0	16	6	94	1	5	21	15	"1,364"
Grand Total	"2,332"	"3,584"	"2,044"	"1,719"	"5,397"	"2,008"	"3,708"	"4,653"	"5,139"	"2,909"	"3,724"	"1,955"	"3,120"	"2,441"	"2,081"	"1,394"	"1,767"	"1,920"	"2,514"	"2,362"	"2,637"	"1,541"	"1,275"	"2,365"	"3,582"	"14,270"	"12,670"	"11,410"	"9,608"	"5,518"	"5,546"	"3,213"	"4,258"	"4,871"	"1,426"	"1,147"	"2,734"	610	"1,816"	"1,317"	"1,375"	"2,985"	"1,767"	"1,148"	584	"1,207"	467	"1,661"	"1,087"	"1,321"	"162,186"
