Avg Sunday Trip OD																																																			
																																																			
2024 / 02																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
WC	6	7	5	8	27	6	21	43	24	3	8	5	3	4	4	3	2	1	91	36	19	14	9	44	5	92	58	97	78	31	15	12	5	8	4	1	1	9	26	4	3	57	5	1	12		11	20	3	8	954
LF	2	5	4	3	10	2	10	16	9	2	4	5	1	2	1	1	1		64	13	15	11	4	21	1	49	29	57	54	18	10	6	4	3	1	0		2	4	1	2	36	1	0	6	1	1	5	1	2	492
OR	2	3	2	2	9	2	4	19	8	1	1	2	0	3	1	1		1	10	3	11	6	5	16	1	38	28	49	36	17	11	4	2	2	1		1	0	5		1	29	1		4	0	1	2	1	2	346
RR	3	7	9	6	8	4	17	52	32	6	13	5	6	4	4	1	1	1	28	24	42	20	14	15	8	141	79	134	108	72	41	17	6	10	1	0	2	3	8	2	4	58	8	1	8	1	2	8	2	4	"1,044"
OW	6	12	1	6	18	8	18	38	29	11	31	20	12	11	8	3	2	6	3	3	3	1	0	7	22	176	135	304	196	144	76	19	15	19	6	4	7	1	4	4	5	50	6	3	5	2	1	6	3	9	"1,475"
EM	48	101	54	84	237	96	116	184	160	104	100	39	76	65	34	29	46	57	54	70	96	56	45	133	206	53	11	59	41	131	161	68	88	85	19	39	118	13	40	15	31	105	45	38	35	19	5	25	46	51	"3,624"
MT	40	87	51	68	204	74	110	129	113	85	90	36	62	61	27	26	31	37	44	47	56	30	31	100	164	11	31	17	29	110	134	66	136	89	31	30	66	9	35	19	22	96	32	23	19	13	4	17	37	51	"2,927"
PL	69	171	66	66	246	86	133	164	172	134	148	69	116	106	43	30	42	57	76	73	92	52	42	112	288	53	19	84	60	334	364	188	323	253	65	41	123	20	64	60	68	313	74	33	23	22	10	41	43	57	"5,382"
CC	29	87	47	72	137	65	125	145	106	75	108	43	54	46	24	22	31	35	46	53	74	57	41	105	192	33	26	56	51	157	206	116	128	159	55	25	98	13	34	35	63	128	89	28	16	15	5	24	22	42	"3,441"
16	27	54	18	42	99	45	91	111	76	58	60	20	25	21	8	7	12	15	16	20	27	12	12	65	141	112	97	351	166	27	86	83	91	123	35	11	27	4	14	23	38	117	62	11	9	8	2	9	16	21	"2,617"
24	26	47	20	30	76	39	75	82	51	45	55	30	20	16	14	11	6	9	18	11	18	9	7	44	92	151	124	456	256	80	32	82	80	102	40	10	21	5	15	27	39	83	42	4	12	2	2	11	8	14	"2,543"
GP	6	13	6	10	41	11	20	32	25	15	12	11	5	8	3	2	3	4	6	7	7	6	4	16	19	72	65	215	107	87	87	13	15	23	18	4	9	3	5	9	21	56	14	5	7	1	1	5	2	4	"1,134"
BP	10	16	5	8	20	7	13	21	22	14	14	6	13	7	4	3	2	3	10	8	6	3	1	4	16	92	95	398	121	96	90	11	29	18	22	4	12	2	10	12	20	47	18	5	4	2	1	9	4	8	"1,358"
DC	13	18	7	5	26	6	10	25	13	15	17	12	10	11	7	4	5	5	7	6	9	4	3	8	21	84	80	344	167	136	120	19	25	36	21	5	23	2	7	24	43	123	48	7	7	2	1	11	7	8	"1,611"
CM	4	9	3	2	6	2	3	4	7	2	4	2	1	1	1	2	1	2	2	2	3	0	1	3	5	19	27	92	53	32	37	14	21	13	9	0	2	1	4	4	13	45	12	2	2	1	0	4	1	1	472
CV	2	4	2	0	5	1	2	8	4	31	15	11	11	11	3	2	2	5	2	3			0	1	4	30	20	50	30	13	7	4	7	3	1	5	25	0	1	1	2	3	1	24	3	2		2	1	2	362
ED	2	10	2	3	21	6	6	15	9	24	23	18	20	29	17	6	10	10	3	2	1	0	0	3	11	110	69	142	80	27	16	6	10	14	2	27	20	0	2	1	2	40	3	9	23	3	1	1	12	20	887
NC	1	1	0		2	0	4	5	5	1	1	1	2	1	1	1	1	0	5	4	9	2	1	4		13	8	23	10	4	5	2	1	3	2	0		3	3		0	12	0	0	3		1	6	0	2	150
WP	2	6	1	1	6	1	15	14	11	3	6	4	3	3	1	1	1	3	40	15	33	7	6	11	4	31	31	75	33	17	15	8	6	8	5	2	2	4	14	2	3	34	2		6	3	2	5	1	2	503
SS	4	4	2	1	4	3	3	6	7	3	3	1	2	1	1	1	1	1	4	2	5	0	1	2	3	22	19	74	40	27	23	12	14	19	7	0	1	1	4	5	12	21	5		1	1	1	5	0	1	370
SB	4	7	2	1	10	3	5	10	9	3	4	5	2	2	3	1	1	1	4	3	3	1	0	5	6	28	26	81	67	34	40	19	26	39	17	2	3		3	10	7	61	5	0	2	1	1	2		0	565
SO	22	24	20	19	61	15	28	20	35	5	8	4	6	6	3	1	2	5	29	35	40	23	19	31	29	88	92	366	95	70	41	22	26	57	27	2	28	5	22	17	30	36	105	6	6	3	3	17	4	2	"1,655"
MB	7	10	5	7	37	4	11	11	12	3	4	3	2	3	1	1	1	1	2	1	4	3	1	7	8	37	30	90	79	43	36	15	17	28	9	1	2	1	2	3	7	218	25	1	1		1	1			787
WD	1	3	2	1	13	2	3	7	3	10	22	8	16	19	10	6	4	4	1	1	2			2	3	36	25	49	24	12	5	4	5	4		25	8		0		1	14	0	5	8	1	1		5	5	373
OA	2	8	9	7	21	5	4	7	8	7	3	4	2	1	1	2	3	2	7	5	4	4	2	4	2	27	20	40	15	8	7	5	1	4	0	1	11	1	3		0	13	1	3	7	1	1	4	5	4	299
WS	4	4	2	4	20	3	3	8	6	8	9	14	8	10	12	18	18	19	2	3	1	1	0	1	3	17	15	29	20	11	3	1	4	2	1	3	4	1	2	1		5	0	2	3	4	0	1	18	14	338
PC	2	2	0	1	2	0	3	4	2	1	3	1	1	1	1	0		2	24	9	10	1	2	2	2	5	4	13	4	2	2	1	1	3	1		1	2	2	1	1	3		1	1	1	2	6	1	1	126
AN	4	7	2	1	3	1	11	18	12	1	6	6	5	2	5	2	2	3	26	14	20	5	3	11	6	22	21	51	21	11	11	7	9	10	4	2	2	6	8	5	2	32	1	0	7	3	6	8	2	6	423
ML	4	8	4	6	35	7	9	14	8	10	12	6	10	15	20	12	24	38	2	2	4		1	2	1	42	28	46	24	14	7	2	4	5	0	3	12	1	2		1	7		4	5	15	1	1	13	15	500
BE	9	19	8	10	79	12	15	20	13	26	27	16	21	15	32	19	24	38	7	4	9	1	2	3	8	55	36	73	48	23	14	6	7	9	1	4	21	1	3	1	1	7	1	4	4	21	1	4	15	12	804
Grand Total	692	"1,324"	758	744	"2,511"	873	"1,393"	"1,986"	"1,562"	"1,140"	"1,460"	816	949	888	687	443	512	624	798	628	909	479	320	998	"1,509"	"3,401"	"2,457"	"6,334"	"3,560"	"2,613"	"2,363"	"1,069"	"1,308"	"1,380"	457	373	904	147	480	338	522	"2,400"	731	354	474	317	113	367	553	746	"58,756"
