Exit stations,Entry stations->,,SATURDAY,,,Apr 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	7 , 	18 , 	22 , 	12 , 	47 , 	14 , 	22 , 	20 , 	23 , 	6 , 	25 , 	20 , 	9 , 	7 , 	9 , 	4 , 	3 , 	5 , 	4 , 	4 , 	7 , 	2 , 	1 , 	6 , 	5 , 	44 , 	35 , 	90 , 	38 , 	35 , 	52 , 	12 , 	15 , 	9 , 	4 , 	0 , 	3 , 	1 , 	5 , 	5 , 	5 , 	7 , 	4 , 	1 , 	3 , 	2 , 	2 , 	5 , 	1 , 	2 , 	678 ,,,,,,,,,,
CL, 	15 , 	28 , 	12 , 	9 , 	39 , 	20 , 	38 , 	28 , 	25 , 	46 , 	60 , 	9 , 	59 , 	51 , 	44 , 	21 , 	24 , 	22 , 	13 , 	13 , 	13 , 	6 , 	5 , 	9 , 	24 , 	53 , 	40 , 	92 , 	56 , 	29 , 	37 , 	11 , 	12 , 	16 , 	1 , 	19 , 	63 , 	8 , 	7 , 	5 , 	5 , 	6 , 	4 , 	22 , 	8 , 	9 , 	15 , 	25 , 	4 , 	9 ," 	1,184 ",,,,,,,,,,
SL, 	9 , 	9 , 	5 , 	4 , 	13 , 	11 , 	16 , 	19 , 	26 , 	37 , 	58 , 	65 , 	9 , 	33 , 	31 , 	15 , 	13 , 	14 , 	3 , 	3 , 	5 , 	1 , 	1 , 	7 , 	11 , 	39 , 	41 , 	105 , 	28 , 	24 , 	21 , 	8 , 	7 , 	9 , 	2 , 	11 , 	22 , 	1 , 	2 , 	1 , 	2 , 	8 , 	1 , 	13 , 	3 , 	5 , 	7 , 	16 , 	1 , 	3 , 	792 ,,,,,,,,,,
BF, 	6 , 	13 , 	7 , 	4 , 	14 , 	7 , 	18 , 	17 , 	26 , 	40 , 	79 , 	62 , 	40 , 	9 , 	26 , 	19 , 	14 , 	24 , 	4 , 	1 , 	2 , 	1 , 	2 , 	4 , 	11 , 	48 , 	44 , 	101 , 	32 , 	17 , 	18 , 	5 , 	9 , 	8 , 	4 , 	9 , 	25 , 	1 , 	3 , 	2 , 	4 , 	4 , 	2 , 	20 , 	3 , 	6 , 	6 , 	9 , 	1 , 	3 , 	830 ,,,,,,,,,,
HY, 	5 , 	11 , 	4 , 	5 , 	14 , 	5 , 	14 , 	10 , 	18 , 	17 , 	39 , 	39 , 	31 , 	31 , 	8 , 	18 , 	25 , 	20 , 	4 , 	3 , 	4 , 	1 , 	0 , 	4 , 	6 , 	23 , 	13 , 	39 , 	12 , 	8 , 	8 , 	4 , 	4 , 	4 , 	1 , 	5 , 	14 , 	1 , 	2 , 	2 , 	2 , 	4 , 	2 , 	6 , 	3 , 	13 , 	11 , 	19 , 	1 , 	4 , 	535 ,,,,,,,,,,
SH, 	4 , 	5 , 	2 , 	0 , 	6 , 	3 , 	5 , 	4 , 	9 , 	4 , 	25 , 	18 , 	15 , 	15 , 	22 , 	6 , 	9 , 	12 , 	2 , 	1 , 	1 , 	0 , 	-   , 	2 , 	2 , 	15 , 	12 , 	27 , 	11 , 	8 , 	7 , 	3 , 	2 , 	2 , 	1 , 	3 , 	7 , 	1 , 	4 , 	1 , 	2 , 	4 , 	1 , 	3 , 	1 , 	5 , 	8 , 	10 , 	2 , 	1 , 	305 ,,,,,,,,,,
UC, 	5 , 	8 , 	3 , 	2 , 	14 , 	4 , 	8 , 	4 , 	10 , 	8 , 	16 , 	22 , 	14 , 	13 , 	21 , 	10 , 	8 , 	18 , 	2 , 	1 , 	0 , 	0 , 	1 , 	1 , 	2 , 	19 , 	14 , 	35 , 	13 , 	9 , 	3 , 	2 , 	3 , 	4 , 	2 , 	3 , 	7 , 	-   , 	1 , 	1 , 	1 , 	4 , 	0 , 	1 , 	3 , 	9 , 	10 , 	12 , 	1 , 	1 , 	345 ,,,,,,,,,,
FM, 	4 , 	6 , 	3 , 	1 , 	11 , 	3 , 	5 , 	5 , 	10 , 	10 , 	21 , 	26 , 	12 , 	19 , 	22 , 	13 , 	16 , 	8 , 	2 , 	3 , 	1 , 	1 , 	1 , 	3 , 	2 , 	20 , 	16 , 	29 , 	10 , 	11 , 	5 , 	2 , 	3 , 	4 , 	1 , 	3 , 	6 , 	0 , 	2 , 	-   , 	1 , 	5 , 	-   , 	2 , 	4 , 	13 , 	18 , 	22 , 	-   , 	1 , 	379 ,,,,,,,,,,
CN, 	8 , 	5 , 	3 , 	4 , 	5 , 	2 , 	16 , 	9 , 	12 , 	2 , 	11 , 	11 , 	3 , 	4 , 	8 , 	2 , 	3 , 	2 , 	10 , 	21 , 	50 , 	25 , 	4 , 	12 , 	6 , 	38 , 	27 , 	70 , 	28 , 	19 , 	16 , 	8 , 	4 , 	5 , 	3 , 	1 , 	2 , 	5 , 	40 , 	3 , 	2 , 	16 , 	3 , 	2 , 	8 , 	1 , 	2 , 	3 , 	20 , 	18 , 	577 ,,,,,,,,,,
PH, 	2 , 	4 , 	1 , 	1 , 	5 , 	2 , 	9 , 	9 , 	14 , 	1 , 	4 , 	14 , 	4 , 	1 , 	2 , 	0 , 	-   , 	2 , 	23 , 	11 , 	20 , 	12 , 	3 , 	13 , 	3 , 	36 , 	26 , 	48 , 	26 , 	13 , 	8 , 	4 , 	2 , 	2 , 	3 , 	-   , 	2 , 	3 , 	15 , 	1 , 	5 , 	10 , 	2 , 	1 , 	5 , 	1 , 	1 , 	4 , 	6 , 	10 , 	388 ,,,,,,,,,,
WC, 	7 , 	9 , 	2 , 	5 , 	7 , 	4 , 	12 , 	13 , 	13 , 	4 , 	7 , 	12 , 	3 , 	2 , 	2 , 	1 , 	1 , 	1 , 	62 , 	24 , 	6 , 	9 , 	7 , 	23 , 	5 , 	47 , 	33 , 	45 , 	23 , 	18 , 	9 , 	3 , 	6 , 	6 , 	2 , 	-   , 	2 , 	5 , 	30 , 	3 , 	2 , 	19 , 	1 , 	0 , 	5 , 	1 , 	1 , 	1 , 	10 , 	13 , 	516 ,,,,,,,,,,
LF, 	3 , 	1 , 	2 , 	2 , 	4 , 	1 , 	6 , 	6 , 	6 , 	1 , 	6 , 	5 , 	1 , 	1 , 	3 , 	-   , 	0 , 	2 , 	35 , 	15 , 	11 , 	2 , 	4 , 	10 , 	2 , 	27 , 	13 , 	19 , 	15 , 	8 , 	3 , 	3 , 	1 , 	1 , 	0 , 	-   , 	-   , 	4 , 	4 , 	-   , 	1 , 	9 , 	1 , 	0 , 	3 , 	0 , 	-   , 	-   , 	7 , 	4 , 	246 ,,,,,,,,,,
OR, 	1 , 	-   , 	1 , 	1 , 	2 , 	1 , 	5 , 	6 , 	5 , 	2 , 	6 , 	4 , 	1 , 	1 , 	1 , 	0 , 	-   , 	-   , 	6 , 	3 , 	8 , 	3 , 	1 , 	10 , 	1 , 	27 , 	13 , 	18 , 	8 , 	7 , 	5 , 	2 , 	3 , 	1 , 	1 , 	-   , 	-   , 	1 , 	3 , 	-   , 	0 , 	5 , 	2 , 	-   , 	1 , 	1 , 	1 , 	1 , 	3 , 	1 , 	163 ,,,,,,,,,,
RR, 	4 , 	6 , 	5 , 	1 , 	4 , 	-   , 	11 , 	12 , 	12 , 	3 , 	16 , 	10 , 	5 , 	4 , 	4 , 	2 , 	1 , 	2 , 	14 , 	15 , 	25 , 	14 , 	11 , 	9 , 	5 , 	56 , 	34 , 	52 , 	35 , 	28 , 	16 , 	9 , 	4 , 	3 , 	1 , 	1 , 	1 , 	2 , 	5 , 	1 , 	-   , 	9 , 	3 , 	-   , 	4 , 	1 , 	1 , 	1 , 	2 , 	7 , 	466 ,,,,,,,,,,
OW, 	4 , 	5 , 	1 , 	2 , 	11 , 	5 , 	9 , 	8 , 	12 , 	4 , 	31 , 	20 , 	7 , 	11 , 	4 , 	3 , 	1 , 	2 , 	4 , 	2 , 	3 , 	2 , 	1 , 	4 , 	13 , 	127 , 	87 , 	185 , 	89 , 	67 , 	53 , 	11 , 	12 , 	9 , 	5 , 	2 , 	5 , 	1 , 	2 , 	5 , 	5 , 	13 , 	2 , 	2 , 	1 , 	0 , 	1 , 	2 , 	3 , 	3 , 	853 ,,,,,,,,,,
EM, 	40 , 	66 , 	25 , 	38 , 	88 , 	28 , 	68 , 	77 , 	60 , 	59 , 	71 , 	64 , 	52 , 	46 , 	26 , 	16 , 	20 , 	24 , 	44 , 	49 , 	52 , 	29 , 	22 , 	53 , 	138 , 	34 , 	5 , 	37 , 	27 , 	68 , 	77 , 	46 , 	81 , 	63 , 	22 , 	22 , 	101 , 	16 , 	29 , 	12 , 	18 , 	45 , 	14 , 	25 , 	9 , 	10 , 	12 , 	21 , 	7 , 	22 ," 	2,074 ",,,,,,,,,,
MT, 	50 , 	67 , 	26 , 	19 , 	65 , 	30 , 	69 , 	65 , 	76 , 	66 , 	63 , 	51 , 	59 , 	58 , 	21 , 	19 , 	15 , 	18 , 	39 , 	30 , 	30 , 	21 , 	11 , 	36 , 	104 , 	7 , 	26 , 	14 , 	15 , 	64 , 	70 , 	50 , 	134 , 	63 , 	31 , 	23 , 	43 , 	8 , 	26 , 	8 , 	21 , 	40 , 	19 , 	12 , 	7 , 	5 , 	6 , 	13 , 	3 , 	19 ," 	1,826 ",,,,,,,,,,
PL, 	73 , 	99 , 	39 , 	29 , 	94 , 	42 , 	78 , 	90 , 	104 , 	75 , 	130 , 	75 , 	73 , 	75 , 	30 , 	22 , 	30 , 	22 , 	54 , 	44 , 	36 , 	16 , 	17 , 	42 , 	169 , 	35 , 	10 , 	59 , 	20 , 	161 , 	211 , 	117 , 	275 , 	200 , 	67 , 	31 , 	61 , 	11 , 	44 , 	37 , 	44 , 	78 , 	38 , 	20 , 	9 , 	9 , 	12 , 	12 , 	13 , 	15 ," 	3,145 ",,,,,,,,,,
CC, 	31 , 	45 , 	18 , 	17 , 	43 , 	25 , 	71 , 	59 , 	56 , 	44 , 	102 , 	48 , 	31 , 	33 , 	18 , 	12 , 	8 , 	14 , 	21 , 	22 , 	24 , 	14 , 	9 , 	34 , 	93 , 	26 , 	11 , 	20 , 	32 , 	49 , 	59 , 	42 , 	96 , 	78 , 	37 , 	10 , 	26 , 	5 , 	14 , 	19 , 	26 , 	45 , 	20 , 	11 , 	5 , 	4 , 	5 , 	10 , 	6 , 	16 ," 	1,558 ",,,,,,,,,,
16, 	36 , 	37 , 	10 , 	21 , 	45 , 	18 , 	63 , 	70 , 	50 , 	38 , 	61 , 	28 , 	22 , 	15 , 	11 , 	8 , 	9 , 	8 , 	18 , 	11 , 	20 , 	8 , 	10 , 	28 , 	83 , 	62 , 	57 , 	182 , 	64 , 	35 , 	21 , 	37 , 	78 , 	55 , 	33 , 	7 , 	16 , 	3 , 	15 , 	21 , 	27 , 	30 , 	28 , 	6 , 	2 , 	2 , 	8 , 	9 , 	4 , 	9 ," 	1,533 ",,,,,,,,,,
24, 	45 , 	33 , 	14 , 	12 , 	31 , 	13 , 	33 , 	41 , 	33 , 	25 , 	58 , 	35 , 	18 , 	16 , 	6 , 	7 , 	4 , 	3 , 	17 , 	7 , 	13 , 	3 , 	3 , 	19 , 	58 , 	68 , 	54 , 	258 , 	80 , 	22 , 	44 , 	39 , 	66 , 	72 , 	36 , 	3 , 	14 , 	4 , 	18 , 	27 , 	42 , 	29 , 	19 , 	3 , 	4 , 	1 , 	2 , 	8 , 	3 , 	9 ," 	1,469 ",,,,,,,,,,
GP, 	10 , 	12 , 	4 , 	7 , 	14 , 	4 , 	16 , 	10 , 	11 , 	7 , 	9 , 	9 , 	7 , 	5 , 	2 , 	1 , 	2 , 	2 , 	3 , 	5 , 	5 , 	2 , 	2 , 	9 , 	15 , 	43 , 	43 , 	132 , 	39 , 	29 , 	42 , 	13 , 	10 , 	7 , 	10 , 	2 , 	5 , 	1 , 	7 , 	8 , 	21 , 	10 , 	7 , 	1 , 	2 , 	1 , 	1 , 	1 , 	2 , 	5 , 	608 ,,,,,,,,,,
BP, 	13 , 	14 , 	2 , 	4 , 	12 , 	3 , 	11 , 	10 , 	17 , 	12 , 	16 , 	14 , 	9 , 	8 , 	4 , 	3 , 	1 , 	4 , 	6 , 	3 , 	5 , 	1 , 	1 , 	5 , 	15 , 	64 , 	67 , 	325 , 	80 , 	62 , 	59 , 	10 , 	16 , 	14 , 	24 , 	1 , 	4 , 	2 , 	6 , 	8 , 	26 , 	18 , 	12 , 	3 , 	1 , 	1 , 	1 , 	4 , 	1 , 	5 , 	999 ,,,,,,,,,,
DC, 	6 , 	10 , 	4 , 	4 , 	8 , 	4 , 	6 , 	9 , 	14 , 	8 , 	15 , 	17 , 	7 , 	7 , 	5 , 	2 , 	4 , 	4 , 	4 , 	2 , 	7 , 	1 , 	2 , 	4 , 	11 , 	55 , 	56 , 	234 , 	79 , 	76 , 	69 , 	13 , 	16 , 	14 , 	6 , 	3 , 	8 , 	1 , 	7 , 	11 , 	33 , 	46 , 	17 , 	2 , 	4 , 	3 , 	1 , 	3 , 	2 , 	2 , 	923 ,,,,,,,,,,
CM, 	4 , 	5 , 	2 , 	2 , 	1 , 	0 , 	5 , 	7 , 	6 , 	2 , 	3 , 	3 , 	2 , 	3 , 	1 , 	1 , 	2 , 	1 , 	3 , 	2 , 	2 , 	1 , 	2 , 	1 , 	3 , 	15 , 	19 , 	87 , 	33 , 	28 , 	32 , 	10 , 	23 , 	10 , 	5 , 	1 , 	-   , 	1 , 	5 , 	3 , 	12 , 	31 , 	5 , 	-   , 	-   , 	-   , 	1 , 	-   , 	3 , 	2 , 	383 ,,,,,,,,,,
CV, 	1 , 	1 , 	2 , 	-   , 	1 , 	1 , 	3 , 	3 , 	2 , 	9 , 	16 , 	21 , 	10 , 	11 , 	5 , 	3 , 	2 , 	3 , 	1 , 	0 , 	0 , 	-   , 	-   , 	1 , 	1 , 	20 , 	21 , 	39 , 	13 , 	6 , 	6 , 	5 , 	2 , 	2 , 	0 , 	3 , 	20 , 	-   , 	-   , 	1 , 	3 , 	2 , 	0 , 	18 , 	2 , 	1 , 	2 , 	1 , 	-   , 	-   , 	259 ,,,,,,,,,,
ED, 	2 , 	4 , 	2 , 	2 , 	6 , 	3 , 	4 , 	6 , 	5 , 	20 , 	31 , 	63 , 	21 , 	20 , 	11 , 	4 , 	5 , 	6 , 	1 , 	3 , 	1 , 	1 , 	-   , 	2 , 	2 , 	86 , 	45 , 	61 , 	25 , 	15 , 	15 , 	6 , 	7 , 	11 , 	-   , 	15 , 	14 , 	1 , 	1 , 	1 , 	1 , 	10 , 	2 , 	11 , 	9 , 	2 , 	3 , 	5 , 	1 , 	1 , 	567 ,,,,,,,,,,
NC, 	1 , 	0 , 	-   , 	1 , 	1 , 	0 , 	3 , 	2 , 	3 , 	0 , 	1 , 	7 , 	1 , 	2 , 	1 , 	1 , 	0 , 	1 , 	5 , 	3 , 	4 , 	2 , 	-   , 	2 , 	1 , 	13 , 	9 , 	13 , 	4 , 	3 , 	4 , 	1 , 	2 , 	1 , 	1 , 	-   , 	1 , 	1 , 	5 , 	1 , 	0 , 	8 , 	1 , 	-   , 	2 , 	-   , 	-   , 	0 , 	3 , 	2 , 	113 ,,,,,,,,,,
WP, 	3 , 	4 , 	1 , 	-   , 	6 , 	1 , 	10 , 	6 , 	8 , 	1 , 	4 , 	6 , 	2 , 	2 , 	3 , 	3 , 	2 , 	2 , 	34 , 	16 , 	27 , 	5 , 	2 , 	6 , 	4 , 	25 , 	17 , 	57 , 	17 , 	13 , 	18 , 	6 , 	10 , 	9 , 	4 , 	-   , 	1 , 	5 , 	7 , 	2 , 	3 , 	19 , 	2 , 	1 , 	5 , 	-   , 	2 , 	1 , 	4 , 	7 , 	388 ,,,,,,,,,,
SS, 	2 , 	3 , 	2 , 	2 , 	3 , 	1 , 	2 , 	0 , 	5 , 	0 , 	2 , 	3 , 	1 , 	2 , 	1 , 	1 , 	0 , 	1 , 	3 , 	1 , 	3 , 	-   , 	-   , 	-   , 	2 , 	13 , 	9 , 	48 , 	20 , 	17 , 	24 , 	10 , 	9 , 	11 , 	3 , 	1 , 	2 , 	1 , 	3 , 	4 , 	8 , 	16 , 	4 , 	-   , 	-   , 	0 , 	-   , 	-   , 	1 , 	3 , 	240 ,,,,,,,,,,
SB, 	7 , 	9 , 	3 , 	1 , 	5 , 	1 , 	5 , 	4 , 	7 , 	3 , 	3 , 	5 , 	4 , 	5 , 	1 , 	2 , 	1 , 	1 , 	3 , 	5 , 	3 , 	1 , 	-   , 	1 , 	4 , 	15 , 	10 , 	69 , 	35 , 	27 , 	40 , 	17 , 	32 , 	32 , 	12 , 	2 , 	1 , 	2 , 	4 , 	10 , 	8 , 	14 , 	4 , 	1 , 	-   , 	-   , 	-   , 	-   , 	2 , 	2 , 	418 ,,,,,,,,,,
SO, 	6 , 	11 , 	3 , 	5 , 	8 , 	2 , 	10 , 	8 , 	11 , 	2 , 	5 , 	4 , 	5 , 	4 , 	2 , 	3 , 	1 , 	1 , 	17 , 	8 , 	17 , 	6 , 	5 , 	8 , 	7 , 	26 , 	20 , 	61 , 	27 , 	20 , 	15 , 	7 , 	16 , 	26 , 	25 , 	1 , 	11 , 	5 , 	11 , 	12 , 	5 , 	13 , 	34 , 	2 , 	2 , 	1 , 	1 , 	0 , 	3 , 	10 , 	507 ,,,,,,,,,,
MB, 	3 , 	1 , 	2 , 	1 , 	6 , 	1 , 	2 , 	4 , 	5 , 	1 , 	3 , 	1 , 	1 , 	2 , 	1 , 	1 , 	1 , 	-   , 	3 , 	1 , 	1 , 	1 , 	1 , 	2 , 	1 , 	15 , 	12 , 	31 , 	19 , 	18 , 	11 , 	5 , 	15 , 	16 , 	3 , 	1 , 	2 , 	1 , 	2 , 	3 , 	3 , 	39 , 	6 , 	1 , 	0 , 	-   , 	-   , 	-   , 	0 , 	2 , 	243 ,,,,,,,,,,
WD, 	1 , 	2 , 	3 , 	1 , 	3 , 	0 , 	3 , 	1 , 	2 , 	12 , 	24 , 	23 , 	17 , 	21 , 	10 , 	5 , 	1 , 	4 , 	0 , 	0 , 	1 , 	-   , 	-   , 	0 , 	4 , 	21 , 	13 , 	27 , 	8 , 	7 , 	5 , 	1 , 	4 , 	4 , 	-   , 	17 , 	11 , 	0 , 	1 , 	1 , 	2 , 	3 , 	1 , 	3 , 	2 , 	1 , 	2 , 	3 , 	1 , 	0 , 	271 ,,,,,,,,,,
OA, 	2 , 	4 , 	3 , 	2 , 	8 , 	1 , 	2 , 	2 , 	4 , 	4 , 	4 , 	6 , 	1 , 	1 , 	1 , 	1 , 	2 , 	2 , 	4 , 	4 , 	3 , 	1 , 	0 , 	1 , 	0 , 	6 , 	4 , 	13 , 	3 , 	2 , 	2 , 	2 , 	0 , 	1 , 	-   , 	0 , 	6 , 	1 , 	2 , 	-   , 	1 , 	5 , 	-   , 	3 , 	1 , 	0 , 	1 , 	2 , 	1 , 	4 , 	118 ,,,,,,,,,,
WS, 	2 , 	4 , 	0 , 	2 , 	6 , 	1 , 	1 , 	4 , 	2 , 	4 , 	5 , 	10 , 	6 , 	4 , 	7 , 	6 , 	9 , 	7 , 	3 , 	1 , 	-   , 	-   , 	0 , 	-   , 	1 , 	8 , 	5 , 	10 , 	4 , 	4 , 	1 , 	1 , 	1 , 	2 , 	0 , 	1 , 	2 , 	0 , 	-   , 	-   , 	-   , 	2 , 	-   , 	1 , 	1 , 	3 , 	8 , 	7 , 	-   , 	1 , 	144 ,,,,,,,,,,
ML, 	3 , 	4 , 	2 , 	1 , 	12 , 	3 , 	5 , 	5 , 	4 , 	4 , 	8 , 	16 , 	8 , 	6 , 	11 , 	8 , 	9 , 	20 , 	2 , 	1 , 	1 , 	0 , 	-   , 	1 , 	1 , 	13 , 	6 , 	11 , 	7 , 	9 , 	2 , 	1 , 	3 , 	2 , 	1 , 	2 , 	6 , 	-   , 	1 , 	0 , 	0 , 	2 , 	-   , 	2 , 	2 , 	6 , 	11 , 	7 , 	-   , 	1 , 	224 ,,,,,,,,,,
BE, 	8 , 	9 , 	2 , 	3 , 	22 , 	7 , 	7 , 	9 , 	6 , 	10 , 	23 , 	23 , 	13 , 	11 , 	18 , 	10 , 	12 , 	19 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	2 , 	19 , 	9 , 	23 , 	14 , 	9 , 	9 , 	2 , 	6 , 	3 , 	0 , 	1 , 	6 , 	1 , 	2 , 	-   , 	1 , 	1 , 	0 , 	2 , 	4 , 	7 , 	6 , 	5 , 	0 , 	0 , 	349 ,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	-   , 	3 , 	1 , 	8 , 	7 , 	4 , 	-   , 	3 , 	3 , 	1 , 	2 , 	2 , 	1 , 	2 , 	0 , 	19 , 	7 , 	13 , 	6 , 	2 , 	1 , 	2 , 	6 , 	6 , 	14 , 	4 , 	4 , 	5 , 	2 , 	2 , 	4 , 	2 , 	0 , 	1 , 	3 , 	3 , 	0 , 	1 , 	4 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	2 , 	8 , 	164 ,,,,,,,,,,
