Exit stations,Entry stations->,,SATURDAY,,,Jun 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	9 , 	21 , 	19 , 	14 , 	64 , 	29 , 	28 , 	19 , 	23 , 	11 , 	25 , 	17 , 	9 , 	4 , 	8 , 	4 , 	2 , 	3 , 	5 , 	3 , 	4 , 	2 , 	3 , 	5 , 	5 , 	63 , 	42 , 	117 , 	46 , 	43 , 	54 , 	13 , 	18 , 	9 , 	3 , 	1 , 	5 , 	1 , 	5 , 	2 , 	8 , 	14 , 	3 , 	1 , 	3 , 	4 , 	3 , 	4 , 	3 , 	2 , 	796 ,,,,,,,,,,
FM, 	1 , 	6 , 	3 , 	4 , 	16 , 	4 , 	6 , 	5 , 	9 , 	13 , 	20 , 	18 , 	15 , 	17 , 	23 , 	10 , 	14 , 	11 , 	3 , 	4 , 	2 , 	1 , 	-   , 	1 , 	3 , 	45 , 	20 , 	38 , 	18 , 	12 , 	5 , 	2 , 	3 , 	4 , 	2 , 	1 , 	6 , 	0 , 	2 , 	1 , 	0 , 	4 , 	-   , 	3 , 	3 , 	10 , 	18 , 	23 , 	1 , 	1 , 	427 ,,,,,,,,,,
CN, 	7 , 	8 , 	3 , 	1 , 	8 , 	4 , 	14 , 	17 , 	15 , 	7 , 	7 , 	12 , 	3 , 	4 , 	4 , 	2 , 	1 , 	3 , 	9 , 	19 , 	52 , 	24 , 	5 , 	16 , 	6 , 	66 , 	31 , 	75 , 	31 , 	22 , 	19 , 	8 , 	9 , 	8 , 	3 , 	1 , 	2 , 	2 , 	39 , 	3 , 	4 , 	26 , 	8 , 	1 , 	8 , 	-   , 	3 , 	5 , 	27 , 	24 , 	671 ,,,,,,,,,,
PH, 	2 , 	3 , 	4 , 	2 , 	7 , 	3 , 	11 , 	10 , 	13 , 	5 , 	5 , 	9 , 	2 , 	1 , 	2 , 	1 , 	1 , 	2 , 	19 , 	12 , 	26 , 	10 , 	3 , 	23 , 	2 , 	98 , 	44 , 	78 , 	37 , 	22 , 	14 , 	6 , 	5 , 	7 , 	1 , 	1 , 	1 , 	4 , 	12 , 	3 , 	6 , 	29 , 	4 , 	1 , 	6 , 	1 , 	2 , 	4 , 	5 , 	7 , 	570 ,,,,,,,,,,
WC, 	4 , 	8 , 	4 , 	5 , 	12 , 	3 , 	18 , 	22 , 	15 , 	4 , 	8 , 	10 , 	5 , 	1 , 	4 , 	3 , 	1 , 	3 , 	71 , 	28 , 	6 , 	15 , 	12 , 	22 , 	6 , 	95 , 	56 , 	77 , 	45 , 	28 , 	17 , 	10 , 	12 , 	9 , 	3 , 	0 , 	0 , 	5 , 	31 , 	4 , 	5 , 	35 , 	4 , 	1 , 	7 , 	1 , 	2 , 	3 , 	12 , 	16 , 	764 ,,,,,,,,,,
LF, 	3 , 	2 , 	3 , 	1 , 	4 , 	2 , 	10 , 	8 , 	9 , 	1 , 	4 , 	5 , 	1 , 	2 , 	1 , 	0 , 	1 , 	1 , 	35 , 	13 , 	19 , 	5 , 	6 , 	17 , 	1 , 	62 , 	29 , 	30 , 	22 , 	11 , 	9 , 	6 , 	1 , 	3 , 	0 , 	0 , 	-   , 	2 , 	8 , 	1 , 	2 , 	17 , 	1 , 	-   , 	3 , 	1 , 	1 , 	1 , 	5 , 	3 , 	367 ,,,,,,,,,,
OR, 	3 , 	1 , 	1 , 	2 , 	3 , 	1 , 	6 , 	6 , 	6 , 	1 , 	6 , 	6 , 	0 , 	1 , 	2 , 	1 , 	-   , 	1 , 	8 , 	4 , 	11 , 	4 , 	5 , 	16 , 	-   , 	48 , 	24 , 	30 , 	11 , 	15 , 	6 , 	5 , 	3 , 	4 , 	0 , 	1 , 	0 , 	1 , 	4 , 	0 , 	0 , 	12 , 	1 , 	-   , 	2 , 	-   , 	1 , 	1 , 	5 , 	1 , 	265 ,,,,,,,,,,
RR, 	4 , 	12 , 	4 , 	3 , 	2 , 	0 , 	14 , 	21 , 	14 , 	7 , 	13 , 	7 , 	6 , 	4 , 	4 , 	1 , 	2 , 	1 , 	17 , 	17 , 	23 , 	19 , 	11 , 	11 , 	5 , 	106 , 	62 , 	89 , 	55 , 	65 , 	38 , 	14 , 	10 , 	5 , 	1 , 	2 , 	2 , 	2 , 	6 , 	2 , 	3 , 	25 , 	3 , 	1 , 	3 , 	1 , 	1 , 	3 , 	2 , 	8 , 	725 ,,,,,,,,,,
OW, 	4 , 	7 , 	1 , 	3 , 	9 , 	7 , 	11 , 	12 , 	18 , 	8 , 	25 , 	19 , 	8 , 	11 , 	8 , 	4 , 	1 , 	3 , 	5 , 	3 , 	6 , 	1 , 	0 , 	7 , 	14 , 	217 , 	112 , 	251 , 	129 , 	120 , 	62 , 	16 , 	17 , 	12 , 	3 , 	4 , 	5 , 	1 , 	2 , 	3 , 	7 , 	20 , 	4 , 	2 , 	1 , 	2 , 	2 , 	4 , 	1 , 	7 ," 	1,192 ",,,,,,,,,,
EM, 	68 , 	126 , 	74 , 	80 , 	146 , 	64 , 	143 , 	149 , 	139 , 	120 , 	113 , 	74 , 	96 , 	97 , 	45 , 	39 , 	34 , 	56 , 	82 , 	131 , 	125 , 	81 , 	69 , 	143 , 	264 , 	79 , 	6 , 	66 , 	35 , 	106 , 	131 , 	88 , 	96 , 	101 , 	34 , 	55 , 	208 , 	35 , 	50 , 	27 , 	30 , 	82 , 	45 , 	74 , 	28 , 	16 , 	31 , 	37 , 	6 , 	51 ," 	4,068 ",,,,,,,,,,
MT, 	52 , 	75 , 	37 , 	40 , 	90 , 	37 , 	105 , 	108 , 	102 , 	88 , 	87 , 	44 , 	63 , 	78 , 	22 , 	20 , 	24 , 	28 , 	45 , 	59 , 	62 , 	31 , 	28 , 	86 , 	161 , 	12 , 	40 , 	10 , 	18 , 	91 , 	106 , 	74 , 	169 , 	94 , 	35 , 	31 , 	91 , 	12 , 	39 , 	15 , 	31 , 	86 , 	21 , 	37 , 	17 , 	12 , 	13 , 	16 , 	8 , 	28 ," 	2,674 ",,,,,,,,,,
PL, 	103 , 	128 , 	47 , 	47 , 	101 , 	56 , 	124 , 	130 , 	131 , 	105 , 	164 , 	76 , 	91 , 	84 , 	40 , 	28 , 	24 , 	35 , 	61 , 	53 , 	67 , 	27 , 	26 , 	68 , 	239 , 	53 , 	10 , 	91 , 	23 , 	236 , 	289 , 	169 , 	298 , 	230 , 	81 , 	35 , 	105 , 	21 , 	59 , 	52 , 	56 , 	214 , 	57 , 	38 , 	22 , 	15 , 	15 , 	24 , 	16 , 	30 ," 	4,290 ",,,,,,,,,,
CC, 	40 , 	51 , 	32 , 	35 , 	72 , 	37 , 	99 , 	106 , 	85 , 	70 , 	123 , 	45 , 	48 , 	30 , 	19 , 	12 , 	14 , 	19 , 	23 , 	32 , 	43 , 	18 , 	18 , 	56 , 	135 , 	35 , 	11 , 	21 , 	55 , 	70 , 	91 , 	60 , 	89 , 	88 , 	48 , 	18 , 	53 , 	8 , 	19 , 	28 , 	45 , 	82 , 	39 , 	12 , 	10 , 	9 , 	13 , 	14 , 	6 , 	14 ," 	2,193 ",,,,,,,,,,
16, 	47 , 	43 , 	24 , 	35 , 	79 , 	54 , 	136 , 	125 , 	92 , 	87 , 	81 , 	32 , 	29 , 	21 , 	15 , 	4 , 	10 , 	13 , 	26 , 	23 , 	30 , 	16 , 	14 , 	77 , 	150 , 	104 , 	82 , 	287 , 	81 , 	40 , 	32 , 	72 , 	90 , 	96 , 	36 , 	13 , 	29 , 	8 , 	13 , 	20 , 	47 , 	62 , 	39 , 	14 , 	8 , 	3 , 	9 , 	18 , 	5 , 	11 ," 	2,476 ",,,,,,,,,,
24, 	50 , 	45 , 	17 , 	21 , 	47 , 	26 , 	57 , 	69 , 	48 , 	39 , 	56 , 	31 , 	23 , 	23 , 	10 , 	8 , 	5 , 	5 , 	18 , 	14 , 	18 , 	10 , 	5 , 	43 , 	70 , 	117 , 	87 , 	354 , 	107 , 	25 , 	50 , 	56 , 	84 , 	77 , 	36 , 	9 , 	19 , 	5 , 	17 , 	27 , 	44 , 	39 , 	33 , 	5 , 	5 , 	3 , 	4 , 	11 , 	4 , 	8 ," 	1,979 ",,,,,,,,,,
GP, 	10 , 	9 , 	4 , 	8 , 	13 , 	6 , 	16 , 	19 , 	16 , 	13 , 	11 , 	13 , 	5 , 	5 , 	3 , 	2 , 	2 , 	3 , 	7 , 	5 , 	7 , 	7 , 	3 , 	13 , 	14 , 	57 , 	46 , 	186 , 	55 , 	60 , 	54 , 	13 , 	14 , 	13 , 	13 , 	3 , 	9 , 	1 , 	7 , 	10 , 	17 , 	25 , 	9 , 	2 , 	4 , 	1 , 	1 , 	3 , 	2 , 	4 , 	815 ,,,,,,,,,,
BP, 	10 , 	11 , 	4 , 	3 , 	9 , 	4 , 	14 , 	14 , 	19 , 	18 , 	18 , 	7 , 	12 , 	10 , 	3 , 	2 , 	4 , 	3 , 	6 , 	5 , 	7 , 	2 , 	2 , 	10 , 	14 , 	82 , 	88 , 	364 , 	90 , 	72 , 	67 , 	13 , 	20 , 	14 , 	20 , 	3 , 	8 , 	1 , 	5 , 	14 , 	30 , 	29 , 	13 , 	5 , 	2 , 	2 , 	3 , 	2 , 	1 , 	7 ," 	1,158 ",,,,,,,,,,
DC, 	10 , 	14 , 	3 , 	7 , 	13 , 	3 , 	13 , 	16 , 	15 , 	12 , 	14 , 	10 , 	8 , 	7 , 	5 , 	5 , 	2 , 	5 , 	7 , 	9 , 	7 , 	4 , 	4 , 	8 , 	14 , 	90 , 	61 , 	262 , 	93 , 	90 , 	72 , 	13 , 	16 , 	20 , 	13 , 	5 , 	10 , 	3 , 	6 , 	9 , 	34 , 	67 , 	18 , 	2 , 	3 , 	3 , 	2 , 	4 , 	2 , 	4 ," 	1,111 ",,,,,,,,,,
CM, 	5 , 	5 , 	1 , 	2 , 	3 , 	1 , 	4 , 	6 , 	5 , 	1 , 	2 , 	3 , 	1 , 	5 , 	2 , 	2 , 	-   , 	2 , 	4 , 	1 , 	2 , 	1 , 	1 , 	1 , 	2 , 	26 , 	22 , 	95 , 	40 , 	32 , 	36 , 	11 , 	20 , 	9 , 	8 , 	1 , 	1 , 	-   , 	7 , 	3 , 	14 , 	49 , 	8 , 	1 , 	0 , 	-   , 	1 , 	0 , 	2 , 	3 , 	446 ,,,,,,,,,,
CV, 	2 , 	1 , 	2 , 	1 , 	2 , 	1 , 	3 , 	4 , 	4 , 	19 , 	20 , 	18 , 	16 , 	12 , 	6 , 	2 , 	3 , 	2 , 	1 , 	1 , 	1 , 	-   , 	1 , 	2 , 	3 , 	44 , 	24 , 	45 , 	19 , 	12 , 	8 , 	5 , 	5 , 	4 , 	2 , 	3 , 	20 , 	1 , 	0 , 	1 , 	3 , 	4 , 	1 , 	20 , 	1 , 	1 , 	2 , 	3 , 	0 , 	-   , 	347 ,,,,,,,,,,
ED, 	3 , 	5 , 	3 , 	1 , 	13 , 	3 , 	6 , 	7 , 	6 , 	40 , 	33 , 	46 , 	22 , 	32 , 	7 , 	6 , 	7 , 	7 , 	4 , 	1 , 	1 , 	0 , 	-   , 	2 , 	5 , 	170 , 	70 , 	113 , 	50 , 	25 , 	19 , 	10 , 	8 , 	12 , 	1 , 	23 , 	19 , 	-   , 	2 , 	1 , 	2 , 	26 , 	3 , 	10 , 	14 , 	1 , 	6 , 	7 , 	1 , 	1 , 	847 ,,,,,,,,,,
NC, 	1 , 	1 , 	-   , 	-   , 	2 , 	-   , 	4 , 	3 , 	3 , 	1 , 	2 , 	4 , 	1 , 	1 , 	2 , 	-   , 	0 , 	-   , 	4 , 	6 , 	5 , 	1 , 	1 , 	2 , 	1 , 	28 , 	8 , 	27 , 	9 , 	6 , 	5 , 	2 , 	3 , 	2 , 	0 , 	-   , 	0 , 	3 , 	6 , 	-   , 	2 , 	12 , 	2 , 	-   , 	4 , 	-   , 	-   , 	1 , 	5 , 	2 , 	166 ,,,,,,,,,,
WP, 	5 , 	2 , 	2 , 	1 , 	8 , 	3 , 	11 , 	7 , 	9 , 	2 , 	5 , 	9 , 	2 , 	4 , 	2 , 	3 , 	2 , 	4 , 	35 , 	11 , 	26 , 	7 , 	3 , 	6 , 	5 , 	39 , 	26 , 	70 , 	20 , 	13 , 	18 , 	7 , 	14 , 	7 , 	5 , 	0 , 	2 , 	4 , 	7 , 	6 , 	4 , 	30 , 	2 , 	0 , 	6 , 	-   , 	1 , 	2 , 	4 , 	8 , 	462 ,,,,,,,,,,
SS, 	2 , 	3 , 	1 , 	2 , 	2 , 	1 , 	2 , 	1 , 	5 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	0 , 	-   , 	-   , 	3 , 	4 , 	3 , 	3 , 	-   , 	2 , 	2 , 	18 , 	16 , 	61 , 	29 , 	15 , 	28 , 	9 , 	10 , 	11 , 	4 , 	1 , 	3 , 	1 , 	4 , 	4 , 	7 , 	17 , 	4 , 	0 , 	1 , 	1 , 	-   , 	1 , 	2 , 	4 , 	287 ,,,,,,,,,,
SB, 	10 , 	9 , 	2 , 	2 , 	6 , 	1 , 	3 , 	6 , 	10 , 	5 , 	4 , 	3 , 	3 , 	3 , 	4 , 	2 , 	0 , 	1 , 	2 , 	7 , 	6 , 	3 , 	1 , 	3 , 	7 , 	31 , 	20 , 	80 , 	49 , 	46 , 	47 , 	20 , 	31 , 	35 , 	12 , 	3 , 	2 , 	1 , 	5 , 	6 , 	10 , 	18 , 	3 , 	1 , 	1 , 	-   , 	0 , 	0 , 	2 , 	4 , 	526 ,,,,,,,,,,
SO, 	8 , 	19 , 	10 , 	11 , 	12 , 	9 , 	22 , 	12 , 	22 , 	6 , 	10 , 	3 , 	9 , 	7 , 	3 , 	3 , 	1 , 	4 , 	15 , 	21 , 	30 , 	14 , 	13 , 	17 , 	19 , 	52 , 	42 , 	151 , 	53 , 	37 , 	25 , 	23 , 	24 , 	41 , 	38 , 	2 , 	18 , 	5 , 	21 , 	9 , 	10 , 	23 , 	44 , 	4 , 	11 , 	2 , 	1 , 	-   , 	4 , 	17 , 	953 ,,,,,,,,,,
MB, 	6 , 	4 , 	3 , 	4 , 	7 , 	2 , 	7 , 	5 , 	6 , 	1 , 	2 , 	2 , 	2 , 	2 , 	1 , 	1 , 	1 , 	0 , 	6 , 	3 , 	4 , 	1 , 	1 , 	2 , 	4 , 	32 , 	18 , 	61 , 	33 , 	28 , 	22 , 	10 , 	14 , 	19 , 	6 , 	1 , 	2 , 	1 , 	2 , 	5 , 	6 , 	69 , 	13 , 	-   , 	1 , 	-   , 	0 , 	0 , 	1 , 	2 , 	414 ,,,,,,,,,,
WD, 	1 , 	2 , 	2 , 	1 , 	5 , 	2 , 	3 , 	2 , 	3 , 	12 , 	22 , 	20 , 	17 , 	18 , 	9 , 	4 , 	3 , 	4 , 	1 , 	0 , 	1 , 	0 , 	-   , 	1 , 	3 , 	62 , 	26 , 	41 , 	14 , 	12 , 	6 , 	0 , 	4 , 	4 , 	2 , 	23 , 	10 , 	-   , 	-   , 	1 , 	2 , 	7 , 	1 , 	8 , 	6 , 	1 , 	2 , 	1 , 	0 , 	1 , 	369 ,,,,,,,,,,
OA, 	1 , 	5 , 	4 , 	6 , 	10 , 	3 , 	6 , 	6 , 	4 , 	5 , 	2 , 	7 , 	-   , 	2 , 	2 , 	2 , 	-   , 	2 , 	4 , 	5 , 	3 , 	2 , 	1 , 	2 , 	2 , 	20 , 	11 , 	21 , 	7 , 	3 , 	3 , 	4 , 	1 , 	3 , 	-   , 	1 , 	9 , 	1 , 	3 , 	1 , 	1 , 	13 , 	1 , 	3 , 	3 , 	1 , 	2 , 	2 , 	1 , 	3 , 	200 ,,,,,,,,,,
WS, 	3 , 	4 , 	2 , 	2 , 	8 , 	2 , 	2 , 	5 , 	3 , 	5 , 	7 , 	8 , 	7 , 	6 , 	11 , 	7 , 	12 , 	5 , 	1 , 	0 , 	0 , 	0 , 	-   , 	1 , 	1 , 	12 , 	7 , 	16 , 	10 , 	5 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	3 , 	0 , 	0 , 	1 , 	-   , 	1 , 	-   , 	1 , 	1 , 	5 , 	9 , 	7 , 	-   , 	1 , 	187 ,,,,,,,,,,
ML, 	2 , 	4 , 	2 , 	2 , 	16 , 	5 , 	6 , 	4 , 	3 , 	5 , 	5 , 	7 , 	5 , 	4 , 	9 , 	7 , 	16 , 	17 , 	2 , 	1 , 	1 , 	0 , 	1 , 	2 , 	2 , 	24 , 	10 , 	27 , 	11 , 	8 , 	2 , 	1 , 	2 , 	2 , 	1 , 	2 , 	7 , 	1 , 	0 , 	-   , 	-   , 	2 , 	-   , 	1 , 	2 , 	6 , 	9 , 	8 , 	0 , 	1 , 	251 ,,,,,,,,,,
BE, 	6 , 	10 , 	4 , 	5 , 	21 , 	9 , 	12 , 	11 , 	8 , 	13 , 	22 , 	22 , 	13 , 	11 , 	15 , 	9 , 	25 , 	25 , 	4 , 	2 , 	3 , 	1 , 	1 , 	2 , 	5 , 	31 , 	15 , 	26 , 	17 , 	17 , 	7 , 	3 , 	5 , 	3 , 	1 , 	2 , 	6 , 	1 , 	3 , 	0 , 	0 , 	1 , 	-   , 	2 , 	2 , 	11 , 	8 , 	8 , 	0 , 	2 , 	426 ,,,,,,,,,,
PC, 	3 , 	3 , 	1 , 	1 , 	2 , 	1 , 	7 , 	6 , 	4 , 	2 , 	4 , 	5 , 	1 , 	3 , 	2 , 	1 , 	-   , 	1 , 	23 , 	7 , 	13 , 	4 , 	4 , 	1 , 	1 , 	4 , 	8 , 	21 , 	6 , 	7 , 	5 , 	1 , 	2 , 	3 , 	4 , 	-   , 	1 , 	6 , 	3 , 	-   , 	-   , 	6 , 	1 , 	1 , 	1 , 	0 , 	-   , 	1 , 	1 , 	8 , 	185 ,,,,,,,,,,
