Exit stations,Entry stations->,,SATURDAY,,,Aug 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	30 , 	40 , 	49 , 	27 , 	153 , 	36 , 	49 , 	27 , 	38 , 	10 , 	35 , 	42 , 	13 , 	7 , 	11 , 	8 , 	4 , 	2 , 	12 , 	3 , 	11 , 	6 , 	6 , 	7 , 	14 , 	94 , 	65 , 	176 , 	69 , 	66 , 	73 , 	15 , 	20 , 	14 , 	8 , 	2 , 	4 , 	1 , 	4 , 	4 , 	9 , 	28 , 	9 , 	2 , 	8 , 	8 , 	4 , 	7 , 	4 , 	4 ," 	1,334 ",,,,,,,,,,
CL, 	42 , 	85 , 	52 , 	56 , 	53 , 	49 , 	79 , 	80 , 	60 , 	102 , 	131 , 	26 , 	154 , 	111 , 	84 , 	56 , 	69 , 	75 , 	44 , 	50 , 	66 , 	42 , 	36 , 	58 , 	39 , 	146 , 	101 , 	199 , 	108 , 	59 , 	57 , 	35 , 	26 , 	40 , 	6 , 	82 , 	315 , 	23 , 	29 , 	9 , 	15 , 	16 , 	16 , 	89 , 	30 , 	39 , 	47 , 	105 , 	5 , 	24 ," 	3,310 ",,,,,,,,,,
SL, 	11 , 	19 , 	11 , 	12 , 	43 , 	14 , 	28 , 	35 , 	43 , 	70 , 	87 , 	156 , 	21 , 	55 , 	53 , 	29 , 	21 , 	22 , 	8 , 	3 , 	5 , 	2 , 	2 , 	11 , 	15 , 	122 , 	90 , 	220 , 	101 , 	34 , 	25 , 	12 , 	21 , 	19 , 	4 , 	20 , 	39 , 	1 , 	5 , 	2 , 	5 , 	13 , 	5 , 	20 , 	5 , 	13 , 	14 , 	21 , 	2 , 	7 ," 	1,591 ",,,,,,,,,,
BF, 	10 , 	17 , 	6 , 	8 , 	31 , 	9 , 	21 , 	27 , 	37 , 	71 , 	103 , 	107 , 	58 , 	21 , 	51 , 	29 , 	20 , 	27 , 	10 , 	4 , 	6 , 	1 , 	3 , 	5 , 	17 , 	117 , 	90 , 	239 , 	83 , 	40 , 	26 , 	8 , 	19 , 	14 , 	5 , 	16 , 	43 , 	1 , 	6 , 	2 , 	4 , 	7 , 	3 , 	23 , 	4 , 	21 , 	21 , 	20 , 	1 , 	6 ," 	1,508 ",,,,,,,,,,
HY, 	11 , 	20 , 	5 , 	9 , 	30 , 	9 , 	23 , 	24 , 	23 , 	33 , 	65 , 	83 , 	55 , 	45 , 	20 , 	34 , 	39 , 	50 , 	8 , 	2 , 	4 , 	4 , 	1 , 	5 , 	11 , 	72 , 	39 , 	75 , 	41 , 	18 , 	19 , 	6 , 	7 , 	9 , 	4 , 	7 , 	19 , 	1 , 	4 , 	1 , 	4 , 	5 , 	4 , 	16 , 	3 , 	28 , 	30 , 	28 , 	4 , 	5 ," 	1,054 ",,,,,,,,,,
SH, 	9 , 	7 , 	3 , 	8 , 	13 , 	4 , 	7 , 	15 , 	15 , 	16 , 	27 , 	47 , 	28 , 	27 , 	31 , 	13 , 	20 , 	24 , 	2 , 	3 , 	3 , 	1 , 	2 , 	1 , 	4 , 	48 , 	29 , 	63 , 	27 , 	13 , 	12 , 	4 , 	7 , 	4 , 	2 , 	4 , 	9 , 	2 , 	2 , 	1 , 	1 , 	4 , 	1 , 	9 , 	4 , 	29 , 	17 , 	17 , 	1 , 	4 , 	636 ,,,,,,,,,,
UC, 	6 , 	9 , 	4 , 	6 , 	50 , 	9 , 	17 , 	14 , 	17 , 	19 , 	31 , 	60 , 	18 , 	26 , 	54 , 	25 , 	15 , 	38 , 	3 , 	3 , 	2 , 	0 , 	2 , 	3 , 	6 , 	99 , 	47 , 	91 , 	37 , 	23 , 	16 , 	4 , 	6 , 	7 , 	2 , 	6 , 	16 , 	1 , 	3 , 	0 , 	2 , 	11 , 	2 , 	10 , 	8 , 	23 , 	30 , 	31 , 	1 , 	5 , 	912 ,,,,,,,,,,
FM, 	2 , 	8 , 	6 , 	6 , 	35 , 	10 , 	9 , 	13 , 	14 , 	24 , 	27 , 	66 , 	21 , 	27 , 	55 , 	26 , 	31 , 	31 , 	4 , 	2 , 	2 , 	1 , 	3 , 	3 , 	3 , 	95 , 	45 , 	91 , 	47 , 	17 , 	15 , 	6 , 	4 , 	9 , 	2 , 	5 , 	16 , 	-   , 	2 , 	2 , 	3 , 	8 , 	3 , 	4 , 	7 , 	43 , 	78 , 	62 , 	1 , 	4 , 	988 ,,,,,,,,,,
CN, 	9 , 	14 , 	7 , 	8 , 	19 , 	5 , 	33 , 	24 , 	36 , 	7 , 	13 , 	40 , 	9 , 	8 , 	7 , 	4 , 	3 , 	4 , 	25 , 	39 , 	106 , 	68 , 	19 , 	40 , 	10 , 	125 , 	78 , 	148 , 	68 , 	31 , 	29 , 	12 , 	11 , 	11 , 	5 , 	2 , 	3 , 	11 , 	65 , 	5 , 	6 , 	52 , 	6 , 	4 , 	8 , 	3 , 	5 , 	6 , 	37 , 	51 ," 	1,328 ",,,,,,,,,,
PH, 	3 , 	7 , 	6 , 	5 , 	15 , 	6 , 	24 , 	19 , 	24 , 	4 , 	8 , 	44 , 	3 , 	3 , 	5 , 	4 , 	3 , 	2 , 	39 , 	9 , 	38 , 	19 , 	6 , 	31 , 	5 , 	170 , 	87 , 	150 , 	87 , 	18 , 	14 , 	9 , 	7 , 	12 , 	4 , 	1 , 	2 , 	7 , 	23 , 	3 , 	5 , 	56 , 	4 , 	2 , 	9 , 	2 , 	3 , 	6 , 	9 , 	21 ," 	1,034 ",,,,,,,,,,
WC, 	11 , 	12 , 	10 , 	11 , 	36 , 	8 , 	36 , 	34 , 	31 , 	5 , 	12 , 	55 , 	5 , 	8 , 	3 , 	3 , 	2 , 	1 , 	140 , 	46 , 	19 , 	27 , 	18 , 	61 , 	6 , 	198 , 	107 , 	197 , 	127 , 	40 , 	26 , 	15 , 	11 , 	12 , 	6 , 	1 , 	2 , 	11 , 	47 , 	8 , 	5 , 	74 , 	5 , 	1 , 	14 , 	1 , 	4 , 	6 , 	21 , 	33 ," 	1,565 ",,,,,,,,,,
LF, 	5 , 	6 , 	5 , 	6 , 	13 , 	6 , 	19 , 	16 , 	16 , 	2 , 	6 , 	39 , 	1 , 	1 , 	4 , 	1 , 	1 , 	2 , 	81 , 	19 , 	21 , 	8 , 	8 , 	28 , 	3 , 	128 , 	66 , 	93 , 	69 , 	19 , 	14 , 	11 , 	5 , 	3 , 	1 , 	-   , 	1 , 	4 , 	14 , 	2 , 	1 , 	45 , 	2 , 	1 , 	9 , 	1 , 	1 , 	4 , 	4 , 	11 , 	818 ,,,,,,,,,,
OR, 	3 , 	3 , 	2 , 	5 , 	13 , 	2 , 	12 , 	12 , 	15 , 	4 , 	5 , 	30 , 	2 , 	1 , 	1 , 	2 , 	1 , 	3 , 	18 , 	8 , 	16 , 	9 , 	9 , 	19 , 	3 , 	107 , 	62 , 	78 , 	56 , 	18 , 	7 , 	4 , 	3 , 	3 , 	0 , 	1 , 	0 , 	1 , 	5 , 	2 , 	2 , 	38 , 	2 , 	-   , 	2 , 	-   , 	1 , 	1 , 	6 , 	2 , 	594 ,,,,,,,,,,
RR, 	13 , 	14 , 	13 , 	8 , 	10 , 	6 , 	25 , 	55 , 	37 , 	7 , 	14 , 	50 , 	10 , 	7 , 	3 , 	2 , 	4 , 	3 , 	40 , 	35 , 	56 , 	31 , 	18 , 	11 , 	11 , 	214 , 	140 , 	207 , 	142 , 	97 , 	56 , 	25 , 	11 , 	13 , 	5 , 	1 , 	4 , 	5 , 	14 , 	5 , 	3 , 	71 , 	4 , 	0 , 	6 , 	0 , 	3 , 	3 , 	3 , 	13 ," 	1,524 ",,,,,,,,,,
OW, 	10 , 	7 , 	4 , 	8 , 	24 , 	8 , 	19 , 	25 , 	30 , 	10 , 	53 , 	36 , 	15 , 	15 , 	12 , 	4 , 	2 , 	3 , 	11 , 	3 , 	6 , 	2 , 	2 , 	11 , 	13 , 	313 , 	227 , 	458 , 	239 , 	169 , 	100 , 	25 , 	21 , 	24 , 	7 , 	4 , 	13 , 	2 , 	7 , 	4 , 	5 , 	56 , 	11 , 	3 , 	5 , 	3 , 	6 , 	6 , 	3 , 	6 ," 	2,040 ",,,,,,,,,,
EM, 	122 , 	203 , 	146 , 	185 , 	408 , 	153 , 	251 , 	303 , 	289 , 	175 , 	169 , 	150 , 	144 , 	143 , 	78 , 	63 , 	104 , 	103 , 	160 , 	200 , 	243 , 	151 , 	145 , 	243 , 	391 , 	138 , 	16 , 	144 , 	90 , 	273 , 	312 , 	198 , 	217 , 	199 , 	70 , 	82 , 	394 , 	43 , 	91 , 	49 , 	85 , 	243 , 	208 , 	129 , 	39 , 	56 , 	97 , 	125 , 	14 , 	71 ," 	8,098 ",,,,,,,,,,
MT, 	85 , 	155 , 	93 , 	117 , 	511 , 	108 , 	191 , 	222 , 	221 , 	129 , 	143 , 	98 , 	105 , 	121 , 	49 , 	31 , 	65 , 	51 , 	83 , 	103 , 	121 , 	75 , 	60 , 	180 , 	300 , 	18 , 	40 , 	27 , 	50 , 	179 , 	231 , 	134 , 	269 , 	190 , 	62 , 	56 , 	161 , 	24 , 	48 , 	44 , 	54 , 	281 , 	158 , 	56 , 	21 , 	38 , 	70 , 	74 , 	12 , 	34 ," 	5,742 ",,,,,,,,,,
PL, 	145 , 	235 , 	101 , 	119 , 	331 , 	111 , 	224 , 	240 , 	262 , 	155 , 	235 , 	187 , 	176 , 	186 , 	81 , 	51 , 	76 , 	61 , 	129 , 	137 , 	175 , 	102 , 	78 , 	174 , 	439 , 	127 , 	16 , 	116 , 	101 , 	502 , 	560 , 	354 , 	560 , 	495 , 	145 , 	73 , 	253 , 	38 , 	119 , 	118 , 	141 , 	925 , 	286 , 	72 , 	39 , 	35 , 	92 , 	79 , 	22 , 	68 ," 	9,543 ",,,,,,,,,,
CC, 	79 , 	96 , 	58 , 	81 , 	172 , 	89 , 	170 , 	182 , 	149 , 	113 , 	155 , 	92 , 	88 , 	64 , 	42 , 	28 , 	37 , 	49 , 	65 , 	86 , 	112 , 	75 , 	52 , 	129 , 	246 , 	85 , 	34 , 	108 , 	70 , 	186 , 	272 , 	131 , 	155 , 	254 , 	71 , 	46 , 	139 , 	20 , 	43 , 	62 , 	88 , 	212 , 	230 , 	55 , 	13 , 	19 , 	45 , 	59 , 	7 , 	29 ," 	4,935 ",,,,,,,,,,
16, 	52 , 	63 , 	35 , 	65 , 	145 , 	78 , 	152 , 	161 , 	123 , 	75 , 	93 , 	59 , 	37 , 	36 , 	18 , 	13 , 	23 , 	14 , 	32 , 	24 , 	36 , 	17 , 	23 , 	81 , 	180 , 	259 , 	169 , 	531 , 	221 , 	35 , 	102 , 	135 , 	159 , 	192 , 	71 , 	14 , 	50 , 	7 , 	21 , 	51 , 	69 , 	148 , 	155 , 	20 , 	12 , 	8 , 	24 , 	25 , 	5 , 	14 ," 	4,131 ",,,,,,,,,,
24, 	75 , 	53 , 	27 , 	47 , 	85 , 	48 , 	101 , 	106 , 	77 , 	54 , 	90 , 	52 , 	30 , 	30 , 	20 , 	15 , 	12 , 	13 , 	25 , 	16 , 	24 , 	18 , 	8 , 	48 , 	123 , 	285 , 	185 , 	645 , 	281 , 	70 , 	22 , 	134 , 	122 , 	158 , 	60 , 	13 , 	33 , 	6 , 	26 , 	42 , 	65 , 	96 , 	103 , 	6 , 	8 , 	9 , 	10 , 	21 , 	6 , 	14 ," 	3,614 ",,,,,,,,,,
GP, 	10 , 	19 , 	13 , 	17 , 	54 , 	15 , 	27 , 	35 , 	32 , 	21 , 	21 , 	34 , 	9 , 	9 , 	5 , 	3 , 	5 , 	4 , 	10 , 	8 , 	17 , 	6 , 	6 , 	28 , 	30 , 	180 , 	111 , 	360 , 	129 , 	110 , 	118 , 	17 , 	24 , 	30 , 	26 , 	8 , 	16 , 	4 , 	10 , 	16 , 	29 , 	69 , 	58 , 	8 , 	6 , 	2 , 	7 , 	9 , 	1 , 	8 ," 	1,788 ",,,,,,,,,,
BP, 	17 , 	21 , 	6 , 	8 , 	27 , 	8 , 	17 , 	25 , 	26 , 	15 , 	24 , 	23 , 	15 , 	13 , 	5 , 	4 , 	3 , 	5 , 	11 , 	5 , 	8 , 	6 , 	2 , 	12 , 	19 , 	162 , 	135 , 	602 , 	140 , 	116 , 	118 , 	18 , 	14 , 	31 , 	34 , 	7 , 	15 , 	3 , 	7 , 	23 , 	41 , 	60 , 	50 , 	5 , 	2 , 	5 , 	8 , 	12 , 	4 , 	9 ," 	1,940 ",,,,,,,,,,
DC, 	13 , 	29 , 	8 , 	10 , 	32 , 	5 , 	19 , 	25 , 	26 , 	17 , 	24 , 	34 , 	19 , 	12 , 	8 , 	5 , 	9 , 	6 , 	11 , 	11 , 	13 , 	3 , 	3 , 	13 , 	24 , 	169 , 	140 , 	588 , 	266 , 	187 , 	160 , 	31 , 	42 , 	27 , 	17 , 	7 , 	24 , 	7 , 	11 , 	25 , 	50 , 	133 , 	82 , 	7 , 	3 , 	6 , 	6 , 	11 , 	6 , 	10 ," 	2,388 ",,,,,,,,,,
CM, 	9 , 	5 , 	4 , 	4 , 	7 , 	2 , 	5 , 	8 , 	10 , 	3 , 	3 , 	2 , 	2 , 	3 , 	3 , 	1 , 	2 , 	2 , 	4 , 	2 , 	4 , 	2 , 	2 , 	6 , 	6 , 	63 , 	51 , 	171 , 	78 , 	61 , 	61 , 	24 , 	47 , 	12 , 	6 , 	1 , 	2 , 	2 , 	6 , 	5 , 	15 , 	46 , 	23 , 	1 , 	0 , 	1 , 	1 , 	2 , 	2 , 	6 , 	783 ,,,,,,,,,,
CV, 	2 , 	2 , 	2 , 	2 , 	8 , 	2 , 	5 , 	4 , 	5 , 	26 , 	28 , 	76 , 	20 , 	14 , 	8 , 	5 , 	6 , 	7 , 	2 , 	2 , 	2 , 	-   , 	-   , 	1 , 	4 , 	75 , 	49 , 	93 , 	41 , 	15 , 	19 , 	5 , 	4 , 	7 , 	1 , 	14 , 	41 , 	-   , 	0 , 	2 , 	2 , 	5 , 	2 , 	34 , 	2 , 	1 , 	4 , 	4 , 	0 , 	-   , 	647 ,,,,,,,,,,
ED, 	4 , 	7 , 	4 , 	5 , 	35 , 	6 , 	8 , 	12 , 	13 , 	41 , 	52 , 	285 , 	31 , 	44 , 	26 , 	10 , 	17 , 	10 , 	3 , 	3 , 	2 , 	0 , 	0 , 	3 , 	13 , 	345 , 	142 , 	270 , 	142 , 	45 , 	34 , 	16 , 	23 , 	32 , 	2 , 	41 , 	52 , 	0 , 	3 , 	4 , 	2 , 	58 , 	6 , 	21 , 	27 , 	8 , 	21 , 	18 , 	-   , 	1 ," 	1,941 ",,,,,,,,,,
NC, 	1 , 	2 , 	0 , 	1 , 	4 , 	1 , 	7 , 	4 , 	5 , 	1 , 	2 , 	19 , 	2 , 	1 , 	1 , 	1 , 	0 , 	1 , 	10 , 	8 , 	11 , 	3 , 	2 , 	4 , 	2 , 	41 , 	22 , 	42 , 	16 , 	5 , 	7 , 	4 , 	3 , 	7 , 	2 , 	-   , 	1 , 	5 , 	10 , 	2 , 	1 , 	17 , 	1 , 	-   , 	2 , 	1 , 	1 , 	1 , 	5 , 	7 , 	290 ,,,,,,,,,,
WP, 	5 , 	9 , 	3 , 	3 , 	11 , 	3 , 	21 , 	14 , 	16 , 	3 , 	11 , 	25 , 	5 , 	4 , 	3 , 	2 , 	4 , 	1 , 	69 , 	30 , 	51 , 	11 , 	6 , 	14 , 	8 , 	71 , 	48 , 	142 , 	48 , 	21 , 	25 , 	11 , 	10 , 	18 , 	7 , 	-   , 	3 , 	10 , 	11 , 	5 , 	3 , 	45 , 	4 , 	0 , 	8 , 	2 , 	4 , 	3 , 	9 , 	9 , 	842 ,,,,,,,,,,
SS, 	4 , 	7 , 	2 , 	3 , 	8 , 	3 , 	5 , 	8 , 	6 , 	1 , 	4 , 	8 , 	3 , 	1 , 	3 , 	1 , 	1 , 	2 , 	8 , 	3 , 	6 , 	2 , 	2 , 	4 , 	6 , 	50 , 	31 , 	142 , 	65 , 	45 , 	39 , 	15 , 	25 , 	30 , 	8 , 	3 , 	4 , 	2 , 	4 , 	8 , 	13 , 	22 , 	17 , 	0 , 	1 , 	1 , 	2 , 	2 , 	2 , 	7 , 	631 ,,,,,,,,,,
SB, 	10 , 	8 , 	3 , 	3 , 	12 , 	5 , 	6 , 	10 , 	15 , 	3 , 	6 , 	9 , 	6 , 	5 , 	4 , 	1 , 	2 , 	4 , 	8 , 	5 , 	4 , 	2 , 	3 , 	6 , 	10 , 	74 , 	49 , 	161 , 	95 , 	66 , 	73 , 	24 , 	49 , 	48 , 	16 , 	2 , 	2 , 	1 , 	3 , 	15 , 	11 , 	72 , 	10 , 	1 , 	2 , 	0 , 	1 , 	1 , 	1 , 	5 , 	927 ,,,,,,,,,,
SO, 	32 , 	37 , 	27 , 	41 , 	107 , 	30 , 	52 , 	38 , 	50 , 	10 , 	20 , 	12 , 	12 , 	6 , 	5 , 	2 , 	7 , 	9 , 	40 , 	52 , 	65 , 	37 , 	27 , 	54 , 	52 , 	204 , 	176 , 	753 , 	178 , 	120 , 	67 , 	52 , 	48 , 	113 , 	29 , 	2 , 	45 , 	11 , 	34 , 	17 , 	40 , 	73 , 	164 , 	6 , 	8 , 	4 , 	6 , 	5 , 	5 , 	41 ," 	3,021 ",,,,,,,,,,
MB, 	8 , 	14 , 	9 , 	12 , 	55 , 	10 , 	13 , 	18 , 	22 , 	3 , 	6 , 	16 , 	3 , 	3 , 	2 , 	1 , 	1 , 	2 , 	7 , 	5 , 	4 , 	3 , 	2 , 	7 , 	11 , 	162 , 	121 , 	299 , 	189 , 	116 , 	78 , 	42 , 	49 , 	85 , 	19 , 	1 , 	4 , 	1 , 	2 , 	12 , 	11 , 	199 , 	46 , 	1 , 	1 , 	0 , 	1 , 	1 , 	1 , 	3 ," 	1,678 ",,,,,,,,,,
WD, 	1 , 	1 , 	1 , 	1 , 	11 , 	3 , 	5 , 	5 , 	1 , 	22 , 	29 , 	89 , 	22 , 	24 , 	14 , 	13 , 	9 , 	6 , 	3 , 	2 , 	1 , 	0 , 	-   , 	1 , 	3 , 	113 , 	58 , 	85 , 	51 , 	22 , 	6 , 	8 , 	6 , 	5 , 	1 , 	37 , 	17 , 	-   , 	1 , 	1 , 	1 , 	15 , 	1 , 	12 , 	9 , 	1 , 	9 , 	6 , 	1 , 	0 , 	729 ,,,,,,,,,,
OA, 	3 , 	11 , 	8 , 	8 , 	37 , 	10 , 	9 , 	7 , 	8 , 	7 , 	6 , 	28 , 	2 , 	3 , 	3 , 	3 , 	5 , 	4 , 	9 , 	10 , 	9 , 	5 , 	3 , 	4 , 	3 , 	38 , 	13 , 	34 , 	20 , 	7 , 	7 , 	3 , 	3 , 	5 , 	1 , 	2 , 	16 , 	2 , 	4 , 	1 , 	2 , 	12 , 	1 , 	3 , 	8 , 	3 , 	4 , 	3 , 	1 , 	5 , 	395 ,,,,,,,,,,
WS, 	6 , 	7 , 	1 , 	3 , 	17 , 	5 , 	6 , 	11 , 	7 , 	15 , 	20 , 	39 , 	12 , 	11 , 	19 , 	18 , 	22 , 	29 , 	3 , 	1 , 	2 , 	-   , 	-   , 	0 , 	4 , 	54 , 	23 , 	30 , 	20 , 	8 , 	7 , 	4 , 	7 , 	4 , 	1 , 	1 , 	5 , 	0 , 	3 , 	1 , 	2 , 	7 , 	-   , 	2 , 	2 , 	13 , 	33 , 	30 , 	1 , 	1 , 	512 ,,,,,,,,,,
ML, 	5 , 	10 , 	5 , 	8 , 	54 , 	12 , 	11 , 	10 , 	17 , 	20 , 	22 , 	38 , 	13 , 	20 , 	32 , 	20 , 	37 , 	71 , 	5 , 	4 , 	3 , 	1 , 	2 , 	2 , 	4 , 	93 , 	55 , 	104 , 	55 , 	27 , 	15 , 	7 , 	7 , 	10 , 	1 , 	5 , 	18 , 	0 , 	4 , 	2 , 	2 , 	6 , 	1 , 	7 , 	6 , 	40 , 	27 , 	25 , 	1 , 	3 , 	943 ,,,,,,,,,,
BE, 	11 , 	18 , 	4 , 	12 , 	69 , 	14 , 	18 , 	23 , 	18 , 	23 , 	29 , 	99 , 	25 , 	25 , 	37 , 	21 , 	34 , 	60 , 	5 , 	5 , 	5 , 	3 , 	3 , 	2 , 	6 , 	98 , 	58 , 	91 , 	67 , 	25 , 	24 , 	12 , 	14 , 	17 , 	2 , 	5 , 	23 , 	-   , 	3 , 	1 , 	2 , 	11 , 	1 , 	5 , 	4 , 	37 , 	19 , 	21 , 	1 , 	5 ," 	1,111 ",,,,,,,,,,
