Exit stations,Entry stations->,,WEEKDAY,,,Sep 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,
OR, 	8 , 	15 , 	13 , 	11 , 	71 , 	11 , 	50 , 	114 , 	126 , 	11 , 	27 , 	34 , 	8 , 	2 , 	8 , 	5 , 	6 , 	16 , 	52 , 	31 , 	44 , 	23 , 	11 , 	66 , 	4 , 	842 , 	760 , 	257 , 	269 , 	49 , 	28 , 	24 , 	16 , 	24 , 	4 , 	2 , 	6 , 	7 , 	25 , 	7 , 	8 , 	81 , 	13 , 	1 , 	18 , 	-   ," 	3,211 ",,,,,,,,,
RR, 	21 , 	46 , 	35 , 	27 , 	67 , 	17 , 	67 , 	210 , 	191 , 	36 , 	60 , 	47 , 	27 , 	17 , 	16 , 	12 , 	11 , 	38 , 	103 , 	133 , 	152 , 	79 , 	67 , 	20 , 	27 ," 	1,163 "," 	1,264 ", 	647 , 	733 , 	219 , 	118 , 	51 , 	54 , 	51 , 	4 , 	7 , 	13 , 	24 , 	63 , 	10 , 	20 , 	147 , 	31 , 	8 , 	24 , 	-   ," 	6,178 ",,,,,,,,,
OW, 	27 , 	40 , 	15 , 	14 , 	86 , 	32 , 	60 , 	68 , 	111 , 	47 , 	131 , 	125 , 	48 , 	45 , 	25 , 	16 , 	11 , 	25 , 	18 , 	11 , 	17 , 	4 , 	5 , 	26 , 	26 ," 	1,743 "," 	1,546 "," 	1,041 ", 	916 , 	372 , 	220 , 	64 , 	94 , 	62 , 	14 , 	13 , 	26 , 	4 , 	34 , 	13 , 	28 , 	96 , 	37 , 	12 , 	11 , 	-   ," 	7,377 ",,,,,,,,,
EM, 	483 ," 	1,145 ", 	741 , 	799 ," 	1,381 ", 	994 ," 	1,429 "," 	1,855 "," 	1,733 "," 	1,155 "," 	1,156 ", 	676 , 	947 , 	895 , 	654 , 	509 ," 	1,177 "," 	2,331 "," 	1,212 "," 	2,141 "," 	1,795 "," 	1,084 ", 	946 ," 	1,314 "," 	2,108 ", 	174 , 	124 , 	554 , 	587 ," 	1,153 "," 	1,808 "," 	1,287 "," 	1,572 "," 	1,432 ", 	905 , 	687 ," 	2,486 ", 	637 ," 	1,012 ", 	691 , 	647 , 	586 ," 	1,121 "," 	1,009 ", 	175 , 	-   ," 	49,307 ",,,,,,,,,
MT, 	472 ," 	1,073 ", 	684 , 	728 ," 	1,005 ", 	874 ," 	1,306 "," 	1,486 "," 	1,234 "," 	1,081 "," 	1,101 ", 	589 , 	826 , 	774 , 	595 , 	416 , 	925 ," 	1,783 "," 	1,019 "," 	1,767 "," 	1,440 ", 	793 , 	683 ," 	1,122 "," 	1,692 ", 	138 , 	179 , 	200 , 	552 ," 	1,474 "," 	2,457 "," 	1,792 "," 	2,722 "," 	2,089 "," 	1,217 ", 	593 ," 	1,715 ", 	537 , 	934 , 	932 , 	853 , 	581 ," 	1,587 ", 	735 , 	120 , 	-   ," 	46,876 ",,,,,,,,,
PL, 	385 , 	732 , 	331 , 	348 , 	776 , 	437 , 	736 , 	868 , 	834 , 	611 , 	782 , 	478 , 	498 , 	495 , 	317 , 	208 , 	324 , 	619 , 	459 , 	538 , 	456 , 	222 , 	191 , 	473 , 	946 , 	772 , 	317 , 	143 , 	359 ," 	1,294 "," 	1,728 "," 	1,160 "," 	2,230 "," 	1,351 ", 	618 , 	253 , 	726 , 	252 , 	569 , 	466 , 	429 ," 	1,589 ", 	774 , 	298 , 	144 , 	-   ," 	28,537 ",,,,,,,,,
CC, 	331 , 	687 , 	405 , 	454 , 	714 , 	525 , 	851 , 	934 , 	790 , 	585 , 	830 , 	425 , 	450 , 	435 , 	308 , 	205 , 	303 , 	517 , 	466 , 	529 , 	434 , 	267 , 	212 , 	603 , 	890 , 	613 , 	557 , 	331 , 	95 , 	652 ," 	1,083 ", 	802 ," 	1,488 ", 	846 , 	546 , 	242 , 	606 , 	256 , 	563 , 	405 , 	391 , 	597 , 	682 , 	237 , 	71 , 	-   ," 	24,214 ",,,,,,,,,
16, 	180 , 	219 , 	119 , 	155 , 	360 , 	247 , 	379 , 	453 , 	312 , 	239 , 	313 , 	155 , 	138 , 	117 , 	86 , 	67 , 	64 , 	130 , 	111 , 	124 , 	109 , 	64 , 	42 , 	184 , 	373 ," 	1,141 "," 	1,505 "," 	1,521 ", 	702 , 	38 , 	237 , 	338 , 	722 , 	323 , 	150 , 	58 , 	149 , 	70 , 	169 , 	128 , 	133 , 	253 , 	264 , 	57 , 	28 , 	-   ," 	12,724 ",,,,,,,,,
24, 	174 , 	203 , 	68 , 	91 , 	294 , 	141 , 	247 , 	331 , 	283 , 	143 , 	226 , 	133 , 	93 , 	86 , 	58 , 	46 , 	33 , 	52 , 	76 , 	72 , 	68 , 	31 , 	28 , 	112 , 	230 ," 	1,575 "," 	2,107 "," 	2,016 "," 	1,111 ", 	240 , 	39 , 	266 , 	695 , 	297 , 	131 , 	31 , 	89 , 	44 , 	144 , 	109 , 	145 , 	209 , 	253 , 	31 , 	26 , 	-   ," 	12,876 ",,,,,,,,,
GP, 	45 , 	72 , 	32 , 	39 , 	140 , 	36 , 	76 , 	183 , 	167 , 	60 , 	76 , 	64 , 	41 , 	36 , 	21 , 	9 , 	12 , 	30 , 	41 , 	53 , 	45 , 	18 , 	14 , 	43 , 	69 ," 	1,159 "," 	1,457 "," 	1,306 ", 	735 , 	349 , 	285 , 	32 , 	143 , 	76 , 	65 , 	15 , 	51 , 	15 , 	54 , 	45 , 	73 , 	117 , 	142 , 	20 , 	15 , 	-   ," 	7,576 ",,,,,,,,,
BP, 	72 , 	112 , 	42 , 	43 , 	131 , 	54 , 	89 , 	139 , 	147 , 	81 , 	109 , 	79 , 	71 , 	45 , 	38 , 	25 , 	26 , 	38 , 	49 , 	44 , 	39 , 	14 , 	13 , 	46 , 	103 ," 	1,376 "," 	1,825 "," 	2,583 "," 	1,332 ", 	667 , 	667 , 	136 , 	56 , 	140 , 	102 , 	24 , 	67 , 	24 , 	74 , 	85 , 	123 , 	117 , 	175 , 	23 , 	9 , 	-   ," 	11,256 ",,,,,,,,,
DC, 	114 , 	200 , 	73 , 	66 , 	162 , 	59 , 	116 , 	174 , 	211 , 	160 , 	180 , 	187 , 	131 , 	112 , 	76 , 	67 , 	88 , 	114 , 	130 , 	101 , 	79 , 	25 , 	24 , 	49 , 	85 ," 	1,353 "," 	1,795 "," 	1,559 ", 	824 , 	323 , 	314 , 	81 , 	147 , 	32 , 	48 , 	41 , 	122 , 	88 , 	163 , 	99 , 	174 , 	204 , 	330 , 	65 , 	18 , 	-   ," 	10,562 ",,,,,,,,,
CM, 	15 , 	30 , 	5 , 	7 , 	40 , 	10 , 	27 , 	79 , 	129 , 	14 , 	10 , 	16 , 	11 , 	11 , 	6 , 	4 , 	3 , 	8 , 	24 , 	12 , 	21 , 	6 , 	4 , 	4 , 	15 , 	895 ," 	1,067 ", 	715 , 	522 , 	149 , 	144 , 	63 , 	92 , 	43 , 	14 , 	2 , 	19 , 	7 , 	30 , 	25 , 	55 , 	126 , 	103 , 	4 , 	2 , 	-   ," 	4,590 ",,,,,,,,,
CV, 	5 , 	8 , 	6 , 	9 , 	63 , 	9 , 	25 , 	80 , 	113 , 	127 , 	58 , 	92 , 	47 , 	75 , 	31 , 	17 , 	16 , 	48 , 	7 , 	4 , 	6 , 	1 , 	3 , 	7 , 	11 , 	551 , 	584 , 	309 , 	265 , 	67 , 	34 , 	18 , 	24 , 	38 , 	2 , 	10 , 	116 , 	3 , 	3 , 	4 , 	8 , 	25 , 	4 , 	69 , 	14 , 	-   ," 	3,017 ",,,,,,,,,
ED, 	18 , 	30 , 	20 , 	19 , 	142 , 	24 , 	67 , 	215 , 	230 , 	187 , 	139 , 	286 , 	99 , 	191 , 	66 , 	32 , 	58 , 	117 , 	11 , 	6 , 	8 , 	2 , 	5 , 	14 , 	26 ," 	2,091 "," 	1,729 ", 	812 , 	650 , 	161 , 	98 , 	56 , 	75 , 	131 , 	18 , 	121 , 	50 , 	2 , 	10 , 	23 , 	14 , 	142 , 	24 , 	56 , 	87 , 	-   ," 	8,361 ",,,,,,,,,
NC, 	6 , 	9 , 	4 , 	5 , 	46 , 	9 , 	60 , 	166 , 	170 , 	14 , 	12 , 	27 , 	11 , 	6 , 	9 , 	3 , 	5 , 	10 , 	51 , 	32 , 	62 , 	14 , 	5 , 	23 , 	6 , 	509 , 	502 , 	285 , 	287 , 	82 , 	44 , 	19 , 	27 , 	78 , 	9 , 	2 , 	1 , 	12 , 	59 , 	12 , 	15 , 	61 , 	11 , 	1 , 	14 , 	-   ," 	2,796 ",,,,,,,,,
WP, 	39 , 	37 , 	16 , 	17 , 	136 , 	33 , 	272 , 	274 , 	355 , 	58 , 	60 , 	127 , 	47 , 	26 , 	44 , 	17 , 	24 , 	45 , 	371 , 	150 , 	255 , 	47 , 	26 , 	75 , 	36 , 	789 , 	797 , 	719 , 	689 , 	199 , 	172 , 	72 , 	95 , 	164 , 	33 , 	4 , 	12 , 	62 , 	44 , 	43 , 	59 , 	164 , 	35 , 	6 , 	34 , 	-   ," 	6,778 ",,,,,,,,,
SS, 	16 , 	38 , 	10 , 	11 , 	46 , 	10 , 	33 , 	73 , 	88 , 	11 , 	17 , 	21 , 	20 , 	16 , 	8 , 	6 , 	10 , 	7 , 	23 , 	23 , 	21 , 	6 , 	6 , 	9 , 	15 , 	673 , 	829 , 	541 , 	409 , 	135 , 	116 , 	50 , 	94 , 	105 , 	22 , 	2 , 	25 , 	11 , 	42 , 	17 , 	35 , 	54 , 	78 , 	6 , 	2 , 	-   ," 	3,789 ",,,,,,,,,
SB, 	26 , 	51 , 	12 , 	8 , 	48 , 	17 , 	37 , 	70 , 	92 , 	23 , 	25 , 	35 , 	19 , 	19 , 	17 , 	7 , 	6 , 	11 , 	24 , 	28 , 	24 , 	10 , 	10 , 	19 , 	32 , 	641 , 	784 , 	495 , 	413 , 	140 , 	141 , 	78 , 	152 , 	180 , 	56 , 	5 , 	14 , 	16 , 	56 , 	35 , 	20 , 	69 , 	58 , 	5 , 	4 , 	-   ," 	4,033 ",,,,,,,,,
SO, 	64 , 	125 , 	73 , 	100 , 	171 , 	81 , 	144 , 	116 , 	138 , 	54 , 	79 , 	48 , 	46 , 	33 , 	25 , 	16 , 	23 , 	51 , 	135 , 	198 , 	215 , 	103 , 	88 , 	155 , 	127 , 	537 , 	550 ," 	1,130 ", 	494 , 	211 , 	182 , 	105 , 	116 , 	208 , 	136 , 	26 , 	140 , 	72 , 	182 , 	51 , 	65 , 	61 , 	331 , 	46 , 	25 , 	-   ," 	7,073 ",,,,,,,,,
MB, 	29 , 	74 , 	32 , 	45 , 	190 , 	55 , 	68 , 	141 , 	151 , 	26 , 	27 , 	26 , 	12 , 	7 , 	5 , 	5 , 	5 , 	8 , 	28 , 	23 , 	30 , 	15 , 	11 , 	26 , 	42 ," 	1,058 "," 	1,426 ", 	759 , 	638 , 	237 , 	217 , 	147 , 	202 , 	339 , 	110 , 	5 , 	21 , 	11 , 	37 , 	75 , 	45 , 	336 , 	49 , 	4 , 	9 , 	-   ," 	6,808 ",,,,,,,,,
WD, 	5 , 	17 , 	10 , 	10 , 	66 , 	11 , 	26 , 	105 , 	115 , 	87 , 	63 , 	115 , 	54 , 	109 , 	38 , 	14 , 	29 , 	42 , 	5 , 	3 , 	3 , 	1 , 	2 , 	8 , 	12 , 	888 , 	796 , 	353 , 	291 , 	71 , 	37 , 	23 , 	26 , 	67 , 	5 , 	79 , 	51 , 	1 , 	7 , 	7 , 	5 , 	51 , 	5 , 	17 , 	40 , 	-   ," 	3,771 ",,,,,,,,,
OA, 	12 , 	37 , 	34 , 	40 , 	89 , 	29 , 	41 , 	49 , 	67 , 	21 , 	12 , 	42 , 	9 , 	8 , 	13 , 	7 , 	22 , 	43 , 	35 , 	55 , 	52 , 	26 , 	15 , 	22 , 	9 , 	177 , 	141 , 	104 , 	90 , 	28 , 	26 , 	15 , 	10 , 	16 , 	2 , 	11 , 	86 , 	13 , 	32 , 	3 , 	3 , 	30 , 	6 , 	39 , 	10 , 	-   ," 	1,636 ",,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,
Entries," 	4,684 "," 	9,072 "," 	5,259 "," 	4,752 "," 	13,524 "," 	5,872 "," 	9,649 "," 	13,890 "," 	14,053 "," 	7,568 "," 	8,799 "," 	7,296 "," 	6,416 "," 	6,193 "," 	5,242 "," 	3,204 "," 	5,221 "," 	9,728 "," 	6,536 "," 	7,935 "," 	7,209 "," 	3,725 "," 	3,090 "," 	5,798 "," 	7,881 "," 	42,629 "," 	44,676 "," 	32,516 "," 	26,424 "," 	12,923 "," 	13,452 "," 	8,179 "," 	12,593 "," 	10,663 "," 	4,733 "," 	3,097 "," 	8,567 "," 	2,926 "," 	6,794 "," 	3,799 "," 	3,964 "," 	7,641 "," 	7,145 "," 	3,632 "," 	1,657 ", 	-   ," 	440,604 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
