Exit stations,Entry stations->,,SATURDAY,,,Sep 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
FV, 	56 , 	92 , 	51 , 	41 , 	196 , 	73 , 	94 , 	106 , 	100 , 	81 , 	37 , 	202 , 	142 , 	191 , 	106 , 	48 , 	41 , 	90 , 	27 , 	22 , 	25 , 	20 , 	15 , 	38 , 	73 , 	360 , 	277 , 	749 , 	339 , 	187 , 	178 , 	58 , 	25 , 	25 , 	6 , 	46 , 	78 , 	7 , 	47 , 	10 , 	11 , 	42 , 	19 , 	57 , 	8 , 	-   ," 	4,490 ",,,,,,,,,,
CL, 	64 , 	142 , 	69 , 	71 , 	142 , 	75 , 	122 , 	121 , 	154 , 	132 , 	186 , 	20 , 	183 , 	230 , 	127 , 	75 , 	113 , 	301 , 	81 , 	76 , 	86 , 	45 , 	36 , 	55 , 	84 , 	318 , 	187 , 	453 , 	214 , 	97 , 	104 , 	59 , 	18 , 	24 , 	7 , 	100 , 	388 , 	31 , 	83 , 	7 , 	12 , 	31 , 	19 , 	139 , 	25 , 	-   ," 	5,102 ",,,,,,,,,,
SL, 	22 , 	38 , 	21 , 	19 , 	136 , 	33 , 	42 , 	75 , 	94 , 	144 , 	139 , 	187 , 	14 , 	102 , 	91 , 	35 , 	40 , 	62 , 	18 , 	11 , 	13 , 	4 , 	6 , 	16 , 	29 , 	272 , 	206 , 	488 , 	158 , 	69 , 	63 , 	30 , 	13 , 	19 , 	3 , 	32 , 	46 , 	5 , 	26 , 	6 , 	7 , 	26 , 	6 , 	40 , 	11 , 	-   ," 	2,913 ",,,,,,,,,,
BF, 	15 , 	34 , 	13 , 	18 , 	100 , 	29 , 	47 , 	77 , 	105 , 	144 , 	191 , 	211 , 	119 , 	12 , 	108 , 	51 , 	57 , 	129 , 	15 , 	6 , 	8 , 	4 , 	4 , 	9 , 	29 , 	240 , 	207 , 	443 , 	138 , 	63 , 	54 , 	28 , 	14 , 	8 , 	7 , 	46 , 	85 , 	1 , 	23 , 	3 , 	8 , 	20 , 	6 , 	97 , 	8 , 	-   ," 	3,027 ",,,,,,,,,,
HY, 	16 , 	37 , 	12 , 	12 , 	102 , 	15 , 	34 , 	47 , 	64 , 	47 , 	110 , 	134 , 	87 , 	106 , 	13 , 	62 , 	70 , 	140 , 	14 , 	6 , 	12 , 	3 , 	4 , 	8 , 	21 , 	153 , 	94 , 	232 , 	72 , 	43 , 	28 , 	17 , 	7 , 	11 , 	3 , 	19 , 	37 , 	3 , 	23 , 	3 , 	8 , 	15 , 	4 , 	30 , 	10 , 	-   ," 	1,979 ",,,,,,,,,,
SH, 	15 , 	20 , 	4 , 	7 , 	55 , 	17 , 	17 , 	24 , 	28 , 	30 , 	50 , 	70 , 	32 , 	49 , 	55 , 	7 , 	34 , 	80 , 	5 , 	3 , 	4 , 	1 , 	1 , 	5 , 	7 , 	71 , 	62 , 	173 , 	52 , 	30 , 	27 , 	12 , 	6 , 	6 , 	3 , 	9 , 	19 , 	1 , 	8 , 	2 , 	2 , 	9 , 	2 , 	16 , 	4 , 	-   ," 	1,129 ",,,,,,,,,,
UC, 	14 , 	22 , 	11 , 	11 , 	114 , 	9 , 	20 , 	36 , 	43 , 	40 , 	40 , 	116 , 	40 , 	62 , 	74 , 	35 , 	16 , 	85 , 	5 , 	8 , 	9 , 	3 , 	3 , 	6 , 	6 , 	203 , 	107 , 	285 , 	85 , 	29 , 	21 , 	12 , 	7 , 	12 , 	3 , 	12 , 	29 , 	1 , 	7 , 	2 , 	4 , 	18 , 	2 , 	17 , 	16 , 	-   ," 	1,697 ",,,,,,,,,,
FM, 	23 , 	55 , 	24 , 	31 , 	465 , 	43 , 	54 , 	76 , 	100 , 	92 , 	112 , 	300 , 	69 , 	121 , 	137 , 	77 , 	92 , 	49 , 	26 , 	20 , 	23 , 	13 , 	6 , 	26 , 	18 , 	432 , 	240 , 	549 , 	197 , 	68 , 	51 , 	41 , 	12 , 	21 , 	4 , 	27 , 	71 , 	5 , 	27 , 	5 , 	5 , 	28 , 	5 , 	31 , 	28 , 	-   ," 	3,896 ",,,,,,,,,,
CN, 	16 , 	25 , 	12 , 	10 , 	92 , 	17 , 	47 , 	41 , 	63 , 	13 , 	31 , 	66 , 	16 , 	13 , 	10 , 	4 , 	7 , 	25 , 	19 , 	62 , 	159 , 	91 , 	19 , 	49 , 	9 , 	262 , 	144 , 	359 , 	129 , 	59 , 	54 , 	36 , 	10 , 	15 , 	9 , 	3 , 	9 , 	25 , 	212 , 	8 , 	7 , 	74 , 	7 , 	6 , 	22 , 	-   ," 	2,360 ",,,,,,,,,,
PH, 	6 , 	10 , 	9 , 	7 , 	108 , 	6 , 	39 , 	51 , 	61 , 	10 , 	16 , 	71 , 	11 , 	6 , 	8 , 	1 , 	5 , 	16 , 	68 , 	24 , 	85 , 	92 , 	18 , 	70 , 	7 , 	370 , 	208 , 	369 , 	143 , 	54 , 	40 , 	28 , 	6 , 	11 , 	5 , 	2 , 	4 , 	11 , 	70 , 	4 , 	8 , 	103 , 	10 , 	2 , 	28 , 	-   ," 	2,279 ",,,,,,,,,,
WC, 	13 , 	19 , 	18 , 	17 , 	164 , 	15 , 	50 , 	70 , 	68 , 	13 , 	28 , 	76 , 	13 , 	7 , 	11 , 	6 , 	12 , 	18 , 	200 , 	89 , 	21 , 	97 , 	29 , 	108 , 	13 , 	460 , 	266 , 	438 , 	233 , 	77 , 	55 , 	37 , 	9 , 	13 , 	4 , 	5 , 	5 , 	18 , 	135 , 	6 , 	7 , 	116 , 	15 , 	2 , 	37 , 	-   ," 	3,108 ",,,,,,,,,,
LF, 	5 , 	12 , 	12 , 	11 , 	88 , 	11 , 	27 , 	43 , 	41 , 	4 , 	17 , 	41 , 	4 , 	4 , 	4 , 	3 , 	4 , 	10 , 	115 , 	107 , 	105 , 	19 , 	40 , 	76 , 	5 , 	248 , 	140 , 	221 , 	157 , 	45 , 	25 , 	16 , 	3 , 	6 , 	1 , 	2 , 	6 , 	19 , 	28 , 	1 , 	3 , 	57 , 	7 , 	1 , 	19 , 	-   ," 	1,810 ",,,,,,,,,,
OR, 	5 , 	7 , 	6 , 	4 , 	99 , 	7 , 	18 , 	24 , 	31 , 	5 , 	12 , 	36 , 	6 , 	2 , 	3 , 	1 , 	3 , 	5 , 	21 , 	18 , 	28 , 	40 , 	13 , 	50 , 	2 , 	208 , 	143 , 	205 , 	126 , 	41 , 	32 , 	13 , 	2 , 	5 , 	1 , 	2 , 	2 , 	3 , 	12 , 	2 , 	2 , 	38 , 	6 , 	1 , 	14 , 	-   ," 	1,301 ",,,,,,,,,,
RR, 	15 , 	31 , 	29 , 	17 , 	53 , 	15 , 	40 , 	78 , 	80 , 	21 , 	41 , 	52 , 	20 , 	13 , 	8 , 	4 , 	6 , 	17 , 	48 , 	69 , 	119 , 	96 , 	66 , 	22 , 	18 , 	372 , 	311 , 	499 , 	341 , 	181 , 	120 , 	51 , 	9 , 	16 , 	3 , 	5 , 	6 , 	12 , 	37 , 	2 , 	5 , 	85 , 	19 , 	3 , 	20 , 	-   ," 	3,072 ",,,,,,,,,,
OW, 	17 , 	27 , 	7 , 	12 , 	64 , 	28 , 	42 , 	49 , 	72 , 	19 , 	70 , 	79 , 	24 , 	27 , 	16 , 	8 , 	6 , 	11 , 	12 , 	8 , 	15 , 	3 , 	3 , 	15 , 	28 , 	598 , 	515 , 	946 , 	433 , 	295 , 	206 , 	54 , 	24 , 	13 , 	6 , 	10 , 	18 , 	3 , 	21 , 	5 , 	11 , 	53 , 	12 , 	7 , 	6 , 	-   ," 	3,894 ",,,,,,,,,,
EM, 	194 , 	440 , 	260 , 	364 ," 	1,115 ", 	333 , 	544 , 	560 , 	533 , 	396 , 	415 , 	352 , 	311 , 	274 , 	194 , 	101 , 	220 , 	506 , 	310 , 	435 , 	539 , 	275 , 	263 , 	455 , 	753 , 	103 , 	43 , 	317 , 	157 , 	508 , 	654 , 	476 , 	215 , 	216 , 	83 , 	185 , 	850 , 	125 , 	300 , 	78 , 	101 , 	418 , 	255 , 	279 , 	88 , 	-   ," 	15,590 ",,,,,,,,,,
MT, 	184 , 	418 , 	226 , 	331 , 	846 , 	298 , 	466 , 	486 , 	452 , 	362 , 	367 , 	212 , 	235 , 	264 , 	122 , 	77 , 	135 , 	275 , 	179 , 	232 , 	265 , 	150 , 	148 , 	348 , 	647 , 	48 , 	73 , 	58 , 	85 , 	425 , 	542 , 	580 , 	405 , 	209 , 	90 , 	128 , 	337 , 	89 , 	191 , 	73 , 	72 , 	321 , 	153 , 	132 , 	55 , 	-   ," 	11,786 ",,,,,,,,,,
PL, 	233 , 	544 , 	278 , 	256 , 	951 , 	270 , 	484 , 	467 , 	505 , 	498 , 	622 , 	435 , 	423 , 	391 , 	213 , 	139 , 	264 , 	485 , 	315 , 	360 , 	397 , 	217 , 	201 , 	437 , 	925 , 	321 , 	63 , 	168 , 	262 ," 	1,249 "," 	1,492 "," 	1,395 ", 	669 , 	609 , 	229 , 	203 , 	672 , 	158 , 	359 , 	201 , 	232 ," 	1,561 ", 	481 , 	232 , 	124 , 	-   ," 	20,985 ",,,,,,,,,,
CC, 	83 , 	157 , 	119 , 	182 , 	567 , 	196 , 	327 , 	333 , 	268 , 	246 , 	299 , 	164 , 	131 , 	114 , 	62 , 	42 , 	67 , 	163 , 	115 , 	140 , 	215 , 	152 , 	118 , 	306 , 	438 , 	141 , 	67 , 	262 , 	85 , 	409 , 	520 , 	352 , 	160 , 	158 , 	85 , 	91 , 	220 , 	43 , 	96 , 	67 , 	88 , 	419 , 	222 , 	82 , 	45 , 	-   ," 	8,612 ",,,,,,,,,,
16, 	85 , 	113 , 	64 , 	144 , 	382 , 	171 , 	273 , 	293 , 	191 , 	178 , 	187 , 	104 , 	74 , 	62 , 	50 , 	26 , 	26 , 	68 , 	54 , 	60 , 	82 , 	53 , 	47 , 	188 , 	310 , 	456 , 	390 ," 	1,345 ", 	459 , 	57 , 	177 , 	323 , 	185 , 	137 , 	59 , 	34 , 	85 , 	16 , 	63 , 	49 , 	71 , 	161 , 	167 , 	33 , 	17 , 	-   ," 	7,563 ",,,,,,,,,,
24, 	107 , 	134 , 	57 , 	90 , 	271 , 	112 , 	197 , 	209 , 	140 , 	127 , 	184 , 	86 , 	61 , 	46 , 	32 , 	26 , 	19 , 	45 , 	39 , 	41 , 	57 , 	26 , 	33 , 	102 , 	221 , 	538 , 	427 ," 	1,680 ", 	605 , 	176 , 	120 , 	244 , 	153 , 	122 , 	62 , 	18 , 	57 , 	22 , 	79 , 	53 , 	79 , 	122 , 	112 , 	18 , 	18 , 	-   ," 	7,161 ",,,,,,,,,,
GP, 	31 , 	47 , 	29 , 	34 , 	173 , 	36 , 	63 , 	82 , 	72 , 	50 , 	51 , 	46 , 	27 , 	21 , 	11 , 	10 , 	11 , 	29 , 	29 , 	33 , 	37 , 	18 , 	13 , 	40 , 	54 , 	380 , 	397 ," 	1,501 ", 	335 , 	279 , 	240 , 	56 , 	24 , 	22 , 	18 , 	17 , 	36 , 	6 , 	36 , 	14 , 	29 , 	52 , 	41 , 	13 , 	11 , 	-   ," 	4,549 ",,,,,,,,,,
BP, 	13 , 	25 , 	7 , 	8 , 	49 , 	11 , 	17 , 	25 , 	28 , 	17 , 	22 , 	15 , 	15 , 	11 , 	6 , 	5 , 	4 , 	7 , 	10 , 	4 , 	8 , 	3 , 	4 , 	9 , 	26 , 	187 , 	226 , 	825 , 	166 , 	164 , 	125 , 	25 , 	26 , 	19 , 	19 , 	5 , 	15 , 	2 , 	16 , 	15 , 	46 , 	50 , 	37 , 	4 , 	2 , 	-   ," 	2,316 ",,,,,,,,,,
DC, 	14 , 	23 , 	10 , 	11 , 	75 , 	15 , 	18 , 	22 , 	39 , 	23 , 	23 , 	28 , 	17 , 	12 , 	13 , 	7 , 	9 , 	15 , 	15 , 	12 , 	14 , 	6 , 	6 , 	17 , 	21 , 	185 , 	186 , 	690 , 	164 , 	132 , 	123 , 	23 , 	32 , 	21 , 	34 , 	6 , 	28 , 	4 , 	22 , 	46 , 	114 , 	210 , 	146 , 	10 , 	8 , 	-   ," 	2,643 ",,,,,,,,,,
CM, 	6 , 	12 , 	4 , 	4 , 	20 , 	1 , 	6 , 	6 , 	8 , 	3 , 	6 , 	5 , 	3 , 	3 , 	3 , 	3 , 	1 , 	4 , 	5 , 	5 , 	6 , 	1 , 	2 , 	3 , 	5 , 	66 , 	73 , 	236 , 	82 , 	61 , 	54 , 	17 , 	20 , 	40 , 	13 , 	1 , 	4 , 	3 , 	9 , 	10 , 	39 , 	107 , 	44 , 	1 , 	1 , 	-   ," 	1,000 ",,,,,,,,,,
CV, 	4 , 	9 , 	7 , 	4 , 	36 , 	7 , 	10 , 	10 , 	16 , 	66 , 	51 , 	98 , 	35 , 	66 , 	20 , 	10 , 	10 , 	27 , 	3 , 	2 , 	3 , 	2 , 	2 , 	3 , 	11 , 	171 , 	114 , 	229 , 	104 , 	35 , 	22 , 	18 , 	4 , 	7 , 	2 , 	6 , 	70 , 	2 , 	3 , 	3 , 	3 , 	17 , 	3 , 	73 , 	8 , 	-   ," 	1,400 ",,,,,,,,,,
ED, 	11 , 	15 , 	8 , 	11 , 	154 , 	15 , 	26 , 	31 , 	30 , 	81 , 	94 , 	367 , 	44 , 	101 , 	29 , 	16 , 	30 , 	74 , 	10 , 	6 , 	5 , 	6 , 	3 , 	8 , 	18 , 	766 , 	311 , 	683 , 	217 , 	87 , 	52 , 	46 , 	14 , 	29 , 	5 , 	69 , 	28 , 	1 , 	6 , 	5 , 	5 , 	88 , 	12 , 	41 , 	56 , 	-   ," 	3,708 ",,,,,,,,,,
NC, 	4 , 	5 , 	3 , 	3 , 	25 , 	3 , 	15 , 	12 , 	13 , 	3 , 	7 , 	31 , 	4 , 	3 , 	2 , 	2 , 	1 , 	3 , 	26 , 	9 , 	18 , 	16 , 	3 , 	13 , 	3 , 	115 , 	84 , 	152 , 	61 , 	15 , 	18 , 	7 , 	3 , 	5 , 	2 , 	1 , 	1 , 	10 , 	21 , 	1 , 	1 , 	30 , 	4 , 	1 , 	6 , 	-   , 	761 ,,,,,,,,,,
WP, 	30 , 	36 , 	10 , 	12 , 	68 , 	12 , 	95 , 	52 , 	80 , 	15 , 	52 , 	86 , 	28 , 	25 , 	21 , 	14 , 	12 , 	25 , 	202 , 	74 , 	136 , 	32 , 	14 , 	45 , 	29 , 	264 , 	161 , 	441 , 	152 , 	74 , 	87 , 	57 , 	19 , 	24 , 	15 , 	5 , 	8 , 	32 , 	40 , 	13 , 	20 , 	97 , 	15 , 	2 , 	31 , 	-   ," 	2,757 ",,,,,,,,,,
SS, 	4 , 	11 , 	3 , 	4 , 	23 , 	4 , 	7 , 	8 , 	16 , 	4 , 	9 , 	6 , 	6 , 	5 , 	2 , 	1 , 	1 , 	6 , 	8 , 	4 , 	5 , 	1 , 	2 , 	3 , 	5 , 	61 , 	58 , 	214 , 	65 , 	40 , 	42 , 	10 , 	14 , 	48 , 	10 , 	2 , 	7 , 	2 , 	8 , 	18 , 	29 , 	35 , 	17 , 	1 , 	1 , 	-   , 	824 ,,,,,,,,,,
SB, 	14 , 	15 , 	5 , 	2 , 	21 , 	5 , 	10 , 	7 , 	17 , 	9 , 	9 , 	15 , 	8 , 	6 , 	5 , 	4 , 	2 , 	6 , 	6 , 	7 , 	5 , 	3 , 	3 , 	5 , 	9 , 	84 , 	70 , 	252 , 	99 , 	64 , 	83 , 	33 , 	48 , 	143 , 	41 , 	2 , 	7 , 	1 , 	16 , 	25 , 	19 , 	62 , 	28 , 	3 , 	2 , 	-   ," 	1,275 ",,,,,,,,,,
SO, 	37 , 	58 , 	37 , 	47 , 	101 , 	31 , 	55 , 	38 , 	55 , 	22 , 	31 , 	26 , 	17 , 	14 , 	13 , 	9 , 	13 , 	17 , 	50 , 	71 , 	88 , 	42 , 	32 , 	60 , 	50 , 	246 , 	179 , 	920 , 	260 , 	108 , 	88 , 	39 , 	40 , 	190 , 	91 , 	9 , 	59 , 	20 , 	83 , 	36 , 	46 , 	65 , 	247 , 	23 , 	18 , 	-   ," 	3,773 ",,,,,,,,,,
MB, 	9 , 	19 , 	11 , 	9 , 	114 , 	16 , 	20 , 	21 , 	29 , 	10 , 	12 , 	12 , 	4 , 	4 , 	3 , 	3 , 	4 , 	5 , 	7 , 	12 , 	17 , 	6 , 	4 , 	21 , 	14 , 	203 , 	132 , 	466 , 	202 , 	133 , 	100 , 	34 , 	40 , 	178 , 	43 , 	2 , 	9 , 	4 , 	13 , 	22 , 	36 , 	271 , 	50 , 	4 , 	3 , 	-   ," 	2,325 ",,,,,,,,,,
WD, 	6 , 	7 , 	7 , 	5 , 	68 , 	5 , 	10 , 	13 , 	16 , 	44 , 	56 , 	145 , 	42 , 	113 , 	32 , 	14 , 	21 , 	28 , 	3 , 	2 , 	1 , 	0 , 	1 , 	4 , 	6 , 	276 , 	127 , 	259 , 	96 , 	32 , 	20 , 	16 , 	5 , 	12 , 	1 , 	78 , 	33 , 	1 , 	2 , 	1 , 	2 , 	30 , 	3 , 	18 , 	25 , 	-   ," 	1,681 ",,,,,,,,,,
OA, 	12 , 	26 , 	16 , 	26 , 	51 , 	18 , 	19 , 	15 , 	18 , 	13 , 	7 , 	31 , 	7 , 	5 , 	8 , 	2 , 	11 , 	26 , 	20 , 	28 , 	31 , 	12 , 	6 , 	13 , 	4 , 	65 , 	30 , 	94 , 	44 , 	15 , 	22 , 	16 , 	2 , 	7 , 	2 , 	8 , 	37 , 	5 , 	13 , 	1 , 	2 , 	17 , 	5 , 	15 , 	7 , 	-   , 	827 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,131 "," 	3,966 "," 	2,514 "," 	2,457 "," 	9,828 "," 	2,865 "," 	4,187 "," 	4,480 "," 	4,637 "," 	3,332 "," 	4,480 "," 	5,052 "," 	2,876 "," 	3,065 "," 	1,998 "," 	1,134 "," 	1,669 "," 	3,649 "," 	2,395 "," 	2,380 "," 	3,079 "," 	1,795 "," 	1,381 "," 	2,979 "," 	4,275 "," 	13,097 "," 	9,183 "," 	22,767 "," 	9,584 "," 	7,272 "," 	7,088 "," 	4,947 "," 	2,448 "," 	2,652 "," 	1,042 "," 	1,352 "," 	3,730 ", 	765 ," 	2,481 ", 	879 ," 	1,227 "," 	5,459 "," 	2,435 "," 	1,604 "," 	1,052 ", 	-   ," 	183,662 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
