Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Feb 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	123 , 	138 , 	46 , 	71 , 	323 , 	103 , 	147 , 	146 , 	271 , 	177 , 	14 , 	261 , 	265 , 	249 , 	279 , 	121 , 	110 , 	141 , 	53 , 	31 , 	43 , 	27 , 	35 , 	54 , 	115 , 	609 , 	718 , 	730 , 	547 , 	180 , 	197 , 	62 , 	88 , 	131 , 	34 , 	49 , 	161 , 	10 , 	41 ," 	6,900 ",,,CM line," 	33,696 "," 	3,305 "," 	9,106 "," 	2,818 "," 	2,115 "," 	2,861 "," 	53,901 ",
CL, 	192 , 	108 , 	36 , 	43 , 	196 , 	80 , 	122 , 	136 , 	319 , 	137 , 	608 , 	6 , 	78 , 	127 , 	153 , 	71 , 	67 , 	105 , 	40 , 	40 , 	33 , 	15 , 	13 , 	46 , 	73 ," 	1,117 ", 	339 , 	339 , 	289 , 	83 , 	93 , 	43 , 	47 , 	72 , 	29 , 	24 , 	106 , 	8 , 	44 ," 	5,476 ",,,RM line," 	11,987 "," 	6,091 "," 	3,052 "," 	8,000 "," 	1,466 "," 	3,828 "," 	34,424 ",
SL, 	176 , 	141 , 	25 , 	24 , 	163 , 	53 , 	98 , 	187 , 	220 , 	143 , 	257 , 	117 , 	8 , 	109 , 	200 , 	89 , 	91 , 	134 , 	37 , 	26 , 	24 , 	5 , 	8 , 	15 , 	17 , 	568 , 	605 , 	410 , 	329 , 	57 , 	63 , 	33 , 	48 , 	51 , 	26 , 	35 , 	90 , 	7 , 	22 ," 	4,711 ",,,WP line," 	18,444 "," 	4,070 "," 	2,171 "," 	1,655 "," 	6,026 "," 	1,441 "," 	33,808 ",
BF, 	39 , 	37 , 	12 , 	13 , 	143 , 	36 , 	77 , 	181 , 	347 , 	170 , 	237 , 	176 , 	99 , 	8 , 	150 , 	119 , 	137 , 	250 , 	31 , 	15 , 	20 , 	5 , 	3 , 	13 , 	37 , 	518 , 	601 , 	379 , 	268 , 	66 , 	67 , 	25 , 	29 , 	63 , 	22 , 	43 , 	229 , 	5 , 	15 ," 	4,685 ",,,FT/ED line," 	18,571 "," 	6,671 "," 	2,861 "," 	4,179 "," 	1,363 "," 	12,512 "," 	46,156 ",
HY, 	111 , 	95 , 	27 , 	29 , 	157 , 	54 , 	91 , 	197 , 	249 , 	106 , 	290 , 	209 , 	216 , 	157 , 	9 , 	147 , 	246 , 	394 , 	31 , 	23 , 	21 , 	6 , 	8 , 	17 , 	37 , 	397 , 	353 , 	298 , 	226 , 	49 , 	45 , 	29 , 	32 , 	38 , 	20 , 	23 , 	96 , 	9 , 	25 ," 	4,569 ",,,Entries," 	101,539 "," 	35,370 "," 	55,948 "," 	34,808 "," 	33,059 "," 	47,025 "," 	307,748 ",
SH, 	22 , 	21 , 	8 , 	9 , 	107 , 	21 , 	41 , 	142 , 	204 , 	89 , 	108 , 	92 , 	80 , 	114 , 	135 , 	6 , 	96 , 	190 , 	12 , 	12 , 	13 , 	3 , 	4 , 	8 , 	24 , 	274 , 	298 , 	216 , 	194 , 	40 , 	40 , 	10 , 	15 , 	37 , 	13 , 	13 , 	52 , 	3 , 	16 ," 	2,784 ",,,,,,,,,,,
UC, 	19 , 	45 , 	15 , 	14 , 	163 , 	26 , 	56 , 	168 , 	224 , 	118 , 	126 , 	108 , 	90 , 	150 , 	259 , 	100 , 	10 , 	208 , 	18 , 	21 , 	18 , 	6 , 	9 , 	12 , 	19 , 	499 , 	492 , 	304 , 	224 , 	39 , 	29 , 	19 , 	26 , 	42 , 	12 , 	17 , 	51 , 	5 , 	21 ," 	3,781 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	30 , 	84 , 	41 , 	41 , 	313 , 	55 , 	88 , 	272 , 	357 , 	155 , 	147 , 	145 , 	136 , 	259 , 	410 , 	207 , 	208 , 	27 , 	23 , 	26 , 	27 , 	7 , 	12 , 	29 , 	16 , 	672 , 	726 , 	457 , 	311 , 	37 , 	42 , 	24 , 	25 , 	75 , 	23 , 	21 , 	82 , 	7 , 	41 ," 	5,658 ",,,Dtwn SF," 	5,259 ",,,,,,,
CN, 	48 , 	53 , 	35 , 	41 , 	157 , 	65 , 	116 , 	247 , 	370 , 	29 , 	48 , 	54 , 	31 , 	26 , 	27 , 	13 , 	16 , 	23 , 	38 , 	159 , 	459 , 	121 , 	52 , 	90 , 	12 , 	770 , 	802 , 	415 , 	386 , 	65 , 	92 , 	47 , 	45 , 	81 , 	45 , 	23 , 	14 , 	69 , 	409 ," 	5,596 ",,,OAK," 	27,070 "," 	1,744 ",,,,,,
PH, 	23 , 	33 , 	19 , 	20 , 	167 , 	26 , 	78 , 	280 , 	402 , 	23 , 	34 , 	54 , 	24 , 	21 , 	18 , 	14 , 	22 , 	23 , 	195 , 	13 , 	133 , 	57 , 	40 , 	117 , 	9 ," 	1,374 "," 	1,377 ", 	481 , 	467 , 	45 , 	59 , 	51 , 	46 , 	107 , 	71 , 	7 , 	6 , 	50 , 	179 ," 	6,168 ",,,CM line," 	69,131 "," 	6,628 "," 	9,106 ",,,,,
WC, 	28 , 	44 , 	27 , 	22 , 	140 , 	20 , 	88 , 	202 , 	303 , 	21 , 	38 , 	50 , 	22 , 	20 , 	21 , 	15 , 	18 , 	26 , 	577 , 	148 , 	12 , 	71 , 	46 , 	149 , 	11 ," 	1,030 "," 	1,021 ", 	463 , 	349 , 	49 , 	61 , 	45 , 	33 , 	73 , 	60 , 	6 , 	6 , 	73 , 	208 ," 	5,597 ",,,RM line," 	24,340 "," 	11,895 "," 	5,870 "," 	8,000 ",,,,
LF, 	12 , 	12 , 	6 , 	5 , 	73 , 	10 , 	29 , 	111 , 	171 , 	9 , 	27 , 	20 , 	5 , 	4 , 	8 , 	3 , 	9 , 	7 , 	142 , 	66 , 	89 , 	5 , 	17 , 	62 , 	4 , 	733 , 	705 , 	242 , 	195 , 	22 , 	27 , 	24 , 	8 , 	33 , 	16 , 	1 , 	2 , 	13 , 	30 ," 	2,953 ",,,WP line," 	36,567 "," 	8,036 "," 	4,286 "," 	3,121 "," 	6,026 ",,,
OR, 	11 , 	11 , 	9 , 	14 , 	57 , 	13 , 	34 , 	79 , 	142 , 	12 , 	29 , 	21 , 	7 , 	3 , 	7 , 	3 , 	6 , 	12 , 	62 , 	51 , 	48 , 	16 , 	3 , 	63 , 	4 , 	673 , 	644 , 	207 , 	184 , 	24 , 	25 , 	16 , 	14 , 	31 , 	16 , 	2 , 	2 , 	13 , 	16 ," 	2,582 ",,,FT/ED line," 	37,919 "," 	13,705 "," 	5,722 "," 	8,007 "," 	2,805 "," 	12,512 "," 	307,748 ",
RR, 	32 , 	30 , 	30 , 	50 , 	47 , 	21 , 	28 , 	74 , 	210 , 	39 , 	67 , 	65 , 	22 , 	19 , 	12 , 	7 , 	7 , 	17 , 	127 , 	72 , 	91 , 	33 , 	36 , 	5 , 	18 , 	975 ," 	1,063 ", 	478 , 	449 , 	76 , 	45 , 	25 , 	31 , 	68 , 	23 , 	5 , 	13 , 	17 , 	44 ," 	4,471 ",,,,,,,,,,,
OW, 	51 , 	43 , 	7 , 	16 , 	98 , 	43 , 	63 , 	46 , 	74 , 	22 , 	108 , 	95 , 	35 , 	40 , 	34 , 	22 , 	19 , 	17 , 	12 , 	8 , 	8 , 	4 , 	4 , 	14 , 	4 ," 	1,200 "," 	1,200 ", 	541 , 	393 , 	98 , 	88 , 	24 , 	47 , 	40 , 	23 , 	5 , 	24 , 	4 , 	24 ," 	4,599 ",,,,,,,,,,,
EM, 	393 , 	985 , 	522 , 	574 , 	795 , 	479 , 	692 , 	853 ," 	1,151 ", 	500 , 	742 , 	558 , 	691 , 	669 , 	436 , 	304 , 	532 , 	704 , 	888 ," 	1,590 "," 	1,141 ", 	716 , 	646 , 	822 ," 	1,192 ", 	323 , 	340 , 	483 , 	504 , 	717 ," 	1,322 "," 	1,094 "," 	1,458 "," 	1,092 "," 	1,344 ", 	444 ," 	1,265 ", 	382 , 	704 ," 	30,047 ",,,,,,,,,,,
MT, 	470 ," 	1,003 ", 	478 , 	453 , 	693 , 	543 , 	779 , 	681 , 	814 , 	434 , 	795 , 	467 , 	652 , 	628 , 	381 , 	320 , 	520 , 	773 , 	752 ," 	1,423 ", 	991 , 	613 , 	568 , 	726 ," 	1,092 ", 	394 , 	83 , 	235 , 	339 ," 	1,333 "," 	2,266 "," 	1,822 "," 	3,222 "," 	1,478 "," 	1,507 ", 	386 ," 	1,019 ", 	372 , 	618 ," 	32,119 ",,,,,,,,,,,
PL, 	294 , 	670 , 	272 , 	315 , 	831 , 	326 , 	586 , 	553 , 	924 , 	423 , 	681 , 	550 , 	399 , 	363 , 	305 , 	219 , 	293 , 	479 , 	413 , 	504 , 	460 , 	234 , 	199 , 	419 , 	572 , 	597 , 	341 , 	124 , 	365 ," 	1,491 "," 	2,130 "," 	1,313 "," 	2,962 "," 	1,130 ", 	931 , 	198 , 	630 , 	183 , 	386 ," 	24,069 ",,,,,,,,,,,
CC, 	204 , 	556 , 	254 , 	313 , 	591 , 	338 , 	499 , 	415 , 	589 , 	320 , 	499 , 	361 , 	325 , 	283 , 	199 , 	189 , 	218 , 	320 , 	392 , 	444 , 	298 , 	183 , 	154 , 	399 , 	420 , 	347 , 	357 , 	317 , 	109 , 	879 ," 	1,399 ", 	856 ," 	2,158 ", 	746 , 	783 , 	154 , 	398 , 	149 , 	354 ," 	17,771 ",,,,,,,,,,,
16, 	90 , 	91 , 	51 , 	81 , 	219 , 	89 , 	173 , 	136 , 	187 , 	86 , 	142 , 	94 , 	47 , 	59 , 	51 , 	36 , 	34 , 	37 , 	55 , 	42 , 	48 , 	20 , 	18 , 	85 , 	104 , 	733 ," 	1,067 "," 	1,448 ", 	887 , 	36 , 	352 , 	284 , 	826 , 	212 , 	188 , 	16 , 	57 , 	18 , 	72 ," 	8,272 ",,,,,,,,,,,
24, 	136 , 	129 , 	36 , 	60 , 	254 , 	86 , 	131 , 	146 , 	221 , 	78 , 	167 , 	119 , 	62 , 	65 , 	46 , 	38 , 	30 , 	42 , 	87 , 	55 , 	60 , 	26 , 	25 , 	70 , 	88 ," 	1,297 "," 	1,783 "," 	2,198 "," 	1,353 ", 	351 , 	53 , 	292 , 	911 , 	307 , 	248 , 	17 , 	62 , 	20 , 	88 ," 	11,238 ",,,,,,,,,,,
GP, 	25 , 	56 , 	24 , 	23 , 	120 , 	28 , 	60 , 	100 , 	160 , 	30 , 	56 , 	52 , 	27 , 	28 , 	27 , 	11 , 	17 , 	23 , 	38 , 	48 , 	41 , 	22 , 	16 , 	36 , 	27 ," 	1,122 "," 	1,431 "," 	1,489 ", 	750 , 	307 , 	282 , 	30 , 	177 , 	74 , 	82 , 	12 , 	58 , 	12 , 	37 ," 	6,959 ",,,,,,,,,,,
BP, 	47 , 	75 , 	30 , 	39 , 	117 , 	41 , 	77 , 	101 , 	164 , 	62 , 	96 , 	70 , 	47 , 	30 , 	31 , 	16 , 	27 , 	25 , 	36 , 	37 , 	32 , 	12 , 	11 , 	53 , 	59 ," 	1,534 "," 	1,914 "," 	3,710 "," 	1,880 ", 	815 , 	956 , 	189 , 	45 , 	162 , 	195 , 	10 , 	35 , 	13 , 	55 ," 	12,844 ",,,,,,,,,,,
DC, 	59 , 	139 , 	71 , 	77 , 	194 , 	77 , 	92 , 	151 , 	227 , 	111 , 	136 , 	96 , 	81 , 	64 , 	45 , 	35 , 	47 , 	71 , 	84 , 	101 , 	70 , 	33 , 	31 , 	64 , 	76 ," 	1,166 "," 	1,586 "," 	1,161 ", 	697 , 	227 , 	350 , 	81 , 	172 , 	14 , 	76 , 	30 , 	121 , 	39 , 	81 ," 	8,031 ",,,,,,,,,,,
CM, 	27 , 	61 , 	15 , 	15 , 	116 , 	20 , 	35 , 	154 , 	223 , 	25 , 	31 , 	40 , 	24 , 	21 , 	19 , 	10 , 	13 , 	21 , 	60 , 	68 , 	54 , 	17 , 	17 , 	22 , 	25 ," 	1,327 "," 	1,436 ", 	980 , 	747 , 	182 , 	243 , 	97 , 	215 , 	63 , 	12 , 	5 , 	32 , 	14 , 	72 ," 	6,557 ",,,,,,,,,,,
CV, 	5 , 	5 , 	5 , 	4 , 	49 , 	8 , 	16 , 	46 , 	92 , 	55 , 	49 , 	39 , 	36 , 	51 , 	23 , 	17 , 	19 , 	19 , 	3 , 	5 , 	4 , 	1 , 	2 , 	5 , 	4 , 	394 , 	378 , 	190 , 	158 , 	20 , 	18 , 	14 , 	10 , 	32 , 	8 , 	3 , 	140 , 	3 , 	2 ," 	1,935 ",,,,,,,,,,,
ED, 	28 , 	45 , 	22 , 	16 , 	134 , 	29 , 	56 , 	164 , 	270 , 	173 , 	150 , 	146 , 	91 , 	253 , 	101 , 	54 , 	57 , 	80 , 	17 , 	7 , 	6 , 	2 , 	3 , 	15 , 	23 ," 	1,113 "," 	1,027 ", 	577 , 	426 , 	67 , 	63 , 	60 , 	43 , 	119 , 	35 , 	155 , 	20 , 	3 , 	7 ," 	5,657 ",,,,,,,,,,,
NC, 	7 , 	6 , 	4 , 	2 , 	46 , 	5 , 	23 , 	113 , 	119 , 	16 , 	9 , 	12 , 	6 , 	4 , 	7 , 	3 , 	5 , 	8 , 	78 , 	36 , 	61 , 	15 , 	11 , 	19 , 	3 , 	325 , 	350 , 	167 , 	147 , 	19 , 	18 , 	14 , 	15 , 	39 , 	12 , 	2 , 	2 , 	4 , 	80 ," 	1,812 ",,,,,,,,,,,
WP, 	29 , 	30 , 	6 , 	7 , 	89 , 	16 , 	113 , 	199 , 	280 , 	26 , 	39 , 	60 , 	23 , 	17 , 	26 , 	16 , 	22 , 	37 , 	534 , 	175 , 	199 , 	33 , 	20 , 	62 , 	22 , 	587 , 	604 , 	412 , 	370 , 	82 , 	104 , 	42 , 	59 , 	85 , 	82 , 	2 , 	8 , 	94 , 	19 ," 	4,628 ",,,,,,,,,,,
Entries," 	4,349 "," 	7,778 "," 	3,823 "," 	3,512 "," 	11,151 "," 	4,196 "," 	5,969 "," 	8,218 "," 	12,102 "," 	4,505 "," 	7,210 "," 	5,680 "," 	4,846 "," 	4,871 "," 	4,530 "," 	2,892 "," 	3,725 "," 	5,571 "," 	5,761 "," 	6,345 "," 	5,361 "," 	2,759 "," 	2,398 "," 	4,011 "," 	4,575 "," 	28,469 "," 	29,860 "," 	24,806 "," 	18,404 "," 	8,761 "," 	11,931 "," 	7,360 "," 	13,584 "," 	7,696 "," 	6,615 "," 	2,004 "," 	5,695 "," 	1,953 "," 	4,473 "," 	307,748 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
