Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Aug 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	123 , 	140 , 	47 , 	67 , 	335 , 	108 , 	163 , 	150 , 	304 , 	136 , 	17 , 	361 , 	305 , 	287 , 	294 , 	137 , 	135 , 	166 , 	52 , 	34 , 	52 , 	26 , 	42 , 	51 , 	105 , 	725 , 	847 , 	827 , 	586 , 	200 , 	229 , 	68 , 	77 , 	89 , 	45 , 	61 , 	185 , 	10 , 	41 ," 	7,629 ",,,CM line," 	33,545 "," 	3,073 "," 	8,424 "," 	2,545 "," 	2,020 "," 	2,909 "," 	52,516 ",
CL, 	431 , 	132 , 	69 , 	72 , 	245 , 	86 , 	179 , 	151 , 	376 , 	135 , 	857 , 	9 , 	189 , 	177 , 	196 , 	106 , 	144 , 	237 , 	74 , 	90 , 	73 , 	52 , 	42 , 	62 , 	68 ," 	1,397 ", 	424 , 	469 , 	297 , 	107 , 	99 , 	59 , 	47 , 	75 , 	38 , 	95 , 	279 , 	33 , 	73 ," 	7,745 ",,,RM line," 	13,715 "," 	5,882 "," 	2,839 "," 	7,671 "," 	1,496 "," 	4,195 "," 	35,798 ",
SL, 	43 , 	76 , 	23 , 	26 , 	152 , 	58 , 	107 , 	186 , 	344 , 	204 , 	308 , 	257 , 	8 , 	136 , 	182 , 	96 , 	75 , 	129 , 	34 , 	21 , 	23 , 	6 , 	10 , 	19 , 	37 , 	621 , 	658 , 	438 , 	332 , 	59 , 	66 , 	31 , 	48 , 	52 , 	28 , 	43 , 	101 , 	7 , 	30 ," 	5,074 ",,,WP line," 	19,399 "," 	3,968 "," 	2,091 "," 	1,571 "," 	6,444 "," 	1,916 "," 	35,389 ",
BF, 	43 , 	42 , 	14 , 	15 , 	132 , 	45 , 	77 , 	184 , 	354 , 	168 , 	286 , 	311 , 	127 , 	11 , 	162 , 	122 , 	157 , 	278 , 	32 , 	18 , 	18 , 	8 , 	4 , 	11 , 	38 , 	594 , 	617 , 	391 , 	273 , 	55 , 	69 , 	27 , 	28 , 	44 , 	24 , 	45 , 	264 , 	4 , 	14 ," 	5,109 ",,,FT/ED line," 	20,619 "," 	6,883 "," 	2,868 "," 	4,377 "," 	1,698 "," 	15,568 "," 	52,013 ",
HY, 	121 , 	91 , 	25 , 	24 , 	145 , 	46 , 	100 , 	180 , 	243 , 	97 , 	302 , 	296 , 	212 , 	172 , 	12 , 	158 , 	255 , 	415 , 	34 , 	24 , 	21 , 	6 , 	6 , 	16 , 	33 , 	464 , 	388 , 	311 , 	213 , 	51 , 	49 , 	25 , 	35 , 	28 , 	21 , 	24 , 	98 , 	8 , 	24 ," 	4,772 ",,,Entries," 	107,614 "," 	36,030 "," 	55,274 "," 	35,331 "," 	34,824 "," 	52,685 "," 	321,758 ",
SH, 	25 , 	29 , 	9 , 	8 , 	83 , 	23 , 	45 , 	136 , 	196 , 	76 , 	135 , 	156 , 	88 , 	114 , 	145 , 	9 , 	94 , 	205 , 	15 , 	12 , 	14 , 	3 , 	5 , 	5 , 	18 , 	331 , 	334 , 	246 , 	191 , 	35 , 	40 , 	17 , 	20 , 	21 , 	14 , 	14 , 	60 , 	3 , 	18 ," 	2,991 ",,,,,,,,,,,
UC, 	19 , 	39 , 	15 , 	19 , 	156 , 	32 , 	57 , 	162 , 	251 , 	114 , 	155 , 	198 , 	87 , 	169 , 	270 , 	106 , 	13 , 	242 , 	24 , 	28 , 	17 , 	5 , 	3 , 	12 , 	16 , 	551 , 	500 , 	330 , 	228 , 	43 , 	34 , 	17 , 	23 , 	29 , 	16 , 	15 , 	59 , 	5 , 	23 ," 	4,082 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	35 , 	93 , 	36 , 	42 , 	327 , 	51 , 	99 , 	262 , 	341 , 	125 , 	167 , 	374 , 	131 , 	281 , 	416 , 	212 , 	232 , 	36 , 	37 , 	32 , 	30 , 	9 , 	11 , 	25 , 	18 , 	791 , 	766 , 	557 , 	306 , 	43 , 	45 , 	29 , 	30 , 	55 , 	26 , 	26 , 	86 , 	8 , 	42 ," 	6,233 ",,,Dtwn SF," 	6,394 ",,,,,,,
CN, 	46 , 	56 , 	29 , 	20 , 	127 , 	24 , 	117 , 	207 , 	319 , 	25 , 	57 , 	107 , 	37 , 	26 , 	36 , 	13 , 	27 , 	36 , 	88 , 	215 , 	456 , 	147 , 	65 , 	109 , 	14 , 	892 , 	800 , 	464 , 	351 , 	85 , 	86 , 	50 , 	44 , 	70 , 	62 , 	8 , 	18 , 	62 , 	429 ," 	5,824 ",,,OAK," 	28,512 "," 	1,655 ",,,,,,
PH, 	21 , 	30 , 	22 , 	24 , 	166 , 	26 , 	94 , 	272 , 	399 , 	24 , 	32 , 	121 , 	21 , 	16 , 	21 , 	14 , 	26 , 	29 , 	190 , 	13 , 	145 , 	63 , 	36 , 	117 , 	12 ," 	1,452 "," 	1,373 ", 	540 , 	434 , 	52 , 	58 , 	45 , 	35 , 	64 , 	64 , 	3 , 	10 , 	43 , 	169 ," 	6,275 ",,,CM line," 	69,597 "," 	6,072 "," 	8,424 ",,,,,
WC, 	31 , 	48 , 	27 , 	26 , 	143 , 	28 , 	100 , 	212 , 	312 , 	19 , 	43 , 	127 , 	23 , 	18 , 	22 , 	17 , 	18 , 	30 , 	635 , 	170 , 	14 , 	79 , 	51 , 	149 , 	19 ," 	1,171 "," 	1,120 ", 	529 , 	359 , 	48 , 	64 , 	50 , 	34 , 	65 , 	73 , 	6 , 	9 , 	83 , 	274 ," 	6,244 ",,,RM line," 	27,086 "," 	11,678 "," 	5,385 "," 	7,671 ",,,,
LF, 	12 , 	14 , 	7 , 	7 , 	78 , 	7 , 	29 , 	105 , 	164 , 	6 , 	26 , 	72 , 	7 , 	7 , 	6 , 	2 , 	5 , 	8 , 	164 , 	79 , 	94 , 	8 , 	18 , 	60 , 	4 , 	772 , 	701 , 	273 , 	181 , 	24 , 	26 , 	21 , 	10 , 	19 , 	21 , 	1 , 	2 , 	12 , 	32 ," 	3,085 ",,,WP line," 	38,598 "," 	7,935 "," 	4,111 "," 	3,067 "," 	6,444 ",,,
OR, 	14 , 	13 , 	8 , 	9 , 	62 , 	12 , 	29 , 	87 , 	151 , 	10 , 	35 , 	68 , 	9 , 	3 , 	6 , 	5 , 	4 , 	10 , 	76 , 	56 , 	56 , 	18 , 	7 , 	54 , 	4 , 	719 , 	637 , 	247 , 	167 , 	24 , 	27 , 	14 , 	12 , 	19 , 	20 , 	2 , 	2 , 	9 , 	17 ," 	2,719 ",,,FT/ED line," 	41,545 "," 	14,052 "," 	5,777 "," 	8,572 "," 	3,614 "," 	15,568 "," 	321,758 ",
RR, 	31 , 	30 , 	33 , 	49 , 	45 , 	9 , 	27 , 	73 , 	187 , 	22 , 	55 , 	86 , 	20 , 	17 , 	12 , 	4 , 	10 , 	17 , 	124 , 	62 , 	89 , 	38 , 	30 , 	9 , 	14 ," 	1,008 "," 	1,053 ", 	572 , 	434 , 	74 , 	46 , 	25 , 	21 , 	45 , 	27 , 	4 , 	13 , 	15 , 	37 ," 	4,465 ",,,,,,,,,,,
OW, 	48 , 	48 , 	6 , 	12 , 	61 , 	35 , 	56 , 	45 , 	74 , 	20 , 	113 , 	107 , 	39 , 	43 , 	29 , 	18 , 	17 , 	16 , 	14 , 	13 , 	16 , 	3 , 	4 , 	11 , 	6 ," 	1,271 "," 	1,196 ", 	587 , 	394 , 	101 , 	94 , 	30 , 	45 , 	28 , 	25 , 	7 , 	27 , 	3 , 	35 ," 	4,699 ",,,,,,,,,,,
EM, 	281 , 	988 , 	509 , 	533 , 	948 , 	563 , 	827 , 	945 ," 	1,302 ", 	568 , 	781 , 	693 , 	713 , 	640 , 	504 , 	361 , 	591 , 	857 , 	910 ," 	1,776 "," 	1,307 ", 	816 , 	730 , 	949 ," 	1,328 ", 	133 , 	288 , 	667 , 	407 ," 	1,220 "," 	1,636 "," 	1,314 "," 	1,694 "," 	1,256 "," 	1,292 ", 	473 ," 	1,521 ", 	413 , 	724 ," 	33,457 ",,,,,,,,,,,
MT, 	534 ," 	1,088 ", 	613 , 	597 , 	759 , 	522 , 	739 , 	639 , 	946 , 	528 , 	942 , 	640 , 	707 , 	732 , 	375 , 	336 , 	457 , 	716 , 	849 ," 	1,294 ", 	971 , 	582 , 	518 , 	845 ," 	1,186 ", 	458 , 	363 , 	434 , 	906 ," 	1,173 "," 	1,991 "," 	1,613 "," 	2,544 "," 	1,661 "," 	1,524 ", 	388 ," 	1,027 ", 	351 , 	673 ," 	33,222 ",,,,,,,,,,,
PL, 	312 , 	750 , 	329 , 	389 ," 	1,073 ", 	388 , 	631 , 	599 , 	963 , 	455 , 	738 , 	684 , 	422 , 	376 , 	300 , 	230 , 	303 , 	537 , 	436 , 	584 , 	518 , 	257 , 	232 , 	522 , 	644 , 	697 , 	366 , 	147 , 	372 ," 	1,625 "," 	2,191 "," 	1,466 "," 	2,672 "," 	1,327 "," 	1,070 ", 	206 , 	737 , 	198 , 	408 ," 	26,156 ",,,,,,,,,,,
CC, 	248 , 	559 , 	236 , 	270 , 	557 , 	325 , 	507 , 	444 , 	573 , 	332 , 	501 , 	399 , 	314 , 	281 , 	186 , 	187 , 	213 , 	315 , 	403 , 	426 , 	314 , 	167 , 	149 , 	368 , 	416 , 	389 , 	357 , 	310 , 	99 , 	934 ," 	1,407 ", 	903 ," 	1,936 ", 	782 , 	820 , 	161 , 	382 , 	155 , 	353 ," 	17,677 ",,,,,,,,,,,
16, 	103 , 	109 , 	44 , 	84 , 	194 , 	101 , 	178 , 	137 , 	186 , 	76 , 	162 , 	121 , 	51 , 	49 , 	52 , 	31 , 	33 , 	45 , 	65 , 	56 , 	43 , 	24 , 	20 , 	93 , 	100 , 	818 ," 	1,128 "," 	1,519 ", 	849 , 	49 , 	349 , 	319 , 	758 , 	235 , 	199 , 	18 , 	69 , 	19 , 	75 ," 	8,562 ",,,,,,,,,,,
24, 	141 , 	140 , 	36 , 	59 , 	204 , 	82 , 	119 , 	142 , 	210 , 	83 , 	193 , 	158 , 	61 , 	64 , 	49 , 	38 , 	30 , 	44 , 	81 , 	49 , 	57 , 	28 , 	23 , 	69 , 	90 ," 	1,354 "," 	1,827 "," 	2,167 "," 	1,260 ", 	343 , 	75 , 	258 , 	681 , 	270 , 	234 , 	14 , 	53 , 	19 , 	88 ," 	10,892 ",,,,,,,,,,,
GP, 	29 , 	55 , 	22 , 	25 , 	113 , 	29 , 	58 , 	97 , 	138 , 	38 , 	57 , 	81 , 	31 , 	27 , 	25 , 	16 , 	16 , 	29 , 	46 , 	45 , 	46 , 	19 , 	14 , 	34 , 	31 ," 	1,192 "," 	1,442 "," 	1,545 ", 	753 , 	301 , 	273 , 	37 , 	149 , 	71 , 	101 , 	11 , 	63 , 	15 , 	41 ," 	7,118 ",,,,,,,,,,,
BP, 	45 , 	74 , 	25 , 	25 , 	89 , 	34 , 	64 , 	100 , 	153 , 	47 , 	75 , 	72 , 	44 , 	28 , 	34 , 	17 , 	22 , 	28 , 	40 , 	33 , 	32 , 	11 , 	8 , 	30 , 	48 ," 	1,440 "," 	1,972 "," 	3,327 "," 	1,581 ", 	725 , 	717 , 	159 , 	65 , 	132 , 	193 , 	11 , 	37 , 	16 , 	57 ," 	11,609 ",,,,,,,,,,,
DC, 	37 , 	94 , 	35 , 	40 , 	144 , 	42 , 	65 , 	130 , 	195 , 	63 , 	89 , 	118 , 	54 , 	45 , 	36 , 	22 , 	30 , 	55 , 	62 , 	65 , 	60 , 	19 , 	19 , 	45 , 	44 ," 	1,229 "," 	1,615 "," 	1,299 ", 	718 , 	244 , 	312 , 	81 , 	149 , 	21 , 	76 , 	21 , 	101 , 	20 , 	68 ," 	7,562 ",,,,,,,,,,,
CM, 	29 , 	71 , 	21 , 	20 , 	125 , 	26 , 	48 , 	163 , 	216 , 	24 , 	41 , 	64 , 	26 , 	25 , 	19 , 	11 , 	17 , 	23 , 	64 , 	57 , 	66 , 	21 , 	20 , 	30 , 	29 ," 	1,295 "," 	1,457 "," 	1,039 ", 	720 , 	200 , 	256 , 	104 , 	205 , 	66 , 	17 , 	9 , 	42 , 	19 , 	90 ," 	6,772 ",,,,,,,,,,,
CV, 	6 , 	6 , 	3 , 	5 , 	48 , 	10 , 	16 , 	48 , 	86 , 	50 , 	57 , 	136 , 	43 , 	54 , 	26 , 	16 , 	16 , 	24 , 	5 , 	3 , 	5 , 	1 , 	2 , 	5 , 	8 , 	432 , 	394 , 	206 , 	167 , 	21 , 	15 , 	11 , 	11 , 	17 , 	9 , 	6 , 	153 , 	3 , 	4 ," 	2,129 ",,,,,,,,,,,
ED, 	29 , 	49 , 	20 , 	19 , 	137 , 	30 , 	59 , 	147 , 	252 , 	155 , 	176 , 	399 , 	106 , 	279 , 	100 , 	65 , 	66 , 	79 , 	18 , 	11 , 	11 , 	3 , 	2 , 	17 , 	29 ," 	1,351 "," 	1,011 ", 	668 , 	386 , 	66 , 	57 , 	66 , 	39 , 	100 , 	44 , 	167 , 	25 , 	3 , 	12 ," 	6,250 ",,,,,,,,,,,
NC, 	6 , 	6 , 	3 , 	4 , 	35 , 	4 , 	29 , 	98 , 	113 , 	7 , 	10 , 	44 , 	7 , 	4 , 	9 , 	3 , 	5 , 	9 , 	70 , 	39 , 	67 , 	12 , 	9 , 	18 , 	5 , 	380 , 	351 , 	180 , 	154 , 	20 , 	20 , 	13 , 	18 , 	21 , 	19 , 	3 , 	2 , 	5 , 	84 ," 	1,884 ",,,,,,,,,,,
WP, 	34 , 	32 , 	7 , 	7 , 	82 , 	20 , 	113 , 	216 , 	274 , 	23 , 	47 , 	111 , 	34 , 	18 , 	24 , 	17 , 	26 , 	39 , 	511 , 	178 , 	261 , 	38 , 	20 , 	51 , 	32 , 	629 , 	650 , 	437 , 	369 , 	79 , 	104 , 	50 , 	63 , 	69 , 	95 , 	4 , 	14 , 	95 , 	23 ," 	4,893 ",,,,,,,,,,,
Entries," 	4,517 "," 	7,968 "," 	3,904 "," 	3,601 "," 	11,163 "," 	4,179 "," 	6,195 "," 	8,251 "," 	12,419 "," 	4,368 "," 	8,062 "," 	8,507 "," 	5,079 "," 	5,151 "," 	4,577 "," 	3,016 "," 	3,876 "," 	6,008 "," 	6,138 "," 	6,614 "," 	5,791 "," 	2,900 "," 	2,483 "," 	4,239 "," 	4,797 "," 	31,090 "," 	31,519 "," 	26,717 "," 	18,288 "," 	9,315 "," 	11,768 "," 	7,573 "," 	12,163 "," 	7,549 "," 	6,906 "," 	2,114 "," 	6,295 "," 	1,948 "," 	4,711 "," 	321,758 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
