Exit stations,Entry stations->,,SATURDAY,,,Dec 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
AN, 	6 , 	9 , 	4 , 	3 , 	22 , 	6 , 	31 , 	18 , 	23 , 	5 , 	15 , 	23 , 	8 , 	6 , 	9 , 	6 , 	5 , 	6 , 	43 , 	17 , 	41 , 	7 , 	5 , 	19 , 	13 , 	89 , 	59 , 	162 , 	55 , 	22 , 	25 , 	13 , 	17 , 	20 , 	6 , 	2 , 	2 , 	10 , 	17 , 	8 , 	7 , 	60 , 	6 , 	2 , 	13 , 	9 , 	-   , 	-   , 	14 , 	13 , 	980 ,,,,,,,,,,
Entries," 	1,801 "," 	3,250 "," 	2,138 "," 	1,991 "," 	6,317 "," 	2,154 "," 	3,334 "," 	3,658 "," 	3,457 "," 	2,651 "," 	3,855 "," 	2,659 "," 	2,439 "," 	2,428 "," 	1,525 "," 	1,039 "," 	1,387 "," 	1,675 "," 	1,873 "," 	1,990 "," 	2,569 "," 	1,426 "," 	1,196 "," 	2,575 "," 	4,377 "," 	9,513 "," 	7,739 "," 	24,649 "," 	8,324 "," 	6,301 "," 	6,389 "," 	3,509 "," 	5,033 "," 	4,293 "," 	1,347 "," 	1,178 "," 	2,979 ", 	598 ," 	1,321 "," 	1,043 "," 	1,443 "," 	4,677 "," 	2,967 "," 	1,268 ", 	837 ," 	1,605 ", 	-   , 	-   , 	355 , 	860 ," 	161,994 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
