Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Nov 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	106 , 	132 , 	57 , 	66 , 	296 , 	97 , 	148 , 	135 , 	268 , 	167 , 	14 , 	254 , 	260 , 	261 , 	264 , 	117 , 	107 , 	151 , 	52 , 	31 , 	43 , 	24 , 	40 , 	61 , 	93 , 	536 , 	642 , 	642 , 	523 , 	156 , 	192 , 	63 , 	84 , 	129 , 	40 , 	53 , 	161 , 	9 , 	43 ," 	6,517 ",,,CM line," 	31,390 "," 	3,285 "," 	8,850 "," 	2,819 "," 	2,247 "," 	3,005 "," 	51,598 ",
CL, 	83 , 	161 , 	68 , 	79 , 	397 , 	124 , 	183 , 	181 , 	370 , 	174 , 	261 , 	12 , 	117 , 	172 , 	194 , 	115 , 	100 , 	175 , 	67 , 	68 , 	68 , 	30 , 	29 , 	76 , 	85 , 	521 , 	510 , 	508 , 	429 , 	121 , 	135 , 	78 , 	70 , 	126 , 	57 , 	43 , 	208 , 	20 , 	75 ," 	6,292 ",,,RM line," 	10,631 "," 	5,519 "," 	2,898 "," 	8,216 "," 	1,410 "," 	3,720 "," 	32,394 ",
SL, 	172 , 	117 , 	27 , 	21 , 	181 , 	51 , 	102 , 	182 , 	230 , 	157 , 	261 , 	125 , 	9 , 	127 , 	191 , 	90 , 	75 , 	111 , 	35 , 	21 , 	23 , 	8 , 	8 , 	13 , 	26 , 	546 , 	581 , 	399 , 	365 , 	53 , 	72 , 	30 , 	53 , 	51 , 	31 , 	39 , 	90 , 	12 , 	33 ," 	4,716 ",,,WP line," 	17,651 "," 	4,126 "," 	2,319 "," 	1,492 "," 	6,368 "," 	1,538 "," 	33,494 ",
BF, 	37 , 	38 , 	15 , 	11 , 	152 , 	41 , 	82 , 	177 , 	360 , 	203 , 	254 , 	170 , 	126 , 	10 , 	162 , 	123 , 	131 , 	235 , 	31 , 	17 , 	18 , 	5 , 	6 , 	13 , 	33 , 	465 , 	520 , 	360 , 	290 , 	55 , 	59 , 	28 , 	32 , 	71 , 	26 , 	49 , 	235 , 	4 , 	16 ," 	4,659 ",,,FT/ED line," 	17,988 "," 	7,098 "," 	3,133 "," 	4,382 "," 	1,582 "," 	12,640 "," 	46,824 ",
HY, 	110 , 	85 , 	34 , 	27 , 	151 , 	49 , 	99 , 	183 , 	278 , 	129 , 	284 , 	216 , 	214 , 	170 , 	11 , 	143 , 	238 , 	395 , 	29 , 	29 , 	18 , 	5 , 	7 , 	16 , 	33 , 	359 , 	321 , 	247 , 	236 , 	51 , 	51 , 	29 , 	31 , 	36 , 	22 , 	20 , 	95 , 	10 , 	30 ," 	4,492 ",,,Entries," 	95,197 "," 	33,662 "," 	51,858 "," 	32,535 "," 	31,928 "," 	49,180 "," 	294,360 ",
SH, 	27 , 	26 , 	10 , 	9 , 	115 , 	25 , 	50 , 	146 , 	208 , 	101 , 	100 , 	114 , 	98 , 	119 , 	133 , 	7 , 	92 , 	178 , 	17 , 	15 , 	16 , 	3 , 	4 , 	10 , 	25 , 	267 , 	276 , 	215 , 	193 , 	36 , 	40 , 	11 , 	17 , 	46 , 	12 , 	19 , 	54 , 	3 , 	14 ," 	2,851 ",,,,,,,,,,,
UC, 	15 , 	41 , 	13 , 	11 , 	163 , 	28 , 	60 , 	167 , 	255 , 	135 , 	115 , 	112 , 	86 , 	136 , 	251 , 	99 , 	15 , 	194 , 	24 , 	26 , 	16 , 	5 , 	5 , 	13 , 	16 , 	513 , 	437 , 	297 , 	228 , 	30 , 	32 , 	19 , 	26 , 	54 , 	15 , 	13 , 	50 , 	5 , 	19 ," 	3,738 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	37 , 	72 , 	44 , 	35 , 	346 , 	60 , 	98 , 	288 , 	407 , 	150 , 	153 , 	179 , 	112 , 	251 , 	397 , 	184 , 	183 , 	26 , 	24 , 	26 , 	20 , 	7 , 	11 , 	24 , 	14 , 	732 , 	731 , 	444 , 	316 , 	41 , 	42 , 	23 , 	26 , 	76 , 	20 , 	26 , 	86 , 	7 , 	35 ," 	5,754 ",,,Dtwn SF," 	3,770 ",,,,,,,
CN, 	42 , 	48 , 	31 , 	18 , 	119 , 	29 , 	104 , 	223 , 	325 , 	31 , 	54 , 	67 , 	34 , 	34 , 	30 , 	18 , 	22 , 	23 , 	17 , 	161 , 	505 , 	116 , 	67 , 	106 , 	13 , 	674 , 	717 , 	397 , 	371 , 	61 , 	86 , 	45 , 	47 , 	97 , 	57 , 	5 , 	14 , 	66 , 	489 ," 	5,363 ",,,OAK," 	26,245 "," 	1,155 ",,,,,,
PH, 	22 , 	34 , 	23 , 	20 , 	162 , 	19 , 	93 , 	290 , 	396 , 	26 , 	30 , 	67 , 	23 , 	18 , 	23 , 	14 , 	26 , 	23 , 	179 , 	11 , 	136 , 	67 , 	40 , 	115 , 	10 ," 	1,285 "," 	1,281 ", 	504 , 	456 , 	52 , 	59 , 	52 , 	42 , 	112 , 	80 , 	3 , 	5 , 	42 , 	180 ," 	6,021 ",,,CM line," 	62,648 "," 	6,685 "," 	8,850 ",,,,,
WC, 	32 , 	41 , 	27 , 	23 , 	144 , 	25 , 	90 , 	212 , 	332 , 	20 , 	36 , 	70 , 	23 , 	19 , 	18 , 	18 , 	17 , 	22 , 	585 , 	133 , 	11 , 	82 , 	42 , 	149 , 	18 ," 	1,011 ", 	955 , 	441 , 	339 , 	47 , 	63 , 	47 , 	34 , 	81 , 	53 , 	6 , 	7 , 	76 , 	230 ," 	5,575 ",,,RM line," 	21,387 "," 	10,387 "," 	5,718 "," 	8,216 ",,,,
LF, 	10 , 	11 , 	8 , 	6 , 	69 , 	9 , 	26 , 	115 , 	184 , 	8 , 	22 , 	29 , 	7 , 	4 , 	5 , 	2 , 	5 , 	8 , 	135 , 	82 , 	93 , 	6 , 	19 , 	73 , 	6 , 	741 , 	660 , 	255 , 	200 , 	18 , 	31 , 	15 , 	7 , 	35 , 	16 , 	2 , 	3 , 	13 , 	37 ," 	2,975 ",,,WP line," 	34,335 "," 	7,764 "," 	4,566 "," 	2,902 "," 	6,368 ",,,
OR, 	9 , 	10 , 	12 , 	14 , 	58 , 	10 , 	37 , 	78 , 	149 , 	11 , 	37 , 	30 , 	8 , 	7 , 	7 , 	3 , 	4 , 	10 , 	68 , 	51 , 	46 , 	17 , 	5 , 	68 , 	3 , 	645 , 	615 , 	227 , 	195 , 	20 , 	26 , 	15 , 	16 , 	35 , 	18 , 	1 , 	1 , 	10 , 	25 ," 	2,600 ",,,FT/ED line," 	38,329 "," 	15,034 "," 	6,138 "," 	8,103 "," 	3,120 "," 	12,640 "," 	294,360 ",
RR, 	22 , 	28 , 	18 , 	23 , 	57 , 	13 , 	46 , 	115 , 	214 , 	35 , 	55 , 	57 , 	20 , 	14 , 	16 , 	8 , 	12 , 	22 , 	105 , 	106 , 	148 , 	72 , 	65 , 	14 , 	12 , 	864 , 	941 , 	528 , 	490 , 	89 , 	80 , 	39 , 	55 , 	69 , 	24 , 	6 , 	13 , 	19 , 	48 ," 	4,560 ",,,,,,,,,,,
OW, 	43 , 	38 , 	8 , 	15 , 	72 , 	41 , 	52 , 	43 , 	63 , 	22 , 	103 , 	82 , 	33 , 	38 , 	36 , 	25 , 	13 , 	15 , 	12 , 	8 , 	15 , 	4 , 	3 , 	10 , 	6 ," 	1,135 "," 	1,057 ", 	550 , 	400 , 	84 , 	76 , 	28 , 	41 , 	43 , 	18 , 	7 , 	24 , 	3 , 	27 ," 	4,292 ",,,,,,,,,,,
EM, 	222 , 	810 , 	429 , 	440 , 	768 , 	467 , 	681 , 	821 ," 	1,165 ", 	510 , 	578 , 	541 , 	607 , 	526 , 	399 , 	307 , 	554 , 	776 , 	770 ," 	1,529 "," 	1,129 ", 	720 , 	636 , 	820 ," 	1,176 ", 	90 , 	125 , 	334 , 	281 , 	699 ," 	1,281 "," 	1,060 "," 	1,417 "," 	1,128 "," 	1,190 ", 	419 ," 	1,181 ", 	341 , 	684 ," 	27,609 ",,,,,,,,,,,
MT, 	396 , 	847 , 	512 , 	402 , 	690 , 	442 , 	679 , 	581 , 	700 , 	404 , 	722 , 	492 , 	572 , 	538 , 	322 , 	277 , 	454 , 	721 , 	719 ," 	1,212 ", 	864 , 	526 , 	526 , 	678 , 	951 , 	273 , 	77 , 	199 , 	269 ," 	1,009 "," 	1,779 "," 	1,523 "," 	2,606 "," 	1,330 "," 	1,324 ", 	371 , 	930 , 	281 , 	534 ," 	27,730 ",,,,,,,,,,,
PL, 	238 , 	585 , 	265 , 	269 , 	726 , 	287 , 	524 , 	488 , 	863 , 	392 , 	549 , 	552 , 	356 , 	337 , 	227 , 	198 , 	268 , 	411 , 	364 , 	491 , 	409 , 	234 , 	195 , 	427 , 	520 , 	510 , 	279 , 	131 , 	305 ," 	1,225 "," 	1,899 "," 	1,245 "," 	2,654 "," 	1,080 ", 	850 , 	180 , 	612 , 	168 , 	350 ," 	21,663 ",,,,,,,,,,,
CC, 	165 , 	507 , 	237 , 	258 , 	516 , 	280 , 	460 , 	381 , 	525 , 	280 ," 	3,095 ", 	321 , 	298 , 	252 , 	193 , 	173 , 	202 , 	288 , 	297 , 	388 , 	262 , 	163 , 	153 , 	369 , 	376 , 	278 , 	270 , 	262 , 	87 , 	777 ," 	1,165 ", 	774 ," 	1,829 ", 	720 , 	696 , 	148 , 	391 , 	130 , 	316 ," 	18,284 ",,,,,,,,,,,
16, 	86 , 	89 , 	40 , 	72 , 	206 , 	93 , 	152 , 	138 , 	177 , 	82 , 	138 , 	106 , 	47 , 	47 , 	52 , 	29 , 	26 , 	38 , 	51 , 	52 , 	44 , 	18 , 	17 , 	77 , 	88 , 	639 , 	935 ," 	1,390 ", 	856 , 	33 , 	301 , 	287 , 	785 , 	228 , 	183 , 	17 , 	68 , 	17 , 	77 ," 	7,779 ",,,,,,,,,,,
24, 	122 , 	140 , 	38 , 	53 , 	244 , 	84 , 	130 , 	140 , 	219 , 	77 , 	186 , 	120 , 	65 , 	50 , 	48 , 	36 , 	30 , 	40 , 	78 , 	53 , 	60 , 	32 , 	24 , 	77 , 	83 ," 	1,119 "," 	1,543 "," 	2,072 "," 	1,270 ", 	301 , 	55 , 	288 , 	854 , 	307 , 	243 , 	24 , 	62 , 	21 , 	96 ," 	10,484 ",,,,,,,,,,,
GP, 	24 , 	54 , 	24 , 	28 , 	136 , 	23 , 	55 , 	98 , 	146 , 	37 , 	60 , 	73 , 	29 , 	28 , 	25 , 	10 , 	15 , 	21 , 	39 , 	47 , 	48 , 	16 , 	16 , 	36 , 	33 ," 	1,004 "," 	1,268 "," 	1,497 ", 	722 , 	281 , 	283 , 	36 , 	166 , 	84 , 	87 , 	11 , 	62 , 	9 , 	44 ," 	6,675 ",,,,,,,,,,,
BP, 	45 , 	85 , 	29 , 	34 , 	113 , 	35 , 	69 , 	101 , 	160 , 	62 , 	87 , 	66 , 	55 , 	33 , 	32 , 	17 , 	27 , 	24 , 	39 , 	43 , 	29 , 	7 , 	17 , 	59 , 	49 ," 	1,249 "," 	1,739 "," 	3,522 "," 	1,829 ", 	755 , 	921 , 	172 , 	57 , 	153 , 	204 , 	13 , 	46 , 	17 , 	59 ," 	12,055 ",,,,,,,,,,,
DC, 	69 , 	174 , 	73 , 	73 , 	226 , 	72 , 	113 , 	155 , 	256 , 	124 , 	130 , 	111 , 	75 , 	77 , 	38 , 	47 , 	55 , 	76 , 	99 , 	117 , 	81 , 	36 , 	34 , 	73 , 	81 ," 	1,113 "," 	1,427 "," 	1,171 ", 	742 , 	233 , 	335 , 	92 , 	182 , 	17 , 	79 , 	34 , 	112 , 	50 , 	87 ," 	8,139 ",,,,,,,,,,,
CM, 	23 , 	57 , 	16 , 	15 , 	105 , 	20 , 	45 , 	146 , 	215 , 	29 , 	39 , 	62 , 	28 , 	27 , 	18 , 	13 , 	15 , 	20 , 	57 , 	81 , 	52 , 	18 , 	19 , 	32 , 	22 ," 	1,233 "," 	1,331 ", 	973 , 	747 , 	178 , 	262 , 	98 , 	234 , 	64 , 	14 , 	9 , 	55 , 	16 , 	78 ," 	6,466 ",,,,,,,,,,,
CV, 	6 , 	9 , 	3 , 	4 , 	45 , 	8 , 	14 , 	44 , 	81 , 	71 , 	52 , 	47 , 	40 , 	50 , 	26 , 	20 , 	14 , 	26 , 	6 , 	3 , 	6 , 	1 , 	2 , 	6 , 	10 , 	389 , 	396 , 	186 , 	168 , 	18 , 	23 , 	12 , 	13 , 	35 , 	10 , 	6 , 	139 , 	2 , 	2 ," 	1,993 ",,,,,,,,,,,
ED, 	25 , 	36 , 	18 , 	15 , 	123 , 	28 , 	45 , 	151 , 	274 , 	185 , 	163 , 	210 , 	96 , 	251 , 	101 , 	60 , 	53 , 	83 , 	15 , 	7 , 	7 , 	4 , 	3 , 	14 , 	25 ," 	1,112 "," 	1,023 ", 	611 , 	450 , 	71 , 	68 , 	68 , 	43 , 	123 , 	53 , 	160 , 	23 , 	3 , 	10 ," 	5,812 ",,,,,,,,,,,
NC, 	8 , 	8 , 	2 , 	3 , 	41 , 	3 , 	27 , 	99 , 	108 , 	9 , 	9 , 	19 , 	8 , 	5 , 	10 , 	4 , 	5 , 	8 , 	66 , 	37 , 	55 , 	12 , 	9 , 	21 , 	3 , 	290 , 	299 , 	170 , 	143 , 	16 , 	21 , 	12 , 	14 , 	48 , 	13 , 	2 , 	3 , 	5 , 	74 ," 	1,688 ",,,,,,,,,,,
WP, 	30 , 	30 , 	9 , 	8 , 	84 , 	21 , 	111 , 	203 , 	295 , 	24 , 	45 , 	72 , 	30 , 	16 , 	32 , 	17 , 	18 , 	34 , 	538 , 	179 , 	225 , 	33 , 	26 , 	55 , 	25 , 	595 , 	578 , 	403 , 	382 , 	81 , 	109 , 	50 , 	60 , 	92 , 	81 , 	3 , 	9 , 	84 , 	27 ," 	4,711 ",,,,,,,,,,,
Entries," 	4,422 "," 	7,075 "," 	3,707 "," 	3,074 "," 	10,466 "," 	3,791 "," 	5,689 "," 	7,693 "," 	11,661 "," 	4,437 "," 	9,113 "," 	6,031 "," 	4,655 "," 	4,826 "," 	4,739 "," 	2,994 "," 	3,619 "," 	5,679 "," 	5,372 "," 	6,053 "," 	5,280 "," 	2,702 "," 	2,383 "," 	3,980 "," 	4,182 "," 	25,705 "," 	27,387 "," 	24,043 "," 	18,063 "," 	7,826 "," 	10,945 "," 	6,931 "," 	12,253 "," 	7,771 "," 	6,130 "," 	1,957 "," 	5,567 "," 	1,731 "," 	4,427 "," 	294,360 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
