Exit stations,Entry stations->,,SATURDAY,,,Mar 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,,
WC, 	12 , 	22 , 	17 , 	16 , 	90 , 	20 , 	47 , 	60 , 	67 , 	14 , 	29 , 	36 , 	13 , 	8 , 	9 , 	6 , 	4 , 	22 , 	192 , 	89 , 	15 , 	43 , 	22 , 	93 , 	16 , 	320 , 	227 , 	470 , 	297 , 	79 , 	61 , 	26 , 	18 , 	32 , 	6 , 	4 , 	5 , 	43 , 	86 , 	8 , 	11 , 	124 , 	19 , 	2 , 	26 , 	-   ," 	2,819 ",,,,,,,,,,
LF, 	7 , 	10 , 	7 , 	5 , 	50 , 	9 , 	22 , 	27 , 	36 , 	5 , 	14 , 	25 , 	5 , 	3 , 	4 , 	1 , 	1 , 	9 , 	69 , 	24 , 	33 , 	9 , 	9 , 	40 , 	5 , 	196 , 	124 , 	280 , 	173 , 	60 , 	23 , 	13 , 	8 , 	9 , 	4 , 	1 , 	2 , 	9 , 	14 , 	2 , 	3 , 	63 , 	8 , 	2 , 	15 , 	-   ," 	1,433 ",,,,,,,,,,
OR, 	5 , 	8 , 	7 , 	6 , 	38 , 	6 , 	21 , 	21 , 	36 , 	5 , 	13 , 	12 , 	6 , 	1 , 	3 , 	1 , 	1 , 	6 , 	24 , 	18 , 	23 , 	8 , 	8 , 	43 , 	4 , 	138 , 	106 , 	212 , 	137 , 	31 , 	27 , 	11 , 	4 , 	8 , 	6 , 	1 , 	2 , 	4 , 	6 , 	3 , 	3 , 	49 , 	9 , 	0 , 	10 , 	-   ," 	1,085 ",,,,,,,,,,
RR, 	18 , 	19 , 	24 , 	10 , 	44 , 	9 , 	47 , 	87 , 	71 , 	15 , 	38 , 	30 , 	22 , 	9 , 	6 , 	7 , 	7 , 	18 , 	47 , 	53 , 	88 , 	42 , 	45 , 	25 , 	21 , 	302 , 	242 , 	519 , 	342 , 	180 , 	125 , 	39 , 	28 , 	20 , 	4 , 	2 , 	6 , 	18 , 	20 , 	4 , 	8 , 	117 , 	27 , 	4 , 	26 , 	-   ," 	2,831 ",,,,,,,,,,
OW, 	16 , 	34 , 	12 , 	18 , 	70 , 	31 , 	47 , 	52 , 	80 , 	23 , 	76 , 	63 , 	26 , 	25 , 	20 , 	7 , 	5 , 	12 , 	10 , 	10 , 	15 , 	4 , 	5 , 	23 , 	18 , 	480 , 	436 , 	955 , 	469 , 	265 , 	195 , 	47 , 	46 , 	31 , 	7 , 	8 , 	14 , 	8 , 	18 , 	4 , 	15 , 	64 , 	13 , 	8 , 	7 , 	-   ," 	3,788 ",,,,,,,,,,
EM, 	138 , 	332 , 	195 , 	297 , 	678 , 	281 , 	401 , 	448 , 	412 , 	318 , 	384 , 	237 , 	288 , 	175 , 	113 , 	59 , 	136 , 	291 , 	202 , 	305 , 	373 , 	233 , 	161 , 	385 , 	608 , 	75 , 	49 , 	335 , 	204 , 	476 , 	566 , 	301 , 	495 , 	329 , 	115 , 	110 , 	427 , 	135 , 	134 , 	83 , 	107 , 	351 , 	259 , 	148 , 	65 , 	-   ," 	12,205 ",,,,,,,,,,
MT, 	137 , 	297 , 	161 , 	216 , 	413 , 	193 , 	351 , 	340 , 	349 , 	305 , 	345 , 	190 , 	241 , 	175 , 	100 , 	63 , 	108 , 	219 , 	158 , 	208 , 	267 , 	145 , 	123 , 	300 , 	546 , 	49 , 	45 , 	86 , 	138 , 	446 , 	544 , 	416 ," 	1,052 ", 	524 , 	132 , 	115 , 	237 , 	113 , 	98 , 	137 , 	120 , 	287 , 	229 , 	104 , 	51 , 	-   ," 	10,869 ",,,,,,,,,,
PL, 	261 , 	591 , 	274 , 	322 , 	835 , 	342 , 	533 , 	513 , 	584 , 	483 , 	637 , 	375 , 	446 , 	294 , 	191 , 	111 , 	195 , 	387 , 	308 , 	344 , 	432 , 	263 , 	209 , 	493 , 	969 , 	381 , 	102 , 	120 , 	281 ," 	1,352 "," 	1,547 ", 	900 ," 	1,728 "," 	1,173 ", 	333 , 	192 , 	537 , 	209 , 	214 , 	269 , 	293 ," 	1,222 ", 	586 , 	197 , 	116 , 	-   ," 	22,136 ",,,,,,,,,,
CC, 	103 , 	206 , 	155 , 	249 , 	420 , 	238 , 	403 , 	378 , 	292 , 	247 , 	344 , 	173 , 	178 , 	105 , 	76 , 	40 , 	67 , 	185 , 	143 , 	174 , 	292 , 	200 , 	143 , 	331 , 	505 , 	170 , 	105 , 	271 , 	67 , 	481 , 	623 , 	320 , 	531 , 	432 , 	162 , 	88 , 	288 , 	83 , 	77 , 	142 , 	188 , 	395 , 	501 , 	114 , 	35 , 	-   ," 	10,715 ",,,,,,,,,,
16, 	90 , 	107 , 	64 , 	127 , 	293 , 	186 , 	281 , 	305 , 	173 , 	168 , 	183 , 	92 , 	81 , 	48 , 	28 , 	24 , 	32 , 	86 , 	50 , 	61 , 	80 , 	58 , 	35 , 	186 , 	310 , 	417 , 	396 ," 	1,462 ", 	539 , 	43 , 	262 , 	256 , 	459 , 	281 , 	101 , 	30 , 	80 , 	32 , 	38 , 	76 , 	86 , 	146 , 	235 , 	31 , 	14 , 	-   ," 	8,126 ",,,,,,,,,,
24, 	96 , 	105 , 	53 , 	99 , 	223 , 	144 , 	194 , 	219 , 	142 , 	117 , 	165 , 	93 , 	71 , 	32 , 	26 , 	28 , 	23 , 	48 , 	48 , 	40 , 	65 , 	28 , 	24 , 	118 , 	230 , 	501 , 	428 ," 	1,696 ", 	738 , 	233 , 	45 , 	237 , 	418 , 	262 , 	103 , 	14 , 	48 , 	32 , 	40 , 	74 , 	124 , 	138 , 	182 , 	19 , 	20 , 	-   ," 	7,776 ",,,,,,,,,,
GP, 	15 , 	32 , 	20 , 	28 , 	87 , 	32 , 	39 , 	64 , 	51 , 	29 , 	34 , 	38 , 	17 , 	13 , 	11 , 	5 , 	8 , 	13 , 	18 , 	14 , 	22 , 	12 , 	8 , 	38 , 	52 , 	249 , 	273 ," 	1,002 ", 	305 , 	239 , 	217 , 	25 , 	64 , 	45 , 	38 , 	5 , 	22 , 	11 , 	16 , 	20 , 	54 , 	73 , 	69 , 	7 , 	14 , 	-   ," 	3,445 ",,,,,,,,,,
BP, 	36 , 	35 , 	11 , 	22 , 	62 , 	28 , 	28 , 	47 , 	64 , 	36 , 	45 , 	34 , 	29 , 	23 , 	10 , 	11 , 	17 , 	18 , 	20 , 	13 , 	15 , 	6 , 	5 , 	18 , 	46 , 	409 , 	525 ," 	1,981 ", 	455 , 	370 , 	359 , 	53 , 	53 , 	58 , 	52 , 	8 , 	24 , 	14 , 	21 , 	28 , 	113 , 	96 , 	88 , 	6 , 	9 , 	-   ," 	5,399 ",,,,,,,,,,
DC, 	27 , 	39 , 	16 , 	16 , 	92 , 	18 , 	37 , 	39 , 	48 , 	31 , 	41 , 	64 , 	32 , 	20 , 	18 , 	10 , 	17 , 	33 , 	22 , 	23 , 	27 , 	8 , 	11 , 	21 , 	35 , 	306 , 	389 ," 	1,289 ", 	471 , 	261 , 	245 , 	52 , 	79 , 	22 , 	31 , 	13 , 	39 , 	16 , 	21 , 	28 , 	105 , 	185 , 	104 , 	17 , 	13 , 	-   ," 	4,428 ",,,,,,,,,,
CM, 	10 , 	17 , 	6 , 	5 , 	15 , 	6 , 	9 , 	15 , 	16 , 	5 , 	7 , 	9 , 	7 , 	5 , 	3 , 	2 , 	4 , 	2 , 	11 , 	5 , 	10 , 	4 , 	5 , 	4 , 	7 , 	93 , 	101 , 	376 , 	148 , 	89 , 	92 , 	30 , 	61 , 	30 , 	8 , 	1 , 	4 , 	8 , 	9 , 	10 , 	52 , 	88 , 	38 , 	1 , 	2 , 	-   ," 	1,428 ",,,,,,,,,,
CV, 	3 , 	8 , 	5 , 	4 , 	18 , 	5 , 	12 , 	9 , 	10 , 	47 , 	40 , 	37 , 	26 , 	61 , 	15 , 	17 , 	8 , 	21 , 	4 , 	3 , 	3 , 	2 , 	2 , 	3 , 	9 , 	102 , 	81 , 	219 , 	84 , 	25 , 	19 , 	7 , 	6 , 	12 , 	2 , 	11 , 	60 , 	2 , 	4 , 	3 , 	3 , 	14 , 	4 , 	74 , 	4 , 	-   ," 	1,101 ",,,,,,,,,,
ED, 	9 , 	16 , 	9 , 	11 , 	85 , 	10 , 	17 , 	25 , 	25 , 	68 , 	74 , 	126 , 	28 , 	106 , 	38 , 	27 , 	23 , 	80 , 	8 , 	8 , 	3 , 	2 , 	2 , 	7 , 	17 , 	386 , 	204 , 	539 , 	290 , 	75 , 	46 , 	26 , 	29 , 	50 , 	6 , 	63 , 	39 , 	4 , 	7 , 	5 , 	5 , 	80 , 	6 , 	29 , 	46 , 	-   ," 	2,754 ",,,,,,,,,,
NC, 	8 , 	12 , 	4 , 	4 , 	26 , 	5 , 	25 , 	22 , 	29 , 	5 , 	15 , 	26 , 	9 , 	7 , 	8 , 	3 , 	3 , 	12 , 	62 , 	25 , 	45 , 	10 , 	7 , 	21 , 	9 , 	140 , 	92 , 	238 , 	92 , 	37 , 	37 , 	12 , 	19 , 	25 , 	9 , 	3 , 	4 , 	15 , 	14 , 	8 , 	8 , 	58 , 	8 , 	2 , 	14 , 	-   ," 	1,228 ",,,,,,,,,,
WP, 	17 , 	21 , 	6 , 	5 , 	29 , 	8 , 	48 , 	34 , 	43 , 	8 , 	27 , 	52 , 	14 , 	12 , 	13 , 	6 , 	6 , 	14 , 	132 , 	42 , 	78 , 	11 , 	10 , 	33 , 	22 , 	131 , 	89 , 	268 , 	98 , 	43 , 	46 , 	17 , 	28 , 	32 , 	11 , 	3 , 	8 , 	19 , 	9 , 	11 , 	12 , 	72 , 	13 , 	3 , 	15 , 	-   ," 	1,611 ",,,,,,,,,,
SS, 	9 , 	12 , 	3 , 	4 , 	16 , 	6 , 	7 , 	9 , 	17 , 	3 , 	10 , 	11 , 	5 , 	4 , 	6 , 	3 , 	4 , 	5 , 	9 , 	7 , 	7 , 	1 , 	3 , 	4 , 	8 , 	69 , 	101 , 	298 , 	145 , 	73 , 	65 , 	21 , 	39 , 	33 , 	8 , 	3 , 	5 , 	6 , 	5 , 	10 , 	24 , 	34 , 	16 , 	3 , 	3 , 	-   ," 	1,130 ",,,,,,,,,,
SB, 	15 , 	17 , 	6 , 	4 , 	20 , 	4 , 	13 , 	14 , 	19 , 	9 , 	18 , 	18 , 	8 , 	9 , 	5 , 	4 , 	5 , 	11 , 	9 , 	9 , 	12 , 	3 , 	4 , 	9 , 	18 , 	96 , 	92 , 	354 , 	185 , 	90 , 	137 , 	61 , 	125 , 	110 , 	51 , 	3 , 	4 , 	10 , 	11 , 	31 , 	19 , 	52 , 	26 , 	4 , 	2 , 	-   ," 	1,722 ",,,,,,,,,,
SO, 	40 , 	67 , 	46 , 	66 , 	270 , 	58 , 	76 , 	46 , 	62 , 	22 , 	34 , 	28 , 	30 , 	14 , 	15 , 	4 , 	10 , 	28 , 	60 , 	77 , 	108 , 	51 , 	43 , 	108 , 	72 , 	234 , 	207 ," 	1,019 ", 	344 , 	137 , 	119 , 	64 , 	96 , 	178 , 	82 , 	12 , 	63 , 	48 , 	55 , 	31 , 	41 , 	55 , 	245 , 	17 , 	19 , 	-   ," 	4,494 ",,,,,,,,,,
MB, 	14 , 	23 , 	17 , 	21 , 	137 , 	17 , 	27 , 	35 , 	39 , 	11 , 	20 , 	26 , 	8 , 	6 , 	8 , 	4 , 	4 , 	4 , 	16 , 	13 , 	19 , 	9 , 	8 , 	29 , 	19 , 	201 , 	189 , 	603 , 	451 , 	184 , 	166 , 	68 , 	86 , 	138 , 	37 , 	3 , 	8 , 	7 , 	8 , 	14 , 	25 , 	243 , 	25 , 	3 , 	7 , 	-   ," 	2,994 ",,,,,,,,,,
WD, 	5 , 	9 , 	4 , 	5 , 	29 , 	4 , 	9 , 	12 , 	11 , 	35 , 	52 , 	64 , 	28 , 	108 , 	38 , 	19 , 	19 , 	28 , 	3 , 	2 , 	1 , 	2 , 	2 , 	5 , 	8 , 	144 , 	97 , 	229 , 	110 , 	34 , 	17 , 	9 , 	7 , 	21 , 	2 , 	81 , 	47 , 	2 , 	3 , 	2 , 	2 , 	23 , 	6 , 	14 , 	14 , 	-   ," 	1,362 ",,,,,,,,,,
OA, 	7 , 	20 , 	17 , 	23 , 	236 , 	24 , 	18 , 	18 , 	22 , 	18 , 	9 , 	26 , 	6 , 	4 , 	9 , 	4 , 	8 , 	17 , 	14 , 	22 , 	18 , 	11 , 	8 , 	25 , 	7 , 	55 , 	34 , 	114 , 	50 , 	13 , 	12 , 	10 , 	4 , 	10 , 	2 , 	3 , 	27 , 	7 , 	6 , 	2 , 	1 , 	18 , 	1 , 	7 , 	5 , 	-   , 	967 ,,,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,,
Entries," 	2,009 "," 	3,530 "," 	2,213 "," 	2,336 "," 	7,574 "," 	2,809 "," 	3,988 "," 	4,229 "," 	4,383 "," 	2,905 "," 	4,336 "," 	3,467 "," 	2,660 "," 	2,421 "," 	1,751 ", 	982 ," 	1,407 "," 	3,073 "," 	2,107 "," 	2,004 "," 	2,745 "," 	1,475 "," 	1,109 "," 	2,937 "," 	4,233 "," 	10,303 "," 	8,407 "," 	23,675 "," 	11,164 "," 	7,723 "," 	7,542 "," 	3,637 "," 	6,153 "," 	4,565 "," 	1,479 "," 	1,138 "," 	2,720 "," 	1,138 "," 	1,446 "," 	1,139 "," 	1,634 "," 	5,196 "," 	3,135 "," 	1,238 "," 	1,062 ", 	-   ," 	177,170 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
