Exit stations,Entry stations->,,WEEKDAY,,,Mar 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,
FM, 	38 , 	89 , 	49 , 	41 , 	302 , 	60 , 	153 , 	384 , 	409 , 	180 , 	176 , 	327 , 	156 , 	289 , 	405 , 	209 , 	218 , 	56 , 	32 , 	33 , 	27 , 	12 , 	17 , 	30 , 	28 ," 	1,921 "," 	1,759 ", 	722 , 	517 , 	135 , 	64 , 	33 , 	41 , 	90 , 	11 , 	41 , 	128 , 	18 , 	34 , 	8 , 	14 , 	51 , 	5 , 	40 , 	33 , 	-   ," 	9,382 ",,,,,,,,,
CN, 	31 , 	41 , 	20 , 	20 , 	148 , 	29 , 	168 , 	316 , 	377 , 	39 , 	50 , 	68 , 	28 , 	27 , 	30 , 	13 , 	15 , 	34 , 	31 , 	109 , 	309 , 	96 , 	42 , 	98 , 	18 , 	922 ," 	1,035 ", 	631 , 	535 , 	135 , 	84 , 	38 , 	52 , 	107 , 	24 , 	9 , 	12 , 	96 , 	271 , 	32 , 	29 , 	108 , 	32 , 	5 , 	29 , 	-   ," 	6,341 ",,,,,,,,,
PH, 	16 , 	20 , 	23 , 	18 , 	171 , 	24 , 	159 , 	360 , 	380 , 	23 , 	25 , 	54 , 	21 , 	11 , 	32 , 	7 , 	13 , 	30 , 	115 , 	32 , 	124 , 	50 , 	33 , 	128 , 	14 ," 	1,630 "," 	1,728 ", 	754 , 	605 , 	157 , 	71 , 	39 , 	46 , 	87 , 	11 , 	3 , 	5 , 	53 , 	101 , 	66 , 	34 , 	145 , 	24 , 	3 , 	45 , 	-   ," 	7,494 ",,,,,,,,,
WC, 	28 , 	36 , 	27 , 	28 , 	157 , 	30 , 	149 , 	315 , 	318 , 	29 , 	40 , 	68 , 	24 , 	19 , 	23 , 	11 , 	13 , 	28 , 	320 , 	131 , 	26 , 	78 , 	43 , 	147 , 	19 ," 	1,383 "," 	1,486 ", 	615 , 	483 , 	128 , 	72 , 	40 , 	39 , 	78 , 	22 , 	5 , 	7 , 	80 , 	177 , 	25 , 	25 , 	169 , 	35 , 	2 , 	48 , 	-   ," 	7,027 ",,,,,,,,,
LF, 	10 , 	8 , 	10 , 	8 , 	88 , 	8 , 	55 , 	155 , 	163 , 	9 , 	18 , 	41 , 	8 , 	4 , 	7 , 	2 , 	4 , 	13 , 	119 , 	59 , 	79 , 	14 , 	21 , 	75 , 	6 , 	922 , 	884 , 	334 , 	294 , 	65 , 	33 , 	13 , 	16 , 	20 , 	4 , 	2 , 	1 , 	17 , 	34 , 	15 , 	10 , 	86 , 	17 , 	2 , 	27 , 	-   ," 	3,778 ",,,,,,,,,
OR, 	8 , 	12 , 	9 , 	10 , 	62 , 	10 , 	48 , 	103 , 	126 , 	8 , 	21 , 	32 , 	7 , 	3 , 	9 , 	2 , 	6 , 	17 , 	47 , 	31 , 	46 , 	22 , 	14 , 	67 , 	4 , 	807 , 	754 , 	285 , 	243 , 	51 , 	30 , 	12 , 	13 , 	19 , 	4 , 	1 , 	2 , 	8 , 	16 , 	15 , 	8 , 	69 , 	12 , 	2 , 	16 , 	-   ," 	3,091 ",,,,,,,,,
RR, 	23 , 	39 , 	38 , 	25 , 	73 , 	17 , 	71 , 	211 , 	206 , 	32 , 	51 , 	60 , 	27 , 	13 , 	18 , 	9 , 	13 , 	31 , 	92 , 	117 , 	141 , 	72 , 	64 , 	22 , 	26 ," 	1,093 "," 	1,250 ", 	680 , 	677 , 	228 , 	121 , 	32 , 	47 , 	48 , 	7 , 	7 , 	10 , 	28 , 	46 , 	21 , 	17 , 	135 , 	30 , 	5 , 	23 , 	-   ," 	5,998 ",,,,,,,,,
OW, 	23 , 	42 , 	17 , 	17 , 	98 , 	38 , 	60 , 	76 , 	114 , 	48 , 	120 , 	110 , 	41 , 	43 , 	30 , 	15 , 	12 , 	24 , 	16 , 	11 , 	18 , 	5 , 	3 , 	31 , 	25 ," 	1,597 "," 	1,494 "," 	1,065 ", 	873 , 	359 , 	212 , 	45 , 	83 , 	58 , 	13 , 	10 , 	26 , 	11 , 	28 , 	18 , 	28 , 	80 , 	39 , 	12 , 	9 , 	-   ," 	7,100 ",,,,,,,,,
EM, 	442 ," 	1,090 ", 	691 , 	780 ," 	1,265 ", 	970 ," 	1,321 "," 	1,723 "," 	1,709 "," 	1,090 "," 	1,146 ", 	785 , 	884 , 	867 , 	634 , 	508 ," 	1,140 "," 	2,201 "," 	1,163 "," 	2,077 "," 	1,702 "," 	1,041 ", 	918 ," 	1,226 "," 	1,918 ", 	175 , 	130 , 	547 , 	551 ," 	1,126 "," 	1,812 "," 	1,252 "," 	1,603 "," 	1,365 ", 	896 , 	645 ," 	2,239 ", 	694 , 	678 , 	652 , 	607 , 	469 ," 	1,118 ", 	939 , 	157 , 	-   ," 	46,947 ",,,,,,,,,
MT, 	443 ," 	1,080 ", 	674 , 	715 ," 	1,018 ", 	905 ," 	1,321 "," 	1,480 "," 	1,300 "," 	1,045 "," 	1,077 ", 	644 , 	798 , 	790 , 	594 , 	421 , 	935 ," 	1,787 "," 	1,077 "," 	1,778 "," 	1,390 ", 	809 , 	694 ," 	1,129 "," 	1,620 ", 	148 , 	181 , 	222 , 	540 ," 	1,582 "," 	2,571 "," 	1,831 "," 	2,879 "," 	2,074 "," 	1,204 ", 	566 ," 	1,653 ", 	640 , 	669 , 	959 , 	878 , 	495 ," 	1,679 ", 	742 , 	106 , 	-   ," 	47,146 ",,,,,,,,,
PL, 	387 , 	782 , 	364 , 	393 , 	884 , 	472 , 	787 , 	890 , 	891 , 	680 , 	802 , 	596 , 	484 , 	472 , 	331 , 	224 , 	338 , 	625 , 	497 , 	572 , 	486 , 	237 , 	206 , 	514 , 	978 , 	799 , 	344 , 	137 , 	392 ," 	1,400 "," 	1,863 "," 	1,139 "," 	2,308 "," 	1,366 ", 	660 , 	269 , 	684 , 	336 , 	426 , 	483 , 	444 ," 	1,280 ", 	781 , 	299 , 	128 , 	-   ," 	29,434 ",,,,,,,,,
CC, 	337 , 	667 , 	403 , 	448 , 	665 , 	514 , 	839 , 	888 , 	767 , 	596 , 	812 , 	475 , 	422 , 	418 , 	276 , 	209 , 	307 , 	475 , 	436 , 	522 , 	386 , 	260 , 	194 , 	538 , 	841 , 	569 , 	537 , 	353 , 	84 , 	691 ," 	1,174 ", 	827 ," 	1,488 ", 	830 , 	559 , 	247 , 	611 , 	303 , 	401 , 	429 , 	381 , 	500 , 	653 , 	253 , 	63 , 	-   ," 	23,651 ",,,,,,,,,
16, 	179 , 	226 , 	112 , 	161 , 	368 , 	269 , 	391 , 	448 , 	344 , 	254 , 	313 , 	183 , 	133 , 	117 , 	97 , 	66 , 	70 , 	127 , 	111 , 	128 , 	107 , 	54 , 	44 , 	187 , 	356 ," 	1,154 "," 	1,596 "," 	1,639 ", 	762 , 	34 , 	276 , 	346 , 	771 , 	337 , 	169 , 	62 , 	145 , 	85 , 	121 , 	151 , 	140 , 	216 , 	281 , 	57 , 	20 , 	-   ," 	13,207 ",,,,,,,,,
24, 	160 , 	172 , 	64 , 	93 , 	285 , 	144 , 	248 , 	332 , 	297 , 	146 , 	221 , 	170 , 	87 , 	78 , 	60 , 	45 , 	34 , 	61 , 	71 , 	63 , 	64 , 	30 , 	28 , 	109 , 	221 ," 	1,570 "," 	2,182 "," 	2,163 "," 	1,221 ", 	283 , 	40 , 	259 , 	719 , 	312 , 	146 , 	25 , 	84 , 	57 , 	94 , 	134 , 	151 , 	183 , 	259 , 	35 , 	21 , 	-   ," 	13,224 ",,,,,,,,,
GP, 	38 , 	56 , 	20 , 	24 , 	122 , 	32 , 	66 , 	146 , 	167 , 	50 , 	62 , 	93 , 	33 , 	26 , 	20 , 	11 , 	11 , 	31 , 	32 , 	29 , 	34 , 	8 , 	11 , 	30 , 	49 ," 	1,107 "," 	1,492 "," 	1,320 ", 	749 , 	354 , 	282 , 	26 , 	136 , 	75 , 	63 , 	9 , 	39 , 	15 , 	28 , 	67 , 	72 , 	106 , 	148 , 	15 , 	10 , 	-   ," 	7,318 ",,,,,,,,,
BP, 	71 , 	101 , 	35 , 	35 , 	114 , 	51 , 	75 , 	128 , 	152 , 	84 , 	96 , 	93 , 	63 , 	54 , 	34 , 	23 , 	24 , 	37 , 	44 , 	39 , 	36 , 	16 , 	12 , 	44 , 	92 ," 	1,386 "," 	1,917 "," 	2,739 "," 	1,326 ", 	709 , 	711 , 	133 , 	61 , 	121 , 	105 , 	18 , 	60 , 	31 , 	40 , 	97 , 	128 , 	105 , 	176 , 	22 , 	7 , 	-   ," 	11,445 ",,,,,,,,,
DC, 	84 , 	145 , 	52 , 	47 , 	132 , 	45 , 	96 , 	160 , 	194 , 	127 , 	134 , 	183 , 	101 , 	85 , 	60 , 	51 , 	66 , 	89 , 	105 , 	90 , 	76 , 	20 , 	21 , 	44 , 	72 ," 	1,289 "," 	1,808 "," 	1,553 ", 	822 , 	342 , 	324 , 	74 , 	132 , 	28 , 	48 , 	33 , 	108 , 	75 , 	105 , 	89 , 	162 , 	186 , 	297 , 	50 , 	14 , 	-   ," 	9,819 ",,,,,,,,,
CM, 	17 , 	23 , 	6 , 	7 , 	37 , 	11 , 	28 , 	73 , 	132 , 	12 , 	9 , 	24 , 	11 , 	8 , 	7 , 	5 , 	4 , 	7 , 	25 , 	12 , 	19 , 	5 , 	4 , 	7 , 	13 , 	886 ," 	1,054 ", 	759 , 	529 , 	167 , 	143 , 	63 , 	99 , 	43 , 	14 , 	3 , 	20 , 	13 , 	18 , 	26 , 	58 , 	113 , 	103 , 	5 , 	2 , 	-   ," 	4,625 ",,,,,,,,,
CV, 	4 , 	10 , 	4 , 	9 , 	55 , 	10 , 	28 , 	76 , 	114 , 	117 , 	56 , 	83 , 	44 , 	65 , 	27 , 	18 , 	20 , 	40 , 	8 , 	3 , 	5 , 	1 , 	3 , 	7 , 	8 , 	516 , 	546 , 	347 , 	268 , 	67 , 	30 , 	10 , 	17 , 	33 , 	3 , 	9 , 	109 , 	3 , 	4 , 	6 , 	6 , 	21 , 	5 , 	79 , 	9 , 	-   ," 	2,906 ",,,,,,,,,
ED, 	13 , 	33 , 	27 , 	21 , 	120 , 	22 , 	71 , 	200 , 	229 , 	197 , 	129 , 	208 , 	90 , 	203 , 	72 , 	35 , 	63 , 	124 , 	13 , 	7 , 	8 , 	2 , 	2 , 	12 , 	27 ," 	1,876 "," 	1,651 ", 	767 , 	664 , 	159 , 	90 , 	45 , 	64 , 	116 , 	19 , 	117 , 	44 , 	4 , 	9 , 	29 , 	12 , 	121 , 	21 , 	47 , 	77 , 	-   ," 	7,859 ",,,,,,,,,
NC, 	13 , 	13 , 	6 , 	8 , 	56 , 	13 , 	90 , 	182 , 	218 , 	21 , 	20 , 	36 , 	16 , 	11 , 	14 , 	5 , 	7 , 	19 , 	100 , 	53 , 	83 , 	20 , 	7 , 	34 , 	13 , 	576 , 	618 , 	407 , 	372 , 	103 , 	61 , 	20 , 	36 , 	79 , 	13 , 	2 , 	4 , 	18 , 	50 , 	23 , 	25 , 	88 , 	16 , 	2 , 	16 , 	-   ," 	3,586 ",,,,,,,,,
WP, 	32 , 	33 , 	12 , 	15 , 	89 , 	23 , 	189 , 	200 , 	286 , 	35 , 	44 , 	75 , 	33 , 	20 , 	36 , 	14 , 	15 , 	32 , 	267 , 	104 , 	175 , 	31 , 	17 , 	50 , 	34 , 	534 , 	560 , 	521 , 	485 , 	148 , 	104 , 	38 , 	52 , 	104 , 	21 , 	6 , 	10 , 	55 , 	24 , 	40 , 	38 , 	97 , 	25 , 	4 , 	19 , 	-   ," 	4,746 ",,,,,,,,,
SS, 	19 , 	42 , 	25 , 	24 , 	42 , 	18 , 	38 , 	83 , 	94 , 	17 , 	21 , 	30 , 	18 , 	18 , 	7 , 	7 , 	7 , 	9 , 	32 , 	36 , 	25 , 	10 , 	12 , 	14 , 	22 , 	633 , 	849 , 	552 , 	422 , 	149 , 	131 , 	72 , 	98 , 	96 , 	19 , 	5 , 	31 , 	20 , 	36 , 	17 , 	39 , 	48 , 	75 , 	8 , 	2 , 	-   ," 	3,974 ",,,,,,,,,
SB, 	27 , 	57 , 	11 , 	11 , 	51 , 	20 , 	42 , 	70 , 	91 , 	21 , 	30 , 	48 , 	19 , 	18 , 	12 , 	7 , 	9 , 	14 , 	29 , 	35 , 	22 , 	9 , 	9 , 	17 , 	31 , 	618 , 	801 , 	496 , 	409 , 	146 , 	163 , 	81 , 	144 , 	178 , 	62 , 	5 , 	14 , 	23 , 	36 , 	43 , 	17 , 	61 , 	62 , 	4 , 	3 , 	-   ," 	4,073 ",,,,,,,,,
SO, 	53 , 	110 , 	65 , 	99 , 	252 , 	80 , 	124 , 	101 , 	127 , 	42 , 	67 , 	40 , 	41 , 	30 , 	25 , 	13 , 	24 , 	48 , 	122 , 	166 , 	176 , 	92 , 	80 , 	158 , 	110 , 	457 , 	494 , 	955 , 	440 , 	184 , 	170 , 	98 , 	114 , 	197 , 	116 , 	23 , 	116 , 	89 , 	98 , 	48 , 	55 , 	51 , 	327 , 	35 , 	20 , 	-   ," 	6,331 ",,,,,,,,,
MB, 	34 , 	71 , 	34 , 	40 , 	182 , 	51 , 	65 , 	132 , 	153 , 	26 , 	31 , 	43 , 	14 , 	9 , 	7 , 	7 , 	4 , 	5 , 	31 , 	22 , 	28 , 	16 , 	10 , 	22 , 	44 ," 	1,050 "," 	1,464 ", 	782 , 	611 , 	243 , 	239 , 	155 , 	195 , 	306 , 	101 , 	4 , 	19 , 	15 , 	21 , 	80 , 	46 , 	301 , 	47 , 	6 , 	8 , 	-   ," 	6,775 ",,,,,,,,,
WD, 	5 , 	15 , 	9 , 	8 , 	62 , 	13 , 	26 , 	98 , 	135 , 	87 , 	60 , 	109 , 	53 , 	109 , 	43 , 	20 , 	31 , 	41 , 	5 , 	3 , 	2 , 	2 , 	2 , 	6 , 	10 , 	825 , 	790 , 	369 , 	302 , 	68 , 	35 , 	18 , 	26 , 	54 , 	6 , 	95 , 	46 , 	2 , 	4 , 	8 , 	4 , 	39 , 	6 , 	16 , 	33 , 	-   ," 	3,701 ",,,,,,,,,
OA, 	9 , 	33 , 	27 , 	40 , 	129 , 	32 , 	33 , 	47 , 	61 , 	26 , 	11 , 	41 , 	8 , 	7 , 	13 , 	6 , 	16 , 	33 , 	28 , 	47 , 	41 , 	21 , 	13 , 	24 , 	7 , 	150 , 	116 , 	99 , 	71 , 	23 , 	22 , 	14 , 	8 , 	12 , 	1 , 	9 , 	63 , 	16 , 	16 , 	2 , 	3 , 	27 , 	9 , 	28 , 	10 , 	-   ," 	1,451 ",,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,
Entries," 	4,437 "," 	8,778 "," 	5,095 "," 	4,668 "," 	13,007 "," 	5,910 "," 	9,432 "," 	13,206 "," 	14,432 "," 	7,338 "," 	8,472 "," 	7,529 "," 	5,938 "," 	6,029 "," 	5,191 "," 	3,190 "," 	5,176 "," 	9,457 "," 	6,368 "," 	7,703 "," 	6,895 "," 	3,635 "," 	2,988 "," 	5,629 "," 	7,536 "," 	40,538 "," 	44,767 "," 	33,670 "," 	26,017 "," 	13,352 "," 	13,777 "," 	7,819 "," 	12,650 "," 	10,018 "," 	4,761 "," 	3,001 "," 	8,032 "," 	3,505 "," 	4,725 "," 	4,108 "," 	3,965 "," 	6,536 "," 	7,213 "," 	3,561 "," 	1,480 ", 	-   ," 	431,535 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
