Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jul-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	124 , 	139 , 	56 , 	60 , 	352 , 	115 , 	166 , 	149 , 	306 , 	103 , 	19 , 	324 , 	299 , 	294 , 	302 , 	133 , 	123 , 	162 , 	66 , 	33 , 	56 , 	24 , 	41 , 	57 , 	104 , 	729 , 	871 , 	851 , 	592 , 	209 , 	216 , 	71 , 	63 , 	85 , 	44 , 	60 , 	193 , 	11 , 	43 ," 	7,645 ",,,CM line," 	33,930 "," 	3,076 "," 	8,131 "," 	2,511 "," 	1,955 "," 	2,787 "," 	52,391 ",
CL, 	399 , 	108 , 	61 , 	50 , 	245 , 	67 , 	163 , 	129 , 	370 , 	98 , 	893 , 	8 , 	166 , 	151 , 	168 , 	85 , 	132 , 	189 , 	63 , 	75 , 	55 , 	39 , 	26 , 	63 , 	59 ," 	1,429 ", 	356 , 	446 , 	246 , 	97 , 	85 , 	54 , 	38 , 	60 , 	29 , 	85 , 	266 , 	27 , 	69 ," 	7,152 ",,,RM line," 	14,237 "," 	5,863 "," 	2,791 "," 	7,533 "," 	1,491 "," 	4,156 "," 	36,071 ",
SL, 	45 , 	77 , 	24 , 	22 , 	163 , 	61 , 	105 , 	177 , 	370 , 	193 , 	300 , 	202 , 	11 , 	123 , 	189 , 	98 , 	88 , 	126 , 	39 , 	20 , 	23 , 	7 , 	10 , 	21 , 	37 , 	620 , 	678 , 	446 , 	334 , 	64 , 	66 , 	29 , 	43 , 	54 , 	28 , 	43 , 	109 , 	8 , 	31 ," 	5,083 ",,,WP line," 	19,974 "," 	4,056 "," 	2,029 "," 	1,607 "," 	6,531 "," 	1,841 "," 	36,039 ",
BF, 	39 , 	45 , 	13 , 	17 , 	140 , 	44 , 	75 , 	179 , 	352 , 	170 , 	285 , 	267 , 	117 , 	10 , 	161 , 	126 , 	165 , 	262 , 	29 , 	19 , 	18 , 	8 , 	3 , 	10 , 	41 , 	583 , 	637 , 	406 , 	274 , 	58 , 	62 , 	29 , 	25 , 	42 , 	23 , 	50 , 	257 , 	4 , 	15 ," 	5,059 ",,,FT/ED line," 	20,857 "," 	6,863 "," 	2,775 "," 	4,385 "," 	1,656 "," 	15,304 "," 	51,840 ",
HY, 	87 , 	87 , 	28 , 	25 , 	155 , 	50 , 	91 , 	180 , 	280 , 	99 , 	308 , 	258 , 	229 , 	170 , 	13 , 	157 , 	255 , 	431 , 	33 , 	23 , 	18 , 	6 , 	6 , 	20 , 	35 , 	461 , 	384 , 	308 , 	221 , 	50 , 	50 , 	28 , 	30 , 	34 , 	20 , 	27 , 	95 , 	9 , 	26 ," 	4,784 ",,,Entries," 	109,364 "," 	36,133 "," 	55,588 "," 	35,720 "," 	35,318 "," 	52,442 "," 	324,566 ",
SH, 	24 , 	24 , 	11 , 	5 , 	98 , 	23 , 	48 , 	133 , 	208 , 	79 , 	124 , 	132 , 	91 , 	124 , 	136 , 	7 , 	96 , 	205 , 	14 , 	12 , 	15 , 	3 , 	4 , 	5 , 	14 , 	332 , 	342 , 	255 , 	184 , 	35 , 	39 , 	16 , 	15 , 	17 , 	14 , 	16 , 	64 , 	2 , 	17 ," 	2,983 ",,,,,,,,,,,
UC, 	19 , 	37 , 	14 , 	20 , 	165 , 	35 , 	57 , 	163 , 	255 , 	114 , 	150 , 	171 , 	99 , 	178 , 	275 , 	116 , 	15 , 	254 , 	23 , 	24 , 	18 , 	6 , 	2 , 	11 , 	18 , 	563 , 	510 , 	338 , 	228 , 	37 , 	37 , 	21 , 	22 , 	25 , 	18 , 	14 , 	62 , 	4 , 	23 ," 	4,141 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	43 , 	105 , 	36 , 	46 , 	323 , 	56 , 	105 , 	261 , 	344 , 	138 , 	161 , 	344 , 	128 , 	281 , 	435 , 	219 , 	258 , 	33 , 	42 , 	36 , 	30 , 	11 , 	12 , 	24 , 	20 , 	780 , 	807 , 	599 , 	310 , 	47 , 	44 , 	30 , 	31 , 	54 , 	26 , 	39 , 	95 , 	10 , 	47 ," 	6,409 ",,,Dtwn SF," 	6,089 ",,,,,,,
CN, 	66 , 	43 , 	31 , 	14 , 	128 , 	18 , 	160 , 	175 , 	330 , 	17 , 	79 , 	90 , 	46 , 	22 , 	32 , 	11 , 	36 , 	27 , 	34 , 	395 , 	353 , 	178 , 	54 , 	114 , 	13 ," 	1,023 ", 	690 , 	534 , 	301 , 	102 , 	62 , 	63 , 	31 , 	61 , 	56 , 	17 , 	20 , 	62 , 	371 ," 	5,858 ",,,OAK," 	28,983 "," 	1,570 ",,,,,,
PH, 	26 , 	35 , 	22 , 	20 , 	172 , 	28 , 	91 , 	283 , 	421 , 	22 , 	33 , 	111 , 	20 , 	18 , 	20 , 	13 , 	24 , 	31 , 	211 , 	12 , 	151 , 	62 , 	46 , 	116 , 	13 ," 	1,552 "," 	1,474 ", 	570 , 	445 , 	57 , 	57 , 	48 , 	32 , 	57 , 	63 , 	3 , 	10 , 	46 , 	187 ," 	6,602 ",,,CM line," 	70,793 "," 	6,075 "," 	8,131 ",,,,,
WC, 	30 , 	49 , 	26 , 	29 , 	150 , 	30 , 	100 , 	214 , 	324 , 	18 , 	47 , 	101 , 	22 , 	18 , 	21 , 	17 , 	18 , 	30 , 	639 , 	170 , 	17 , 	82 , 	51 , 	151 , 	19 ," 	1,162 "," 	1,155 ", 	534 , 	352 , 	53 , 	70 , 	51 , 	32 , 	59 , 	73 , 	5 , 	8 , 	80 , 	277 ," 	6,280 ",,,RM line," 	27,991 "," 	11,793 "," 	5,301 "," 	7,533 ",,,,
LF, 	12 , 	14 , 	7 , 	7 , 	73 , 	7 , 	29 , 	106 , 	177 , 	7 , 	25 , 	50 , 	8 , 	8 , 	7 , 	2 , 	7 , 	10 , 	171 , 	88 , 	98 , 	7 , 	20 , 	64 , 	4 , 	788 , 	734 , 	283 , 	185 , 	25 , 	29 , 	19 , 	8 , 	18 , 	22 , 	1 , 	3 , 	13 , 	34 ," 	3,167 ",,,WP line," 	39,590 "," 	8,124 "," 	3,985 "," 	3,098 "," 	6,531 ",,,
OR, 	13 , 	13 , 	9 , 	9 , 	72 , 	10 , 	32 , 	84 , 	153 , 	10 , 	35 , 	47 , 	10 , 	3 , 	5 , 	4 , 	2 , 	11 , 	77 , 	64 , 	54 , 	24 , 	6 , 	53 , 	3 , 	721 , 	665 , 	241 , 	176 , 	25 , 	25 , 	12 , 	10 , 	20 , 	20 , 	2 , 	2 , 	8 , 	16 ," 	2,742 ",,,FT/ED line," 	42,100 "," 	13,973 "," 	5,562 "," 	8,541 "," 	3,497 "," 	15,304 "," 	324,566 ",
RR, 	36 , 	28 , 	35 , 	48 , 	40 , 	9 , 	30 , 	72 , 	203 , 	19 , 	63 , 	80 , 	24 , 	14 , 	12 , 	3 , 	9 , 	17 , 	126 , 	63 , 	89 , 	39 , 	30 , 	8 , 	15 ," 	1,049 "," 	1,087 ", 	594 , 	452 , 	77 , 	48 , 	26 , 	16 , 	38 , 	26 , 	5 , 	13 , 	15 , 	40 ," 	4,602 ",,,,,,,,,,,
OW, 	46 , 	46 , 	9 , 	12 , 	64 , 	37 , 	60 , 	41 , 	75 , 	15 , 	108 , 	98 , 	34 , 	43 , 	31 , 	17 , 	20 , 	17 , 	15 , 	12 , 	15 , 	4 , 	3 , 	11 , 	4 ," 	1,280 "," 	1,229 ", 	592 , 	400 , 	95 , 	85 , 	32 , 	42 , 	25 , 	24 , 	7 , 	30 , 	3 , 	32 ," 	4,711 ",,,,,,,,,,,
EM, 	289 , 	984 , 	530 , 	557 ," 	1,015 ", 	618 , 	840 , 	930 ," 	1,310 ", 	583 , 	789 , 	633 , 	709 , 	637 , 	502 , 	374 , 	604 , 	853 , 	919 ," 	1,802 "," 	1,274 ", 	818 , 	712 , 	957 ," 	1,305 ", 	126 , 	286 , 	668 , 	405 ," 	1,210 "," 	1,659 "," 	1,305 "," 	1,655 "," 	1,254 "," 	1,267 ", 	480 ," 	1,440 ", 	409 , 	718 ," 	33,425 ",,,,,,,,,,,
MT, 	508 ," 	1,133 ", 	628 , 	587 , 	834 , 	580 , 	794 , 	667 , 	968 , 	540 , 	960 , 	590 , 	708 , 	739 , 	397 , 	361 , 	492 , 	789 , 	868 ," 	1,390 "," 	1,054 ", 	621 , 	562 , 	865 ," 	1,201 ", 	390 , 	301 , 	396 , 	751 ," 	1,256 "," 	2,170 "," 	1,739 "," 	2,798 "," 	1,682 "," 	1,631 ", 	404 ," 	1,093 ", 	376 , 	693 ," 	34,516 ",,,,,,,,,,,
PL, 	328 , 	778 , 	359 , 	378 ," 	1,039 ", 	395 , 	650 , 	558 ," 	1,005 ", 	448 , 	779 , 	607 , 	432 , 	389 , 	322 , 	246 , 	323 , 	606 , 	434 , 	609 , 	518 , 	274 , 	239 , 	527 , 	623 , 	718 , 	370 , 	164 , 	363 ," 	1,665 "," 	2,262 "," 	1,481 "," 	2,722 "," 	1,342 "," 	1,096 ", 	223 , 	803 , 	218 , 	442 ," 	26,735 ",,,,,,,,,,,
CC, 	249 , 	554 , 	240 , 	286 , 	551 , 	334 , 	503 , 	441 , 	577 , 	328 , 	504 , 	363 , 	327 , 	297 , 	202 , 	190 , 	218 , 	327 , 	395 , 	421 , 	309 , 	167 , 	151 , 	366 , 	434 , 	381 , 	375 , 	293 , 	100 , 	936 ," 	1,389 ", 	880 ," 	1,878 ", 	786 , 	801 , 	150 , 	381 , 	147 , 	358 ," 	17,594 ",,,,,,,,,,,
16, 	99 , 	105 , 	46 , 	86 , 	206 , 	101 , 	177 , 	139 , 	192 , 	71 , 	169 , 	103 , 	58 , 	51 , 	52 , 	32 , 	31 , 	47 , 	72 , 	51 , 	47 , 	24 , 	22 , 	100 , 	100 , 	850 ," 	1,160 "," 	1,606 ", 	866 , 	54 , 	373 , 	312 , 	744 , 	234 , 	196 , 	18 , 	77 , 	20 , 	75 ," 	8,767 ",,,,,,,,,,,
24, 	129 , 	150 , 	39 , 	57 , 	205 , 	81 , 	126 , 	142 , 	217 , 	85 , 	189 , 	144 , 	59 , 	63 , 	44 , 	38 , 	30 , 	41 , 	76 , 	52 , 	63 , 	31 , 	22 , 	77 , 	87 ," 	1,372 "," 	1,873 "," 	2,240 "," 	1,253 ", 	362 , 	70 , 	273 , 	635 , 	258 , 	241 , 	16 , 	56 , 	19 , 	82 ," 	10,996 ",,,,,,,,,,,
GP, 	26 , 	57 , 	24 , 	22 , 	133 , 	28 , 	67 , 	97 , 	147 , 	34 , 	61 , 	66 , 	30 , 	29 , 	27 , 	14 , 	16 , 	30 , 	45 , 	43 , 	43 , 	17 , 	14 , 	34 , 	33 ," 	1,191 "," 	1,487 "," 	1,600 ", 	735 , 	302 , 	281 , 	33 , 	142 , 	68 , 	99 , 	10 , 	66 , 	15 , 	35 ," 	7,205 ",,,,,,,,,,,
BP, 	42 , 	65 , 	23 , 	20 , 	103 , 	28 , 	57 , 	101 , 	147 , 	43 , 	67 , 	60 , 	42 , 	28 , 	29 , 	16 , 	21 , 	27 , 	41 , 	30 , 	28 , 	9 , 	8 , 	29 , 	46 ," 	1,385 "," 	1,968 "," 	3,351 "," 	1,507 ", 	697 , 	679 , 	141 , 	62 , 	105 , 	163 , 	10 , 	37 , 	16 , 	49 ," 	11,282 ",,,,,,,,,,,
DC, 	34 , 	80 , 	33 , 	31 , 	145 , 	36 , 	57 , 	129 , 	202 , 	58 , 	82 , 	86 , 	55 , 	40 , 	34 , 	20 , 	28 , 	49 , 	54 , 	54 , 	58 , 	17 , 	17 , 	32 , 	43 ," 	1,241 "," 	1,674 "," 	1,317 ", 	721 , 	241 , 	291 , 	75 , 	125 , 	19 , 	70 , 	21 , 	93 , 	16 , 	58 ," 	7,437 ",,,,,,,,,,,
CM, 	27 , 	65 , 	22 , 	23 , 	114 , 	26 , 	50 , 	159 , 	217 , 	24 , 	43 , 	59 , 	27 , 	25 , 	19 , 	12 , 	16 , 	19 , 	63 , 	59 , 	65 , 	19 , 	18 , 	28 , 	28 ," 	1,262 "," 	1,471 "," 	1,086 ", 	713 , 	186 , 	249 , 	101 , 	176 , 	60 , 	14 , 	8 , 	44 , 	17 , 	89 ," 	6,704 ",,,,,,,,,,,
CV, 	7 , 	8 , 	4 , 	4 , 	51 , 	10 , 	18 , 	51 , 	82 , 	57 , 	58 , 	106 , 	43 , 	64 , 	23 , 	19 , 	15 , 	33 , 	6 , 	3 , 	4 , 	2 , 	2 , 	6 , 	8 , 	436 , 	413 , 	217 , 	158 , 	20 , 	17 , 	11 , 	9 , 	17 , 	10 , 	5 , 	155 , 	2 , 	3 ," 	2,158 ",,,,,,,,,,,
ED, 	34 , 	55 , 	23 , 	23 , 	152 , 	31 , 	61 , 	148 , 	257 , 	164 , 	189 , 	393 , 	108 , 	281 , 	96 , 	67 , 	66 , 	94 , 	18 , 	11 , 	9 , 	2 , 	2 , 	19 , 	30 ," 	1,330 "," 	1,095 ", 	702 , 	385 , 	79 , 	59 , 	66 , 	38 , 	91 , 	48 , 	164 , 	24 , 	3 , 	15 ," 	6,428 ",,,,,,,,,,,
NC, 	5 , 	7 , 	3 , 	4 , 	35 , 	5 , 	29 , 	101 , 	121 , 	7 , 	13 , 	34 , 	8 , 	4 , 	8 , 	3 , 	5 , 	12 , 	69 , 	38 , 	65 , 	12 , 	9 , 	17 , 	4 , 	379 , 	377 , 	195 , 	147 , 	21 , 	20 , 	14 , 	17 , 	15 , 	17 , 	2 , 	2 , 	4 , 	84 ," 	1,911 ",,,,,,,,,,,
WP, 	29 , 	30 , 	9 , 	6 , 	95 , 	21 , 	106 , 	214 , 	277 , 	24 , 	45 , 	98 , 	33 , 	15 , 	23 , 	17 , 	26 , 	43 , 	506 , 	175 , 	263 , 	38 , 	18 , 	52 , 	31 , 	631 , 	665 , 	449 , 	365 , 	85 , 	102 , 	45 , 	50 , 	60 , 	92 , 	4 , 	15 , 	99 , 	19 ," 	4,876 ",,,,,,,,,,,
Entries," 	4,434 "," 	7,991 "," 	4,044 "," 	3,572 "," 	11,384 "," 	4,295 "," 	6,264 "," 	8,139 "," 	12,766 "," 	4,193 "," 	8,137 "," 	7,537 "," 	5,125 "," 	5,181 "," 	4,633 "," 	3,076 "," 	3,996 "," 	6,181 "," 	6,136 "," 	6,916 "," 	5,758 "," 	2,997 "," 	2,497 "," 	4,306 "," 	4,770 "," 	31,491 "," 	32,367 "," 	27,427 "," 	18,079 "," 	9,477 "," 	11,957 "," 	7,682 "," 	12,120 "," 	7,414 "," 	6,938 "," 	2,170 "," 	6,407 "," 	1,985 "," 	4,724 "," 	324,566 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
