Exit stations,Entry stations->,,SUNDAY,,,Sep 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	7 , 	8 , 	2 , 	2 , 	10 , 	5 , 	25 , 	9 , 	9 , 	5 , 	12 , 	47 , 	6 , 	5 , 	5 , 	3 , 	5 , 	4 , 	46 , 	20 , 	29 , 	6 , 	3 , 	12 , 	8 , 	72 , 	32 , 	80 , 	44 , 	15 , 	17 , 	6 , 	13 , 	14 , 	6 , 	1 , 	2 , 	9 , 	13 , 	5 , 	3 , 	55 , 	5 , 	1 , 	16 , 	7 , 	-   , 	-   , 	12 , 	11 , 	731 ,,,,,,,,,,,
Entries," 	1,521 "," 	2,210 "," 	1,565 "," 	1,580 "," 	4,045 "," 	1,705 "," 	2,819 "," 	3,419 "," 	3,243 "," 	1,964 "," 	2,567 "," 	6,609 "," 	1,871 "," 	1,772 "," 	1,230 ", 	782 ," 	1,115 "," 	1,394 "," 	1,193 ", 	992 ," 	1,156 ", 	632 ," 	2,052 "," 	2,019 "," 	3,238 "," 	7,856 "," 	5,080 "," 	13,012 "," 	7,084 "," 	4,566 "," 	3,952 "," 	2,138 "," 	3,051 "," 	2,789 ", 	989 , 	876 ," 	2,683 ", 	327 , 	810 , 	661 ," 	1,028 "," 	5,201 "," 	1,529 "," 	1,060 "," 	1,216 "," 	1,638 ", 	-   , 	-   , 	261 , 	667 ," 	121,167 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
