Exit stations,Entry stations->,,SATURDAY,,,Sep 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	23 , 	42 , 	50 , 	22 , 	175 , 	38 , 	45 , 	28 , 	37 , 	8 , 	36 , 	35 , 	11 , 	6 , 	12 , 	4 , 	5 , 	3 , 	11 , 	3 , 	9 , 	6 , 	5 , 	5 , 	14 , 	77 , 	53 , 	157 , 	63 , 	61 , 	69 , 	15 , 	21 , 	17 , 	6 , 	2 , 	4 , 	1 , 	3 , 	5 , 	6 , 	31 , 	7 , 	0 , 	8 , 	8 , 	5 , 	10 , 	3 , 	4 ," 	1,268 ",,,,,,,,,,
FM, 	3 , 	5 , 	8 , 	6 , 	49 , 	5 , 	10 , 	15 , 	9 , 	18 , 	25 , 	43 , 	23 , 	21 , 	52 , 	30 , 	20 , 	21 , 	5 , 	2 , 	1 , 	1 , 	1 , 	2 , 	3 , 	78 , 	47 , 	87 , 	42 , 	18 , 	11 , 	5 , 	5 , 	10 , 	1 , 	6 , 	13 , 	1 , 	2 , 	1 , 	2 , 	13 , 	1 , 	5 , 	5 , 	40 , 	68 , 	59 , 	-   , 	3 , 	902 ,,,,,,,,,,
CN, 	10 , 	13 , 	5 , 	5 , 	26 , 	5 , 	33 , 	24 , 	28 , 	3 , 	11 , 	20 , 	9 , 	7 , 	8 , 	2 , 	3 , 	2 , 	24 , 	34 , 	118 , 	78 , 	18 , 	31 , 	11 , 	108 , 	62 , 	127 , 	48 , 	30 , 	28 , 	12 , 	13 , 	13 , 	5 , 	1 , 	4 , 	8 , 	62 , 	5 , 	6 , 	58 , 	6 , 	1 , 	11 , 	2 , 	3 , 	6 , 	33 , 	42 ," 	1,223 ",,,,,,,,,,
PH, 	3 , 	6 , 	7 , 	3 , 	39 , 	6 , 	22 , 	27 , 	26 , 	3 , 	6 , 	25 , 	3 , 	3 , 	3 , 	2 , 	4 , 	2 , 	35 , 	20 , 	44 , 	49 , 	8 , 	34 , 	4 , 	131 , 	74 , 	130 , 	62 , 	27 , 	20 , 	8 , 	9 , 	12 , 	3 , 	2 , 	3 , 	6 , 	22 , 	3 , 	3 , 	66 , 	4 , 	2 , 	13 , 	3 , 	3 , 	3 , 	12 , 	23 ," 	1,028 ",,,,,,,,,,
WC, 	9 , 	12 , 	8 , 	9 , 	59 , 	5 , 	33 , 	42 , 	30 , 	3 , 	10 , 	23 , 	7 , 	7 , 	4 , 	2 , 	2 , 	1 , 	127 , 	47 , 	15 , 	66 , 	16 , 	62 , 	5 , 	172 , 	104 , 	147 , 	81 , 	32 , 	26 , 	14 , 	12 , 	13 , 	4 , 	2 , 	3 , 	14 , 	56 , 	6 , 	4 , 	87 , 	3 , 	0 , 	20 , 	2 , 	5 , 	8 , 	18 , 	33 ," 	1,474 ",,,,,,,,,,
LF, 	4 , 	6 , 	9 , 	5 , 	38 , 	6 , 	18 , 	26 , 	15 , 	4 , 	6 , 	11 , 	3 , 	5 , 	3 , 	1 , 	3 , 	2 , 	94 , 	55 , 	69 , 	16 , 	40 , 	39 , 	3 , 	104 , 	54 , 	80 , 	47 , 	22 , 	13 , 	10 , 	4 , 	5 , 	1 , 	2 , 	1 , 	12 , 	17 , 	4 , 	2 , 	52 , 	2 , 	1 , 	7 , 	1 , 	1 , 	3 , 	4 , 	12 , 	938 ,,,,,,,,,,
OR, 	3 , 	2 , 	2 , 	2 , 	20 , 	1 , 	10 , 	17 , 	17 , 	1 , 	6 , 	8 , 	1 , 	2 , 	2 , 	1 , 	0 , 	1 , 	18 , 	10 , 	15 , 	38 , 	7 , 	29 , 	2 , 	92 , 	38 , 	70 , 	36 , 	14 , 	17 , 	5 , 	4 , 	3 , 	-   , 	0 , 	-   , 	1 , 	4 , 	2 , 	3 , 	36 , 	2 , 	1 , 	5 , 	-   , 	0 , 	2 , 	6 , 	2 , 	560 ,,,,,,,,,,
RR, 	10 , 	10 , 	14 , 	8 , 	16 , 	7 , 	26 , 	54 , 	42 , 	5 , 	20 , 	26 , 	10 , 	6 , 	3 , 	0 , 	3 , 	2 , 	32 , 	31 , 	63 , 	45 , 	31 , 	11 , 	11 , 	195 , 	129 , 	179 , 	124 , 	87 , 	61 , 	24 , 	10 , 	13 , 	5 , 	1 , 	2 , 	2 , 	10 , 	3 , 	3 , 	64 , 	6 , 	1 , 	7 , 	1 , 	3 , 	3 , 	1 , 	13 ," 	1,432 ",,,,,,,,,,
OW, 	13 , 	7 , 	4 , 	5 , 	23 , 	7 , 	21 , 	27 , 	28 , 	6 , 	42 , 	21 , 	16 , 	15 , 	12 , 	2 , 	4 , 	3 , 	8 , 	4 , 	5 , 	2 , 	2 , 	12 , 	13 , 	288 , 	210 , 	406 , 	219 , 	148 , 	113 , 	26 , 	23 , 	22 , 	7 , 	3 , 	14 , 	0 , 	7 , 	5 , 	6 , 	52 , 	9 , 	3 , 	5 , 	2 , 	4 , 	6 , 	2 , 	2 ," 	1,884 ",,,,,,,,,,
EM, 	101 , 	168 , 	110 , 	152 , 	436 , 	147 , 	230 , 	275 , 	253 , 	158 , 	174 , 	135 , 	131 , 	131 , 	78 , 	60 , 	115 , 	83 , 	125 , 	161 , 	191 , 	122 , 	102 , 	213 , 	344 , 	91 , 	17 , 	118 , 	83 , 	237 , 	286 , 	171 , 	207 , 	169 , 	47 , 	69 , 	323 , 	37 , 	77 , 	50 , 	56 , 	237 , 	116 , 	111 , 	42 , 	42 , 	74 , 	80 , 	14 , 	76 ," 	7,027 ",,,,,,,,,,
MT, 	75 , 	146 , 	85 , 	119 , 	375 , 	108 , 	183 , 	242 , 	196 , 	113 , 	140 , 	101 , 	112 , 	113 , 	57 , 	33 , 	55 , 	46 , 	74 , 	88 , 	106 , 	62 , 	56 , 	160 , 	276 , 	13 , 	39 , 	26 , 	43 , 	187 , 	225 , 	132 , 	282 , 	168 , 	61 , 	54 , 	158 , 	20 , 	48 , 	40 , 	47 , 	263 , 	85 , 	47 , 	29 , 	23 , 	48 , 	53 , 	12 , 	26 ," 	5,252 ",,,,,,,,,,
PL, 	138 , 	213 , 	111 , 	121 , 	382 , 	137 , 	197 , 	264 , 	249 , 	161 , 	217 , 	186 , 	170 , 	175 , 	79 , 	56 , 	79 , 	79 , 	119 , 	118 , 	139 , 	80 , 	65 , 	156 , 	394 , 	119 , 	23 , 	95 , 	70 , 	477 , 	603 , 	348 , 	565 , 	450 , 	145 , 	65 , 	198 , 	30 , 	111 , 	92 , 	123 , 	863 , 	173 , 	56 , 	39 , 	29 , 	56 , 	66 , 	19 , 	68 ," 	8,970 ",,,,,,,,,,
CC, 	74 , 	101 , 	64 , 	89 , 	221 , 	100 , 	168 , 	209 , 	154 , 	99 , 	155 , 	93 , 	71 , 	63 , 	34 , 	28 , 	42 , 	31 , 	45 , 	64 , 	76 , 	45 , 	39 , 	130 , 	245 , 	72 , 	32 , 	83 , 	59 , 	201 , 	296 , 	127 , 	143 , 	200 , 	77 , 	32 , 	110 , 	11 , 	34 , 	48 , 	71 , 	254 , 	124 , 	32 , 	17 , 	19 , 	31 , 	39 , 	7 , 	25 ," 	4,585 ",,,,,,,,,,
16, 	51 , 	59 , 	37 , 	56 , 	141 , 	73 , 	153 , 	184 , 	117 , 	72 , 	105 , 	46 , 	32 , 	35 , 	18 , 	13 , 	21 , 	20 , 	32 , 	28 , 	36 , 	22 , 	12 , 	84 , 	169 , 	237 , 	158 , 	546 , 	225 , 	26 , 	104 , 	137 , 	164 , 	189 , 	61 , 	17 , 	35 , 	6 , 	19 , 	47 , 	51 , 	158 , 	111 , 	19 , 	6 , 	5 , 	16 , 	25 , 	5 , 	18 ," 	4,001 ",,,,,,,,,,
24, 	70 , 	56 , 	30 , 	48 , 	110 , 	51 , 	111 , 	131 , 	89 , 	63 , 	85 , 	49 , 	39 , 	32 , 	21 , 	21 , 	14 , 	9 , 	30 , 	20 , 	22 , 	17 , 	15 , 	60 , 	119 , 	245 , 	179 , 	682 , 	300 , 	92 , 	24 , 	136 , 	143 , 	164 , 	65 , 	19 , 	38 , 	5 , 	29 , 	49 , 	61 , 	100 , 	85 , 	11 , 	10 , 	7 , 	11 , 	18 , 	4 , 	18 ," 	3,806 ",,,,,,,,,,
GP, 	15 , 	16 , 	8 , 	16 , 	75 , 	15 , 	21 , 	33 , 	22 , 	15 , 	18 , 	12 , 	8 , 	7 , 	5 , 	5 , 	4 , 	5 , 	7 , 	6 , 	12 , 	10 , 	7 , 	21 , 	25 , 	150 , 	108 , 	357 , 	123 , 	117 , 	132 , 	13 , 	18 , 	37 , 	26 , 	6 , 	17 , 	3 , 	6 , 	17 , 	26 , 	75 , 	41 , 	6 , 	7 , 	3 , 	5 , 	5 , 	1 , 	6 ," 	1,697 ",,,,,,,,,,
BP, 	18 , 	18 , 	12 , 	9 , 	30 , 	12 , 	18 , 	25 , 	27 , 	22 , 	20 , 	16 , 	16 , 	11 , 	7 , 	6 , 	4 , 	5 , 	16 , 	9 , 	9 , 	4 , 	5 , 	10 , 	25 , 	156 , 	133 , 	591 , 	145 , 	129 , 	143 , 	20 , 	16 , 	27 , 	41 , 	5 , 	18 , 	3 , 	11 , 	25 , 	37 , 	59 , 	44 , 	6 , 	3 , 	3 , 	6 , 	7 , 	3 , 	8 ," 	1,993 ",,,,,,,,,,
DC, 	12 , 	25 , 	5 , 	9 , 	48 , 	12 , 	16 , 	29 , 	24 , 	13 , 	26 , 	24 , 	18 , 	14 , 	7 , 	6 , 	6 , 	8 , 	9 , 	16 , 	11 , 	3 , 	4 , 	13 , 	26 , 	152 , 	118 , 	546 , 	211 , 	185 , 	176 , 	33 , 	33 , 	19 , 	16 , 	8 , 	22 , 	3 , 	10 , 	22 , 	44 , 	112 , 	68 , 	5 , 	5 , 	5 , 	9 , 	9 , 	2 , 	10 ," 	2,210 ",,,,,,,,,,
CM, 	6 , 	9 , 	3 , 	4 , 	14 , 	2 , 	2 , 	9 , 	10 , 	2 , 	4 , 	3 , 	2 , 	3 , 	3 , 	2 , 	0 , 	1 , 	3 , 	4 , 	5 , 	1 , 	-   , 	5 , 	5 , 	47 , 	41 , 	166 , 	80 , 	53 , 	52 , 	22 , 	46 , 	17 , 	6 , 	0 , 	2 , 	2 , 	7 , 	6 , 	23 , 	47 , 	22 , 	1 , 	0 , 	2 , 	0 , 	1 , 	0 , 	7 , 	753 ,,,,,,,,,,
CV, 	3 , 	3 , 	2 , 	2 , 	17 , 	2 , 	7 , 	5 , 	5 , 	32 , 	25 , 	38 , 	17 , 	19 , 	6 , 	6 , 	5 , 	5 , 	1 , 	2 , 	1 , 	1 , 	1 , 	1 , 	5 , 	72 , 	46 , 	82 , 	32 , 	18 , 	17 , 	7 , 	4 , 	8 , 	0 , 	8 , 	43 , 	-   , 	1 , 	3 , 	3 , 	10 , 	2 , 	38 , 	2 , 	1 , 	3 , 	3 , 	0 , 	1 , 	613 ,,,,,,,,,,
ED, 	6 , 	5 , 	4 , 	4 , 	63 , 	8 , 	15 , 	21 , 	15 , 	33 , 	59 , 	145 , 	38 , 	45 , 	32 , 	9 , 	14 , 	13 , 	3 , 	3 , 	2 , 	1 , 	1 , 	2 , 	13 , 	280 , 	138 , 	221 , 	109 , 	38 , 	35 , 	14 , 	22 , 	31 , 	5 , 	43 , 	25 , 	0 , 	3 , 	2 , 	4 , 	60 , 	7 , 	18 , 	30 , 	6 , 	20 , 	25 , 	1 , 	2 ," 	1,690 ",,,,,,,,,,
NC, 	2 , 	3 , 	-   , 	1 , 	5 , 	0 , 	6 , 	8 , 	3 , 	2 , 	1 , 	6 , 	2 , 	1 , 	1 , 	1 , 	0 , 	0 , 	10 , 	7 , 	14 , 	11 , 	3 , 	5 , 	1 , 	29 , 	20 , 	29 , 	14 , 	5 , 	7 , 	4 , 	3 , 	4 , 	1 , 	-   , 	1 , 	3 , 	6 , 	1 , 	2 , 	18 , 	2 , 	0 , 	3 , 	0 , 	1 , 	2 , 	7 , 	6 , 	264 ,,,,,,,,,,
WP, 	7 , 	7 , 	3 , 	3 , 	15 , 	5 , 	19 , 	13 , 	14 , 	3 , 	10 , 	15 , 	3 , 	3 , 	6 , 	4 , 	3 , 	1 , 	71 , 	26 , 	53 , 	16 , 	5 , 	11 , 	6 , 	63 , 	43 , 	125 , 	41 , 	17 , 	29 , 	9 , 	12 , 	13 , 	6 , 	2 , 	1 , 	8 , 	17 , 	5 , 	5 , 	42 , 	1 , 	0 , 	8 , 	2 , 	3 , 	4 , 	5 , 	9 , 	793 ,,,,,,,,,,
SS, 	4 , 	6 , 	2 , 	1 , 	12 , 	2 , 	5 , 	8 , 	9 , 	2 , 	3 , 	6 , 	4 , 	2 , 	2 , 	1 , 	2 , 	0 , 	4 , 	3 , 	6 , 	2 , 	1 , 	3 , 	7 , 	48 , 	32 , 	105 , 	58 , 	42 , 	43 , 	19 , 	23 , 	30 , 	7 , 	3 , 	2 , 	2 , 	5 , 	7 , 	13 , 	25 , 	8 , 	0 , 	1 , 	-   , 	1 , 	2 , 	1 , 	8 , 	580 ,,,,,,,,,,
SB, 	11 , 	11 , 	3 , 	3 , 	14 , 	5 , 	7 , 	12 , 	14 , 	5 , 	6 , 	9 , 	6 , 	4 , 	3 , 	0 , 	2 , 	1 , 	9 , 	5 , 	5 , 	2 , 	4 , 	5 , 	9 , 	57 , 	36 , 	131 , 	79 , 	62 , 	63 , 	23 , 	49 , 	52 , 	16 , 	1 , 	2 , 	3 , 	6 , 	15 , 	9 , 	60 , 	13 , 	1 , 	1 , 	1 , 	0 , 	1 , 	1 , 	4 , 	838 ,,,,,,,,,,
SO, 	39 , 	34 , 	29 , 	40 , 	84 , 	27 , 	43 , 	34 , 	57 , 	11 , 	15 , 	16 , 	8 , 	7 , 	5 , 	6 , 	8 , 	10 , 	47 , 	58 , 	75 , 	42 , 	29 , 	50 , 	60 , 	177 , 	160 , 	652 , 	194 , 	119 , 	70 , 	48 , 	55 , 	98 , 	36 , 	6 , 	44 , 	19 , 	33 , 	20 , 	40 , 	83 , 	186 , 	8 , 	8 , 	3 , 	7 , 	3 , 	6 , 	38 ," 	2,947 ",,,,,,,,,,
MB, 	9 , 	13 , 	8 , 	8 , 	71 , 	9 , 	15 , 	18 , 	20 , 	4 , 	8 , 	9 , 	2 , 	5 , 	2 , 	1 , 	1 , 	1 , 	4 , 	3 , 	4 , 	2 , 	3 , 	5 , 	10 , 	92 , 	57 , 	181 , 	121 , 	99 , 	64 , 	32 , 	48 , 	76 , 	19 , 	2 , 	5 , 	1 , 	2 , 	9 , 	16 , 	207 , 	33 , 	1 , 	2 , 	0 , 	0 , 	0 , 	1 , 	3 ," 	1,306 ",,,,,,,,,,
WD, 	3 , 	2 , 	1 , 	1 , 	23 , 	1 , 	9 , 	8 , 	3 , 	24 , 	27 , 	54 , 	22 , 	31 , 	15 , 	14 , 	10 , 	6 , 	2 , 	1 , 	0 , 	0 , 	0 , 	2 , 	5 , 	101 , 	46 , 	62 , 	42 , 	19 , 	9 , 	6 , 	5 , 	7 , 	0 , 	38 , 	16 , 	0 , 	0 , 	0 , 	2 , 	17 , 	1 , 	7 , 	10 , 	2 , 	8 , 	8 , 	1 , 	1 , 	674 ,,,,,,,,,,
OA, 	4 , 	13 , 	7 , 	11 , 	36 , 	7 , 	9 , 	7 , 	12 , 	8 , 	4 , 	31 , 	3 , 	4 , 	4 , 	3 , 	6 , 	3 , 	8 , 	9 , 	6 , 	6 , 	3 , 	4 , 	3 , 	30 , 	13 , 	30 , 	16 , 	7 , 	8 , 	5 , 	3 , 	4 , 	1 , 	2 , 	16 , 	3 , 	4 , 	1 , 	1 , 	12 , 	1 , 	7 , 	5 , 	3 , 	5 , 	4 , 	1 , 	5 , 	399 ,,,,,,,,,,
WS, 	5 , 	7 , 	3 , 	4 , 	38 , 	5 , 	6 , 	11 , 	8 , 	11 , 	18 , 	30 , 	15 , 	12 , 	20 , 	17 , 	22 , 	28 , 	2 , 	1 , 	0 , 	1 , 	1 , 	2 , 	4 , 	38 , 	16 , 	32 , 	16 , 	6 , 	4 , 	2 , 	2 , 	4 , 	-   , 	2 , 	4 , 	0 , 	3 , 	1 , 	2 , 	6 , 	-   , 	2 , 	2 , 	13 , 	34 , 	23 , 	1 , 	1 , 	486 ,,,,,,,,,,
ML, 	6 , 	11 , 	6 , 	9 , 	86 , 	11 , 	10 , 	21 , 	12 , 	15 , 	17 , 	48 , 	14 , 	21 , 	30 , 	19 , 	28 , 	71 , 	5 , 	4 , 	5 , 	2 , 	1 , 	4 , 	3 , 	79 , 	38 , 	77 , 	42 , 	16 , 	11 , 	7 , 	12 , 	14 , 	1 , 	4 , 	19 , 	1 , 	4 , 	1 , 	1 , 	8 , 	0 , 	6 , 	4 , 	40 , 	30 , 	23 , 	1 , 	2 , 	900 ,,,,,,,,,,
BE, 	8 , 	16 , 	7 , 	8 , 	113 , 	15 , 	18 , 	26 , 	14 , 	19 , 	31 , 	49 , 	26 , 	26 , 	41 , 	27 , 	29 , 	60 , 	6 , 	4 , 	7 , 	2 , 	3 , 	5 , 	9 , 	76 , 	52 , 	81 , 	50 , 	28 , 	18 , 	6 , 	16 , 	12 , 	2 , 	3 , 	20 , 	1 , 	4 , 	1 , 	1 , 	6 , 	0 , 	7 , 	4 , 	31 , 	18 , 	24 , 	-   , 	5 ," 	1,039 ",,,,,,,,,,
