Exit stations,Entry stations->,,SATURDAY,,,Jun 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
AN, 	10 , 	9 , 	4 , 	2 , 	21 , 	5 , 	32 , 	16 , 	19 , 	3 , 	14 , 	28 , 	7 , 	5 , 	9 , 	5 , 	4 , 	5 , 	50 , 	18 , 	37 , 	8 , 	5 , 	16 , 	12 , 	102 , 	47 , 	123 , 	87 , 	29 , 	23 , 	13 , 	19 , 	17 , 	9 , 	1 , 	3 , 	9 , 	15 , 	10 , 	9 , 	70 , 	9 , 	2 , 	16 , 	6 , 	-   , 	-   , 	17 , 	18 , 	999 ,,,,,,,,,,
Entries," 	2,104 "," 	3,252 "," 	2,202 "," 	2,206 "," 	6,539 "," 	2,415 "," 	3,856 "," 	3,950 "," 	3,824 "," 	2,933 "," 	4,048 "," 	4,494 "," 	2,665 "," 	2,432 "," 	1,750 "," 	1,093 "," 	1,558 "," 	1,843 "," 	1,786 "," 	2,229 "," 	2,657 "," 	1,348 "," 	1,141 "," 	2,762 "," 	5,489 "," 	11,260 "," 	7,999 "," 	20,185 "," 	11,880 "," 	8,376 "," 	6,833 "," 	3,407 "," 	4,936 "," 	4,281 "," 	1,366 "," 	1,190 "," 	3,509 ", 	552 ," 	1,285 "," 	1,056 "," 	1,434 "," 	5,108 "," 	2,777 "," 	1,316 ", 	855 ," 	1,990 ", 	-   , 	-   , 	379 , 	913 ," 	173,462 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
