Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Apr 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	126 , 	125 , 	53 , 	74 , 	314 , 	100 , 	141 , 	140 , 	275 , 	143 , 	18 , 	329 , 	245 , 	236 , 	293 , 	125 , 	117 , 	142 , 	53 , 	34 , 	42 , 	27 , 	35 , 	60 , 	111 , 	611 , 	721 , 	714 , 	556 , 	171 , 	193 , 	58 , 	81 , 	118 , 	37 , 	55 , 	165 , 	9 , 	36 ," 	6,884 ",,,CM line," 	33,776 "," 	3,299 "," 	9,075 "," 	2,715 "," 	2,089 "," 	3,060 "," 	54,014 ",
CL, 	199 , 	209 , 	108 , 	95 , 	350 , 	150 , 	221 , 	206 , 	431 , 	230 , 	470 , 	10 , 	249 , 	276 , 	280 , 	149 , 	195 , 	358 , 	111 , 	123 , 	121 , 	70 , 	69 , 	112 , 	99 , 	744 , 	579 , 	605 , 	458 , 	133 , 	150 , 	84 , 	77 , 	151 , 	62 , 	142 , 	467 , 	40 , 	103 ," 	8,683 ",,,RM line," 	12,034 "," 	5,733 "," 	2,941 "," 	7,496 "," 	1,420 "," 	4,113 "," 	33,737 ",
SL, 	170 , 	156 , 	25 , 	22 , 	152 , 	49 , 	94 , 	180 , 	231 , 	149 , 	252 , 	251 , 	10 , 	117 , 	199 , 	90 , 	87 , 	127 , 	38 , 	24 , 	22 , 	5 , 	9 , 	11 , 	22 , 	573 , 	615 , 	411 , 	329 , 	52 , 	71 , 	36 , 	44 , 	48 , 	26 , 	36 , 	84 , 	6 , 	21 ," 	4,843 ",,,WP line," 	18,352 "," 	3,992 "," 	2,115 "," 	1,473 "," 	5,830 "," 	1,841 "," 	33,603 ",
BF, 	38 , 	37 , 	13 , 	13 , 	132 , 	39 , 	76 , 	173 , 	336 , 	179 , 	232 , 	278 , 	112 , 	9 , 	160 , 	124 , 	128 , 	235 , 	27 , 	17 , 	19 , 	5 , 	4 , 	11 , 	37 , 	526 , 	568 , 	390 , 	271 , 	63 , 	63 , 	29 , 	25 , 	60 , 	23 , 	47 , 	231 , 	5 , 	15 ," 	4,749 ",,,FT/ED line," 	19,084 "," 	6,917 "," 	3,097 "," 	4,647 "," 	1,852 "," 	15,092 "," 	50,688 ",
HY, 	123 , 	92 , 	26 , 	30 , 	151 , 	48 , 	86 , 	183 , 	239 , 	107 , 	298 , 	284 , 	213 , 	163 , 	8 , 	153 , 	261 , 	407 , 	33 , 	23 , 	21 , 	6 , 	8 , 	12 , 	34 , 	397 , 	330 , 	288 , 	224 , 	50 , 	57 , 	27 , 	34 , 	34 , 	19 , 	23 , 	97 , 	8 , 	27 ," 	4,626 ",,,Entries," 	101,406 "," 	35,519 "," 	56,395 "," 	34,004 "," 	33,351 "," 	51,197 "," 	311,873 ",
SH, 	28 , 	26 , 	6 , 	4 , 	118 , 	88 , 	26 , 	82 , 	209 , 	79 , 	164 , 	183 , 	55 , 	83 , 	173 , 	62 , 	87 , 	150 , 	13 , 	11 , 	15 , 	2 , 	3 , 	9 , 	24 , 	378 , 	378 , 	134 , 	109 , 	43 , 	46 , 	9 , 	12 , 	35 , 	10 , 	12 , 	39 , 	1 , 	14 ," 	2,924 ",,,,,,,,,,,
UC, 	17 , 	47 , 	16 , 	14 , 	159 , 	29 , 	53 , 	175 , 	233 , 	131 , 	135 , 	202 , 	90 , 	151 , 	277 , 	119 , 	13 , 	207 , 	17 , 	23 , 	20 , 	4 , 	7 , 	11 , 	17 , 	526 , 	469 , 	308 , 	207 , 	36 , 	32 , 	21 , 	25 , 	40 , 	14 , 	20 , 	56 , 	6 , 	23 ," 	3,948 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	29 , 	80 , 	46 , 	39 , 	296 , 	51 , 	83 , 	266 , 	349 , 	152 , 	147 , 	352 , 	133 , 	248 , 	416 , 	205 , 	212 , 	34 , 	26 , 	25 , 	25 , 	6 , 	10 , 	25 , 	16 , 	712 , 	720 , 	449 , 	331 , 	40 , 	46 , 	24 , 	29 , 	75 , 	20 , 	24 , 	86 , 	7 , 	41 ," 	5,875 ",,,Dtwn SF," 	4,523 ",,,,,,,
CN, 	33 , 	44 , 	24 , 	16 , 	133 , 	24 , 	105 , 	246 , 	349 , 	28 , 	54 , 	116 , 	36 , 	31 , 	27 , 	16 , 	16 , 	26 , 	45 , 	160 , 	384 , 	93 , 	56 , 	107 , 	14 , 	828 , 	885 , 	440 , 	400 , 	63 , 	89 , 	53 , 	48 , 	79 , 	60 , 	2 , 	11 , 	54 , 	362 ," 	5,559 ",,,OAK," 	27,558 "," 	1,657 ",,,,,,
PH, 	25 , 	33 , 	23 , 	20 , 	151 , 	24 , 	78 , 	269 , 	398 , 	25 , 	33 , 	112 , 	27 , 	19 , 	23 , 	12 , 	23 , 	24 , 	187 , 	16 , 	139 , 	63 , 	40 , 	121 , 	10 ," 	1,381 "," 	1,384 ", 	480 , 	459 , 	47 , 	58 , 	47 , 	44 , 	97 , 	65 , 	6 , 	7 , 	45 , 	169 ," 	6,182 ",,,CM line," 	69,632 "," 	6,611 "," 	9,075 ",,,,,
WC, 	28 , 	32 , 	23 , 	21 , 	126 , 	19 , 	84 , 	190 , 	298 , 	21 , 	34 , 	126 , 	20 , 	19 , 	20 , 	15 , 	18 , 	26 , 	567 , 	138 , 	13 , 	71 , 	50 , 	134 , 	9 , 	992 , 	989 , 	450 , 	329 , 	46 , 	58 , 	43 , 	34 , 	66 , 	60 , 	5 , 	6 , 	74 , 	207 ," 	5,464 ",,,RM line," 	24,108 "," 	11,332 "," 	5,657 "," 	7,496 ",,,,
LF, 	12 , 	12 , 	6 , 	5 , 	65 , 	9 , 	29 , 	111 , 	178 , 	8 , 	28 , 	71 , 	8 , 	4 , 	7 , 	3 , 	4 , 	6 , 	132 , 	68 , 	88 , 	9 , 	20 , 	57 , 	4 , 	740 , 	684 , 	241 , 	203 , 	20 , 	31 , 	20 , 	8 , 	28 , 	18 , 	2 , 	3 , 	10 , 	32 ," 	2,979 ",,,WP line," 	36,551 "," 	7,955 "," 	4,203 "," 	2,892 "," 	5,830 ",,,
OR, 	10 , 	11 , 	10 , 	13 , 	52 , 	10 , 	33 , 	81 , 	141 , 	13 , 	29 , 	70 , 	10 , 	5 , 	8 , 	2 , 	5 , 	11 , 	61 , 	49 , 	48 , 	19 , 	7 , 	67 , 	3 , 	657 , 	620 , 	212 , 	175 , 	20 , 	23 , 	16 , 	13 , 	27 , 	20 , 	2 , 	3 , 	8 , 	21 ," 	2,583 ",,,FT/ED line," 	39,017 "," 	14,074 "," 	6,157 "," 	8,760 "," 	3,693 "," 	15,092 "," 	311,873 ",
RR, 	36 , 	34 , 	32 , 	60 , 	39 , 	9 , 	27 , 	83 , 	206 , 	36 , 	66 , 	121 , 	19 , 	18 , 	10 , 	5 , 	8 , 	17 , 	133 , 	64 , 	81 , 	35 , 	39 , 	7 , 	19 , 	924 , 	981 , 	510 , 	478 , 	67 , 	46 , 	25 , 	32 , 	61 , 	23 , 	5 , 	13 , 	17 , 	47 ," 	4,433 ",,,,,,,,,,,
OW, 	53 , 	35 , 	9 , 	14 , 	73 , 	40 , 	60 , 	39 , 	65 , 	17 , 	109 , 	101 , 	33 , 	39 , 	32 , 	22 , 	15 , 	17 , 	13 , 	11 , 	7 , 	4 , 	4 , 	14 , 	4 ," 	1,196 "," 	1,152 ", 	544 , 	382 , 	93 , 	91 , 	24 , 	48 , 	33 , 	22 , 	7 , 	25 , 	3 , 	25 ," 	4,470 ",,,,,,,,,,,
EM, 	252 , 	896 , 	492 , 	485 , 	831 , 	512 , 	758 , 	926 ," 	1,257 ", 	553 , 	689 , 	670 , 	638 , 	613 , 	462 , 	334 , 	597 , 	796 , 	848 ," 	1,715 "," 	1,188 ", 	770 , 	683 , 	881 ," 	1,309 ", 	100 , 	155 , 	379 , 	344 , 	845 ," 	1,527 "," 	1,214 "," 	1,585 "," 	1,197 "," 	1,319 ", 	463 ," 	1,422 ", 	389 , 	711 ," 	30,803 ",,,,,,,,,,,
MT, 	472 , 	986 , 	501 , 	449 , 	748 , 	520 , 	756 , 	697 , 	840 , 	442 , 	788 , 	574 , 	647 , 	595 , 	366 , 	301 , 	495 , 	764 , 	744 ," 	1,365 ", 	970 , 	596 , 	555 , 	696 ," 	1,066 ", 	360 , 	86 , 	233 , 	350 ," 	1,303 "," 	2,203 "," 	1,796 "," 	3,186 "," 	1,449 "," 	1,473 ", 	369 ," 	1,019 ", 	343 , 	580 ," 	31,682 ",,,,,,,,,,,
PL, 	290 , 	682 , 	293 , 	313 , 	830 , 	325 , 	588 , 	551 , 	951 , 	439 , 	685 , 	698 , 	394 , 	373 , 	292 , 	223 , 	298 , 	458 , 	425 , 	522 , 	458 , 	228 , 	204 , 	442 , 	562 , 	585 , 	328 , 	141 , 	362 ," 	1,437 "," 	2,121 "," 	1,372 "," 	2,907 "," 	1,173 ", 	953 , 	198 , 	638 , 	180 , 	381 ," 	24,300 ",,,,,,,,,,,
CC, 	207 , 	537 , 	260 , 	305 , 	571 , 	319 , 	499 , 	417 , 	588 , 	324 , 	487 , 	433 , 	320 , 	295 , 	200 , 	197 , 	206 , 	362 , 	387 , 	428 , 	293 , 	194 , 	153 , 	379 , 	400 , 	341 , 	346 , 	322 , 	92 , 	882 ," 	1,364 ", 	875 ," 	2,160 ", 	740 , 	774 , 	160 , 	418 , 	144 , 	344 ," 	17,721 ",,,,,,,,,,,
16, 	95 , 	94 , 	41 , 	74 , 	220 , 	88 , 	172 , 	129 , 	189 , 	92 , 	144 , 	121 , 	46 , 	61 , 	55 , 	33 , 	31 , 	38 , 	54 , 	44 , 	44 , 	20 , 	18 , 	87 , 	98 , 	747 ," 	1,028 "," 	1,440 ", 	907 , 	32 , 	348 , 	300 , 	829 , 	217 , 	189 , 	18 , 	65 , 	17 , 	66 ," 	8,294 ",,,,,,,,,,,
24, 	133 , 	144 , 	40 , 	55 , 	239 , 	87 , 	138 , 	151 , 	227 , 	80 , 	188 , 	161 , 	68 , 	59 , 	53 , 	39 , 	29 , 	48 , 	86 , 	54 , 	57 , 	31 , 	22 , 	71 , 	90 ," 	1,312 "," 	1,769 "," 	2,234 "," 	1,349 ", 	352 , 	50 , 	312 , 	897 , 	314 , 	253 , 	16 , 	66 , 	24 , 	98 ," 	11,394 ",,,,,,,,,,,
GP, 	25 , 	53 , 	23 , 	24 , 	109 , 	26 , 	54 , 	89 , 	153 , 	33 , 	52 , 	96 , 	29 , 	29 , 	24 , 	12 , 	21 , 	29 , 	41 , 	44 , 	45 , 	20 , 	16 , 	35 , 	25 ," 	1,154 "," 	1,439 "," 	1,572 ", 	791 , 	308 , 	301 , 	38 , 	173 , 	77 , 	81 , 	14 , 	50 , 	10 , 	40 ," 	7,155 ",,,,,,,,,,,
BP, 	46 , 	78 , 	31 , 	32 , 	108 , 	39 , 	67 , 	109 , 	166 , 	58 , 	92 , 	78 , 	47 , 	29 , 	32 , 	17 , 	25 , 	28 , 	43 , 	37 , 	33 , 	10 , 	10 , 	47 , 	60 ," 	1,402 "," 	1,934 "," 	3,786 "," 	1,887 ", 	820 , 	924 , 	185 , 	48 , 	154 , 	190 , 	10 , 	36 , 	13 , 	55 ," 	12,766 ",,,,,,,,,,,
DC, 	61 , 	129 , 	62 , 	61 , 	181 , 	69 , 	86 , 	155 , 	235 , 	104 , 	113 , 	163 , 	76 , 	61 , 	40 , 	33 , 	40 , 	67 , 	76 , 	88 , 	68 , 	30 , 	27 , 	59 , 	68 ," 	1,179 "," 	1,543 "," 	1,207 ", 	717 , 	229 , 	337 , 	84 , 	159 , 	15 , 	78 , 	25 , 	112 , 	35 , 	78 ," 	7,950 ",,,,,,,,,,,
CM, 	27 , 	60 , 	17 , 	14 , 	109 , 	20 , 	40 , 	153 , 	229 , 	21 , 	39 , 	63 , 	24 , 	21 , 	18 , 	8 , 	15 , 	16 , 	62 , 	63 , 	56 , 	19 , 	19 , 	24 , 	27 ," 	1,297 "," 	1,399 ", 	967 , 	716 , 	182 , 	242 , 	87 , 	201 , 	59 , 	12 , 	5 , 	32 , 	16 , 	76 ," 	6,455 ",,,,,,,,,,,
CV, 	6 , 	7 , 	3 , 	3 , 	44 , 	10 , 	16 , 	45 , 	91 , 	63 , 	53 , 	130 , 	36 , 	52 , 	24 , 	15 , 	20 , 	21 , 	4 , 	4 , 	5 , 	2 , 	2 , 	6 , 	6 , 	403 , 	375 , 	187 , 	166 , 	20 , 	16 , 	15 , 	11 , 	27 , 	8 , 	6 , 	140 , 	2 , 	2 ," 	2,048 ",,,,,,,,,,,
ED, 	25 , 	41 , 	22 , 	13 , 	129 , 	29 , 	57 , 	159 , 	262 , 	174 , 	167 , 	449 , 	91 , 	250 , 	96 , 	57 , 	60 , 	81 , 	13 , 	7 , 	6 , 	2 , 	3 , 	15 , 	26 ," 	1,253 "," 	1,040 ", 	582 , 	445 , 	64 , 	67 , 	52 , 	39 , 	113 , 	33 , 	152 , 	22 , 	4 , 	7 ," 	6,109 ",,,,,,,,,,,
NC, 	7 , 	6 , 	2 , 	1 , 	39 , 	6 , 	24 , 	107 , 	114 , 	16 , 	7 , 	33 , 	7 , 	5 , 	8 , 	3 , 	7 , 	7 , 	78 , 	36 , 	59 , 	11 , 	7 , 	19 , 	3 , 	331 , 	334 , 	157 , 	146 , 	18 , 	19 , 	13 , 	16 , 	36 , 	14 , 	2 , 	3 , 	5 , 	76 ," 	1,779 ",,,,,,,,,,,
WP, 	31 , 	31 , 	7 , 	6 , 	95 , 	19 , 	112 , 	199 , 	275 , 	24 , 	39 , 	97 , 	23 , 	16 , 	28 , 	17 , 	20 , 	37 , 	524 , 	168 , 	206 , 	32 , 	25 , 	58 , 	23 , 	602 , 	573 , 	402 , 	366 , 	76 , 	105 , 	45 , 	60 , 	80 , 	80 , 	3 , 	7 , 	94 , 	18 ," 	4,623 ",,,,,,,,,,,
Entries," 	4,130 "," 	7,682 "," 	3,854 "," 	3,325 "," 	10,858 "," 	4,154 "," 	5,938 "," 	8,172 "," 	12,218 "," 	4,593 "," 	7,045 "," 	8,467 "," 	4,908 "," 	4,900 "," 	4,713 "," 	3,058 "," 	3,894 "," 	5,893 "," 	5,775 "," 	6,426 "," 	5,400 "," 	2,817 "," 	2,482 "," 	4,092 "," 	4,598 "," 	28,101 "," 	29,707 "," 	25,208 "," 	18,391 "," 	8,787 "," 	12,084 "," 	7,563 "," 	13,581 "," 	7,739 "," 	6,640 "," 	2,112 "," 	6,208 "," 	1,908 "," 	4,452 "," 	311,873 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
