Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,May 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
PH, 	23 , 	33 , 	20 , 	18 , 	149 , 	27 , 	99 , 	276 , 	412 , 	24 , 	35 , 	89 , 	22 , 	14 , 	21 , 	16 , 	24 , 	34 , 	219 , 	14 , 	156 , 	63 , 	42 , 	125 , 	13 ," 	1,622 "," 	1,523 ", 	565 , 	468 , 	61 , 	64 , 	53 , 	33 , 	89 , 	65 , 	3 , 	8 , 	44 , 	184 ," 	6,750 ",,,CM line," 	74,189 "," 	6,735 "," 	9,485 ",,,,,
WC, 	31 , 	44 , 	23 , 	22 , 	118 , 	28 , 	100 , 	211 , 	304 , 	19 , 	48 , 	95 , 	22 , 	18 , 	19 , 	18 , 	21 , 	31 , 	664 , 	178 , 	15 , 	76 , 	54 , 	143 , 	22 ," 	1,185 "," 	1,169 ", 	494 , 	364 , 	51 , 	63 , 	49 , 	31 , 	78 , 	70 , 	6 , 	7 , 	77 , 	269 ," 	6,240 ",,,RM line," 	26,878 "," 	11,616 "," 	5,443 "," 	7,211 ",,,,
LF, 	14 , 	16 , 	9 , 	6 , 	57 , 	9 , 	30 , 	111 , 	171 , 	8 , 	31 , 	48 , 	5 , 	5 , 	6 , 	2 , 	7 , 	10 , 	164 , 	90 , 	93 , 	7 , 	20 , 	62 , 	6 , 	829 , 	751 , 	260 , 	200 , 	25 , 	27 , 	23 , 	10 , 	28 , 	23 , 	1 , 	2 , 	11 , 	36 ," 	3,215 ",,,WP line," 	40,580 "," 	8,187 "," 	4,419 "," 	2,889 "," 	6,722 ",,,
OR, 	11 , 	15 , 	9 , 	8 , 	55 , 	14 , 	34 , 	78 , 	142 , 	11 , 	38 , 	38 , 	9 , 	4 , 	5 , 	5 , 	5 , 	11 , 	79 , 	63 , 	55 , 	24 , 	7 , 	60 , 	6 , 	753 , 	666 , 	226 , 	181 , 	25 , 	25 , 	15 , 	14 , 	23 , 	20 , 	1 , 	2 , 	8 , 	16 ," 	2,759 ",,,FT/ED line," 	42,211 "," 	14,455 "," 	6,062 "," 	8,404 "," 	3,533 "," 	15,671 "," 	333,847 ",
RR, 	85 , 	49 , 	41 , 	49 , 	38 , 	14 , 	39 , 	78 , 	139 , 	23 , 	82 , 	105 , 	23 , 	16 , 	14 , 	3 , 	9 , 	22 , 	133 , 	78 , 	92 , 	40 , 	37 , 	6 , 	16 ," 	1,089 "," 	1,136 ", 	580 , 	476 , 	85 , 	53 , 	29 , 	30 , 	48 , 	28 , 	4 , 	13 , 	17 , 	41 ," 	4,860 ",,,,,,,,,,,
OW, 	45 , 	51 , 	10 , 	16 , 	64 , 	42 , 	64 , 	42 , 	73 , 	23 , 	123 , 	106 , 	40 , 	47 , 	34 , 	23 , 	24 , 	23 , 	14 , 	12 , 	19 , 	5 , 	6 , 	16 , 	5 ," 	1,372 "," 	1,316 ", 	612 , 	427 , 	109 , 	101 , 	31 , 	49 , 	41 , 	32 , 	6 , 	32 , 	4 , 	33 ," 	5,093 ",,,,,,,,,,,
EM, 	293 ," 	1,023 ", 	577 , 	567 , 	873 , 	647 , 	894 , 	973 ," 	1,337 ", 	593 , 	808 , 	667 , 	758 , 	687 , 	527 , 	392 , 	599 , 	851 , 	977 ," 	1,910 "," 	1,322 ", 	864 , 	745 , 	999 ," 	1,429 ", 	137 , 	305 , 	689 , 	444 ," 	1,340 "," 	1,800 "," 	1,358 "," 	1,753 "," 	1,317 "," 	1,359 ", 	486 ," 	1,504 ", 	464 , 	709 ," 	34,976 ",,,,,,,,,,,
MT, 	484 ," 	1,142 ", 	662 , 	621 , 	634 , 	578 , 	816 , 	705 ," 	1,068 ", 	604 , 	931 , 	628 , 	745 , 	796 , 	407 , 	352 , 	491 , 	755 , 	942 ," 	1,413 "," 	1,019 ", 	612 , 	530 , 	926 ," 	1,310 ", 	447 , 	428 , 	507 ," 	1,005 "," 	1,314 "," 	2,279 "," 	1,737 "," 	2,743 "," 	1,811 "," 	1,706 ", 	427 ," 	1,111 ", 	420 , 	688 ," 	35,796 ",,,,,,,,,,,
PL, 	324 , 	731 , 	331 , 	353 , 	816 , 	408 , 	666 , 	611 , 	978 , 	442 , 	746 , 	602 , 	407 , 	377 , 	328 , 	236 , 	283 , 	474 , 	457 , 	564 , 	469 , 	253 , 	217 , 	498 , 	651 , 	739 , 	405 , 	142 , 	401 ," 	1,771 "," 	2,364 "," 	1,469 "," 	2,942 "," 	1,318 "," 	1,030 ", 	198 , 	649 , 	209 , 	395 ," 	26,256 ",,,,,,,,,,,
CC, 	241 , 	553 , 	238 , 	305 , 	484 , 	341 , 	511 , 	500 , 	579 , 	342 , 	509 , 	363 , 	313 , 	328 , 	202 , 	179 , 	208 , 	352 , 	449 , 	441 , 	320 , 	173 , 	162 , 	385 , 	454 , 	406 , 	422 , 	348 , 	121 , 	991 ," 	1,483 ", 	877 ," 	2,122 ", 	754 , 	788 , 	157 , 	377 , 	167 , 	315 ," 	18,258 ",,,,,,,,,,,
16, 	99 , 	107 , 	47 , 	93 , 	195 , 	111 , 	177 , 	143 , 	196 , 	79 , 	173 , 	129 , 	48 , 	54 , 	53 , 	29 , 	37 , 	54 , 	66 , 	57 , 	48 , 	23 , 	22 , 	112 , 	107 , 	908 ," 	1,250 "," 	1,729 ", 	915 , 	51 , 	428 , 	361 , 	856 , 	249 , 	199 , 	18 , 	71 , 	22 , 	75 ," 	9,393 ",,,,,,,,,,,
24, 	132 , 	147 , 	39 , 	62 , 	183 , 	90 , 	125 , 	155 , 	213 , 	85 , 	201 , 	142 , 	67 , 	65 , 	48 , 	42 , 	33 , 	54 , 	75 , 	56 , 	58 , 	30 , 	26 , 	77 , 	95 ," 	1,474 "," 	1,971 "," 	2,393 "," 	1,323 ", 	418 , 	61 , 	307 , 	860 , 	312 , 	261 , 	16 , 	58 , 	24 , 	83 ," 	11,859 ",,,,,,,,,,,
GP, 	25 , 	60 , 	24 , 	25 , 	93 , 	28 , 	64 , 	107 , 	156 , 	31 , 	73 , 	70 , 	32 , 	33 , 	28 , 	16 , 	18 , 	27 , 	43 , 	47 , 	46 , 	20 , 	14 , 	35 , 	39 ," 	1,251 "," 	1,530 "," 	1,629 ", 	775 , 	347 , 	321 , 	37 , 	182 , 	76 , 	109 , 	12 , 	57 , 	13 , 	39 ," 	7,533 ",,,,,,,,,,,
BP, 	40 , 	83 , 	32 , 	31 , 	77 , 	41 , 	68 , 	102 , 	169 , 	49 , 	74 , 	61 , 	47 , 	26 , 	32 , 	18 , 	20 , 	32 , 	37 , 	33 , 	33 , 	10 , 	11 , 	50 , 	57 ," 	1,499 "," 	2,032 "," 	3,588 "," 	1,680 ", 	793 , 	915 , 	185 , 	48 , 	135 , 	187 , 	11 , 	37 , 	15 , 	59 ," 	12,417 ",,,,,,,,,,,
DC, 	40 , 	108 , 	53 , 	59 , 	142 , 	65 , 	101 , 	158 , 	228 , 	93 , 	117 , 	99 , 	74 , 	65 , 	41 , 	31 , 	41 , 	62 , 	81 , 	89 , 	75 , 	27 , 	22 , 	57 , 	60 ," 	1,285 "," 	1,719 "," 	1,300 ", 	726 , 	260 , 	342 , 	88 , 	150 , 	12 , 	74 , 	27 , 	104 , 	33 , 	75 ," 	8,183 ",,,,,,,,,,,
CM, 	33 , 	69 , 	22 , 	21 , 	105 , 	28 , 	53 , 	159 , 	227 , 	29 , 	43 , 	51 , 	27 , 	26 , 	20 , 	11 , 	17 , 	23 , 	58 , 	57 , 	66 , 	23 , 	19 , 	31 , 	34 ," 	1,401 "," 	1,613 "," 	1,052 ", 	721 , 	200 , 	261 , 	108 , 	211 , 	68 , 	13 , 	9 , 	42 , 	19 , 	84 ," 	7,057 ",,,,,,,,,,,
CV, 	6 , 	6 , 	4 , 	4 , 	34 , 	10 , 	17 , 	46 , 	88 , 	49 , 	62 , 	85 , 	37 , 	52 , 	26 , 	17 , 	19 , 	31 , 	6 , 	4 , 	5 , 	2 , 	2 , 	5 , 	6 , 	445 , 	426 , 	196 , 	161 , 	21 , 	16 , 	11 , 	11 , 	24 , 	11 , 	6 , 	167 , 	2 , 	3 ," 	2,120 ",,,,,,,,,,,
ED, 	31 , 	46 , 	20 , 	20 , 	104 , 	32 , 	55 , 	157 , 	239 , 	161 , 	186 , 	348 , 	102 , 	272 , 	105 , 	66 , 	72 , 	94 , 	16 , 	9 , 	9 , 	3 , 	2 , 	17 , 	34 ," 	1,398 "," 	1,118 ", 	568 , 	401 , 	71 , 	58 , 	66 , 	37 , 	107 , 	45 , 	170 , 	23 , 	3 , 	14 ," 	6,281 ",,,,,,,,,,,
NC, 	7 , 	9 , 	2 , 	4 , 	36 , 	5 , 	32 , 	106 , 	124 , 	9 , 	14 , 	30 , 	7 , 	4 , 	8 , 	3 , 	5 , 	9 , 	78 , 	39 , 	61 , 	10 , 	9 , 	20 , 	7 , 	415 , 	417 , 	199 , 	176 , 	23 , 	20 , 	13 , 	13 , 	31 , 	20 , 	2 , 	2 , 	4 , 	82 ," 	2,053 ",,,,,,,,,,,
WP, 	35 , 	30 , 	8 , 	8 , 	75 , 	18 , 	125 , 	217 , 	294 , 	22 , 	50 , 	90 , 	32 , 	17 , 	29 , 	17 , 	24 , 	40 , 	569 , 	182 , 	269 , 	38 , 	20 , 	57 , 	32 , 	628 , 	675 , 	415 , 	357 , 	96 , 	104 , 	46 , 	56 , 	79 , 	90 , 	3 , 	12 , 	101 , 	20 ," 	4,977 ",,,,,,,,,,,
Entries," 	4,455 "," 	7,945 "," 	4,137 "," 	3,677 "," 	10,192 "," 	4,479 "," 	6,485 "," 	8,447 "," 	12,628 "," 	4,642 "," 	8,635 "," 	7,554 "," 	5,141 "," 	5,360 "," 	4,897 "," 	3,160 "," 	4,011 "," 	6,045 "," 	6,405 "," 	7,055 "," 	5,743 "," 	2,994 "," 	2,510 "," 	4,550 "," 	5,189 "," 	33,066 "," 	33,738 "," 	27,217 "," 	18,955 "," 	10,130 "," 	12,850 "," 	7,883 "," 	13,199 "," 	8,198 "," 	7,117 "," 	2,148 "," 	6,210 "," 	2,143 "," 	4,657 "," 	333,847 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
