Exit stations,Entry stations->,,SATURDAY,,,Nov 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA, 	19 , 	12 ,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC, 	16 , 	24 ,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
RM, 	17 , 	40 , 	51 , 	26 , 	165 , 	30 , 	59 , 	30 , 	32 , 	9 , 	34 , 	22 , 	11 , 	9 , 	10 , 	6 , 	5 , 	4 , 	8 , 	4 , 	8 , 	6 , 	4 , 	6 , 	19 , 	79 , 	59 , 	144 , 	70 , 	65 , 	61 , 	13 , 	19 , 	16 , 	5 , 	4 , 	3 , 	1 , 	7 , 	8 , 	10 , 	34 , 	8 , 	2 , 	4 , 	10 , 	6 , 	11 , 	3 , 	5 ," 	1,257 ",,,,,,,,,,
CL, 	25 , 	19 , 	7 , 	7 , 	32 , 	13 , 	27 , 	26 , 	23 , 	27 , 	47 , 	9 , 	34 , 	41 , 	27 , 	14 , 	11 , 	8 , 	5 , 	4 , 	5 , 	2 , 	1 , 	4 , 	16 , 	57 , 	38 , 	101 , 	67 , 	26 , 	31 , 	9 , 	12 , 	9 , 	2 , 	9 , 	26 , 	1 , 	6 , 	4 , 	4 , 	11 , 	3 , 	10 , 	8 , 	13 , 	10 , 	13 , 	2 , 	6 , 	905 ,,,,,,,,,,
SL, 	13 , 	15 , 	7 , 	10 , 	44 , 	8 , 	29 , 	37 , 	37 , 	62 , 	75 , 	65 , 	11 , 	50 , 	69 , 	26 , 	26 , 	23 , 	8 , 	3 , 	7 , 	1 , 	2 , 	10 , 	15 , 	105 , 	73 , 	193 , 	91 , 	39 , 	29 , 	13 , 	16 , 	20 , 	2 , 	15 , 	36 , 	2 , 	4 , 	5 , 	6 , 	21 , 	4 , 	24 , 	6 , 	15 , 	15 , 	19 , 	2 , 	9 ," 	1,411 ",,,,,,,,,,
BF, 	10 , 	10 , 	4 , 	9 , 	27 , 	9 , 	20 , 	23 , 	33 , 	59 , 	103 , 	43 , 	48 , 	16 , 	48 , 	27 , 	26 , 	28 , 	7 , 	4 , 	4 , 	1 , 	0 , 	3 , 	14 , 	85 , 	59 , 	195 , 	74 , 	30 , 	24 , 	8 , 	15 , 	11 , 	2 , 	16 , 	40 , 	1 , 	5 , 	1 , 	3 , 	10 , 	4 , 	27 , 	4 , 	20 , 	19 , 	17 , 	2 , 	4 ," 	1,249 ",,,,,,,,,,
HY, 	10 , 	19 , 	7 , 	9 , 	49 , 	10 , 	26 , 	25 , 	26 , 	28 , 	60 , 	28 , 	57 , 	48 , 	14 , 	30 , 	48 , 	55 , 	6 , 	4 , 	4 , 	3 , 	3 , 	4 , 	10 , 	51 , 	33 , 	90 , 	46 , 	22 , 	16 , 	6 , 	6 , 	13 , 	6 , 	6 , 	23 , 	2 , 	3 , 	2 , 	3 , 	8 , 	2 , 	16 , 	7 , 	26 , 	34 , 	29 , 	2 , 	4 ," 	1,031 ",,,,,,,,,,
SH, 	8 , 	5 , 	4 , 	1 , 	23 , 	7 , 	9 , 	8 , 	14 , 	16 , 	30 , 	16 , 	27 , 	22 , 	31 , 	10 , 	18 , 	31 , 	4 , 	2 , 	3 , 	1 , 	2 , 	2 , 	5 , 	41 , 	35 , 	62 , 	35 , 	12 , 	17 , 	3 , 	5 , 	7 , 	1 , 	6 , 	12 , 	1 , 	4 , 	1 , 	1 , 	3 , 	2 , 	9 , 	5 , 	28 , 	20 , 	19 , 	0 , 	2 , 	622 ,,,,,,,,,,
UC, 	5 , 	11 , 	4 , 	4 , 	63 , 	7 , 	9 , 	12 , 	15 , 	15 , 	22 , 	10 , 	28 , 	24 , 	53 , 	24 , 	11 , 	30 , 	2 , 	3 , 	3 , 	1 , 	0 , 	4 , 	7 , 	71 , 	40 , 	92 , 	54 , 	18 , 	14 , 	7 , 	6 , 	12 , 	1 , 	6 , 	15 , 	0 , 	2 , 	2 , 	1 , 	9 , 	1 , 	9 , 	8 , 	33 , 	37 , 	34 , 	2 , 	2 , 	839 ,,,,,,,,,,
FM, 	5 , 	9 , 	5 , 	4 , 	47 , 	12 , 	10 , 	17 , 	14 , 	16 , 	27 , 	9 , 	26 , 	32 , 	57 , 	34 , 	29 , 	14 , 	3 , 	3 , 	2 , 	2 , 	1 , 	3 , 	5 , 	77 , 	52 , 	105 , 	67 , 	25 , 	10 , 	5 , 	4 , 	5 , 	2 , 	6 , 	25 , 	1 , 	3 , 	2 , 	2 , 	14 , 	1 , 	7 , 	6 , 	32 , 	58 , 	38 , 	1 , 	5 , 	934 ,,,,,,,,,,
CN, 	7 , 	12 , 	4 , 	4 , 	25 , 	7 , 	27 , 	24 , 	19 , 	3 , 	10 , 	4 , 	6 , 	7 , 	5 , 	3 , 	2 , 	3 , 	14 , 	31 , 	98 , 	58 , 	18 , 	27 , 	8 , 	78 , 	60 , 	134 , 	56 , 	26 , 	27 , 	9 , 	10 , 	10 , 	6 , 	1 , 	4 , 	9 , 	55 , 	6 , 	5 , 	56 , 	4 , 	1 , 	9 , 	2 , 	6 , 	7 , 	36 , 	38 ," 	1,075 ",,,,,,,,,,
PH, 	4 , 	7 , 	4 , 	3 , 	27 , 	8 , 	16 , 	25 , 	23 , 	3 , 	7 , 	4 , 	3 , 	3 , 	4 , 	3 , 	2 , 	3 , 	28 , 	10 , 	40 , 	20 , 	7 , 	34 , 	4 , 	119 , 	69 , 	120 , 	69 , 	25 , 	14 , 	7 , 	9 , 	9 , 	4 , 	2 , 	2 , 	4 , 	21 , 	3 , 	3 , 	57 , 	4 , 	1 , 	16 , 	4 , 	3 , 	5 , 	9 , 	18 , 	878 ,,,,,,,,,,
WC, 	11 , 	11 , 	7 , 	9 , 	46 , 	8 , 	39 , 	38 , 	25 , 	4 , 	10 , 	4 , 	5 , 	5 , 	4 , 	2 , 	2 , 	2 , 	116 , 	42 , 	15 , 	29 , 	12 , 	62 , 	7 , 	140 , 	86 , 	162 , 	91 , 	34 , 	25 , 	15 , 	12 , 	7 , 	4 , 	2 , 	3 , 	14 , 	48 , 	7 , 	4 , 	86 , 	4 , 	0 , 	13 , 	1 , 	1 , 	7 , 	22 , 	28 ," 	1,324 ",,,,,,,,,,
LF, 	5 , 	4 , 	6 , 	5 , 	23 , 	3 , 	12 , 	18 , 	14 , 	1 , 	6 , 	1 , 	2 , 	1 , 	2 , 	1 , 	1 , 	1 , 	68 , 	22 , 	29 , 	7 , 	6 , 	31 , 	2 , 	84 , 	49 , 	88 , 	53 , 	23 , 	11 , 	7 , 	5 , 	3 , 	1 , 	0 , 	1 , 	4 , 	10 , 	3 , 	3 , 	44 , 	1 , 	0 , 	9 , 	1 , 	3 , 	2 , 	4 , 	5 , 	682 ,,,,,,,,,,
OR, 	2 , 	2 , 	4 , 	2 , 	19 , 	3 , 	7 , 	10 , 	9 , 	1 , 	2 , 	1 , 	2 , 	2 , 	3 , 	1 , 	1 , 	1 , 	14 , 	6 , 	16 , 	5 , 	5 , 	25 , 	3 , 	75 , 	42 , 	70 , 	52 , 	21 , 	8 , 	6 , 	2 , 	2 , 	1 , 	-   , 	0 , 	2 , 	3 , 	1 , 	1 , 	37 , 	2 , 	2 , 	4 , 	1 , 	1 , 	3 , 	4 , 	1 , 	482 ,,,,,,,,,,
RR, 	13 , 	9 , 	11 , 	7 , 	13 , 	5 , 	24 , 	47 , 	39 , 	6 , 	18 , 	3 , 	6 , 	5 , 	4 , 	2 , 	4 , 	1 , 	24 , 	32 , 	59 , 	35 , 	23 , 	12 , 	10 , 	172 , 	126 , 	178 , 	171 , 	91 , 	57 , 	20 , 	13 , 	10 , 	4 , 	1 , 	4 , 	5 , 	9 , 	5 , 	4 , 	75 , 	8 , 	1 , 	10 , 	2 , 	1 , 	4 , 	3 , 	11 ," 	1,395 ",,,,,,,,,,
OW, 	11 , 	7 , 	4 , 	5 , 	21 , 	8 , 	16 , 	23 , 	32 , 	10 , 	47 , 	12 , 	16 , 	11 , 	11 , 	4 , 	4 , 	5 , 	6 , 	6 , 	4 , 	2 , 	2 , 	10 , 	16 , 	275 , 	182 , 	445 , 	396 , 	160 , 	90 , 	21 , 	19 , 	20 , 	6 , 	4 , 	15 , 	1 , 	6 , 	6 , 	12 , 	58 , 	10 , 	3 , 	10 , 	3 , 	6 , 	5 , 	2 , 	4 ," 	2,044 ",,,,,,,,,,
EM, 	97 , 	152 , 	101 , 	127 , 	372 , 	125 , 	196 , 	246 , 	217 , 	144 , 	169 , 	57 , 	108 , 	90 , 	69 , 	49 , 	75 , 	85 , 	85 , 	128 , 	170 , 	104 , 	89 , 	203 , 	312 , 	67 , 	16 , 	133 , 	115 , 	237 , 	255 , 	145 , 	175 , 	158 , 	40 , 	56 , 	220 , 	23 , 	66 , 	42 , 	45 , 	169 , 	105 , 	81 , 	32 , 	47 , 	79 , 	87 , 	9 , 	35 ," 	6,000 ",,,,,,,,,,
MT, 	77 , 	138 , 	85 , 	104 , 	324 , 	114 , 	176 , 	199 , 	180 , 	109 , 	149 , 	47 , 	98 , 	92 , 	47 , 	44 , 	46 , 	66 , 	75 , 	86 , 	100 , 	60 , 	48 , 	141 , 	260 , 	23 , 	36 , 	21 , 	60 , 	196 , 	241 , 	135 , 	258 , 	162 , 	56 , 	51 , 	134 , 	16 , 	43 , 	37 , 	36 , 	168 , 	85 , 	39 , 	24 , 	34 , 	52 , 	51 , 	7 , 	34 ," 	4,857 ",,,,,,,,,,
PL, 	132 , 	210 , 	109 , 	117 , 	368 , 	115 , 	181 , 	240 , 	237 , 	168 , 	227 , 	106 , 	160 , 	159 , 	82 , 	57 , 	91 , 	84 , 	127 , 	124 , 	153 , 	86 , 	69 , 	158 , 	405 , 	124 , 	23 , 	100 , 	101 , 	507 , 	571 , 	355 , 	563 , 	474 , 	141 , 	75 , 	195 , 	35 , 	101 , 	117 , 	130 , 	437 , 	189 , 	71 , 	22 , 	39 , 	61 , 	86 , 	17 , 	53 ," 	8,546 ",,,,,,,,,,
CC, 	76 , 	149 , 	110 , 	204 , 	287 , 	207 , 	321 , 	282 , 	216 , 	157 , 	207 , 	74 , 	85 , 	69 , 	51 , 	43 , 	57 , 	73 , 	49 , 	75 , 	108 , 	57 , 	60 , 	199 , 	518 , 	124 , 	45 , 	107 , 	56 , 	261 , 	425 , 	176 , 	198 , 	277 , 	83 , 	47 , 	151 , 	17 , 	41 , 	72 , 	95 , 	185 , 	205 , 	48 , 	14 , 	35 , 	50 , 	71 , 	7 , 	24 ," 	6,539 ",,,,,,,,,,
16, 	56 , 	71 , 	40 , 	57 , 	131 , 	68 , 	131 , 	164 , 	102 , 	63 , 	85 , 	31 , 	37 , 	24 , 	22 , 	12 , 	23 , 	26 , 	23 , 	21 , 	30 , 	22 , 	17 , 	90 , 	156 , 	223 , 	183 , 	587 , 	314 , 	15 , 	84 , 	133 , 	149 , 	199 , 	56 , 	24 , 	53 , 	8 , 	20 , 	46 , 	55 , 	135 , 	106 , 	16 , 	12 , 	10 , 	19 , 	29 , 	4 , 	16 ," 	3,991 ",,,,,,,,,,
24, 	66 , 	69 , 	26 , 	42 , 	100 , 	43 , 	94 , 	110 , 	68 , 	55 , 	84 , 	33 , 	30 , 	19 , 	15 , 	20 , 	12 , 	13 , 	22 , 	19 , 	20 , 	11 , 	12 , 	50 , 	98 , 	232 , 	178 , 	701 , 	449 , 	88 , 	29 , 	127 , 	132 , 	152 , 	59 , 	14 , 	24 , 	5 , 	21 , 	39 , 	56 , 	101 , 	77 , 	5 , 	10 , 	4 , 	9 , 	15 , 	3 , 	17 ," 	3,675 ",,,,,,,,,,
GP, 	14 , 	17 , 	10 , 	16 , 	62 , 	13 , 	32 , 	34 , 	28 , 	12 , 	19 , 	7 , 	9 , 	7 , 	7 , 	4 , 	5 , 	7 , 	6 , 	4 , 	16 , 	9 , 	5 , 	18 , 	26 , 	132 , 	109 , 	378 , 	173 , 	117 , 	119 , 	16 , 	25 , 	25 , 	23 , 	3 , 	16 , 	3 , 	11 , 	15 , 	23 , 	70 , 	42 , 	6 , 	8 , 	2 , 	4 , 	6 , 	3 , 	6 ," 	1,716 ",,,,,,,,,,
BP, 	13 , 	19 , 	9 , 	9 , 	27 , 	12 , 	22 , 	20 , 	26 , 	18 , 	23 , 	13 , 	14 , 	12 , 	8 , 	5 , 	4 , 	6 , 	11 , 	10 , 	10 , 	4 , 	3 , 	15 , 	22 , 	148 , 	139 , 	599 , 	172 , 	129 , 	117 , 	23 , 	14 , 	24 , 	30 , 	5 , 	17 , 	3 , 	9 , 	22 , 	38 , 	60 , 	32 , 	4 , 	3 , 	3 , 	4 , 	8 , 	3 , 	10 ," 	1,948 ",,,,,,,,,,
DC, 	15 , 	21 , 	7 , 	9 , 	37 , 	11 , 	17 , 	22 , 	20 , 	12 , 	23 , 	12 , 	17 , 	12 , 	8 , 	5 , 	6 , 	6 , 	8 , 	11 , 	10 , 	3 , 	2 , 	11 , 	18 , 	136 , 	126 , 	527 , 	277 , 	192 , 	140 , 	34 , 	24 , 	21 , 	14 , 	6 , 	19 , 	2 , 	11 , 	25 , 	42 , 	130 , 	60 , 	4 , 	4 , 	7 , 	6 , 	11 , 	2 , 	8 ," 	2,145 ",,,,,,,,,,
CM, 	8 , 	11 , 	4 , 	3 , 	10 , 	2 , 	4 , 	10 , 	10 , 	2 , 	3 , 	2 , 	1 , 	2 , 	3 , 	2 , 	1 , 	2 , 	7 , 	3 , 	4 , 	1 , 	1 , 	4 , 	6 , 	42 , 	40 , 	162 , 	81 , 	52 , 	62 , 	24 , 	36 , 	16 , 	4 , 	2 , 	3 , 	1 , 	6 , 	5 , 	15 , 	49 , 	17 , 	0 , 	1 , 	1 , 	1 , 	1 , 	2 , 	4 , 	727 ,,,,,,,,,,
CV, 	3 , 	3 , 	3 , 	2 , 	17 , 	2 , 	3 , 	5 , 	3 , 	28 , 	24 , 	9 , 	16 , 	19 , 	7 , 	8 , 	6 , 	4 , 	1 , 	1 , 	1 , 	-   , 	-   , 	1 , 	4 , 	60 , 	35 , 	85 , 	40 , 	22 , 	11 , 	5 , 	6 , 	5 , 	1 , 	7 , 	39 , 	0 , 	1 , 	2 , 	1 , 	8 , 	2 , 	40 , 	2 , 	1 , 	5 , 	3 , 	-   , 	2 , 	546 ,,,,,,,,,,
ED, 	7 , 	4 , 	4 , 	6 , 	54 , 	8 , 	9 , 	16 , 	11 , 	37 , 	45 , 	26 , 	38 , 	41 , 	31 , 	8 , 	15 , 	22 , 	4 , 	2 , 	1 , 	1 , 	0 , 	4 , 	9 , 	206 , 	105 , 	234 , 	132 , 	46 , 	29 , 	15 , 	19 , 	27 , 	4 , 	41 , 	24 , 	1 , 	3 , 	1 , 	3 , 	60 , 	8 , 	12 , 	29 , 	7 , 	18 , 	29 , 	1 , 	1 ," 	1,452 ",,,,,,,,,,
NC, 	2 , 	1 , 	1 , 	1 , 	5 , 	1 , 	5 , 	6 , 	4 , 	0 , 	3 , 	1 , 	1 , 	1 , 	2 , 	2 , 	1 , 	0 , 	15 , 	5 , 	13 , 	3 , 	3 , 	5 , 	1 , 	24 , 	18 , 	31 , 	18 , 	7 , 	5 , 	5 , 	2 , 	3 , 	2 , 	1 , 	1 , 	2 , 	8 , 	2 , 	1 , 	23 , 	1 , 	-   , 	4 , 	1 , 	1 , 	1 , 	8 , 	5 , 	247 ,,,,,,,,,,
WP, 	6 , 	10 , 	2 , 	3 , 	7 , 	3 , 	20 , 	10 , 	12 , 	3 , 	7 , 	6 , 	4 , 	2 , 	3 , 	2 , 	3 , 	2 , 	62 , 	22 , 	52 , 	11 , 	6 , 	12 , 	5 , 	49 , 	37 , 	128 , 	43 , 	20 , 	24 , 	8 , 	12 , 	12 , 	8 , 	2 , 	3 , 	8 , 	10 , 	3 , 	7 , 	42 , 	4 , 	1 , 	6 , 	3 , 	3 , 	2 , 	6 , 	7 , 	717 ,,,,,,,,,,
SS, 	7 , 	5 , 	2 , 	3 , 	7 , 	4 , 	6 , 	7 , 	11 , 	3 , 	5 , 	2 , 	7 , 	2 , 	1 , 	2 , 	2 , 	1 , 	5 , 	2 , 	5 , 	2 , 	1 , 	2 , 	7 , 	39 , 	34 , 	124 , 	65 , 	48 , 	40 , 	14 , 	22 , 	27 , 	7 , 	2 , 	3 , 	2 , 	2 , 	4 , 	13 , 	32 , 	12 , 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	4 , 	596 ,,,,,,,,,,
SB, 	11 , 	13 , 	2 , 	2 , 	12 , 	4 , 	5 , 	10 , 	12 , 	4 , 	8 , 	5 , 	4 , 	5 , 	3 , 	2 , 	1 , 	1 , 	5 , 	5 , 	5 , 	4 , 	2 , 	6 , 	13 , 	47 , 	35 , 	148 , 	97 , 	62 , 	56 , 	24 , 	45 , 	44 , 	20 , 	1 , 	5 , 	2 , 	6 , 	14 , 	9 , 	66 , 	9 , 	2 , 	1 , 	1 , 	0 , 	1 , 	3 , 	4 , 	842 ,,,,,,,,,,
SO, 	30 , 	39 , 	37 , 	37 , 	128 , 	31 , 	50 , 	41 , 	59 , 	9 , 	20 , 	11 , 	13 , 	8 , 	7 , 	5 , 	9 , 	11 , 	44 , 	48 , 	79 , 	50 , 	35 , 	58 , 	52 , 	126 , 	111 , 	482 , 	152 , 	116 , 	69 , 	47 , 	41 , 	93 , 	33 , 	7 , 	42 , 	9 , 	31 , 	19 , 	39 , 	62 , 	193 , 	13 , 	6 , 	5 , 	6 , 	2 , 	8 , 	29 ," 	2,644 ",,,,,,,,,,
MB, 	6 , 	13 , 	6 , 	9 , 	169 , 	13 , 	13 , 	15 , 	11 , 	4 , 	4 , 	2 , 	3 , 	4 , 	2 , 	1 , 	1 , 	2 , 	5 , 	4 , 	5 , 	2 , 	3 , 	5 , 	13 , 	87 , 	55 , 	206 , 	163 , 	84 , 	69 , 	29 , 	36 , 	68 , 	16 , 	3 , 	8 , 	1 , 	3 , 	9 , 	13 , 	264 , 	30 , 	2 , 	1 , 	0 , 	1 , 	1 , 	2 , 	3 ," 	1,461 ",,,,,,,,,,
WD, 	2 , 	1 , 	1 , 	2 , 	21 , 	3 , 	4 , 	7 , 	3 , 	17 , 	26 , 	10 , 	27 , 	31 , 	17 , 	10 , 	9 , 	11 , 	1 , 	1 , 	1 , 	1 , 	1 , 	2 , 	4 , 	66 , 	34 , 	71 , 	51 , 	18 , 	5 , 	11 , 	6 , 	5 , 	1 , 	42 , 	16 , 	-   , 	0 , 	2 , 	1 , 	18 , 	1 , 	4 , 	9 , 	6 , 	7 , 	8 , 	1 , 	1 , 	591 ,,,,,,,,,,
OA, 	4 , 	8 , 	5 , 	10 , 	39 , 	9 , 	6 , 	8 , 	14 , 	7 , 	4 , 	4 , 	4 , 	3 , 	4 , 	1 , 	3 , 	4 , 	9 , 	12 , 	8 , 	5 , 	2 , 	4 , 	6 , 	20 , 	15 , 	22 , 	14 , 	7 , 	7 , 	5 , 	2 , 	6 , 	0 , 	2 , 	18 , 	3 , 	5 , 	-   , 	0 , 	8 , 	2 , 	4 , 	2 , 	2 , 	4 , 	3 , 	-   , 	2 , 	330 ,,,,,,,,,,
WS, 	6 , 	7 , 	3 , 	5 , 	31 , 	5 , 	7 , 	13 , 	8 , 	11 , 	22 , 	15 , 	15 , 	12 , 	24 , 	17 , 	22 , 	27 , 	3 , 	2 , 	1 , 	1 , 	1 , 	1 , 	6 , 	39 , 	24 , 	43 , 	29 , 	10 , 	6 , 	2 , 	4 , 	6 , 	0 , 	1 , 	10 , 	0 , 	1 , 	1 , 	1 , 	6 , 	1 , 	6 , 	2 , 	4 , 	29 , 	24 , 	1 , 	1 , 	512 ,,,,,,,,,,
ML, 	7 , 	8 , 	4 , 	7 , 	77 , 	8 , 	15 , 	12 , 	15 , 	18 , 	16 , 	12 , 	17 , 	17 , 	36 , 	15 , 	38 , 	62 , 	7 , 	4 , 	2 , 	0 , 	1 , 	3 , 	5 , 	73 , 	40 , 	82 , 	48 , 	19 , 	10 , 	3 , 	3 , 	11 , 	2 , 	3 , 	14 , 	1 , 	4 , 	1 , 	2 , 	9 , 	0 , 	7 , 	6 , 	34 , 	18 , 	25 , 	1 , 	2 , 	817 ,,,,,,,,,,
BE, 	14 , 	15 , 	6 , 	11 , 	111 , 	12 , 	22 , 	29 , 	17 , 	19 , 	29 , 	12 , 	23 , 	21 , 	34 , 	24 , 	37 , 	46 , 	8 , 	6 , 	5 , 	3 , 	3 , 	5 , 	8 , 	78 , 	46 , 	107 , 	71 , 	25 , 	20 , 	9 , 	7 , 	12 , 	1 , 	3 , 	33 , 	1 , 	4 , 	1 , 	1 , 	7 , 	1 , 	7 , 	7 , 	28 , 	13 , 	14 , 	1 , 	7 ," 	1,016 ",,,,,,,,,,
