Avg Weekday Trip OD																																																			
																																																			
2024 / 12																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
RR	14	19	16	8	18	7	36	75	74	8	27	13	14	10	9	2	5	6	57	52	77	35	29	14	16	498	371	227	241	94	60	30	25	18	3	2	5	8	30	5	6	92	5	2	8	2	9	23	3	6	"2,413"
OW	23	20	4	7	32	12	33	36	49	14	63	50	23	24	24	9	10	6	13	9	9	4	3	17	17	727	483	489	394	193	125	33	41	33	6	7	14	2	10	6	16	73	14	7	4	5	10	12	5	8	"3,228"
EM	230	409	256	290	402	269	464	611	558	317	409	177	386	294	175	141	220	260	333	529	558	415	384	553	863	93	30	129	151	410	621	425	458	536	194	224	654	93	295	157	155	212	144	275	55	100	32	206	130	138	"15,419"
MT	190	339	202	205	260	197	336	434	397	245	319	137	325	268	143	122	164	162	254	404	380	271	224	385	581	30	75	52	96	398	706	505	642	675	220	172	396	69	233	196	189	198	164	160	31	72	33	187	96	101	"12,640"
PL	219	347	144	129	309	136	283	338	364	216	351	183	253	236	125	86	106	95	198	197	209	119	100	211	504	166	56	118	100	478	661	451	840	606	196	115	252	53	232	175	141	509	131	90	38	45	43	149	74	71	"11,251"
CC	163	248	123	146	213	150	277	317	299	197	303	137	198	147	93	74	79	81	160	169	150	86	80	214	415	145	90	94	67	221	368	282	458	438	181	104	199	56	154	169	147	227	130	72	15	40	35	151	40	52	"8,456"
16	91	115	49	65	118	73	159	176	146	86	156	57	78	58	35	24	32	32	49	50	48	34	20	86	196	382	389	521	238	25	95	175	288	272	106	29	62	16	77	74	81	162	73	25	10	16	11	56	15	21	"5,253"
24	107	89	34	38	94	45	109	120	120	64	105	56	60	48	25	29	12	17	45	36	33	17	14	55	132	537	580	753	419	97	32	148	228	229	88	14	36	13	61	60	76	111	65	15	9	10	9	37	10	9	"5,152"
GP	25	32	15	18	50	15	37	56	56	26	34	20	16	17	9	5	5	9	20	16	20	7	8	29	37	381	435	487	286	183	145	14	41	47	36	5	19	3	25	22	33	77	41	8	7	3	2	24	5	4	"2,918"
BP	36	36	17	13	39	16	35	45	58	36	44	21	35	25	13	8	10	5	24	12	17	10	7	21	49	386	437	892	433	260	215	42	17	60	56	11	19	9	24	40	62	70	57	6	3	5	7	19	5	7	"3,771"
DC	62	79	21	13	42	17	35	50	74	36	86	51	65	38	21	20	18	19	40	29	32	10	10	16	40	509	605	681	460	288	253	53	74	27	33	18	41	12	40	66	93	147	134	15	5	9	9	42	16	16	"4,571"
CM	12	10	5	4	15	5	7	17	27	4	4	2	4	4	3	2	3	2	6	7	8	1	2	3	8	195	198	238	181	95	84	37	58	24	8	2	4	1	9	15	25	64	48	0	0	1	2	8	1	1	"1,465"
CV	4	4	4	2	18	3	7	17	20	51	34	22	28	24	12	11	15	12	4	1	2	0	1	2	7	189	158	128	113	28	14	5	13	20	2	7	62	1	2	2	3	11	2	43	3	5	0	1	6	8	"1,132"
ED	9	11	6	5	43	10	24	47	67	82	92	56	89	68	44	26	31	30	4	3	3	1	1	4	14	565	376	269	216	62	40	19	21	43	4	59	27	1	4	5	4	83	7	20	29	16	1	3	26	29	"2,701"
NC	3	2	2	1	7	2	15	21	29	3	5	1	4	2	2	1	1	1	19	11	18	5	2	7	2	70	58	58	61	18	14	4	8	12	1	1	1	4	19	4	3	25	2	0	6	0	14	20	1	1	569
WP	10	6	3	5	32	7	76	42	79	10	14	12	8	5	7	4	4	4	122	46	78	16	10	35	11	232	199	283	215	85	66	31	26	41	10	2	3	19	13	8	11	64	8	2	9	5	6	16	3	5	"2,008"
SS	12	14	4	2	12	4	9	16	29	3	7	4	8	8	5	4	3	2	10	7	11	3	2	5	7	150	179	194	175	70	63	23	48	64	15	2	4	5	9	10	19	35	22	2	1	1	1	12	1	0	"1,294"
SB	11	16	6	3	14	2	10	19	20	5	14	6	7	6	4	1	1	3	7	6	9	4	4	5	15	109	122	127	122	69	70	31	55	71	20	3	5	3	10	14	9	64	13	1	1	0	2	8	1	0	"1,130"
SO	53	61	48	68	175	52	77	66	71	17	25	15	16	10	7	4	7	14	67	92	109	68	51	84	85	178	156	392	204	134	90	62	60	131	54	7	65	22	56	32	64	79	310	18	6	7	7	50	7	4	"3,540"
MB	15	26	10	10	45	11	17	26	31	5	10	9	5	5	4	2	2	2	11	6	8	3	4	4	15	134	143	141	121	63	55	38	64	126	42	1	8	1	7	16	14	335	32	3	1	1	2	6	0	0	"1,641"
WD	3	6	5	1	12	4	11	22	27	45	37	20	42	42	24	18	15	14	4	1	1	0	0	2	6	235	156	103	88	26	14	9	7	16	0	48	18	0	2	3	2	23	3	9	15	8	1	1	11	12	"1,171"
OA	7	19	12	14	60	10	13	14	14	10	6	10	7	4	4	4	7	9	12	14	15	8	5	5	4	45	28	32	21	9	9	7	3	4	0	3	23	4	10	1	1	8	1	11	8	4	3	9	5	6	540
WS	7	14	5	5	26	7	19	28	21	34	45	26	44	38	63	57	60	58	3	3	2	1	1	1	4	90	64	45	43	18	9	4	6	9	1	6	14	1	4	1	0	9	1	6	4	11	3	5	63	63	"1,049"
PC	6	4	1	1	6	2	15	10	18	7	9	8	5	2	3	2	1	1	62	20	22	5	3	10	7	24	21	42	36	13	8	2	7	8	2	1	1	14	7	1	3	6	2	1	3	3	2	24	1	1	463
AN	12	9	5	4	24	8	73	53	71	12	14	25	16	6	10	4	5	7	91	38	61	12	8	23	15	183	163	174	159	61	40	27	19	46	10	2	4	20	19	13	10	58	6	1	14	9	25	20	5	6	"1,702"
ML	10	17	8	7	61	9	19	33	32	27	35	19	36	28	58	37	71	87	9	5	7	2	2	4	6	114	90	79	50	16	9	5	6	17	1	6	25	1	3	1	1	9	0	10	5	70	1	5	17	20	"1,189"
BE	15	19	10	9	77	15	26	39	39	32	45	25	44	38	59	42	64	96	8	7	7	3	3	6	9	116	94	75	59	20	11	5	8	16	2	6	29	2	5	0	1	8	0	10	8	75	2	6	21	12	"1,326"
Grand Total	"2,384"	"3,371"	"1,897"	"1,643"	"4,529"	"1,814"	"3,525"	"4,220"	"4,630"	"2,540"	"3,818"	"2,226"	"3,081"	"2,441"	"2,093"	"1,383"	"1,675"	"1,844"	"2,463"	"2,347"	"2,647"	"1,515"	"1,232"	"2,387"	"3,533"	"13,216"	"11,147"	"12,062"	"9,006"	"5,247"	"5,245"	"3,014"	"4,127"	"4,462"	"1,454"	"1,150"	"2,750"	613	"1,923"	"1,273"	"1,381"	"3,944"	"1,693"	"1,147"	616	"1,139"	504	"1,657"	"1,175"	"1,282"	"156,466"
