Exit stations,Entry stations->,,SUNDAY,,,May 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	4 , 	5 , 	3 , 	3 , 	9 , 	2 , 	27 , 	6 , 	11 , 	4 , 	9 , 	16 , 	7 , 	4 , 	6 , 	4 , 	4 , 	3 , 	31 , 	10 , 	21 , 	3 , 	3 , 	13 , 	9 , 	53 , 	39 , 	74 , 	36 , 	18 , 	17 , 	6 , 	16 , 	11 , 	6 , 	1 , 	2 , 	8 , 	7 , 	5 , 	5 , 	57 , 	4 , 	1 , 	11 , 	6 , 	-   , 	-   , 	9 , 	7 , 	609 ,,,,,,,,,,,
Entries," 	1,336 "," 	2,003 "," 	1,391 "," 	1,469 "," 	3,902 "," 	1,536 "," 	2,471 "," 	2,389 "," 	2,697 "," 	1,713 "," 	2,450 "," 	2,255 "," 	1,505 "," 	1,515 "," 	1,024 ", 	632 , 	882 ," 	1,027 ", 	898 ," 	1,579 "," 	1,761 ", 	935 , 	720 ," 	1,700 "," 	3,159 "," 	7,194 "," 	5,203 "," 	13,555 "," 	6,400 "," 	5,334 "," 	5,180 "," 	2,264 "," 	3,161 "," 	2,842 ", 	900 , 	655 ," 	2,000 ", 	287 , 	717 , 	674 ," 	1,034 "," 	5,157 "," 	1,427 ", 	747 ," 	1,094 "," 	1,125 ", 	-   , 	-   , 	222 , 	545 ," 	110,666 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
