Exit stations,Entry stations->,,SUNDAY,,,Mar 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	3 , 	5 , 	1 , 	2 , 	3 , 	2 , 	10 , 	7 , 	9 , 	2 , 	5 , 	5 , 	2 , 	3 , 	3 , 	2 , 	2 , 	2 , 	23 , 	10 , 	13 , 	3 , 	2 , 	8 , 	5 , 	23 , 	15 , 	33 , 	20 , 	9 , 	8 , 	2 , 	4 , 	5 , 	2 , 	0 , 	1 , 	2 , 	5 , 	6 , 	4 , 	28 , 	1 , 	1 , 	5 , 	4 , 	-   , 	-   , 	6 , 	5 , 	321 ,,,,,,,,,,,
Entries, 	782 , 	928 , 	574 , 	513 ," 	1,630 ", 	633 ," 	1,093 "," 	1,110 "," 	1,225 ", 	787 ," 	1,372 ", 	805 , 	731 , 	774 , 	528 , 	321 , 	371 , 	403 , 	626 , 	467 , 	559 , 	304 , 	218 , 	641 ," 	1,302 "," 	2,395 "," 	1,900 "," 	5,058 "," 	2,539 "," 	1,936 "," 	1,811 ", 	844 ," 	1,330 "," 	1,131 ", 	413 , 	276 , 	612 , 	159 , 	444 , 	275 , 	418 ," 	2,079 ", 	512 , 	280 , 	419 , 	471 , 	-   , 	-   , 	154 , 	314 ," 	44,468 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
