Exit stations,Entry stations->,,SUNDAY,,,Dec 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	5 , 	4 , 	2 , 	1 , 	8 , 	4 , 	21 , 	8 , 	12 , 	2 , 	9 , 	38 , 	6 , 	6 , 	6 , 	1 , 	2 , 	4 , 	35 , 	20 , 	30 , 	3 , 	2 , 	14 , 	7 , 	38 , 	27 , 	106 , 	34 , 	12 , 	13 , 	7 , 	14 , 	10 , 	6 , 	1 , 	1 , 	6 , 	6 , 	6 , 	6 , 	51 , 	3 , 	2 , 	17 , 	7 , 	-   , 	-   , 	10 , 	5 , 	638 ,,,,,,,,,,,
Entries," 	1,365 "," 	1,928 "," 	1,360 "," 	1,222 "," 	3,053 "," 	1,245 "," 	2,222 "," 	2,291 "," 	2,562 "," 	1,370 "," 	2,217 "," 	6,016 "," 	1,495 "," 	1,613 "," 	1,024 ", 	610 , 	907 ," 	1,081 "," 	1,219 "," 	1,175 "," 	1,566 ", 	877 , 	749 ," 	1,609 "," 	2,656 "," 	5,074 "," 	4,173 "," 	14,190 "," 	5,072 "," 	3,687 "," 	3,544 "," 	1,969 "," 	2,669 "," 	2,357 ", 	852 , 	679 ," 	2,273 ", 	376 , 	845 , 	595 , 	966 ," 	5,794 "," 	1,101 ", 	887 ," 	1,462 "," 	1,328 ", 	-   , 	-   , 	223 , 	588 ," 	104,138 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
