Exit stations,Entry stations->,,WEEKDAY,,,Feb 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,
LF, 	8 , 	10 , 	7 , 	4 , 	84 , 	11 , 	55 , 	159 , 	157 , 	11 , 	14 , 	24 , 	10 , 	5 , 	5 , 	2 , 	3 , 	12 , 	108 , 	59 , 	62 , 	13 , 	18 , 	75 , 	6 , 	874 , 	816 , 	308 , 	295 , 	68 , 	30 , 	23 , 	13 , 	22 , 	4 , 	1 , 	2 , 	11 , 	46 , 	6 , 	10 , 	84 , 	16 , 	1 , 	26 , 	-   ," 	3,573 ",,,,,,,,,
OR, 	9 , 	11 , 	7 , 	7 , 	55 , 	7 , 	41 , 	110 , 	122 , 	9 , 	17 , 	21 , 	7 , 	4 , 	5 , 	2 , 	5 , 	15 , 	46 , 	28 , 	40 , 	20 , 	10 , 	58 , 	3 , 	791 , 	750 , 	250 , 	249 , 	54 , 	25 , 	25 , 	19 , 	25 , 	4 , 	2 , 	2 , 	6 , 	21 , 	7 , 	8 , 	65 , 	9 , 	1 , 	13 , 	-   ," 	2,986 ",,,,,,,,,
RR, 	24 , 	41 , 	31 , 	27 , 	71 , 	19 , 	74 , 	210 , 	194 , 	38 , 	51 , 	31 , 	22 , 	12 , 	17 , 	9 , 	12 , 	33 , 	94 , 	115 , 	147 , 	69 , 	59 , 	22 , 	28 ," 	1,102 "," 	1,239 ", 	638 , 	693 , 	212 , 	114 , 	58 , 	42 , 	48 , 	6 , 	4 , 	13 , 	23 , 	57 , 	14 , 	16 , 	121 , 	26 , 	7 , 	18 , 	-   ," 	5,899 ",,,,,,,,,
OW, 	25 , 	34 , 	15 , 	13 , 	78 , 	33 , 	52 , 	63 , 	108 , 	39 , 	104 , 	103 , 	39 , 	39 , 	26 , 	15 , 	12 , 	22 , 	18 , 	11 , 	15 , 	4 , 	2 , 	26 , 	21 ," 	1,663 "," 	1,556 "," 	1,053 ", 	890 , 	375 , 	212 , 	59 , 	85 , 	67 , 	14 , 	14 , 	26 , 	5 , 	38 , 	14 , 	24 , 	84 , 	35 , 	8 , 	8 , 	-   ," 	7,148 ",,,,,,,,,
EM, 	488 ," 	1,098 ", 	705 , 	775 ," 	1,214 ", 	951 ," 	1,356 "," 	1,811 "," 	1,694 "," 	1,113 "," 	1,148 ", 	678 , 	938 , 	922 , 	664 , 	500 ," 	1,163 "," 	2,270 "," 	1,167 "," 	2,133 "," 	1,744 "," 	1,006 ", 	911 ," 	1,230 "," 	2,082 ", 	146 , 	142 , 	525 , 	589 ," 	1,168 "," 	1,822 "," 	1,273 "," 	1,546 "," 	1,372 ", 	884 , 	671 ," 	2,331 ", 	611 ," 	1,002 ", 	672 , 	643 , 	382 ," 	1,120 ", 	940 , 	170 , 	-   ," 	47,769 ",,,,,,,,,
MT, 	466 ," 	1,048 ", 	663 , 	715 , 	971 , 	871 ," 	1,257 "," 	1,486 "," 	1,251 "," 	1,102 "," 	1,132 ", 	591 , 	834 , 	786 , 	591 , 	423 , 	894 ," 	1,706 "," 	1,042 "," 	1,818 "," 	1,406 ", 	750 , 	687 ," 	1,103 "," 	1,732 ", 	164 , 	153 , 	225 , 	582 ," 	1,547 "," 	2,539 "," 	1,750 "," 	2,638 "," 	2,031 "," 	1,200 ", 	586 ," 	1,740 ", 	551 , 	904 , 	910 , 	848 , 	404 ," 	1,581 ", 	729 , 	112 , 	-   ," 	46,520 ",,,,,,,,,
PL, 	366 , 	719 , 	343 , 	346 , 	699 , 	419 , 	723 , 	838 , 	818 , 	613 , 	763 , 	499 , 	478 , 	468 , 	303 , 	199 , 	325 , 	598 , 	477 , 	532 , 	437 , 	219 , 	189 , 	476 , 	971 , 	763 , 	350 , 	125 , 	369 ," 	1,294 "," 	1,676 "," 	1,108 "," 	2,151 "," 	1,277 ", 	581 , 	242 , 	671 , 	246 , 	561 , 	422 , 	384 ," 	1,010 ", 	703 , 	280 , 	140 , 	-   ," 	27,173 ",,,,,,,,,
CC, 	299 , 	645 , 	383 , 	434 , 	642 , 	509 , 	807 , 	929 , 	780 , 	589 , 	800 , 	409 , 	445 , 	409 , 	299 , 	206 , 	297 , 	502 , 	444 , 	527 , 	392 , 	250 , 	207 , 	568 , 	865 , 	632 , 	616 , 	342 , 	72 , 	669 ," 	1,104 ", 	786 ," 	1,355 ", 	811 , 	502 , 	231 , 	591 , 	271 , 	544 , 	399 , 	367 , 	421 , 	641 , 	244 , 	66 , 	-   ," 	23,299 ",,,,,,,,,
16, 	163 , 	217 , 	117 , 	165 , 	329 , 	227 , 	376 , 	450 , 	302 , 	233 , 	290 , 	159 , 	143 , 	123 , 	82 , 	74 , 	64 , 	116 , 	125 , 	137 , 	100 , 	52 , 	46 , 	172 , 	368 ," 	1,234 "," 	1,678 "," 	1,549 ", 	739 , 	30 , 	242 , 	337 , 	696 , 	311 , 	146 , 	61 , 	151 , 	63 , 	173 , 	141 , 	132 , 	172 , 	269 , 	60 , 	23 , 	-   ," 	12,840 ",,,,,,,,,
24, 	177 , 	179 , 	65 , 	87 , 	271 , 	135 , 	221 , 	344 , 	286 , 	145 , 	211 , 	125 , 	94 , 	79 , 	53 , 	45 , 	34 , 	49 , 	73 , 	70 , 	59 , 	26 , 	25 , 	107 , 	218 ," 	1,628 "," 	2,198 "," 	1,957 "," 	1,134 ", 	247 , 	35 , 	257 , 	633 , 	270 , 	122 , 	25 , 	85 , 	47 , 	142 , 	96 , 	130 , 	143 , 	240 , 	33 , 	23 , 	-   ," 	12,620 ",,,,,,,,,
GP, 	46 , 	72 , 	29 , 	38 , 	128 , 	34 , 	81 , 	176 , 	164 , 	58 , 	71 , 	73 , 	40 , 	29 , 	26 , 	9 , 	12 , 	31 , 	36 , 	49 , 	43 , 	16 , 	16 , 	41 , 	63 ," 	1,143 "," 	1,416 "," 	1,243 ", 	713 , 	348 , 	267 , 	26 , 	125 , 	75 , 	58 , 	18 , 	55 , 	13 , 	58 , 	39 , 	67 , 	88 , 	135 , 	21 , 	13 , 	-   ," 	7,302 ",,,,,,,,,
BP, 	66 , 	96 , 	39 , 	33 , 	113 , 	51 , 	83 , 	135 , 	146 , 	85 , 	100 , 	68 , 	59 , 	39 , 	38 , 	24 , 	20 , 	32 , 	50 , 	41 , 	41 , 	13 , 	16 , 	41 , 	92 ," 	1,332 "," 	1,807 "," 	2,460 "," 	1,273 ", 	615 , 	615 , 	113 , 	45 , 	114 , 	90 , 	19 , 	63 , 	28 , 	73 , 	77 , 	106 , 	101 , 	159 , 	19 , 	7 , 	-   ," 	10,642 ",,,,,,,,,
DC, 	100 , 	195 , 	70 , 	63 , 	144 , 	54 , 	102 , 	169 , 	203 , 	134 , 	162 , 	179 , 	127 , 	100 , 	70 , 	59 , 	76 , 	91 , 	118 , 	90 , 	80 , 	23 , 	25 , 	41 , 	87 ," 	1,292 "," 	1,754 "," 	1,448 ", 	796 , 	319 , 	291 , 	78 , 	128 , 	27 , 	38 , 	37 , 	128 , 	68 , 	155 , 	88 , 	144 , 	177 , 	298 , 	58 , 	12 , 	-   ," 	9,896 ",,,,,,,,,
CM, 	14 , 	24 , 	6 , 	8 , 	40 , 	11 , 	28 , 	85 , 	127 , 	13 , 	8 , 	15 , 	9 , 	7 , 	6 , 	4 , 	4 , 	6 , 	23 , 	12 , 	21 , 	5 , 	3 , 	6 , 	15 , 	862 ," 	1,059 ", 	668 , 	490 , 	147 , 	120 , 	58 , 	85 , 	38 , 	13 , 	3 , 	17 , 	6 , 	28 , 	18 , 	48 , 	123 , 	96 , 	4 , 	3 , 	-   ," 	4,383 ",,,,,,,,,
CV, 	4 , 	8 , 	3 , 	7 , 	58 , 	9 , 	27 , 	78 , 	111 , 	118 , 	55 , 	46 , 	51 , 	69 , 	22 , 	14 , 	17 , 	44 , 	8 , 	4 , 	5 , 	1 , 	3 , 	5 , 	12 , 	543 , 	591 , 	299 , 	266 , 	69 , 	30 , 	17 , 	19 , 	36 , 	3 , 	10 , 	108 , 	2 , 	2 , 	3 , 	5 , 	20 , 	6 , 	68 , 	9 , 	-   ," 	2,883 ",,,,,,,,,
ED, 	16 , 	27 , 	19 , 	16 , 	123 , 	19 , 	68 , 	235 , 	221 , 	198 , 	129 , 	129 , 	94 , 	151 , 	53 , 	30 , 	56 , 	100 , 	10 , 	5 , 	7 , 	2 , 	3 , 	13 , 	29 ," 	1,934 "," 	1,711 ", 	774 , 	645 , 	184 , 	98 , 	55 , 	73 , 	135 , 	17 , 	115 , 	39 , 	2 , 	11 , 	24 , 	16 , 	114 , 	17 , 	40 , 	70 , 	-   ," 	7,830 ",,,,,,,,,
NC, 	4 , 	8 , 	3 , 	5 , 	49 , 	9 , 	62 , 	164 , 	170 , 	15 , 	8 , 	20 , 	8 , 	6 , 	13 , 	2 , 	6 , 	11 , 	48 , 	32 , 	56 , 	11 , 	5 , 	23 , 	7 , 	482 , 	499 , 	270 , 	304 , 	72 , 	50 , 	21 , 	30 , 	62 , 	6 , 	2 , 	2 , 	11 , 	51 , 	10 , 	13 , 	56 , 	14 , 	0 , 	10 , 	-   ," 	2,710 ",,,,,,,,,
WP, 	34 , 	36 , 	14 , 	16 , 	131 , 	33 , 	279 , 	268 , 	347 , 	48 , 	53 , 	98 , 	41 , 	23 , 	49 , 	16 , 	22 , 	55 , 	322 , 	145 , 	246 , 	42 , 	25 , 	63 , 	42 , 	786 , 	770 , 	702 , 	674 , 	205 , 	169 , 	88 , 	97 , 	152 , 	32 , 	5 , 	10 , 	58 , 	36 , 	38 , 	51 , 	154 , 	35 , 	7 , 	29 , 	-   ," 	6,545 ",,,,,,,,,
SS, 	10 , 	35 , 	7 , 	10 , 	39 , 	10 , 	35 , 	72 , 	82 , 	14 , 	14 , 	23 , 	19 , 	13 , 	10 , 	6 , 	6 , 	8 , 	30 , 	27 , 	20 , 	5 , 	7 , 	12 , 	15 , 	649 , 	819 , 	481 , 	398 , 	136 , 	108 , 	40 , 	92 , 	90 , 	14 , 	3 , 	24 , 	10 , 	39 , 	14 , 	29 , 	53 , 	78 , 	5 , 	3 , 	-   ," 	3,615 ",,,,,,,,,
SB, 	21 , 	45 , 	12 , 	9 , 	44 , 	15 , 	29 , 	71 , 	89 , 	22 , 	24 , 	31 , 	14 , 	18 , 	14 , 	6 , 	5 , 	7 , 	24 , 	28 , 	24 , 	10 , 	8 , 	17 , 	29 , 	638 , 	786 , 	451 , 	389 , 	131 , 	132 , 	75 , 	128 , 	154 , 	50 , 	4 , 	15 , 	12 , 	45 , 	30 , 	14 , 	67 , 	55 , 	3 , 	4 , 	-   ," 	3,799 ",,,,,,,,,
SO, 	51 , 	100 , 	61 , 	80 , 	136 , 	55 , 	103 , 	91 , 	112 , 	40 , 	60 , 	42 , 	38 , 	30 , 	21 , 	14 , 	22 , 	39 , 	108 , 	151 , 	160 , 	88 , 	72 , 	125 , 	108 , 	387 , 	426 , 	869 , 	366 , 	160 , 	140 , 	87 , 	102 , 	176 , 	113 , 	18 , 	107 , 	66 , 	158 , 	49 , 	59 , 	54 , 	261 , 	35 , 	24 , 	-   ," 	5,562 ",,,,,,,,,
MB, 	29 , 	75 , 	34 , 	42 , 	173 , 	45 , 	69 , 	141 , 	146 , 	24 , 	24 , 	29 , 	10 , 	9 , 	6 , 	5 , 	5 , 	7 , 	26 , 	22 , 	30 , 	13 , 	9 , 	18 , 	36 ," 	1,043 "," 	1,398 ", 	707 , 	584 , 	230 , 	218 , 	139 , 	182 , 	297 , 	100 , 	5 , 	17 , 	13 , 	32 , 	76 , 	37 , 	249 , 	45 , 	5 , 	7 , 	-   ," 	6,411 ",,,,,,,,,
WD, 	4 , 	17 , 	8 , 	10 , 	60 , 	11 , 	26 , 	99 , 	123 , 	83 , 	61 , 	64 , 	50 , 	97 , 	36 , 	21 , 	21 , 	42 , 	5 , 	2 , 	3 , 	2 , 	2 , 	6 , 	8 , 	833 , 	788 , 	344 , 	292 , 	73 , 	39 , 	23 , 	26 , 	61 , 	4 , 	77 , 	36 , 	0 , 	7 , 	6 , 	3 , 	37 , 	4 , 	15 , 	32 , 	-   ," 	3,564 ",,,,,,,,,
OA, 	11 , 	32 , 	28 , 	33 , 	71 , 	24 , 	27 , 	39 , 	53 , 	17 , 	8 , 	33 , 	7 , 	5 , 	11 , 	6 , 	19 , 	28 , 	26 , 	46 , 	41 , 	24 , 	13 , 	16 , 	8 , 	174 , 	131 , 	98 , 	78 , 	23 , 	22 , 	14 , 	9 , 	13 , 	2 , 	8 , 	67 , 	9 , 	27 , 	2 , 	4 , 	27 , 	6 , 	29 , 	10 , 	-   ," 	1,382 ",,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,
Entries," 	4,394 "," 	8,618 "," 	5,013 "," 	4,566 "," 	12,698 "," 	5,652 "," 	9,254 "," 	13,620 "," 	13,826 "," 	7,430 "," 	8,300 "," 	6,225 "," 	6,146 "," 	5,933 "," 	5,114 "," 	3,115 "," 	5,007 "," 	9,151 "," 	6,291 "," 	7,818 "," 	6,849 "," 	3,438 "," 	2,937 "," 	5,479 "," 	7,743 "," 	41,101 "," 	44,559 "," 	31,260 "," 	25,725 "," 	12,861 "," 	13,222 "," 	7,953 "," 	11,922 "," 	10,017 "," 	4,509 "," 	2,927 "," 	8,024 "," 	2,869 "," 	6,485 "," 	3,657 "," 	3,725 "," 	5,661 "," 	6,839 "," 	3,414 "," 	1,416 ", 	-   ," 	422,762 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
