Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jun 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	142 , 	136 , 	66 , 	68 , 	279 , 	101 , 	122 , 	123 , 	262 , 	140 , 	22 , 	275 , 	254 , 	240 , 	266 , 	119 , 	110 , 	138 , 	58 , 	36 , 	39 , 	28 , 	37 , 	53 , 	98 , 	633 , 	679 , 	733 , 	534 , 	161 , 	164 , 	47 , 	59 , 	65 , 	35 , 	52 , 	173 , 	9 , 	43 ," 	6,599 ",,,CM line," 	32,656 "," 	3,033 "," 	7,965 "," 	2,373 "," 	1,970 "," 	2,701 "," 	50,698 ",
CL, 	131 , 	176 , 	111 , 	80 , 	290 , 	130 , 	213 , 	194 , 	405 , 	174 , 	275 , 	12 , 	184 , 	220 , 	239 , 	131 , 	170 , 	262 , 	89 , 	95 , 	93 , 	54 , 	34 , 	70 , 	94 , 	606 , 	520 , 	625 , 	414 , 	118 , 	132 , 	69 , 	67 , 	93 , 	51 , 	110 , 	330 , 	37 , 	104 ," 	7,201 ",,,RM line," 	11,834 "," 	5,436 "," 	2,487 "," 	6,952 "," 	1,376 "," 	3,789 "," 	31,874 ",
SL, 	137 , 	118 , 	24 , 	22 , 	145 , 	50 , 	98 , 	188 , 	258 , 	177 , 	267 , 	185 , 	7 , 	114 , 	191 , 	98 , 	87 , 	115 , 	40 , 	21 , 	21 , 	6 , 	7 , 	13 , 	25 , 	562 , 	602 , 	435 , 	328 , 	53 , 	59 , 	32 , 	51 , 	37 , 	32 , 	33 , 	96 , 	9 , 	28 ," 	4,770 ",,,WP line," 	18,675 "," 	4,043 "," 	1,958 "," 	1,448 "," 	5,787 "," 	1,675 "," 	33,588 ",
BF, 	33 , 	38 , 	15 , 	12 , 	122 , 	38 , 	81 , 	179 , 	326 , 	176 , 	230 , 	230 , 	115 , 	7 , 	154 , 	117 , 	134 , 	226 , 	28 , 	20 , 	21 , 	5 , 	4 , 	13 , 	35 , 	520 , 	522 , 	383 , 	270 , 	53 , 	56 , 	25 , 	24 , 	41 , 	23 , 	48 , 	239 , 	4 , 	13 ," 	4,579 ",,,FT/ED line," 	18,956 "," 	6,877 "," 	2,719 "," 	4,278 "," 	1,686 "," 	13,675 "," 	48,192 ",
HY, 	111 , 	83 , 	22 , 	25 , 	136 , 	54 , 	83 , 	192 , 	254 , 	106 , 	284 , 	245 , 	211 , 	159 , 	8 , 	145 , 	245 , 	372 , 	28 , 	19 , 	19 , 	7 , 	7 , 	13 , 	31 , 	388 , 	303 , 	283 , 	225 , 	51 , 	52 , 	29 , 	25 , 	29 , 	22 , 	21 , 	103 , 	7 , 	23 ," 	4,423 ",,,Entries," 	100,131 "," 	35,197 "," 	52,938 "," 	32,342 "," 	33,325 "," 	48,798 "," 	302,730 ",
SH, 	32 , 	25 , 	5 , 	4 , 	99 , 	95 , 	28 , 	74 , 	199 , 	81 , 	164 , 	164 , 	66 , 	80 , 	165 , 	61 , 	68 , 	129 , 	9 , 	11 , 	18 , 	2 , 	2 , 	7 , 	22 , 	395 , 	364 , 	128 , 	107 , 	42 , 	44 , 	7 , 	10 , 	24 , 	11 , 	11 , 	37 , 	2 , 	11 ," 	2,803 ",,,,,,,,,,,
UC, 	21 , 	50 , 	14 , 	15 , 	143 , 	30 , 	58 , 	175 , 	253 , 	135 , 	128 , 	143 , 	87 , 	153 , 	259 , 	103 , 	11 , 	193 , 	21 , 	23 , 	18 , 	4 , 	5 , 	10 , 	17 , 	539 , 	461 , 	311 , 	224 , 	34 , 	34 , 	19 , 	23 , 	27 , 	13 , 	17 , 	57 , 	7 , 	18 ," 	3,853 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	32 , 	79 , 	45 , 	36 , 	276 , 	48 , 	80 , 	287 , 	370 , 	134 , 	156 , 	270 , 	116 , 	236 , 	376 , 	192 , 	195 , 	31 , 	27 , 	25 , 	26 , 	7 , 	14 , 	22 , 	16 , 	760 , 	701 , 	477 , 	299 , 	47 , 	47 , 	27 , 	30 , 	46 , 	20 , 	23 , 	85 , 	5 , 	41 ," 	5,703 ",,,Dtwn SF," 	4,477 ",,,,,,,
CN, 	32 , 	36 , 	22 , 	15 , 	117 , 	22 , 	97 , 	262 , 	353 , 	25 , 	46 , 	94 , 	33 , 	25 , 	23 , 	12 , 	15 , 	22 , 	43 , 	138 , 	435 , 	97 , 	55 , 	100 , 	15 , 	873 , 	856 , 	460 , 	415 , 	67 , 	80 , 	47 , 	39 , 	57 , 	65 , 	2 , 	15 , 	57 , 	296 ," 	5,464 ",,,OAK," 	27,771 "," 	1,569 ",,,,,,
PH, 	23 , 	34 , 	23 , 	20 , 	134 , 	21 , 	90 , 	283 , 	394 , 	23 , 	40 , 	99 , 	23 , 	20 , 	22 , 	11 , 	22 , 	25 , 	169 , 	12 , 	134 , 	61 , 	36 , 	115 , 	12 ," 	1,416 "," 	1,320 ", 	506 , 	447 , 	51 , 	60 , 	51 , 	45 , 	66 , 	69 , 	5 , 	7 , 	39 , 	170 ," 	6,098 ",,,CM line," 	67,393 "," 	6,104 "," 	7,965 ",,,,,
WC, 	27 , 	36 , 	27 , 	23 , 	123 , 	20 , 	92 , 	206 , 	295 , 	19 , 	34 , 	88 , 	20 , 	21 , 	20 , 	16 , 	16 , 	27 , 	604 , 	139 , 	11 , 	70 , 	42 , 	135 , 	15 ," 	1,050 ", 	994 , 	470 , 	341 , 	45 , 	56 , 	46 , 	27 , 	45 , 	59 , 	4 , 	7 , 	78 , 	220 ," 	5,570 ",,,RM line," 	23,743 "," 	10,817 "," 	4,860 "," 	6,952 ",,,,
LF, 	11 , 	12 , 	6 , 	6 , 	67 , 	12 , 	27 , 	112 , 	175 , 	10 , 	31 , 	53 , 	8 , 	3 , 	6 , 	2 , 	5 , 	7 , 	137 , 	69 , 	90 , 	7 , 	17 , 	60 , 	4 , 	780 , 	685 , 	258 , 	195 , 	21 , 	27 , 	20 , 	8 , 	21 , 	17 , 	2 , 	2 , 	11 , 	30 ," 	3,015 ",,,WP line," 	37,236 "," 	7,989 "," 	3,928 "," 	2,824 "," 	5,787 ",,,
OR, 	13 , 	11 , 	10 , 	11 , 	57 , 	10 , 	38 , 	76 , 	150 , 	11 , 	36 , 	41 , 	7 , 	4 , 	8 , 	4 , 	5 , 	14 , 	64 , 	42 , 	46 , 	21 , 	5 , 	63 , 	3 , 	689 , 	632 , 	228 , 	181 , 	24 , 	25 , 	14 , 	10 , 	19 , 	22 , 	2 , 	3 , 	10 , 	27 ," 	2,637 ",,,FT/ED line," 	38,871 "," 	13,921 "," 	5,420 "," 	8,067 "," 	3,362 "," 	13,675 "," 	302,730 ",
RR, 	41 , 	31 , 	31 , 	53 , 	46 , 	9 , 	28 , 	85 , 	209 , 	32 , 	61 , 	75 , 	20 , 	18 , 	9 , 	4 , 	7 , 	15 , 	122 , 	66 , 	89 , 	33 , 	39 , 	7 , 	14 , 	957 , 	964 , 	557 , 	459 , 	70 , 	48 , 	24 , 	15 , 	32 , 	23 , 	5 , 	14 , 	14 , 	41 ," 	4,368 ",,,,,,,,,,,
OW, 	41 , 	40 , 	12 , 	14 , 	54 , 	38 , 	55 , 	38 , 	63 , 	22 , 	101 , 	92 , 	33 , 	41 , 	32 , 	20 , 	18 , 	16 , 	13 , 	12 , 	12 , 	4 , 	4 , 	12 , 	5 ," 	1,204 "," 	1,131 ", 	588 , 	410 , 	91 , 	90 , 	24 , 	38 , 	28 , 	21 , 	7 , 	28 , 	3 , 	25 ," 	4,480 ",,,,,,,,,,,
EM, 	255 , 	949 , 	498 , 	495 , 	834 , 	543 , 	786 , 	919 ," 	1,265 ", 	576 , 	721 , 	624 , 	652 , 	606 , 	440 , 	348 , 	612 , 	851 , 	841 ," 	1,739 "," 	1,262 ", 	819 , 	719 , 	929 ," 	1,324 ", 	118 , 	146 , 	427 , 	366 , 	824 ," 	1,491 "," 	1,219 "," 	1,562 "," 	1,204 "," 	1,388 ", 	472 ," 	1,512 ", 	401 , 	735 ," 	31,471 ",,,,,,,,,,,
MT, 	324 , 	874 , 	519 , 	448 , 	765 , 	513 , 	735 , 	668 , 	979 , 	512 , 	783 , 	541 , 	633 , 	558 , 	347 , 	302 , 	481 , 	754 , 	720 ," 	1,327 ", 	987 , 	606 , 	567 , 	805 ," 	1,191 ", 	163 , 	105 , 	231 , 	355 ," 	1,240 "," 	2,053 "," 	1,759 "," 	2,968 "," 	1,570 "," 	1,471 ", 	379 , 	995 , 	326 , 	593 ," 	31,148 ",,,,,,,,,,,
PL, 	289 , 	677 , 	301 , 	334 , 	845 , 	339 , 	570 , 	547 , 	939 , 	436 , 	692 , 	689 , 	419 , 	377 , 	290 , 	206 , 	304 , 	474 , 	405 , 	516 , 	473 , 	252 , 	221 , 	489 , 	593 , 	625 , 	328 , 	144 , 	368 ," 	1,398 "," 	2,096 "," 	1,378 "," 	2,616 "," 	1,166 ", 	975 , 	212 , 	710 , 	188 , 	389 ," 	24,266 ",,,,,,,,,,,
CC, 	191 , 	542 , 	237 , 	293 , 	529 , 	314 , 	485 , 	424 , 	582 , 	306 , 	470 , 	385 , 	312 , 	287 , 	203 , 	195 , 	219 , 	313 , 	381 , 	409 , 	290 , 	171 , 	151 , 	373 , 	401 , 	347 , 	341 , 	315 , 	100 , 	816 ," 	1,275 ", 	835 ," 	1,921 ", 	728 , 	785 , 	149 , 	402 , 	133 , 	343 ," 	16,953 ",,,,,,,,,,,
16, 	89 , 	99 , 	39 , 	80 , 	180 , 	92 , 	163 , 	127 , 	193 , 	81 , 	150 , 	106 , 	44 , 	49 , 	52 , 	36 , 	24 , 	46 , 	60 , 	46 , 	45 , 	22 , 	19 , 	89 , 	100 , 	701 , 	973 ," 	1,421 ", 	846 , 	36 , 	307 , 	285 , 	682 , 	209 , 	192 , 	19 , 	68 , 	19 , 	73 ," 	7,865 ",,,,,,,,,,,
24, 	133 , 	147 , 	37 , 	62 , 	197 , 	92 , 	129 , 	145 , 	216 , 	76 , 	183 , 	135 , 	64 , 	58 , 	48 , 	38 , 	32 , 	48 , 	77 , 	60 , 	58 , 	28 , 	23 , 	73 , 	91 ," 	1,265 "," 	1,648 "," 	2,208 "," 	1,289 ", 	309 , 	65 , 	290 , 	654 , 	301 , 	258 , 	22 , 	69 , 	23 , 	96 ," 	10,746 ",,,,,,,,,,,
GP, 	27 , 	58 , 	28 , 	24 , 	120 , 	31 , 	55 , 	92 , 	145 , 	38 , 	48 , 	68 , 	31 , 	27 , 	25 , 	11 , 	19 , 	28 , 	40 , 	52 , 	49 , 	22 , 	16 , 	37 , 	27 ," 	1,135 "," 	1,391 "," 	1,585 ", 	753 , 	294 , 	295 , 	30 , 	135 , 	78 , 	94 , 	13 , 	55 , 	11 , 	48 ," 	7,038 ",,,,,,,,,,,
BP, 	39 , 	67 , 	16 , 	20 , 	85 , 	29 , 	57 , 	95 , 	151 , 	50 , 	79 , 	62 , 	50 , 	32 , 	25 , 	18 , 	23 , 	28 , 	43 , 	40 , 	26 , 	9 , 	11 , 	26 , 	45 ," 	1,353 "," 	1,823 "," 	3,556 "," 	1,672 ", 	666 , 	701 , 	137 , 	41 , 	127 , 	178 , 	11 , 	39 , 	16 , 	53 ," 	11,497 ",,,,,,,,,,,
DC, 	32 , 	81 , 	32 , 	35 , 	118 , 	36 , 	53 , 	131 , 	199 , 	57 , 	65 , 	104 , 	53 , 	40 , 	33 , 	20 , 	26 , 	46 , 	54 , 	62 , 	45 , 	22 , 	17 , 	32 , 	40 ," 	1,156 "," 	1,470 "," 	1,211 ", 	701 , 	213 , 	303 , 	85 , 	136 , 	12 , 	73 , 	18 , 	84 , 	16 , 	56 ," 	6,970 ",,,,,,,,,,,
CM, 	33 , 	66 , 	20 , 	16 , 	91 , 	22 , 	46 , 	146 , 	238 , 	21 , 	34 , 	53 , 	23 , 	19 , 	18 , 	11 , 	16 , 	16 , 	62 , 	66 , 	58 , 	17 , 	20 , 	28 , 	27 ," 	1,352 "," 	1,390 "," 	1,005 ", 	748 , 	170 , 	250 , 	104 , 	182 , 	58 , 	14 , 	5 , 	33 , 	18 , 	89 ," 	6,582 ",,,,,,,,,,,
CV, 	5 , 	6 , 	4 , 	5 , 	44 , 	7 , 	17 , 	43 , 	90 , 	60 , 	53 , 	105 , 	39 , 	49 , 	25 , 	18 , 	16 , 	22 , 	3 , 	5 , 	5 , 	1 , 	2 , 	6 , 	8 , 	417 , 	383 , 	212 , 	154 , 	21 , 	20 , 	14 , 	10 , 	17 , 	8 , 	3 , 	150 , 	1 , 	2 ," 	2,050 ",,,,,,,,,,,
ED, 	27 , 	39 , 	20 , 	15 , 	133 , 	32 , 	57 , 	176 , 	267 , 	169 , 	172 , 	322 , 	100 , 	262 , 	108 , 	65 , 	64 , 	81 , 	17 , 	10 , 	7 , 	2 , 	3 , 	16 , 	29 ," 	1,343 "," 	1,025 ", 	657 , 	435 , 	69 , 	73 , 	57 , 	42 , 	91 , 	36 , 	155 , 	22 , 	5 , 	9 ," 	6,211 ",,,,,,,,,,,
NC, 	6 , 	6 , 	3 , 	2 , 	32 , 	5 , 	24 , 	93 , 	117 , 	13 , 	9 , 	35 , 	8 , 	5 , 	6 , 	4 , 	8 , 	6 , 	78 , 	36 , 	61 , 	9 , 	8 , 	19 , 	4 , 	340 , 	317 , 	168 , 	135 , 	18 , 	21 , 	10 , 	16 , 	16 , 	14 , 	2 , 	2 , 	4 , 	77 ," 	1,739 ",,,,,,,,,,,
WP, 	34 , 	32 , 	8 , 	8 , 	99 , 	19 , 	107 , 	199 , 	277 , 	28 , 	45 , 	105 , 	29 , 	15 , 	26 , 	15 , 	19 , 	40 , 	515 , 	164 , 	219 , 	33 , 	30 , 	54 , 	23 , 	619 , 	573 , 	418 , 	375 , 	84 , 	102 , 	49 , 	57 , 	60 , 	94 , 	3 , 	10 , 	91 , 	24 ," 	4,697 ",,,,,,,,,,,
Entries," 	3,790 "," 	7,398 "," 	3,764 "," 	3,246 "," 	10,072 "," 	4,071 "," 	5,790 "," 	8,084 "," 	12,220 "," 	4,420 "," 	6,774 "," 	7,189 "," 	4,829 "," 	4,716 "," 	4,476 "," 	2,963 "," 	3,831 "," 	5,703 "," 	5,657 "," 	6,297 "," 	5,515 "," 	2,869 "," 	2,503 "," 	4,168 "," 	4,683 "," 	28,169 "," 	28,708 "," 	25,483 "," 	17,770 "," 	8,292 "," 	11,371 "," 	7,382 "," 	12,105 "," 	7,028 "," 	6,760 "," 	2,072 "," 	6,245 "," 	1,855 "," 	4,461 "," 	302,730 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
