Exit stations,Entry stations->,,WEEKDAY,,,Jun 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,
LF, 	10 , 	11 , 	12 , 	10 , 	103 , 	12 , 	59 , 	152 , 	165 , 	12 , 	20 , 	48 , 	8 , 	4 , 	7 , 	2 , 	4 , 	15 , 	104 , 	60 , 	71 , 	17 , 	19 , 	85 , 	6 , 	977 , 	913 , 	326 , 	288 , 	70 , 	32 , 	14 , 	15 , 	14 , 	5 , 	2 , 	3 , 	13 , 	42 , 	15 , 	10 , 	108 , 	18 , 	2 , 	28 , 	-   ," 	3,908 ",,,,,,,,,
OR, 	7 , 	14 , 	7 , 	10 , 	72 , 	11 , 	46 , 	115 , 	125 , 	11 , 	24 , 	40 , 	7 , 	3 , 	7 , 	3 , 	6 , 	15 , 	41 , 	37 , 	47 , 	24 , 	13 , 	66 , 	4 , 	852 , 	756 , 	280 , 	259 , 	56 , 	32 , 	13 , 	13 , 	13 , 	4 , 	3 , 	3 , 	5 , 	23 , 	15 , 	9 , 	89 , 	11 , 	2 , 	14 , 	-   ," 	3,210 ",,,,,,,,,
RR, 	23 , 	42 , 	37 , 	24 , 	69 , 	16 , 	70 , 	211 , 	213 , 	32 , 	58 , 	60 , 	26 , 	15 , 	16 , 	8 , 	12 , 	30 , 	93 , 	125 , 	148 , 	80 , 	61 , 	20 , 	24 ," 	1,248 "," 	1,335 ", 	695 , 	682 , 	237 , 	126 , 	35 , 	29 , 	29 , 	6 , 	9 , 	12 , 	23 , 	51 , 	23 , 	16 , 	168 , 	31 , 	4 , 	25 , 	-   ," 	6,296 ",,,,,,,,,
OW, 	26 , 	45 , 	16 , 	17 , 	87 , 	34 , 	54 , 	71 , 	113 , 	40 , 	120 , 	125 , 	39 , 	40 , 	29 , 	16 , 	13 , 	22 , 	18 , 	14 , 	17 , 	5 , 	4 , 	23 , 	24 ," 	1,729 "," 	1,517 "," 	1,053 ", 	880 , 	368 , 	230 , 	48 , 	68 , 	38 , 	13 , 	10 , 	25 , 	7 , 	37 , 	22 , 	25 , 	101 , 	38 , 	11 , 	10 , 	-   ," 	7,243 ",,,,,,,,,
EM, 	488 ," 	1,173 ", 	727 , 	842 ," 	1,657 "," 	1,028 "," 	1,399 "," 	1,828 "," 	1,761 "," 	1,139 "," 	1,192 ", 	743 , 	950 , 	898 , 	673 , 	521 ," 	1,198 "," 	2,340 "," 	1,214 "," 	2,158 "," 	1,844 "," 	1,132 ", 	978 ," 	1,413 "," 	2,067 ", 	189 , 	130 , 	592 , 	615 ," 	1,173 "," 	1,843 "," 	1,293 "," 	1,657 "," 	1,452 ", 	918 , 	703 ," 	2,491 ", 	649 , 	996 , 	701 , 	643 , 	560 ," 	1,203 ", 	991 , 	169 , 	-   ," 	50,333 ",,,,,,,,,
MT, 	458 ," 	1,064 ", 	682 , 	739 ," 	1,282 ", 	914 ," 	1,323 "," 	1,511 "," 	1,259 "," 	1,049 "," 	1,083 ", 	609 , 	805 , 	761 , 	601 , 	428 , 	922 ," 	1,810 "," 	1,040 "," 	1,767 "," 	1,437 ", 	818 , 	680 ," 	1,213 "," 	1,634 ", 	141 , 	143 , 	211 , 	567 ," 	1,504 "," 	2,512 "," 	1,806 "," 	2,687 "," 	2,020 "," 	1,223 ", 	593 ," 	1,691 ", 	527 , 	906 , 	917 , 	820 , 	556 ," 	1,690 ", 	719 , 	111 , 	-   ," 	47,236 ",,,,,,,,,
PL, 	391 , 	792 , 	360 , 	380 , 	891 , 	460 , 	774 , 	853 , 	841 , 	638 , 	790 , 	500 , 	480 , 	455 , 	315 , 	217 , 	319 , 	600 , 	473 , 	549 , 	453 , 	245 , 	214 , 	517 , 	952 , 	836 , 	350 , 	130 , 	383 ," 	1,348 "," 	1,760 "," 	1,168 "," 	2,152 "," 	1,349 ", 	649 , 	252 , 	677 , 	252 , 	563 , 	484 , 	425 ," 	1,401 ", 	791 , 	287 , 	142 , 	-   ," 	28,856 ",,,,,,,,,
CC, 	339 , 	660 , 	385 , 	458 , 	751 , 	543 , 	810 , 	899 , 	786 , 	585 , 	803 , 	438 , 	432 , 	440 , 	295 , 	217 , 	313 , 	497 , 	454 , 	514 , 	413 , 	260 , 	216 , 	560 , 	874 , 	629 , 	576 , 	348 , 	84 , 	675 ," 	1,076 ", 	813 ," 	1,389 ", 	817 , 	553 , 	242 , 	613 , 	250 , 	540 , 	430 , 	387 , 	571 , 	669 , 	252 , 	70 , 	-   ," 	23,927 ",,,,,,,,,
16, 	183 , 	226 , 	112 , 	170 , 	367 , 	261 , 	394 , 	445 , 	331 , 	250 , 	324 , 	156 , 	145 , 	125 , 	92 , 	65 , 	72 , 	139 , 	109 , 	134 , 	118 , 	59 , 	48 , 	205 , 	360 ," 	1,205 "," 	1,572 "," 	1,608 ", 	753 , 	33 , 	259 , 	338 , 	672 , 	339 , 	174 , 	62 , 	152 , 	75 , 	158 , 	155 , 	137 , 	241 , 	290 , 	61 , 	24 , 	-   ," 	13,199 ",,,,,,,,,
24, 	174 , 	183 , 	64 , 	102 , 	267 , 	137 , 	237 , 	343 , 	298 , 	134 , 	230 , 	132 , 	93 , 	85 , 	56 , 	48 , 	31 , 	57 , 	71 , 	69 , 	69 , 	29 , 	30 , 	108 , 	232 ," 	1,621 "," 	2,147 "," 	2,076 "," 	1,134 ", 	256 , 	38 , 	260 , 	554 , 	264 , 	140 , 	34 , 	82 , 	46 , 	129 , 	119 , 	142 , 	198 , 	260 , 	37 , 	23 , 	-   ," 	12,836 ",,,,,,,,,
GP, 	39 , 	53 , 	21 , 	26 , 	139 , 	36 , 	69 , 	158 , 	177 , 	53 , 	62 , 	67 , 	32 , 	24 , 	19 , 	11 , 	10 , 	31 , 	33 , 	36 , 	39 , 	9 , 	10 , 	36 , 	55 ," 	1,182 "," 	1,464 "," 	1,344 ", 	735 , 	367 , 	278 , 	31 , 	102 , 	67 , 	64 , 	12 , 	46 , 	10 , 	43 , 	66 , 	80 , 	124 , 	135 , 	18 , 	16 , 	-   ," 	7,430 ",,,,,,,,,
BP, 	59 , 	82 , 	19 , 	23 , 	105 , 	35 , 	68 , 	123 , 	147 , 	64 , 	75 , 	79 , 	55 , 	43 , 	31 , 	22 , 	18 , 	33 , 	45 , 	39 , 	37 , 	15 , 	11 , 	25 , 	67 ," 	1,404 "," 	1,811 "," 	2,574 "," 	1,210 ", 	630 , 	534 , 	95 , 	53 , 	89 , 	88 , 	17 , 	56 , 	21 , 	64 , 	77 , 	121 , 	120 , 	150 , 	15 , 	9 , 	-   ," 	10,453 ",,,,,,,,,
DC, 	57 , 	84 , 	28 , 	27 , 	108 , 	27 , 	71 , 	141 , 	186 , 	66 , 	76 , 	129 , 	55 , 	42 , 	34 , 	23 , 	29 , 	54 , 	61 , 	56 , 	53 , 	13 , 	15 , 	26 , 	46 ," 	1,368 "," 	1,746 "," 	1,549 ", 	805 , 	333 , 	288 , 	62 , 	106 , 	29 , 	38 , 	23 , 	77 , 	29 , 	70 , 	77 , 	145 , 	204 , 	234 , 	36 , 	16 , 	-   ," 	8,741 ",,,,,,,,,
CM, 	14 , 	25 , 	5 , 	8 , 	36 , 	9 , 	21 , 	73 , 	132 , 	13 , 	10 , 	23 , 	12 , 	11 , 	5 , 	6 , 	5 , 	6 , 	21 , 	12 , 	19 , 	5 , 	4 , 	6 , 	13 , 	892 ," 	1,078 ", 	744 , 	524 , 	175 , 	146 , 	67 , 	82 , 	37 , 	13 , 	3 , 	22 , 	7 , 	26 , 	26 , 	61 , 	129 , 	98 , 	4 , 	3 , 	-   ," 	4,628 ",,,,,,,,,
CV, 	6 , 	11 , 	9 , 	10 , 	71 , 	12 , 	32 , 	76 , 	118 , 	124 , 	70 , 	110 , 	51 , 	69 , 	26 , 	16 , 	20 , 	42 , 	7 , 	3 , 	5 , 	1 , 	3 , 	8 , 	10 , 	561 , 	579 , 	324 , 	265 , 	69 , 	36 , 	14 , 	17 , 	23 , 	2 , 	8 , 	107 , 	2 , 	4 , 	7 , 	7 , 	25 , 	7 , 	81 , 	12 , 	-   ," 	3,059 ",,,,,,,,,
ED, 	17 , 	31 , 	23 , 	23 , 	166 , 	26 , 	69 , 	214 , 	229 , 	194 , 	144 , 	316 , 	99 , 	203 , 	69 , 	39 , 	68 , 	138 , 	13 , 	7 , 	10 , 	4 , 	2 , 	14 , 	29 ," 	2,108 "," 	1,679 ", 	780 , 	648 , 	160 , 	86 , 	50 , 	65 , 	77 , 	20 , 	121 , 	48 , 	1 , 	15 , 	34 , 	17 , 	154 , 	22 , 	52 , 	87 , 	-   ," 	8,367 ",,,,,,,,,
NC, 	6 , 	8 , 	4 , 	6 , 	50 , 	8 , 	59 , 	159 , 	172 , 	12 , 	12 , 	35 , 	10 , 	7 , 	7 , 	2 , 	6 , 	13 , 	48 , 	35 , 	53 , 	14 , 	6 , 	23 , 	8 , 	513 , 	490 , 	289 , 	282 , 	85 , 	46 , 	14 , 	21 , 	27 , 	7 , 	1 , 	1 , 	10 , 	55 , 	14 , 	15 , 	64 , 	15 , 	0 , 	15 , 	-   ," 	2,726 ",,,,,,,,,
WP, 	37 , 	36 , 	15 , 	17 , 	133 , 	29 , 	253 , 	249 , 	348 , 	47 , 	61 , 	121 , 	43 , 	25 , 	37 , 	19 , 	23 , 	46 , 	329 , 	140 , 	236 , 	41 , 	24 , 	62 , 	36 , 	787 , 	775 , 	690 , 	665 , 	191 , 	154 , 	54 , 	76 , 	73 , 	31 , 	5 , 	14 , 	59 , 	35 , 	54 , 	55 , 	170 , 	38 , 	6 , 	36 , 	-   ," 	6,375 ",,,,,,,,,
SS, 	22 , 	48 , 	21 , 	22 , 	56 , 	16 , 	41 , 	83 , 	93 , 	15 , 	23 , 	26 , 	21 , 	14 , 	10 , 	4 , 	8 , 	12 , 	28 , 	36 , 	28 , 	10 , 	11 , 	14 , 	26 , 	675 , 	829 , 	538 , 	420 , 	154 , 	131 , 	71 , 	89 , 	80 , 	20 , 	5 , 	37 , 	13 , 	45 , 	18 , 	39 , 	52 , 	67 , 	8 , 	3 , 	-   ," 	3,983 ",,,,,,,,,
SB, 	23 , 	49 , 	12 , 	12 , 	48 , 	23 , 	37 , 	71 , 	99 , 	24 , 	27 , 	42 , 	20 , 	21 , 	15 , 	6 , 	7 , 	14 , 	27 , 	28 , 	27 , 	9 , 	10 , 	16 , 	28 , 	641 , 	769 , 	490 , 	412 , 	145 , 	151 , 	83 , 	143 , 	145 , 	64 , 	6 , 	18 , 	17 , 	51 , 	41 , 	17 , 	71 , 	60 , 	4 , 	4 , 	-   ," 	4,031 ",,,,,,,,,
SO, 	62 , 	131 , 	86 , 	117 , 	193 , 	85 , 	144 , 	115 , 	143 , 	49 , 	82 , 	46 , 	48 , 	33 , 	27 , 	16 , 	26 , 	55 , 	144 , 	204 , 	218 , 	117 , 	97 , 	171 , 	136 , 	547 , 	553 ," 	1,100 ", 	507 , 	220 , 	185 , 	115 , 	122 , 	202 , 	132 , 	27 , 	157 , 	71 , 	179 , 	51 , 	62 , 	51 , 	356 , 	46 , 	26 , 	-   ," 	7,250 ",,,,,,,,,
MB, 	31 , 	69 , 	34 , 	40 , 	220 , 	51 , 	67 , 	135 , 	150 , 	22 , 	31 , 	37 , 	13 , 	8 , 	7 , 	6 , 	5 , 	7 , 	27 , 	25 , 	29 , 	16 , 	10 , 	27 , 	41 ," 	1,126 "," 	1,482 ", 	824 , 	636 , 	269 , 	240 , 	147 , 	167 , 	243 , 	100 , 	5 , 	23 , 	16 , 	37 , 	72 , 	49 , 	359 , 	51 , 	5 , 	10 , 	-   ," 	6,966 ",,,,,,,,,
WD, 	6 , 	17 , 	9 , 	9 , 	80 , 	10 , 	31 , 	97 , 	124 , 	90 , 	64 , 	147 , 	57 , 	112 , 	41 , 	17 , 	29 , 	43 , 	4 , 	3 , 	3 , 	3 , 	2 , 	5 , 	11 , 	897 , 	775 , 	338 , 	301 , 	76 , 	41 , 	21 , 	20 , 	37 , 	4 , 	98 , 	42 , 	1 , 	5 , 	10 , 	6 , 	53 , 	4 , 	19 , 	40 , 	-   ," 	3,804 ",,,,,,,,,
OA, 	14 , 	38 , 	32 , 	41 , 	94 , 	37 , 	39 , 	47 , 	64 , 	23 , 	12 , 	52 , 	10 , 	7 , 	14 , 	7 , 	21 , 	43 , 	34 , 	52 , 	46 , 	23 , 	14 , 	21 , 	9 , 	177 , 	134 , 	111 , 	84 , 	25 , 	23 , 	15 , 	9 , 	15 , 	2 , 	9 , 	74 , 	14 , 	34 , 	2 , 	4 , 	29 , 	9 , 	37 , 	13 , 	-   ," 	1,612 ",,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,
Entries," 	4,528 "," 	8,698 "," 	4,963 "," 	4,715 "," 	13,432 "," 	5,962 "," 	9,318 "," 	13,437 "," 	14,270 "," 	6,914 "," 	8,457 "," 	7,623 "," 	6,074 "," 	5,959 "," 	5,005 "," 	3,189 "," 	5,118 "," 	9,643 "," 	6,325 "," 	7,849 "," 	7,178 "," 	3,800 "," 	3,133 "," 	5,919 "," 	7,692 "," 	43,487 "," 	45,111 "," 	33,140 "," 	26,033 "," 	13,298 "," 	13,384 "," 	7,875 "," 	11,693 "," 	8,891 "," 	4,780 "," 	3,141 "," 	8,586 "," 	2,860 "," 	6,371 "," 	4,112 "," 	3,912 "," 	7,524 "," 	7,310 "," 	3,656 "," 	1,607 ", 	-   ," 	435,973 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
