Exit stations,Entry stations->,,WEEKDAY,,,Dec 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,Exits,,,,,,,,,
PH, 	15 , 	19 , 	16 , 	21 , 	146 , 	23 , 	172 , 	342 , 	337 , 	20 , 	26 , 	48 , 	25 , 	12 , 	25 , 	8 , 	16 , 	38 , 	93 , 	26 , 	120 , 	44 , 	27 , 	108 , 	13 ," 	1,547 "," 	1,536 ", 	771 , 	570 , 	137 , 	76 , 	92 , 	44 , 	76 , 	14 , 	3 , 	7 , 	35 , 	133 , 	25 , 	28 , 	170 , 	24 , 	2 , 	48 , 	-   ," 	7,077 ",,,,,,,,,
WC, 	26 , 	40 , 	24 , 	27 , 	138 , 	30 , 	158 , 	298 , 	292 , 	24 , 	36 , 	52 , 	29 , 	16 , 	19 , 	15 , 	12 , 	32 , 	320 , 	130 , 	27 , 	59 , 	41 , 	149 , 	19 ," 	1,365 "," 	1,405 ", 	701 , 	507 , 	126 , 	78 , 	59 , 	43 , 	72 , 	20 , 	4 , 	8 , 	56 , 	251 , 	17 , 	29 , 	204 , 	32 , 	4 , 	53 , 	-   ," 	7,045 ",,,,,,,,,
LF, 	7 , 	8 , 	9 , 	5 , 	77 , 	9 , 	48 , 	151 , 	141 , 	9 , 	16 , 	28 , 	8 , 	5 , 	5 , 	1 , 	3 , 	11 , 	103 , 	60 , 	60 , 	16 , 	18 , 	74 , 	5 , 	861 , 	772 , 	417 , 	287 , 	66 , 	34 , 	21 , 	11 , 	19 , 	5 , 	1 , 	2 , 	12 , 	51 , 	6 , 	11 , 	106 , 	16 , 	1 , 	22 , 	-   ," 	3,602 ",,,,,,,,,
OR, 	8 , 	11 , 	7 , 	6 , 	45 , 	7 , 	37 , 	97 , 	116 , 	10 , 	17 , 	25 , 	7 , 	5 , 	6 , 	3 , 	5 , 	16 , 	40 , 	24 , 	44 , 	22 , 	12 , 	57 , 	3 , 	746 , 	670 , 	360 , 	242 , 	50 , 	30 , 	26 , 	13 , 	19 , 	3 , 	2 , 	2 , 	5 , 	18 , 	8 , 	5 , 	85 , 	12 , 	1 , 	14 , 	-   ," 	2,937 ",,,,,,,,,
RR, 	20 , 	40 , 	38 , 	21 , 	57 , 	16 , 	64 , 	207 , 	170 , 	26 , 	48 , 	40 , 	20 , 	15 , 	14 , 	8 , 	13 , 	34 , 	79 , 	103 , 	138 , 	66 , 	56 , 	19 , 	25 ," 	1,071 "," 	1,141 ", 	757 , 	619 , 	205 , 	110 , 	51 , 	36 , 	39 , 	4 , 	4 , 	14 , 	18 , 	55 , 	10 , 	16 , 	142 , 	28 , 	6 , 	18 , 	-   ," 	5,683 ",,,,,,,,,
OW, 	26 , 	40 , 	17 , 	13 , 	68 , 	31 , 	53 , 	63 , 	106 , 	30 , 	98 , 	103 , 	40 , 	44 , 	26 , 	13 , 	15 , 	24 , 	13 , 	13 , 	16 , 	6 , 	3 , 	27 , 	32 ," 	1,562 "," 	1,429 "," 	1,165 ", 	846 , 	343 , 	199 , 	60 , 	63 , 	49 , 	13 , 	11 , 	25 , 	6 , 	40 , 	13 , 	29 , 	100 , 	32 , 	10 , 	10 , 	-   ," 	6,924 ",,,,,,,,,
EM, 	480 ," 	1,085 ", 	705 , 	754 ," 	1,096 ", 	882 ," 	1,250 "," 	1,679 "," 	1,554 "," 	1,020 "," 	1,078 ", 	675 , 	915 , 	880 , 	631 , 	498 ," 	1,055 "," 	2,081 "," 	1,109 "," 	1,979 "," 	1,688 "," 	1,021 ", 	894 ," 	1,237 "," 	1,937 ", 	178 , 	145 , 	736 , 	546 ," 	1,079 "," 	1,674 "," 	1,204 "," 	1,442 "," 	1,354 ", 	846 , 	657 ," 	2,166 ", 	587 , 	996 , 	636 , 	603 , 	414 ," 	1,046 ", 	904 , 	160 , 	-   ," 	45,556 ",,,,,,,,,
MT, 	452 ," 	1,014 ", 	648 , 	695 , 	844 , 	779 ," 	1,173 "," 	1,388 "," 	1,156 "," 	1,000 "," 	1,061 ", 	600 , 	780 , 	732 , 	543 , 	395 , 	821 ," 	1,551 ", 	967 ," 	1,621 "," 	1,330 ", 	750 , 	648 ," 	1,043 "," 	1,620 ", 	173 , 	157 , 	270 , 	521 ," 	1,366 "," 	2,274 "," 	1,640 "," 	2,444 "," 	1,903 "," 	1,099 ", 	546 ," 	1,549 ", 	524 , 	870 , 	882 , 	772 , 	425 ," 	1,450 ", 	657 , 	110 , 	-   ," 	43,242 ",,,,,,,,,
PL, 	398 , 	831 , 	416 , 	421 , 	789 , 	453 , 	750 , 	869 , 	883 , 	632 , 	851 , 	553 , 	540 , 	520 , 	340 , 	227 , 	354 , 	615 , 	492 , 	597 , 	566 , 	327 , 	284 , 	582 ," 	1,065 "," 	1,140 ", 	480 , 	162 , 	498 ," 	1,446 "," 	1,870 "," 	1,286 "," 	2,166 "," 	1,466 ", 	638 , 	293 , 	815 , 	254 , 	590 , 	492 , 	457 ," 	1,161 ", 	838 , 	363 , 	138 , 	-   ," 	30,909 ",,,,,,,,,
CC, 	302 , 	651 , 	368 , 	403 , 	525 , 	470 , 	748 , 	837 , 	729 , 	536 , 	757 , 	414 , 	439 , 	403 , 	297 , 	192 , 	294 , 	472 , 	430 , 	487 , 	415 , 	249 , 	208 , 	509 , 	849 , 	601 , 	557 , 	443 , 	84 , 	618 ," 	1,011 ", 	750 ," 	1,267 ", 	792 , 	505 , 	229 , 	590 , 	257 , 	546 , 	383 , 	363 , 	400 , 	623 , 	247 , 	54 , 	-   ," 	22,301 ",,,,,,,,,
16, 	157 , 	204 , 	109 , 	138 , 	262 , 	200 , 	343 , 	398 , 	290 , 	212 , 	272 , 	158 , 	132 , 	113 , 	78 , 	67 , 	63 , 	121 , 	120 , 	116 , 	103 , 	53 , 	48 , 	172 , 	352 ," 	1,090 "," 	1,405 "," 	1,710 ", 	680 , 	38 , 	220 , 	325 , 	620 , 	306 , 	137 , 	60 , 	146 , 	63 , 	169 , 	130 , 	133 , 	189 , 	253 , 	53 , 	23 , 	-   ," 	12,032 ",,,,,,,,,
24, 	163 , 	187 , 	65 , 	97 , 	209 , 	119 , 	224 , 	315 , 	268 , 	134 , 	200 , 	132 , 	88 , 	79 , 	49 , 	43 , 	33 , 	55 , 	72 , 	67 , 	67 , 	31 , 	27 , 	108 , 	214 ," 	1,431 "," 	1,920 "," 	2,216 "," 	1,032 ", 	242 , 	40 , 	245 , 	510 , 	263 , 	126 , 	26 , 	87 , 	45 , 	138 , 	97 , 	137 , 	167 , 	229 , 	33 , 	22 , 	-   ," 	12,054 ",,,,,,,,,
GP, 	44 , 	71 , 	30 , 	39 , 	110 , 	34 , 	72 , 	163 , 	153 , 	49 , 	64 , 	84 , 	37 , 	30 , 	22 , 	10 , 	15 , 	32 , 	39 , 	44 , 	50 , 	17 , 	15 , 	44 , 	60 ," 	1,053 "," 	1,277 "," 	1,471 ", 	668 , 	325 , 	252 , 	27 , 	109 , 	65 , 	55 , 	19 , 	50 , 	12 , 	60 , 	42 , 	81 , 	103 , 	128 , 	23 , 	16 , 	-   ," 	7,161 ",,,,,,,,,
BP, 	55 , 	79 , 	29 , 	24 , 	80 , 	37 , 	65 , 	106 , 	130 , 	59 , 	72 , 	67 , 	54 , 	39 , 	27 , 	20 , 	21 , 	36 , 	39 , 	37 , 	35 , 	10 , 	11 , 	32 , 	71 ," 	1,212 "," 	1,601 "," 	2,548 "," 	1,097 ", 	537 , 	495 , 	97 , 	39 , 	83 , 	75 , 	18 , 	54 , 	18 , 	63 , 	62 , 	109 , 	108 , 	141 , 	16 , 	8 , 	-   ," 	9,616 ",,,,,,,,,
DC, 	79 , 	151 , 	52 , 	44 , 	101 , 	39 , 	92 , 	157 , 	176 , 	112 , 	125 , 	161 , 	100 , 	78 , 	55 , 	47 , 	58 , 	81 , 	94 , 	80 , 	64 , 	21 , 	20 , 	40 , 	64 ," 	1,231 "," 	1,604 "," 	1,671 ", 	769 , 	297 , 	273 , 	68 , 	99 , 	26 , 	38 , 	32 , 	98 , 	60 , 	118 , 	75 , 	149 , 	189 , 	257 , 	50 , 	14 , 	-   ," 	9,208 ",,,,,,,,,
CM, 	15 , 	23 , 	6 , 	6 , 	30 , 	7 , 	30 , 	76 , 	119 , 	12 , 	8 , 	18 , 	10 , 	8 , 	5 , 	5 , 	4 , 	7 , 	20 , 	13 , 	19 , 	7 , 	3 , 	4 , 	13 , 	812 , 	947 , 	748 , 	470 , 	135 , 	126 , 	55 , 	74 , 	35 , 	13 , 	4 , 	19 , 	5 , 	31 , 	19 , 	62 , 	128 , 	88 , 	4 , 	2 , 	-   ," 	4,246 ",,,,,,,,,
CV, 	6 , 	8 , 	4 , 	7 , 	41 , 	9 , 	22 , 	76 , 	99 , 	107 , 	51 , 	53 , 	46 , 	65 , 	22 , 	12 , 	14 , 	43 , 	4 , 	4 , 	5 , 	1 , 	3 , 	6 , 	11 , 	517 , 	521 , 	361 , 	243 , 	69 , 	30 , 	17 , 	18 , 	32 , 	3 , 	9 , 	105 , 	2 , 	2 , 	5 , 	6 , 	24 , 	5 , 	77 , 	8 , 	-   ," 	2,773 ",,,,,,,,,
ED, 	18 , 	32 , 	20 , 	17 , 	106 , 	18 , 	61 , 	206 , 	205 , 	163 , 	131 , 	156 , 	90 , 	170 , 	63 , 	32 , 	50 , 	112 , 	10 , 	6 , 	7 , 	2 , 	2 , 	14 , 	28 ," 	1,810 "," 	1,490 ", 	923 , 	626 , 	164 , 	94 , 	55 , 	59 , 	106 , 	19 , 	111 , 	41 , 	2 , 	11 , 	24 , 	16 , 	147 , 	20 , 	50 , 	75 , 	-   ," 	7,562 ",,,,,,,,,
NC, 	4 , 	9 , 	4 , 	5 , 	43 , 	9 , 	60 , 	147 , 	149 , 	12 , 	10 , 	19 , 	11 , 	6 , 	6 , 	2 , 	5 , 	12 , 	46 , 	29 , 	59 , 	13 , 	4 , 	22 , 	7 , 	457 , 	467 , 	295 , 	282 , 	72 , 	48 , 	16 , 	21 , 	52 , 	6 , 	1 , 	2 , 	11 , 	52 , 	12 , 	12 , 	58 , 	12 , 	0 , 	13 , 	-   ," 	2,583 ",,,,,,,,,
WP, 	39 , 	33 , 	16 , 	14 , 	109 , 	27 , 	262 , 	255 , 	338 , 	44 , 	53 , 	98 , 	43 , 	24 , 	38 , 	16 , 	24 , 	51 , 	302 , 	142 , 	251 , 	45 , 	23 , 	65 , 	39 , 	779 , 	727 , 	742 , 	666 , 	197 , 	159 , 	78 , 	81 , 	120 , 	33 , 	4 , 	9 , 	52 , 	32 , 	42 , 	55 , 	169 , 	33 , 	6 , 	31 , 	-   ," 	6,370 ",,,,,,,,,
SS, 	14 , 	35 , 	9 , 	8 , 	29 , 	9 , 	32 , 	63 , 	79 , 	12 , 	15 , 	28 , 	18 , 	14 , 	8 , 	7 , 	6 , 	10 , 	26 , 	25 , 	18 , 	5 , 	7 , 	13 , 	16 , 	604 , 	765 , 	580 , 	383 , 	126 , 	103 , 	43 , 	70 , 	81 , 	17 , 	3 , 	27 , 	11 , 	41 , 	15 , 	36 , 	48 , 	65 , 	6 , 	2 , 	-   ," 	3,534 ",,,,,,,,,
SB, 	21 , 	53 , 	11 , 	10 , 	39 , 	16 , 	31 , 	65 , 	82 , 	19 , 	25 , 	34 , 	16 , 	20 , 	13 , 	8 , 	7 , 	9 , 	27 , 	28 , 	25 , 	11 , 	7 , 	16 , 	29 , 	593 , 	699 , 	526 , 	380 , 	137 , 	140 , 	83 , 	142 , 	157 , 	63 , 	6 , 	14 , 	13 , 	48 , 	39 , 	17 , 	72 , 	55 , 	7 , 	3 , 	-   ," 	3,817 ",,,,,,,,,
SO, 	63 , 	118 , 	76 , 	114 , 	233 , 	87 , 	142 , 	108 , 	127 , 	45 , 	69 , 	43 , 	41 , 	30 , 	24 , 	14 , 	23 , 	47 , 	130 , 	183 , 	202 , 	102 , 	83 , 	160 , 	129 , 	428 , 	459 ," 	1,080 ", 	385 , 	186 , 	153 , 	100 , 	112 , 	201 , 	125 , 	22 , 	136 , 	62 , 	178 , 	46 , 	62 , 	71 , 	323 , 	38 , 	18 , 	-   ," 	6,582 ",,,,,,,,,
MB, 	31 , 	70 , 	31 , 	39 , 	139 , 	46 , 	65 , 	130 , 	134 , 	22 , 	27 , 	31 , 	12 , 	9 , 	6 , 	4 , 	5 , 	8 , 	27 , 	23 , 	29 , 	15 , 	11 , 	21 , 	35 , 	957 ," 	1,263 ", 	842 , 	570 , 	213 , 	208 , 	131 , 	166 , 	265 , 	94 , 	4 , 	20 , 	12 , 	32 , 	68 , 	44 , 	288 , 	43 , 	5 , 	7 , 	-   ," 	6,204 ",,,,,,,,,
WD, 	7 , 	16 , 	10 , 	11 , 	53 , 	12 , 	27 , 	99 , 	112 , 	83 , 	69 , 	87 , 	57 , 	119 , 	42 , 	21 , 	23 , 	41 , 	5 , 	3 , 	5 , 	2 , 	1 , 	5 , 	11 , 	786 , 	691 , 	428 , 	285 , 	64 , 	36 , 	26 , 	20 , 	51 , 	4 , 	93 , 	54 , 	1 , 	6 , 	7 , 	6 , 	48 , 	6 , 	18 , 	32 , 	-   ," 	3,581 ",,,,,,,,,
OA, 	11 , 	37 , 	29 , 	40 , 	109 , 	33 , 	35 , 	40 , 	51 , 	22 , 	10 , 	35 , 	7 , 	6 , 	15 , 	7 , 	18 , 	36 , 	31 , 	48 , 	46 , 	22 , 	11 , 	20 , 	9 , 	171 , 	133 , 	141 , 	79 , 	27 , 	23 , 	15 , 	9 , 	17 , 	2 , 	9 , 	69 , 	15 , 	27 , 	2 , 	4 , 	27 , 	8 , 	29 , 	7 , 	-   ," 	1,542 ",,,,,,,,,
WS, 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   , 	-   ,,,,,,,,,
Entries," 	4,229 "," 	8,259 "," 	4,782 "," 	4,386 "," 	10,679 "," 	5,225 "," 	8,715 "," 	12,604 "," 	12,858 "," 	6,420 "," 	7,885 "," 	6,374 "," 	5,886 "," 	5,748 "," 	4,670 "," 	3,019 "," 	4,631 "," 	8,682 "," 	5,980 "," 	7,337 "," 	6,879 "," 	3,558 "," 	2,930 "," 	5,429 "," 	7,510 "," 	38,950 "," 	40,331 "," 	35,411 "," 	23,933 "," 	12,021 "," 	12,523 "," 	7,773 "," 	10,892 "," 	9,426 "," 	4,398 "," 	2,880 "," 	7,774 "," 	2,732 "," 	6,380 "," 	3,582 "," 	3,741 "," 	6,405 "," 	6,625 "," 	3,429 "," 	1,401 ", 	-   ," 	405,284 ",,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
