Exit stations,Entry stations->,,SATURDAY,,,Jan 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
AN, 	9 , 	8 , 	5 , 	3 , 	17 , 	6 , 	35 , 	20 , 	28 , 	5 , 	16 , 	42 , 	8 , 	7 , 	10 , 	7 , 	6 , 	5 , 	43 , 	18 , 	43 , 	9 , 	5 , 	14 , 	11 , 	91 , 	50 , 	131 , 	51 , 	28 , 	27 , 	12 , 	15 , 	17 , 	7 , 	1 , 	2 , 	7 , 	11 , 	6 , 	10 , 	49 , 	6 , 	1 , 	12 , 	5 , 	-   , 	-   , 	16 , 	15 , 	946 ,,,,,,,,,,
Entries," 	1,657 "," 	2,864 "," 	2,033 "," 	2,021 "," 	5,196 "," 	2,122 "," 	3,238 "," 	3,706 "," 	4,741 "," 	2,769 "," 	3,633 "," 	3,093 "," 	2,276 "," 	2,212 "," 	1,479 ", 	924 ," 	1,273 "," 	1,523 "," 	1,782 "," 	1,694 "," 	2,212 "," 	1,204 "," 	1,017 "," 	2,468 "," 	3,886 "," 	10,322 "," 	7,529 "," 	19,113 "," 	8,004 "," 	6,286 "," 	6,412 "," 	3,144 "," 	4,747 "," 	3,835 "," 	1,182 "," 	1,056 "," 	2,625 ", 	523 ," 	1,227 ", 	883 ," 	1,293 "," 	3,846 "," 	2,693 "," 	1,154 ", 	768 ," 	1,387 ", 	-   , 	-   , 	312 , 	841 ," 	150,198 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
