Exit stations,Entry stations->,,SUNDAY,,,Mar 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	7 , 	6 , 	4 , 	4 , 	12 , 	3 , 	31 , 	13 , 	16 , 	3 , 	9 , 	34 , 	8 , 	5 , 	7 , 	2 , 	5 , 	4 , 	40 , 	16 , 	32 , 	4 , 	5 , 	15 , 	10 , 	57 , 	35 , 	93 , 	48 , 	11 , 	14 , 	12 , 	12 , 	17 , 	6 , 	2 , 	2 , 	5 , 	10 , 	5 , 	7 , 	52 , 	6 , 	0 , 	17 , 	6 , 	-   , 	-   , 	13 , 	7 , 	733 ,,,,,,,,,,,
Entries," 	1,304 "," 	1,911 "," 	1,446 "," 	1,398 "," 	3,993 "," 	1,481 "," 	2,387 "," 	2,552 "," 	2,859 "," 	1,867 "," 	2,508 "," 	4,735 "," 	1,578 "," 	1,531 "," 	1,041 ", 	634 , 	967 ," 	1,133 "," 	1,279 "," 	1,218 "," 	1,653 ", 	883 , 	677 ," 	1,688 "," 	2,937 "," 	6,223 "," 	4,549 "," 	13,543 "," 	6,084 "," 	4,481 "," 	4,081 "," 	2,108 "," 	2,974 "," 	2,522 ", 	821 , 	708 ," 	1,906 ", 	370 , 	915 , 	618 , 	972 ," 	4,880 "," 	1,537 ", 	827 ," 	1,169 "," 	1,317 ", 	-   , 	-   , 	255 , 	635 ," 	109,156 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
