Exit stations,Entry stations->,,SUNDAY,,,Nov 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	7 , 	9 , 	2 , 	3 , 	10 , 	4 , 	27 , 	11 , 	13 , 	4 , 	7 , 	51 , 	7 , 	5 , 	7 , 	1 , 	4 , 	6 , 	42 , 	19 , 	31 , 	4 , 	3 , 	15 , 	9 , 	57 , 	29 , 	90 , 	40 , 	20 , 	13 , 	8 , 	15 , 	15 , 	8 , 	1 , 	2 , 	6 , 	8 , 	6 , 	7 , 	67 , 	4 , 	1 , 	12 , 	6 , 	-   , 	-   , 	14 , 	7 , 	730 ,,,,,,,,,,,
Entries," 	1,467 "," 	2,123 "," 	1,484 "," 	1,386 "," 	4,380 "," 	1,549 "," 	2,564 "," 	2,596 "," 	2,952 "," 	1,820 "," 	2,478 "," 	6,808 "," 	1,828 "," 	1,765 "," 	1,191 ", 	746 , 	985 ," 	1,223 "," 	1,311 "," 	1,202 "," 	1,546 ", 	805 , 	721 ," 	1,713 "," 	2,760 "," 	6,051 "," 	4,266 "," 	12,774 "," 	5,904 "," 	4,269 "," 	3,856 "," 	1,962 "," 	2,870 "," 	2,361 ", 	888 , 	755 ," 	2,274 ", 	365 , 	849 , 	619 , 	975 ," 	4,813 "," 	1,257 ", 	896 ," 	1,129 "," 	1,517 ", 	-   , 	-   , 	251 , 	647 ," 	110,945 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
