Exit stations,Entry stations->,,ADJUSTED SUNDAY,,,Dec 05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,Exits,,,,,,,,,,
FV, 	51 , 	57 , 	32 , 	28 , 	105 , 	64 , 	68 , 	45 , 	75 , 	94 , 	9 , 	166 , 	102 , 	174 , 	76 , 	41 , 	29 , 	56 , 	21 , 	12 , 	21 , 	7 , 	6 , 	16 , 	65 , 	117 , 	107 , 	461 , 	188 , 	90 , 	119 , 	25 , 	38 , 	25 , 	5 , 	23 , 	58 , 	5 , 	32 , 	7 , 	9 , 	36 , 	6 ," 	2,771 ",,,,,,,,,,
CL, 	54 , 	148 , 	53 , 	51 , 	183 , 	61 , 	93 , 	63 , 	97 , 	81 , 	165 , 	13 , 	168 , 	207 , 	132 , 	88 , 	104 , 	310 , 	71 , 	69 , 	63 , 	38 , 	29 , 	32 , 	68 , 	252 , 	198 , 	578 , 	251 , 	68 , 	83 , 	41 , 	32 , 	50 , 	17 , 	100 , 	615 , 	33 , 	87 , 	13 , 	15 , 	45 , 	21 ," 	4,938 ",,,,,,,,,,
SL, 	17 , 	19 , 	12 , 	11 , 	45 , 	19 , 	24 , 	25 , 	61 , 	67 , 	105 , 	175 , 	5 , 	65 , 	43 , 	26 , 	29 , 	40 , 	7 , 	5 , 	9 , 	2 , 	4 , 	9 , 	12 , 	77 , 	69 , 	280 , 	89 , 	19 , 	30 , 	12 , 	19 , 	20 , 	4 , 	21 , 	32 , 	1 , 	12 , 	5 , 	6 , 	17 , 	4 ," 	1,555 ",,,,,,,,,,
BF, 	13 , 	20 , 	6 , 	9 , 	38 , 	28 , 	41 , 	41 , 	80 , 	62 , 	191 , 	203 , 	65 , 	6 , 	75 , 	70 , 	60 , 	83 , 	16 , 	7 , 	8 , 	3 , 	3 , 	7 , 	25 , 	61 , 	70 , 	263 , 	80 , 	16 , 	25 , 	11 , 	17 , 	17 , 	6 , 	35 , 	103 , 	3 , 	13 , 	5 , 	3 , 	14 , 	7 ," 	1,910 ",,,,,,,,,,
HY, 	15 , 	26 , 	5 , 	6 , 	36 , 	16 , 	29 , 	27 , 	41 , 	30 , 	102 , 	132 , 	63 , 	95 , 	6 , 	60 , 	65 , 	112 , 	8 , 	4 , 	6 , 	2 , 	0 , 	7 , 	12 , 	37 , 	24 , 	115 , 	47 , 	18 , 	27 , 	4 , 	13 , 	10 , 	4 , 	9 , 	33 , 	1 , 	12 , 	1 , 	2 , 	4 , 	2 ," 	1,271 ",,,,,,,,,,
SH, 	8 , 	10 , 	3 , 	2 , 	11 , 	8 , 	18 , 	10 , 	18 , 	23 , 	41 , 	80 , 	25 , 	75 , 	68 , 	2 , 	42 , 	47 , 	6 , 	1 , 	5 , 	1 , 	3 , 	3 , 	4 , 	35 , 	25 , 	101 , 	29 , 	9 , 	19 , 	3 , 	10 , 	10 , 	4 , 	8 , 	21 , 	1 , 	10 , 	2 , 	3 , 	6 , 	2 , 	809 ,,,,,,,,,,
UC, 	6 , 	13 , 	9 , 	12 , 	27 , 	16 , 	13 , 	12 , 	34 , 	25 , 	30 , 	112 , 	29 , 	64 , 	67 , 	41 , 	7 , 	76 , 	7 , 	3 , 	4 , 	2 , 	0 , 	3 , 	9 , 	52 , 	41 , 	178 , 	53 , 	11 , 	10 , 	5 , 	9 , 	9 , 	6 , 	7 , 	22 , 	3 , 	14 , 	2 , 	3 , 	15 , 	1 ," 	1,064 ",,,,,,,,,,
FM, 	15 , 	31 , 	18 , 	17 , 	103 , 	17 , 	23 , 	24 , 	68 , 	61 , 	61 , 	306 , 	43 , 	89 , 	116 , 	55 , 	74 , 	16 , 	18 , 	8 , 	7 , 	3 , 	2 , 	7 , 	15 , 	95 , 	81 , 	357 , 	100 , 	20 , 	19 , 	8 , 	19 , 	22 , 	3 , 	13 , 	37 , 	2 , 	14 , 	2 , 	3 , 	37 , 	5 ," 	2,032 ",,,,,,,,,,
CN, 	14 , 	21 , 	8 , 	8 , 	24 , 	13 , 	31 , 	16 , 	29 , 	5 , 	22 , 	68 , 	8 , 	11 , 	8 , 	4 , 	8 , 	17 , 	9 , 	47 , 	198 , 	45 , 	15 , 	22 , 	4 , 	64 , 	57 , 	184 , 	71 , 	29 , 	27 , 	14 , 	18 , 	31 , 	6 , 	4 , 	8 , 	14 , 	135 , 	4 , 	3 , 	27 , 	13 ," 	1,363 ",,,,,,,,,,
PH, 	6 , 	13 , 	5 , 	5 , 	25 , 	8 , 	16 , 	10 , 	37 , 	4 , 	9 , 	83 , 	5 , 	5 , 	5 , 	1 , 	6 , 	7 , 	42 , 	6 , 	66 , 	10 , 	11 , 	31 , 	2 , 	113 , 	93 , 	321 , 	124 , 	17 , 	12 , 	12 , 	18 , 	21 , 	1 , 	0 , 	2 , 	5 , 	28 , 	4 , 	5 , 	52 , 	14 ," 	1,261 ",,,,,,,,,,
WC, 	6 , 	10 , 	8 , 	8 , 	35 , 	14 , 	27 , 	22 , 	44 , 	11 , 	13 , 	68 , 	8 , 	7 , 	4 , 	4 , 	4 , 	9 , 	213 , 	68 , 	6 , 	20 , 	26 , 	54 , 	2 , 	144 , 	117 , 	397 , 	186 , 	14 , 	19 , 	17 , 	8 , 	24 , 	3 , 	2 , 	3 , 	18 , 	50 , 	5 , 	4 , 	64 , 	10 ," 	1,773 ",,,,,,,,,,
LF, 	3 , 	4 , 	6 , 	1 , 	20 , 	5 , 	10 , 	11 , 	16 , 	4 , 	7 , 	42 , 	2 , 	2 , 	2 , 	1 , 	1 , 	2 , 	49 , 	14 , 	22 , 	4 , 	5 , 	35 , 	1 , 	96 , 	82 , 	242 , 	98 , 	11 , 	15 , 	10 , 	5 , 	11 , 	2 , 	-   , 	2 , 	4 , 	11 , 	3 , 	1 , 	23 , 	6 , 	889 ,,,,,,,,,,
OR, 	3 , 	4 , 	3 , 	3 , 	16 , 	3 , 	8 , 	8 , 	22 , 	5 , 	5 , 	24 , 	5 , 	3 , 	2 , 	2 , 	0 , 	3 , 	17 , 	11 , 	31 , 	7 , 	5 , 	22 , 	3 , 	97 , 	66 , 	221 , 	82 , 	11 , 	9 , 	7 , 	9 , 	8 , 	1 , 	0 , 	1 , 	2 , 	4 , 	2 , 	1 , 	16 , 	4 , 	755 ,,,,,,,,,,
RR, 	6 , 	12 , 	12 , 	7 , 	26 , 	12 , 	22 , 	23 , 	40 , 	13 , 	16 , 	43 , 	9 , 	7 , 	6 , 	3 , 	4 , 	11 , 	23 , 	37 , 	54 , 	26 , 	22 , 	9 , 	7 , 	195 , 	160 , 	501 , 	224 , 	77 , 	62 , 	20 , 	19 , 	15 , 	6 , 	1 , 	9 , 	5 , 	13 , 	1 , 	1 , 	49 , 	10 ," 	1,814 ",,,,,,,,,,
OW, 	11 , 	15 , 	3 , 	11 , 	51 , 	22 , 	47 , 	17 , 	54 , 	20 , 	67 , 	66 , 	17 , 	29 , 	13 , 	4 , 	5 , 	10 , 	5 , 	1 , 	3 , 	2 , 	2 , 	7 , 	6 , 	149 , 	184 , 	575 , 	165 , 	81 , 	64 , 	15 , 	25 , 	9 , 	3 , 	3 , 	8 , 	1 , 	10 , 	4 , 	3 , 	16 , 	10 ," 	1,814 ",,,,,,,,,,
EM, 	43 , 	122 , 	82 , 	115 , 	249 , 	85 , 	174 , 	108 , 	182 , 	119 , 	129 , 	286 , 	94 , 	69 , 	44 , 	42 , 	57 , 	109 , 	74 , 	116 , 	153 , 	100 , 	105 , 	208 , 	177 , 	32 , 	30 , 	233 , 	87 , 	252 , 	324 , 	137 , 	200 , 	113 , 	38 , 	67 , 	224 , 	30 , 	98 , 	23 , 	23 , 	141 , 	53 ," 	5,151 ",,,,,,,,,,
MT, 	49 , 	121 , 	94 , 	123 , 	194 , 	92 , 	141 , 	109 , 	206 , 	131 , 	122 , 	170 , 	83 , 	87 , 	31 , 	31 , 	49 , 	112 , 	70 , 	87 , 	113 , 	82 , 	68 , 	163 , 	225 , 	21 , 	30 , 	51 , 	69 , 	305 , 	403 , 	308 , 	901 , 	145 , 	74 , 	52 , 	185 , 	25 , 	61 , 	31 , 	38 , 	180 , 	65 ," 	5,695 ",,,,,,,,,,
PL, 	126 , 	343 , 	212 , 	229 , 	587 , 	233 , 	408 , 	226 , 	422 , 	343 , 	442 , 	517 , 	234 , 	218 , 	104 , 	87 , 	161 , 	314 , 	162 , 	298 , 	348 , 	216 , 	203 , 	435 , 	601 , 	235 , 	45 , 	98 , 	285 ," 	1,118 "," 	1,547 ", 	757 ," 	1,309 ", 	645 , 	243 , 	182 , 	767 , 	59 , 	195 , 	161 , 	147 , 	938 , 	344 ," 	16,545 ",,,,,,,,,,
CC, 	61 , 	141 , 	79 , 	125 , 	222 , 	127 , 	198 , 	101 , 	142 , 	111 , 	162 , 	216 , 	80 , 	79 , 	46 , 	29 , 	44 , 	105 , 	60 , 	120 , 	186 , 	96 , 	95 , 	217 , 	161 , 	76 , 	44 , 	234 , 	51 , 	587 , 	623 , 	222 , 	479 , 	224 , 	113 , 	57 , 	248 , 	33 , 	64 , 	43 , 	85 , 	312 , 	122 ," 	6,619 ",,,,,,,,,,
16, 	53 , 	41 , 	20 , 	54 , 	121 , 	63 , 	103 , 	58 , 	72 , 	50 , 	86 , 	82 , 	23 , 	21 , 	22 , 	9 , 	9 , 	22 , 	29 , 	13 , 	16 , 	12 , 	9 , 	68 , 	68 , 	223 , 	234 ," 	1,201 ", 	607 , 	35 , 	188 , 	137 , 	289 , 	146 , 	68 , 	10 , 	43 , 	3 , 	27 , 	17 , 	58 , 	87 , 	47 ," 	4,546 ",,,,,,,,,,
24, 	65 , 	61 , 	22 , 	38 , 	92 , 	64 , 	82 , 	39 , 	62 , 	50 , 	103 , 	100 , 	23 , 	27 , 	23 , 	13 , 	10 , 	17 , 	31 , 	22 , 	17 , 	12 , 	8 , 	58 , 	72 , 	284 , 	295 ," 	1,710 ", 	682 , 	194 , 	41 , 	114 , 	338 , 	150 , 	75 , 	9 , 	32 , 	10 , 	47 , 	35 , 	101 , 	104 , 	52 ," 	5,385 ",,,,,,,,,,
GP, 	12 , 	25 , 	9 , 	13 , 	42 , 	16 , 	20 , 	12 , 	23 , 	10 , 	24 , 	44 , 	11 , 	11 , 	4 , 	4 , 	2 , 	9 , 	16 , 	12 , 	13 , 	9 , 	10 , 	24 , 	19 , 	127 , 	147 , 	988 , 	203 , 	111 , 	122 , 	18 , 	38 , 	30 , 	28 , 	8 , 	22 , 	4 , 	20 , 	8 , 	34 , 	47 , 	18 ," 	2,368 ",,,,,,,,,,
BP, 	21 , 	37 , 	10 , 	18 , 	24 , 	13 , 	27 , 	15 , 	32 , 	25 , 	40 , 	36 , 	13 , 	13 , 	10 , 	7 , 	13 , 	18 , 	15 , 	18 , 	12 , 	7 , 	9 , 	17 , 	27 , 	205 , 	269 ," 	2,044 ", 	419 , 	263 , 	324 , 	46 , 	25 , 	49 , 	58 , 	8 , 	40 , 	8 , 	40 , 	21 , 	77 , 	65 , 	28 ," 	4,467 ",,,,,,,,,,
DC, 	22 , 	31 , 	8 , 	14 , 	39 , 	11 , 	19 , 	17 , 	34 , 	17 , 	21 , 	59 , 	18 , 	16 , 	14 , 	10 , 	8 , 	23 , 	29 , 	28 , 	27 , 	9 , 	10 , 	15 , 	13 , 	110 , 	102 , 	772 , 	205 , 	130 , 	171 , 	40 , 	61 , 	14 , 	23 , 	7 , 	32 , 	7 , 	43 , 	17 , 	57 , 	123 , 	48 ," 	2,474 ",,,,,,,,,,
CM, 	3 , 	7 , 	1 , 	1 , 	8 , 	2 , 	4 , 	5 , 	8 , 	7 , 	6 , 	19 , 	3 , 	6 , 	4 , 	3 , 	6 , 	3 , 	6 , 	2 , 	2 , 	0 , 	0 , 	4 , 	4 , 	43 , 	54 , 	294 , 	119 , 	53 , 	76 , 	34 , 	64 , 	27 , 	2 , 	1 , 	10 , 	1 , 	12 , 	6 , 	35 , 	103 , 	18 ," 	1,069 ",,,,,,,,,,
CV, 	4 , 	1 , 	1 , 	1 , 	16 , 	4 , 	8 , 	5 , 	7 , 	28 , 	21 , 	98 , 	27 , 	42 , 	10 , 	5 , 	5 , 	9 , 	4 , 	0 , 	2 , 	0 , 	0 , 	2 , 	4 , 	65 , 	55 , 	200 , 	71 , 	9 , 	9 , 	8 , 	7 , 	11 , 	1 , 	2 , 	53 , 	1 , 	2 , 	2 , 	3 , 	15 , 	4 , 	823 ,,,,,,,,,,
ED, 	9 , 	11 , 	5 , 	5 , 	32 , 	13 , 	16 , 	11 , 	20 , 	52 , 	48 , 	609 , 	36 , 	107 , 	28 , 	17 , 	28 , 	35 , 	5 , 	4 , 	4 , 	1 , 	1 , 	7 , 	7 , 	251 , 	163 , 	866 , 	259 , 	38 , 	36 , 	21 , 	39 , 	24 , 	8 , 	66 , 	15 , 	2 , 	7 , 	6 , 	5 , 	98 , 	11 ," 	3,025 ",,,,,,,,,,
NC, 	0 , 	1 , 	3 , 	3 , 	7 , 	2 , 	6 , 	4 , 	9 , 	1 , 	6 , 	32 , 	2 , 	2 , 	1 , 	-   , 	3 , 	2 , 	15 , 	6 , 	17 , 	2 , 	2 , 	7 , 	2 , 	25 , 	21 , 	74 , 	30 , 	4 , 	8 , 	5 , 	8 , 	6 , 	1 , 	0 , 	1 , 	3 , 	18 , 	2 , 	0 , 	16 , 	4 , 	361 ,,,,,,,,,,
WP, 	23 , 	22 , 	6 , 	5 , 	16 , 	7 , 	49 , 	26 , 	44 , 	4 , 	35 , 	83 , 	17 , 	17 , 	14 , 	9 , 	15 , 	19 , 	144 , 	30 , 	54 , 	11 , 	11 , 	13 , 	15 , 	68 , 	60 , 	234 , 	71 , 	28 , 	42 , 	22 , 	34 , 	38 , 	11 , 	4 , 	6 , 	20 , 	7 , 	6 , 	10 , 	34 , 	12 ," 	1,398 ",,,,,,,,,,
SS, 	6 , 	4 , 	0 , 	-   , 	4 , 	1 , 	4 , 	2 , 	2 , 	3 , 	8 , 	14 , 	5 , 	4 , 	2 , 	2 , 	3 , 	1 , 	3 , 	5 , 	3 , 	2 , 	2 , 	1 , 	5 , 	29 , 	26 , 	184 , 	51 , 	18 , 	37 , 	10 , 	22 , 	20 , 	4 , 	3 , 	6 , 	0 , 	7 , 	3 , 	11 , 	22 , 	5 , 	546 ,,,,,,,,,,
SB, 	6 , 	8 , 	3 , 	1 , 	4 , 	2 , 	3 , 	4 , 	5 , 	2 , 	9 , 	13 , 	3 , 	3 , 	4 , 	2 , 	1 , 	2 , 	7 , 	5 , 	3 , 	1 , 	1 , 	1 , 	2 , 	30 , 	29 , 	158 , 	86 , 	66 , 	108 , 	30 , 	87 , 	59 , 	32 , 	1 , 	5 , 	1 , 	12 , 	12 , 	5 , 	30 , 	12 , 	858 ,,,,,,,,,,
SO, 	13 , 	20 , 	20 , 	35 , 	81 , 	19 , 	28 , 	10 , 	20 , 	23 , 	17 , 	35 , 	12 , 	8 , 	7 , 	4 , 	11 , 	23 , 	20 , 	46 , 	39 , 	28 , 	21 , 	46 , 	26 , 	147 , 	149 , 	623 , 	252 , 	67 , 	69 , 	28 , 	49 , 	77 , 	66 , 	11 , 	79 , 	7 , 	23 , 	17 , 	20 , 	10 , 	167 ," 	2,470 ",,,,,,,,,,
MB, 	9 , 	7 , 	7 , 	6 , 	38 , 	8 , 	8 , 	9 , 	11 , 	8 , 	8 , 	19 , 	8 , 	3 , 	3 , 	2 , 	2 , 	4 , 	14 , 	10 , 	12 , 	6 , 	3 , 	12 , 	9 , 	50 , 	61 , 	366 , 	129 , 	46 , 	54 , 	17 , 	37 , 	41 , 	22 , 	2 , 	14 , 	3 , 	14 , 	7 , 	10 , 	207 , 	8 ," 	1,314 ",,,,,,,,,,
Entries," 	1,266 "," 	2,082 "," 	1,302 "," 	1,285 "," 	3,698 "," 	1,641 "," 	2,291 "," 	1,463 "," 	2,588 "," 	1,734 "," 	2,749 "," 	4,917 "," 	1,526 "," 	1,894 "," 	1,225 ", 	789 ," 	1,050 "," 	2,025 "," 	1,374 "," 	1,234 "," 	1,709 ", 	846 , 	775 ," 	1,726 "," 	1,897 "," 	4,618 "," 	4,253 "," 	18,536 "," 	6,984 "," 	4,496 "," 	5,344 "," 	2,369 "," 	4,465 "," 	2,325 ", 	996 , 	792 ," 	2,890 ", 	347 ," 	1,319 ", 	510 , 	822 ," 	3,245 "," 	1,238 "," 	110,634 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
