Avg Weekday Trip OD																																																			
																																																			
2025 / 01																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
WC	17	19	14	15	57	9	72	93	106	14	17	9	13	8	10	6	10	5	149	61	11	41	29	79	10	536	435	203	196	60	32	23	20	28	7	2	3	20	73	10	10	95	9	2	14	4	26	64	6	7	"2,759"
LF	11	8	6	4	22	5	27	49	56	4	9	5	4	2	2	1	1	1	96	37	44	7	8	39	2	401	314	104	107	35	16	7	11	5	2	0	1	7	17	3	4	57	3	0	9	1	10	12	1	2	"1,580"
OR	7	5	5	6	17	3	19	34	46	3	10	3	5	2	2	1	2	3	24	15	27	8	5	30	2	366	257	83	94	26	12	11	8	6	2	1	1	1	8	2	4	45	4	0	5	0	4	7	2	3	"1,234"
RR	13	19	18	9	16	7	36	77	83	9	27	14	13	11	9	2	5	5	51	55	77	36	37	10	16	559	428	205	256	94	58	29	23	16	3	2	5	9	29	5	6	73	5	1	6	2	10	24	3	5	"2,514"
OW	24	20	5	6	35	12	31	36	53	11	66	50	25	24	23	9	9	7	12	7	11	3	3	15	15	803	533	491	420	212	126	35	41	30	5	7	17	3	7	6	18	68	13	6	4	5	7	11	5	7	"3,393"
EM	241	433	276	322	419	301	519	691	644	349	429	184	413	317	195	153	239	281	354	581	615	455	419	606	933	78	25	104	157	457	696	461	486	582	212	241	726	116	309	176	160	201	153	292	40	109	34	217	130	151	"16,685"
MT	191	360	224	240	295	227	386	485	456	259	341	152	356	290	157	124	189	200	278	455	435	314	255	436	633	30	75	43	101	457	804	564	690	759	251	182	505	85	244	221	223	197	194	204	25	87	33	197	106	112	"14,129"
PL	214	350	129	118	264	133	277	336	389	207	327	179	250	235	121	78	94	88	191	197	184	102	90	186	497	135	48	80	81	435	603	414	801	591	190	102	224	57	234	161	130	541	119	83	29	44	44	149	45	58	"10,632"
CC	173	261	134	163	205	164	295	343	324	209	327	141	216	161	95	81	77	81	173	178	167	96	84	228	444	143	98	79	48	223	372	310	485	453	186	107	204	69	159	175	147	219	143	76	15	40	35	155	38	51	"8,847"
16	96	124	46	69	127	79	176	197	162	91	159	62	81	62	39	24	31	32	49	52	54	34	23	85	212	432	438	484	244	24	95	190	305	269	103	30	59	21	77	72	83	145	72	30	8	15	12	57	15	21	"5,464"
24	112	86	32	34	102	45	113	137	130	65	104	63	64	45	24	30	11	17	49	38	31	17	13	54	132	615	689	708	410	97	23	159	236	215	87	13	37	15	62	64	72	96	66	16	7	12	9	34	12	11	"5,311"
GP	29	34	18	19	55	20	40	63	67	27	37	23	15	18	10	5	7	8	18	21	16	7	7	27	38	434	504	444	314	191	158	10	46	49	39	5	21	4	21	26	36	72	47	10	5	4	3	28	5	4	"3,108"
BP	36	37	18	12	40	15	38	46	64	35	46	23	34	23	17	12	10	6	27	13	21	10	6	20	51	423	485	870	460	286	221	45	10	64	57	11	20	9	26	44	61	62	64	7	3	5	8	19	4	6	"3,933"
DC	42	59	18	11	40	14	33	46	69	32	56	44	46	31	18	12	12	14	32	24	28	6	6	16	34	560	684	644	480	282	237	52	81	17	24	12	32	8	26	58	81	132	123	13	5	11	5	27	10	12	"4,362"
CM	14	11	4	4	17	4	8	14	30	4	4	4	4	3	3	2	3	2	5	6	7	2	2	3	7	217	226	223	186	91	82	36	57	21	9	2	4	1	9	17	24	57	50	0	0	2	2	8	1	1	"1,494"
CV	4	4	4	2	18	2	8	18	19	53	37	24	31	24	10	10	13	13	3	1	1	1	1	2	7	211	174	111	120	29	14	5	12	13	1	5	61	1	2	2	2	8	2	41	3	6	0	1	5	7	"1,147"
ED	11	14	6	6	40	10	27	50	78	98	94	57	95	67	46	25	33	31	4	2	4	1	1	3	16	646	489	240	233	61	40	22	22	36	4	62	24	1	4	4	4	70	8	20	25	17	2	3	23	28	"2,906"
NC	5	2	3	2	9	2	18	20	33	3	6	2	3	2	2	1	1	1	20	14	14	6	1	7	3	82	67	58	72	21	15	5	7	8	1	1	2	3	18	5	2	17	2	0	4	0	14	20	1	2	609
WP	9	10	3	4	32	7	76	46	84	12	13	14	8	4	8	5	4	4	122	52	76	18	10	35	7	254	218	289	229	86	71	30	28	26	8	2	3	17	10	7	12	64	7	2	9	5	6	16	2	5	"2,070"
SS	11	13	5	2	13	4	10	17	31	3	8	6	8	8	5	3	2	2	10	7	10	3	2	5	9	173	205	184	184	73	62	26	53	57	16	1	5	5	8	10	17	30	22	1	1	2	1	12	0	1	"1,345"
SB	12	16	7	3	14	6	12	29	27	5	15	8	7	7	5	1	2	4	11	8	10	3	4	6	19	152	200	155	152	86	76	36	60	80	25	2	6	4	10	18	9	68	14	1	1	1	2	12	1	0	"1,418"
SO	44	55	37	44	86	28	52	45	64	15	21	13	14	9	6	4	6	12	51	69	82	52	39	56	71	148	141	404	164	97	63	48	50	102	47	6	49	20	53	24	45	62	237	16	8	5	9	45	4	3	"2,827"
MB	10	26	10	9	46	12	17	32	32	4	7	9	5	4	6	2	2	2	11	8	9	3	4	5	14	152	169	126	133	61	57	40	73	108	42	2	7	2	6	18	12	301	28	2	1	1	2	7	0	0	"1,641"
WD	5	8	5	1	12	4	14	23	30	52	34	24	41	39	19	16	16	14	3	2	1	0	0	1	5	269	198	87	94	33	15	11	8	13	1	43	19	0	2	1	1	19	3	7	12	7	1	2	9	13	"1,238"
OA	6	14	11	11	19	8	9	11	12	8	5	8	5	3	3	2	5	6	11	12	10	6	3	4	3	34	22	23	17	6	7	4	3	3	0	2	19	3	8	0	1	7	1	8	4	3	2	7	3	5	386
WS	7	17	9	5	25	9	24	32	23	35	45	32	47	38	65	63	67	67	3	4	2	1	0	2	5	100	82	48	44	17	12	4	7	10	1	7	12	1	3	1	1	8	1	5	2	11	2	5	61	70	"1,140"
PC	6	4	1	0	5	3	15	11	17	7	8	8	4	3	5	2	1	2	68	19	24	7	4	11	7	28	23	42	35	14	10	3	7	6	2	0	1	14	7	1	2	9	2	1	3	3	2	29	1	1	487
AN	12	10	4	3	25	9	75	53	72	14	14	26	15	5	10	4	4	7	93	40	62	12	9	27	12	193	176	169	169	62	37	32	22	30	8	2	4	23	18	14	11	53	7	1	12	8	29	19	4	5	"1,722"
ML	8	14	7	7	53	9	21	35	33	23	37	31	40	26	59	34	71	84	8	4	6	1	2	3	4	117	105	51	46	16	10	5	7	10	0	6	22	1	2	1	1	7	0	7	4	68	1	4	12	19	"1,141"
BE	13	18	10	7	70	15	27	42	39	31	42	36	40	34	59	40	63	89	8	7	8	2	3	6	8	132	105	64	55	20	14	4	7	12	1	6	28	2	5	0	0	7	0	11	7	83	2	5	20	13	"1,323"
Grand Total	"2,408"	"3,461"	"1,973"	"1,724"	"4,602"	"1,930"	"3,729"	"4,540"	"5,057"	"2,678"	"3,837"	"2,376"	"3,174"	"2,499"	"2,210"	"1,438"	"1,745"	"1,928"	"2,506"	"2,486"	"2,730"	"1,581"	"1,299"	"2,455"	"3,689"	"14,693"	"12,760"	"11,506"	"9,564"	"5,478"	"5,409"	"3,169"	"4,259"	"4,278"	"1,486"	"1,161"	"2,915"	697	"1,945"	"1,318"	"1,387"	"3,639"	"1,670"	"1,213"	493	"1,228"	507	"1,689"	"1,137"	"1,281"	"162,938"
