Avg Sunday Trip OD																																																			
																																																			
2024 / 03																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
LM	8	25	22	22	45	25	19	10	8	9	63	39	61	60	26	18	21	19	5	4	6	2	5	8	21	119	85	163	119	91	57	18	20	19	4	29	36	2	4	1	2	10	3	12	14	9	0	1	16	19	"1,400"
FV	21	39	16	15	58	34	38	32	27	63	13	51	60	70	53	28	24	16	10	4	8	3	4	14	31	99	71	183	107	81	55	14	13	19	5	17	33	2	7	3	5	19	4	22	7	11	4	5	10	24	"1,547"
CL	14	20	6	8	22	9	25	24	27	35	50	5	27	36	29	16	10	13	9	6	7	2	2	5	18	45	25	77	39	27	26	8	7	8	1	9	31	3	6	2	2	7	3	10	17	9	2	6	12	17	825
SL	10	14	6	5	26	11	23	28	33	70	60	30	9	34	45	21	14	13	5	2	3	0	1	6	11	74	63	125	61	27	22	8	13	14	2	14	29	0	3	2	2	14	3	19	5	10	1	6	11	18	"1,029"
BF	7	15	3	5	20	8	15	20	25	58	72	42	38	15	30	19	15	21	6	1	6	1	1	2	8	57	55	131	46	23	18	7	10	8	2	11	33	2	4	2	2	8	2	20	3	16	0	5	16	20	954
HY	9	14	5	5	23	9	13	21	22	24	51	31	44	32	8	22	37	50	5	3	4	2	2	2	8	43	22	59	21	11	12	4	9	10	2	6	21	1	1	2	4	5	2	11	4	24	1	4	26	28	780
SH	3	6	5	2	15	4	5	9	10	14	29	13	21	16	22	6	15	21	1	1	3	0		3	3	24	15	41	16	8	11	1	5	4	0	3	9		1	2	1	4		9	5	19	1	3	12	23	444
UC	3	9	3	1	34	6	10	12	9	20	20	10	14	14	37	16	10	21	2	1	1	2	1	1	3	47	21	50	29	10	9	5	5	6	2	3	11	1	2	0	0	9	2	6	8	23	1	2	27	26	562
FM	2	9	4	6	30	6	9	12	10	17	19	12	17	22	44	29	20	10	4	1	1	1	1	3	5	56	38	57	38	14	11	4	6	8	2	4	14	0	2	1	1	11	0	4	6	20	2	3	42	39	677
CN	7	11	3	4	11	4	23	17	19	6	13	6	3	6	5	1	2	3	14	29	85	68	8	23	7	58	45	81	33	13	17	8	7	12	2	1	2	8	44	3	3	38	2	1	10	1	18	27	4	5	819
PH	2	4	2	3	15	5	18	12	16	3	5	7	3	1	2	1	1	1	26	7	34	12	6	27	3	81	37	86	45	20	10	7	10	7	1	1	2	3	20	3	6	61	3	1	14	2	7	15	2	4	666
WC	7	11	6	9	27	9	22	27	21	5	9	6	3	5	2	3	2	2	95	34	11	17	11	39	5	93	48	107	65	23	17	9	9	11	2	0	1	8	31	4	3	70	4	1	11	0	10	20	3	7	948
LF	5	5	3	5	14	3	11	8	7	2	4	0	1	1	2	1	2	1	72	14	21	3	4	19	1	59	26	60	42	17	11	5	3	5	1		0	2	4	1	2	44	2		5	1	2	3	1	2	511
OR	2	3	2	2	8	1	6	10	6	4	3	2	1	2	2		0	1	9	7	10	6	4	18	2	46	24	44	33	15	8	4	2	2	1		1	1	2	1	0	27	1	0	5	0	2	5	1	2	340
RR	2	6	8	5	9	4	22	44	30	13	14	4	6	4	4	2	2	4	21	29	43	22	17	11	7	128	66	112	117	71	42	15	5	9	3	1	2	2	8	3	6	79	5	2	10	1	2	10	2	5	"1,037"
OW	7	11	2	8	27	7	18	19	27	15	37	20	14	6	7	4	3	6	4	2	3	1	2	10	20	219	123	268	172	149	79	18	19	19	5	3	8	2	3	4	7	49	5	2	4	3	2	5	3	5	"1,458"
EM	59	118	67	108	293	99	152	163	177	125	108	48	84	72	45	30	42	56	60	92	108	65	57	148	244	53	6	74	67	154	198	101	103	118	29	44	162	17	47	27	42	145	81	45	39	33	8	30	60	72	"4,376"
MT	32	87	44	65	195	63	93	121	105	81	76	32	71	58	26	23	22	37	39	54	50	31	28	80	159	10	27	17	32	106	134	68	138	103	32	30	73	12	36	27	31	150	38	20	21	22	6	26	35	34	"2,899"
PL	70	148	66	76	253	78	138	147	153	137	146	71	96	95	50	33	46	41	78	73	87	50	33	103	253	64	14	71	50	374	417	181	338	263	79	37	120	23	68	64	75	439	90	36	38	18	10	48	48	61	"5,547"
CC	35	85	75	68	161	77	129	124	104	93	105	43	51	45	21	18	24	43	31	38	53	36	29	82	175	45	23	59	52	141	192	91	124	143	56	27	66	9	28	37	48	197	77	21	15	17	5	17	27	43	"3,303"
16	32	49	27	52	100	63	108	117	76	78	77	25	23	22	13	7	8	14	17	23	31	16	14	65	156	131	107	388	160	22	72	94	107	136	41	11	31	5	12	28	45	140	59	7	11	7	1	10	12	23	"2,871"
24	34	44	21	32	78	35	73	75	64	56	53	26	18	18	11	10	7	11	18	10	16	11	8	46	93	181	127	484	235	71	19	85	95	114	39	4	18	3	16	30	45	108	45	5	16	3	3	15	7	14	"2,650"
GP	7	16	7	12	33	13	20	18	20	18	15	7	6	7	3	3	5	3	8	8	8	7	5	15	20	81	63	225	107	93	91	11	13	26	16	3	11	2	9	12	18	66	19	5	9	2	2	6	3	7	"1,185"
BP	9	15	4	8	18	8	10	13	16	15	14	9	12	7	7	3	4	5	7	9	8	4	4	7	18	103	91	381	130	100	87	14	9	22	26	4	10	1	11	17	26	50	25	5	4	2	1	8	7	11	"1,376"
DC	15	21	5	7	32	6	15	19	20	15	19	6	12	11	6	3	7	9	9	6	11	6	3	9	19	97	90	353	180	134	116	32	25	13	12	8	22	5	13	18	42	112	51	5	8	4	3	13	8	12	"1,665"
CM	4	8	3	2	6	3	2	4	6	2	4	1	1	2	1		1	3	3	2	5	2	1	4	5	25	27	105	63	45	40	15	20	11	5	1	1	1	3	4	15	44	12	0	0	2	1	6	0	1	522
CV	0	3	2		7	2	3	2	2	28	16	10	13	12	4	3	3	3	1	1	0			0	4	40	23	59	32	10	5	3	5	7	0	5	31		0	0	1	6	1	25	2	1	1	3	2	6	387
ED	3	7	3	3	30	4	6	9	10	28	31	26	27	33	21	6	16	14	3	3	1	0	0	2	10	143	66	149	68	31	25	9	11	15	1	24	15		1	1	1	48	4	11	24	3	1	1	16	17	980
NC	2	1	0	0	2	1	3	2	3	1	1	4	0	1	1		0	0	6	4	11	2	1	2	1	17	9	23	10	6	4	2	2	3	1		0	2	8		1	17	0	1	2		2	5	0	2	165
WP	2	3	1	2	7	2	13	7	9	3	8	7	3	3	2	1	0	1	47	18	32	7	6	12	3	36	27	79	31	15	17	8	10	9	3		1	7	7	2	2	27	1	1	3	2	3	7	4	5	503
SS	3	7	1	1	6	3	2	4	6	1	3	1	1	2	2	2	1	1	3	2	4	1	1	3	4	26	19	79	44	30	29	14	18	18	4	1	1	1	1	6	14	25	8	0	0	1	1	5	1	1	412
SB	4	6	2	2	5	2	5	6	10	3	4	4	4	4	3	1	0	2	4	3	3	2	1	7	8	35	24	98	63	41	45	19	30	41	15	2	1	2	4	12	8	70	3	1	1	1	1	1	1	1	612
SO	24	32	25	33	110	23	38	24	45	8	12	8	12	5	2	2	4	5	35	45	53	35	27	43	39	122	99	465	136	82	63	31	37	78	30	7	30	11	23	16	32	42	122	7	7	4	3	27	4	2	"2,168"
MB	7	6	7	4	41	6	8	7	9	3	4	2	2	4	1	0	0	0	3	2	3	3	1	4	7	39	33	108	94	54	39	18	22	40	11		2	0	2	5	5	269	17	1	2		0	2	0	1	899
WD	2	2	2	2	10	3	6	4	2	11	19	12	21	15	14	8	5	4	2	1		0		2	3	43	23	44	24	11	6	4	5	6	1	29	11	0	1	1	2	17	2	4	11	1	1	0	5	6	403
OA	2	7	7	9	52	8	7	5	10	6	3	5	1	3	2	1	2	5	5	7	5	2	2	3	3	23	19	32	18	10	7	6	3	4	1	1	14	1	4	1		12	1	4	7	1	0	3	4	3	338
WS	4	6	2	4	19	1	5	7	6	10	17	15	13	11	15	19	20	17	2	2	1	1	0	1	4	29	15	27	20	7	5	3	3	3	1	3	4	1	2	1	0	5		4	4	2		1	19	15	377
PC	2	1	1	0	2	1	6	4	3	2	2	1	1	1	0	1	1	1	28	11	11	2	2	1	3	10	6	13	5	2	2	1	1	3	1	0	1	3	5	0	1	5	0	1	1		0	5	0	0	153
AN	4	5	2	1	5	2	16	12	8	2	4	4	5	2	4	2	2	1	24	17	22	7	3	11	6	33	24	58	23	11	14	6	6	11	3	2	2	6	7	7	3	35	3	1	9	1	6	5	3	5	458
ML	4	8	3	5	43	9	8	10	7	13	10	12	9	16	20	14	26	39	2	2	3	1	1	3	3	52	23	57	27	12	8	5	7	5	1	4	12	0	3	1	1	7	1	5	5	18		1	16	16	556
BE	7	17	8	10	79	15	19	14	9	23	27	20	22	23	30	26	30	38	6	4	9	2	1	4	6	63	37	81	52	27	17	5	9	13	1	6	22	2	4	1	2	4		5	4	24	1	5	16	15	868
Grand Total	761	"1,315"	808	809	"2,750"	948	"1,473"	"1,559"	"1,531"	"1,320"	"1,511"	829	971	896	737	455	537	640	825	657	918	496	336	981	"1,523"	"3,809"	"2,450"	"6,535"	"3,604"	"2,827"	"2,477"	"1,103"	"1,382"	"1,517"	485	373	971	166	503	386	557	"3,054"	800	364	597	369	134	408	606	814	"61,878"
