Avg Saturday Trip OD																																																			
																																																			
2024 / 03																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
LM	7	19	24	27	50	23	18	12	5	12	59	56	85	62	47	19	17	23	4	2	5	2	2	8	17	180	123	222	129	98	71	20	21	21	2	29	43	1	5	3	2	8	3	19	8	15	0	2	17	30	"1,675"
FV	27	47	22	21	70	32	51	40	26	45	17	76	77	84	64	35	20	33	10	7	10	8	5	14	49	166	129	250	160	111	91	24	17	20	7	25	56	2	7	4	4	20	6	24	5	21	2	7	22	37	"2,111"
CL	20	39	15	12	79	22	45	41	45	46	74	9	75	61	51	27	36	31	16	11	10	10	5	8	24	106	64	149	67	44	37	15	26	35	5	31	77	3	11	7	4	6	6	23	16	36	1	9	55	52	"1,697"
SL	9	17	8	9	37	11	32	39	46	85	79	81	12	55	59	27	21	23	7	5	5	0	1	11	12	106	91	206	83	38	36	15	18	18	3	16	46	1	3	2	3	14	4	21	5	15	1	8	14	27	"1,483"
BF	8	20	7	6	27	10	21	25	34	62	93	61	50	15	48	27	18	26	8	3	5	1	1	4	17	92	75	212	57	30	28	12	15	16	5	16	43	0	4	1	4	7	2	29	2	22	1	5	22	23	"1,319"
HY	9	19	5	8	39	12	20	30	32	34	67	49	53	46	12	31	46	62	8	2	4	2	2	5	13	55	37	91	39	22	18	3	10	10	3	5	27	1	3	3	7	5	1	18	3	28	1	6	32	31	"1,064"
SH	5	6	2	1	17	8	8	10	14	19	35	25	29	25	27	10	15	30	3	2	3	1	2	3	5	42	27	66	29	11	15	3	4	8	2	6	14	2	1	2	2	3	1	11	4	31	1	3	19	21	633
UC	6	13	3	5	44	8	11	26	16	17	22	36	22	16	53	20	12	27	2	4	4	0	1	2	6	66	38	105	42	13	10	3	3	10	1	3	12	0	2	1	1	8	2	9	6	33	0	2	36	41	824
FM	3	10	6	6	51	7	11	24	16	21	36	31	27	25	56	36	26	16	6	2	2	1	1	5	4	88	57	125	47	21	14	7	7	9	2	5	19	0	2	0	2	14	1	7	4	28	1	2	59	47	994
CN	9	13	4	6	13	5	31	31	25	7	11	13	6	7	8	3	2	4	22	34	105	71	17	27	8	86	67	126	60	27	28	11	9	13	5	3	4	9	52	5	6	40	5	1	8	2	31	37	6	5	"1,128"
PH	2	6	4	5	16	6	21	25	23	3	6	13	5	2	2	2	3	2	35	13	46	18	7	40	3	114	60	132	67	31	14	13	9	11	3	1	1	5	21	5	3	55	3	2	9	3	11	17	3	3	906
WC	9	13	9	12	39	8	35	55	36	5	15	10	5	5	3	4	2	2	126	44	15	25	17	65	6	162	90	153	110	37	25	15	12	12	6	2	3	10	39	5	5	62	3	1	12	1	15	33	5	6	"1,389"
LF	6	10	5	4	15	4	15	21	11	2	8	10	1	0	2	2	1	1	83	20	25	9	7	28	3	84	54	94	60	22	12	8	5	3	2	1	0	4	9	1	2	39	2	0	6	1	2	7	0	4	712
OR	2	4	2	4	6	1	13	17	15	2	5	6	1	3	2	2	1	1	15	7	16	6	7	23	3	75	42	71	65	19	9	5	3	4	1		1	1	4	2	1	33	1	1	2	0	3	2	1	1	511
RR	8	13	9	6	14	5	28	51	42	8	15	7	9	3	5	4	4	2	25	38	63	31	25	15	11	203	130	187	156	88	59	20	9	10	2	1	3	3	9	4	4	70	4	1	8	3	4	12	2	4	"1,437"
OW	7	14	3	6	27	10	24	23	35	12	43	24	16	17	11	5	4	6	6	2	5	2	2	12	21	375	249	441	253	181	109	22	18	20	5	4	15	0	5	7	9	44	9	3	4	3	2	4	3	5	"2,129"
EM	75	188	114	165	424	155	264	343	252	188	193	98	115	116	74	45	69	106	108	134	165	113	83	260	480	67	23	122	95	263	344	170	186	177	49	68	234	27	58	43	63	207	90	85	30	44	9	51	82	84	"6,998"
MT	53	151	71	104	315	100	163	216	186	125	147	79	105	103	41	35	47	60	77	91	119	69	64	161	261	19	53	26	67	201	237	146	256	199	61	64	120	16	50	48	58	164	61	45	19	28	11	36	55	62	"5,042"
PL	111	227	111	124	471	126	221	269	260	165	214	124	178	174	101	58	93	116	122	124	142	98	78	184	423	122	28	98	98	513	628	350	551	465	139	84	209	39	108	112	126	502	157	75	31	48	17	61	86	101	"9,064"
CC	45	108	68	94	242	93	172	213	153	108	163	73	75	55	37	30	35	44	49	70	97	55	59	150	281	86	45	102	54	203	286	183	184	242	95	37	94	16	45	64	101	185	134	29	11	16	8	22	44	52	"4,909"
16	40	72	43	76	134	85	143	167	107	72	105	41	37	26	18	14	17	17	26	31	35	23	20	90	188	245	199	601	246	24	112	143	158	199	69	17	43	6	20	41	61	136	92	16	10	10	5	15	19	28	"4,141"
24	56	81	30	52	96	52	103	130	84	51	81	32	34	28	18	18	13	13	25	16	24	12	14	63	134	285	225	726	331	101	24	123	126	170	58	10	31	3	26	46	60	77	61	8	8	4	2	18	12	22	"3,816"
GP	10	15	10	14	53	12	25	38	30	18	17	17	11	10	5	4	2	4	9	10	12	5	5	20	24	139	123	372	175	121	129	13	22	32	22	5	11	4	11	14	21	44	29	4	5	4	1	5	5	5	"1,699"
BP	12	23	5	10	27	10	15	25	28	12	21	23	14	13	7	4	5	5	7	7	13	7	5	10	24	150	145	603	168	129	124	20	12	32	30	5	15	2	8	20	40	50	22	6	2	6	3	7	7	6	"1,945"
DC	13	23	4	9	51	10	18	28	21	19	22	33	16	14	8	5	7	10	11	11	9	3	3	15	25	157	145	538	289	210	179	33	44	20	20	7	21	0	15	27	47	112	57	5	6	7	3	10	9	12	"2,363"
CM	5	8	4	5	9	4	6	7	10	2	6	3	1	2	2	1	1	1	5	3	6	3	0	5	4	44	45	167	90	63	58	24	33	15	12	0	2	2	6	7	16	51	12	1	0	0	1	6	0	0	760
CV	2	4	2	1	10	3	5	7	4	32	26	32	17	22	10	5	6	4	3	1	1	1		1	4	65	50	96	39	18	12	5	6	6	1	6	38	1	1	0	2	9	1	38	2	2	1	1	4	3	606
ED	3	9	5	4	45	6	11	29	9	38	53	78	39	42	23	11	15	16	2	1	1	1	1	6	14	200	98	224	101	44	27	9	12	26	3	34	20	1	1	1	2	47	5	17	17	4	1	1	17	25	"1,400"
NC	2	3	0	1	5	1	4	8	5	1	1	4	0	1	1	2	0	0	10	4	11	4	2	5	1	24	20	35	18	6	3	2	1	1	1		0	3	5	1	3	14	1		2	0	5	5	0	1	229
WP	2	7	2	4	8	1	20	11	13	4	7	11	2	4	2	2	3	1	55	24	42	10	4	14	6	50	49	122	47	20	23	10	10	15	5	1	1	6	12	4	5	33	2	1	6	3	6	8	2	3	706
SS	6	11	2	1	10	2	4	7	11	2	3	6	3	2	2	1	2	1	4	4	5	1	1	4	6	39	34	125	76	42	42	13	28	30	7	1	2	3	3	7	16	28	8	0	1	0	1	4	1	1	612
SB	8	14	2	3	17	4	9	12	13	5	5	6	5	3	5	1	1	3	8	3	3	1	1	7	12	53	39	147	99	64	58	25	44	53	18	2	2	2	5	16	8	56	8	1	1	1	1	3	1	3	864
SO	25	33	27	39	206	30	39	29	41	12	19	7	11	6	4	5	4	15	33	51	59	36	28	66	46	138	110	472	154	88	59	40	42	99	41	7	35	9	28	22	38	60	174	9	11	5	3	29	5	3	"2,551"
MB	5	9	5	6	59	6	9	14	12	4	6	6	2	2	1	0	0	1	3	4	4	2	1	5	7	68	42	165	114	79	48	24	28	50	13	1	5		1	10	10	209	26	2	1	0	1	2	1	0	"1,073"
WD	1	3	2	1	12	3	4	11	2	18	24	21	25	36	17	12	10	6	2	2	0	1	1	1	4	70	39	83	34	17	9	5	6	8	0	38	15		2		2	12	2	7	6	4	1	1	8	7	594
OA	3	12	7	9	90	8	8	7	10	9	4	10	3	2	3	1	4	4	6	5	6	3	2	6	3	28	19	34	15	6	7	4	3	3	1	1	12	2	5		0	9	1	5	4	1	1	5	4	1	394
WS	5	7	2	4	30	4	6	18	5	13	18	29	12	14	22	19	27	26	3	1	1	1	0	2	5	38	18	55	17	10	5	5	4	7	0	1	5		2	1	1	5	1	3	1	8	1	0	27	31	521
PC	2	2	1	0	3	1	7	7	5	2	2	3	1	2	1	1	0	1	31	13	16	2	3	3	4	8	8	18	7	5	4	1	3	2	1	2	0	3	8	1	1	6	1	1	1	1	1	8	0		203
AN	4	8	2	2	10	3	24	17	15	3	10	11	8	5	7	4	2	3	37	17	35	7	3	14	8	59	33	71	32	20	23	7	12	13	5	2	2	5	11	4	3	35	3	0	6	3	9	7	3	5	631
ML	6	13	4	9	76	9	12	25	10	16	21	59	14	20	35	22	35	55	5	4	4	0	2	2	4	65	39	82	45	16	11	8	11	9	1	4	17	0	3	1	1	6	0	6	4	29	0	2	17	17	855
BE	6	22	8	9	118	24	26	39	20	30	33	52	27	25	39	27	43	45	6	7	7	4	2	8	7	91	43	114	56	29	24	7	15	15	1	3	26	2	3	2	2	7	0	8	5	32	0	3	17	22	"1,162"
Grand Total	"1,001"	"1,872"	"1,120"	"1,166"	"4,099"	"1,278"	"2,136"	"2,614"	"2,176"	"1,509"	"2,127"	"1,683"	"1,421"	"1,295"	"1,110"	659	785	969	"1,160"	952	"1,344"	737	549	"1,546"	"2,329"	"5,923"	"4,079"	"9,856"	"5,111"	"3,924"	"3,672"	"1,777"	"2,143"	"2,292"	758	590	"1,431"	223	680	591	817	"2,930"	"1,122"	571	439	587	191	531	865	"1,031"	"89,772"
