Avg Weekday Trip OD																																																			
																																																			
2025 / 04																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
LM	23	41	27	19	116	28	29	16	15	12	89	107	187	137	87	61	56	54	12	9	14	4	4	10	17	316	241	255	248	92	70	27	41	47	4	54	95	4	11	6	6	18	4	43	12	34	8	16	26	37	"2,889"
FV	66	72	26	35	155	50	88	61	72	85	24	139	159	153	159	65	61	50	25	12	21	9	13	32	74	422	326	380	380	167	135	38	54	118	7	37	94	5	13	9	19	31	12	33	9	45	9	17	36	51	"4,155"
CL	44	53	18	15	83	34	66	68	83	97	138	13	66	85	97	51	41	37	22	15	10	5	3	13	55	183	144	180	169	70	71	22	31	74	6	22	58	4	18	6	10	17	8	20	13	30	13	28	26	36	"2,468"
SL	29	36	13	19	98	28	74	85	140	181	174	74	17	88	130	73	61	93	17	14	13	4	3	17	33	392	348	306	275	96	75	25	40	79	4	39	96	4	11	10	9	24	8	36	6	52	6	16	41	49	"3,558"
BF	19	22	10	10	67	14	38	71	105	139	157	87	84	13	69	50	52	68	14	4	8	2	3	7	28	295	259	294	212	64	49	17	29	56	4	27	83	3	6	7	8	14	3	42	4	37	4	6	28	45	"2,736"
HY	20	33	12	17	74	20	47	70	85	83	151	100	135	64	14	60	131	151	18	7	11	5	2	9	27	187	153	137	119	45	29	11	17	30	5	9	48	3	11	4	9	9	8	24	9	87	6	14	68	68	"2,452"
SH	13	10	3	4	37	10	27	44	71	53	65	48	66	47	55	12	51	75	7	4	5	2	2	4	12	150	120	98	102	26	32	5	13	19	2	14	26	0	5	2	1	5	3	15	4	66	3	4	38	49	"1,531"
UC	16	16	9	9	73	13	25	57	87	56	63	45	64	56	126	47	12	68	6	4	12	1	2	3	14	250	207	112	105	34	16	5	13	24	2	10	33	1	4	2	4	10	2	13	8	76	1	4	68	75	"1,960"
FM	13	18	7	10	69	12	30	66	91	46	55	39	91	67	152	76	69	17	8	5	7	1	3	5	7	295	219	115	99	32	17	6	10	25	2	15	30	2	4	2	2	19	3	11	9	71	1	7	91	105	"2,157"
CN	22	23	11	10	54	11	89	93	121	12	27	23	19	12	17	6	6	9	25	66	154	85	33	65	12	347	287	221	227	62	57	21	32	55	7	6	7	35	133	9	10	71	16	4	15	2	87	109	7	8	"2,838"
PH	9	13	9	13	58	8	60	99	141	5	11	15	11	4	7	5	3	4	66	11	63	34	20	64	10	581	477	206	217	63	37	29	15	41	6	3	3	13	39	8	8	96	9	3	18	4	24	51	6	6	"2,705"
WC	22	24	16	13	63	9	72	105	128	16	19	10	13	7	11	7	10	6	160	63	11	44	24	89	9	614	460	212	206	61	35	20	20	37	9	2	4	19	77	11	9	112	11	2	18	2	36	69	6	8	"3,008"
LF	10	9	6	4	31	6	28	48	64	4	8	6	4	2	3	2	1	1	97	42	46	10	9	45	2	483	338	114	104	32	20	7	10	12	2	0	1	8	19	3	4	69	4	0	9	1	9	12	1	3	"1,752"
OR	7	8	4	5	21	4	17	36	52	3	7	3	4	3	2	2	2	3	28	17	26	8	6	37	3	402	282	91	99	26	15	13	9	13	3	1	1	2	7	2	4	60	4	0	7	1	5	9	3	2	"1,368"
RR	14	19	15	10	19	6	38	81	92	10	28	16	18	10	9	4	4	5	66	72	91	41	44	12	21	638	465	218	296	101	61	34	26	23	3	1	5	9	34	5	6	91	7	2	8	2	12	28	4	7	"2,829"
OW	26	23	6	8	39	13	29	35	45	15	69	53	31	29	23	10	13	8	13	8	10	3	3	18	14	906	581	513	468	219	136	40	44	41	7	5	16	2	9	6	19	78	16	5	5	5	6	14	5	7	"3,695"
EM	291	497	309	372	650	346	542	797	771	350	486	216	476	364	227	189	288	335	406	674	697	552	457	707	"1,058"	134	27	116	174	465	783	527	540	652	236	273	893	125	375	202	180	261	172	340	57	129	50	265	153	171	"19,354"
MT	217	384	242	257	375	248	394	523	491	247	371	158	376	297	175	142	209	224	305	484	456	338	278	474	687	35	72	43	111	483	863	586	742	841	277	210	559	86	276	248	247	250	215	218	33	109	35	227	130	131	"15,377"
PL	225	348	136	126	352	140	275	356	401	206	347	177	253	235	126	89	106	101	203	193	189	108	82	188	508	143	50	86	88	442	620	432	825	606	194	107	239	55	267	174	136	668	125	91	40	46	50	156	60	57	"11,222"
CC	175	278	164	187	297	189	317	394	369	225	338	157	227	165	108	84	89	89	193	188	171	94	92	261	475	168	98	85	58	237	418	335	511	482	193	112	208	63	187	203	163	303	152	77	18	49	37	174	44	56	"9,760"
16	105	120	51	66	184	81	169	215	167	85	164	62	90	62	43	27	31	33	57	54	55	32	25	95	230	458	460	502	259	28	103	199	303	279	111	28	66	22	80	80	86	161	69	26	9	18	14	60	13	19	"5,754"
24	118	88	39	38	138	53	103	131	142	61	109	59	72	47	29	34	12	18	51	36	33	18	14	59	143	687	717	729	451	103	27	171	235	244	87	13	41	16	66	64	76	112	66	15	9	11	11	31	8	10	"5,646"
GP	27	36	16	18	69	18	38	67	78	27	38	21	19	16	8	5	5	7	18	20	16	7	10	31	44	481	523	460	340	203	168	12	50	58	36	6	20	5	23	28	40	89	50	8	7	4	5	24	5	6	"3,309"
BP	39	40	15	13	54	15	38	53	71	43	53	25	37	22	17	12	10	7	31	15	21	10	6	20	51	462	511	892	497	281	229	52	13	65	54	12	21	8	24	49	60	70	67	5	3	7	12	20	4	8	"4,145"
DC	85	109	33	20	71	23	37	63	97	47	116	78	76	51	27	21	25	25	51	40	35	14	12	24	52	632	766	667	511	299	269	62	74	20	36	22	49	14	55	76	117	156	173	21	6	12	9	53	17	16	"5,365"
CM	13	12	4	4	23	3	5	18	35	3	6	3	3	4	4	2	2	1	8	5	7	1	4	4	7	227	238	224	198	102	78	35	59	29	9	2	4	1	11	15	26	63	50	0	1	0	4	9	1	1	"1,571"
CV	2	3	3	2	22	4	8	23	29	54	37	21	36	27	12	12	11	14	4	3	2	1	1	1	7	238	202	118	124	29	17	6	14	23	2	6	70	0	2	2	3	11	3	48	4	7	1	1	5	11	"1,282"
ED	10	11	5	9	52	11	27	55	95	93	99	57	96	80	44	27	32	29	8	2	3	0	1	3	17	791	550	266	238	69	44	21	24	53	3	69	22	1	2	4	7	75	7	24	32	16	1	3	23	28	"3,238"
NC	3	2	2	2	11	3	12	24	42	4	4	2	4	2	3	0	1	2	27	13	17	6	2	11	2	93	77	58	75	22	18	6	7	14	1	0	1	3	25	5	3	24	2		6	1	21	19	1	1	683
WP	12	12	5	4	35	8	72	59	101	11	15	16	8	5	10	6	5	5	139	46	83	19	10	42	11	304	257	306	273	92	75	29	30	55	11	1	3	21	12	7	15	71	9	2	10	3	12	18	2	5	"2,363"
SS	9	14	4	3	20	2	9	20	35	5	10	5	8	7	4	2	2	2	11	8	10	3	2	4	6	196	237	193	205	75	65	28	57	71	14	2	5	5	8	8	18	35	23	1	1	1	1	14	1	1	"1,467"
SB	15	18	7	4	21	5	14	31	33	7	18	10	11	8	7	1	3	4	9	8	10	3	3	6	20	180	216	162	166	88	81	43	63	108	27	2	5	4	11	18	9	73	16	1	1	0	3	14	1	0	"1,568"
SO	48	65	52	63	135	42	67	69	79	13	31	13	20	11	6	5	10	15	74	97	111	71	51	82	91	204	182	500	233	123	83	73	61	123	52	9	59	25	68	30	60	58	365	19	8	8	9	57	6	4	"3,738"
MB	12	27	11	13	65	16	17	35	40	6	9	9	7	4	5	2	2	1	15	7	10	3	2	4	15	160	190	123	140	63	55	38	71	163	41	2	5	1	7	18	14	400	26	2	2	1	3	9	0	0	"1,872"
WD	4	7	4	1	19	5	13	25	37	43	32	21	36	43	23	15	12	10	5	2	2	0	1	2	5	305	219	99	95	28	14	10	8	21	0	50	20	0	2	1	2	23	2	9	12	6	0	1	9	13	"1,311"
OA	5	16	14	16	41	12	13	15	16	9	7	10	6	2	5	3	7	8	14	17	14	8	5	6	4	50	31	31	24	8	9	6	4	4	1	3	22	4	11	1	1	9	1	11	4	5	2	9	5	8	534
WS	9	16	8	5	35	10	20	33	30	30	43	26	44	37	67	58	63	67	2	2	2	2	1	2	5	116	94	51	53	20	10	4	9	13	0	7	11	1	3	1	1	8	1	4	3	8	2	6	66	76	"1,184"
PC	6	4	2	1	9	4	20	20	23	7	6	11	5	4	6	2	1	2	86	23	32	8	4	13	7	42	28	50	35	15	12	5	10	10	3	0	1	19	11	2	2	11	2	0	3	2	5	29	1	2	606
AN	16	12	4	5	28	9	73	64	98	17	14	25	17	8	14	4	5	7	106	43	65	13	10	27	14	224	200	173	188	65	37	30	26	55	10	2	3	20	22	15	13	62	9	1	14	7	31	20	4	5	"1,929"
ML	8	14	7	7	73	13	19	45	39	23	34	20	42	29	65	42	69	80	7	6	6	1	3	5	5	134	122	61	52	14	10	3	6	15	1	4	23	1	2	0	0	7	0	8	6	63	1	3	11	28	"1,236"
BE	14	19	11	8	105	15	24	53	45	40	53	31	50	48	69	49	82	109	7	7	7	3	3	8	9	151	130	62	61	19	10	5	9	19	1	11	26	2	5	1	1	6	1	12	8	90	2	4	24	10	"1,536"
Grand Total	"2,694"	"3,797"	"2,182"	"1,928"	"6,053"	"2,141"	"3,791"	"5,099"	"5,791"	"2,785"	"4,151"	"2,460"	"3,477"	"2,689"	"2,435"	"1,581"	"1,945"	"2,154"	"2,839"	"2,757"	"2,987"	"1,775"	"1,403"	"2,784"	"4,034"	"17,007"	"14,003"	"12,174"	"10,666"	"5,761"	"5,877"	"3,421"	"4,529"	"5,259"	"1,595"	"1,296"	"3,234"	720	"2,252"	"1,461"	"1,557"	"4,389"	"1,977"	"1,306"	626	"1,286"	643	"1,930"	"1,266"	"1,498"	"181,465"
