Avg Weekday Trip OD																																																			
																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
LM	23	46	31	22	116	31	32	17	12	15	118	116	198	138	92	69	56	59	14	8	16	4	3	13	19	319	254	261	242	106	78	30	42	45	5	58	97	6	11	5	5	18	5	53	14	36	8	17	34	44	"3,063"
FV	72	85	30	32	177	53	105	73	76	111	38	150	182	165	161	71	59	56	26	11	17	8	16	31	66	380	320	385	378	173	133	40	62	134	5	36	98	4	12	9	14	37	12	36	11	44	13	23	42	57	"4,330"
CL	50	49	16	18	77	33	78	78	79	111	145	31	77	90	111	46	56	43	22	14	11	7	5	17	51	173	129	179	167	70	79	25	30	78	5	27	66	4	19	7	6	17	9	22	12	36	6	30	46	49	"2,604"
SL	27	35	13	20	91	28	69	91	136	200	195	90	15	92	141	79	60	99	17	16	12	3	5	14	28	352	318	314	255	92	68	24	46	94	5	31	103	4	9	6	8	23	5	43	8	54	5	18	38	62	"3,560"
BF	16	22	9	12	71	15	44	66	98	140	153	92	93	19	72	51	52	66	15	3	9	2	2	9	23	271	249	293	209	67	55	20	31	60	5	33	83	3	7	7	9	13	5	39	6	46	4	8	29	56	"2,764"
HY	24	38	15	12	73	19	45	71	79	87	163	116	142	71	16	64	133	153	19	11	7	5	2	11	25	170	132	139	115	41	26	13	16	32	4	10	48	3	15	7	7	10	6	18	6	91	6	15	72	87	"2,492"
SH	11	16	3	3	39	8	29	38	54	60	67	44	67	46	53	8	53	70	7	4	6	2	1	3	12	133	118	88	93	28	32	5	10	23	3	13	25	0	5	3	2	6	3	16	6	70	1	5	35	55	"1,482"
UC	11	17	8	9	80	9	29	62	81	56	58	61	68	61	131	53	16	67	8	5	12	1	2	5	12	232	180	117	106	32	17	6	11	31	3	11	36	1	5	2	2	13	2	16	6	81	2	4	73	87	"2,000"
FM	10	17	8	14	79	10	31	60	82	60	57	41	100	71	155	75	72	19	8	4	7	1	3	7	8	302	191	112	99	32	17	8	8	30	2	17	35	2	5	1	3	20	2	15	9	74	1	6	95	123	"2,205"
CN	23	26	11	13	58	13	86	81	109	17	28	24	22	13	19	7	6	9	25	67	153	92	30	66	11	332	270	228	213	57	50	24	31	59	9	5	6	26	136	11	12	78	14	4	17	4	72	121	9	9	"2,805"
PH	7	15	11	10	58	9	75	93	127	7	12	14	11	4	11	5	5	5	67	11	61	28	20	65	10	531	441	213	218	64	36	24	18	39	9	2	4	14	47	9	9	107	9	2	23	5	23	51	6	8	"2,654"
WC	19	17	12	13	73	7	79	112	115	18	18	10	13	8	9	6	11	6	170	64	12	44	27	87	9	593	453	214	201	55	37	23	24	39	9	2	4	22	77	12	12	135	9	1	19	4	30	79	6	9	"3,029"
LF	15	7	8	6	33	6	28	56	60	4	10	7	3	1	4	2	1	1	108	45	46	8	9	41	2	427	317	109	101	35	19	8	12	13	2	1	1	6	18	3	5	79	3	0	12	2	8	14	1	2	"1,706"
OR	8	6	3	6	25	3	22	35	49	2	8	4	5	2	2	1	2	4	30	15	25	8	6	29	3	398	258	89	90	26	13	11	10	16	2	2	1	1	9	2	4	55	4	0	7	0	5	8	2	3	"1,320"
RR	14	23	15	13	19	7	39	83	85	14	31	16	16	12	10	4	6	7	68	70	88	36	38	10	18	588	425	210	271	110	65	35	29	27	3	2	4	9	33	5	9	102	6	2	10	4	11	28	5	8	"2,742"
OW	23	25	5	9	45	15	36	42	49	17	73	53	24	28	26	12	11	9	11	8	9	3	3	17	23	847	537	504	447	223	134	37	46	45	7	9	18	3	7	8	17	75	16	7	5	5	9	12	7	9	"3,606"
EM	261	466	292	348	532	319	529	749	686	376	455	199	436	324	209	161	271	333	390	619	680	489	456	643	981	90	27	116	190	484	766	505	539	622	229	265	789	110	331	192	186	302	192	330	52	119	36	257	161	173	"18,268"
MT	210	366	222	237	346	236	393	508	454	282	357	142	359	297	159	136	194	202	293	451	455	317	261	441	633	29	71	45	113	457	826	580	729	766	261	189	500	85	255	231	218	261	214	201	29	88	37	219	118	122	"14,591"
PL	226	361	136	122	357	140	288	357	373	232	358	165	273	233	135	84	109	103	210	203	190	108	87	195	498	142	49	78	88	433	639	441	858	605	192	114	245	54	253	163	136	760	127	83	40	44	41	163	64	76	"11,429"
CC	173	276	139	173	303	187	328	377	339	211	343	154	216	173	104	78	92	92	177	189	170	93	82	233	463	165	109	84	59	242	408	327	534	492	196	112	220	66	157	199	156	295	146	77	19	44	41	172	51	70	"9,605"
16	98	123	51	73	164	86	188	206	173	102	170	62	87	66	39	27	35	33	54	57	51	32	23	101	229	452	434	497	255	30	102	203	340	297	111	30	65	19	80	77	84	186	81	30	9	19	12	64	18	23	"5,848"
24	123	93	38	42	142	47	115	147	144	76	118	69	63	50	26	31	14	17	48	37	34	20	15	64	146	668	698	748	452	98	30	174	291	270	94	16	38	13	68	66	85	119	71	15	9	13	13	45	10	13	"5,835"
GP	28	37	16	17	71	18	38	71	69	30	39	23	21	21	12	6	6	8	21	20	19	7	10	33	44	476	514	472	332	208	178	13	50	62	38	6	23	4	23	26	41	86	54	9	5	4	4	31	5	6	"3,353"
BP	42	47	20	18	61	21	44	52	69	39	56	25	46	29	13	10	12	5	28	18	22	13	10	25	59	463	513	947	518	311	275	50	16	75	61	13	24	11	29	46	64	66	67	8	3	5	10	25	5	9	"4,396"
DC	98	123	31	19	69	25	48	69	93	51	140	78	94	52	33	24	28	30	55	39	40	14	14	26	56	603	702	670	520	322	293	63	87	23	39	24	58	19	58	83	116	163	177	21	7	12	14	66	22	24	"5,534"
CM	12	11	4	3	20	5	7	18	31	5	3	4	5	3	4	2	3	1	9	7	9	2	2	4	9	228	234	224	196	104	87	38	61	31	9	2	4	1	10	16	26	58	51	1	1	0	3	10	1	1	"1,579"
CV	3	5	3	3	22	2	10	20	22	58	39	26	35	30	14	13	14	14	6	2	2	1	1	2	10	232	183	118	124	28	19	6	14	23	2	7	74	1	1	3	2	12	2	49	5	6	0	2	6	11	"1,284"
ED	9	14	6	6	57	12	29	53	81	100	99	68	101	73	52	26	37	36	6	4	4	0	1	3	19	708	478	261	244	67	41	24	25	62	4	70	25	1	4	4	4	84	8	22	35	19	1	5	28	38	"3,157"
NC	2	3	3	1	11	2	19	22	36	5	4	3	4	3	2	1	1	1	22	13	17	7	1	8	3	83	74	58	74	21	17	6	11	19	1	0	1	3	19	5	3	23	2	0	6	1	16	23	0	2	662
WP	12	8	4	5	41	7	83	52	87	13	13	15	10	5	14	4	5	6	146	56	88	18	12	36	9	268	217	308	243	87	79	31	33	60	10	2	4	17	16	9	12	73	8	2	13	5	8	20	3	8	"2,283"
SS	12	13	4	2	20	5	9	22	34	5	11	5	5	7	5	4	2	1	11	8	12	3	2	4	9	188	209	188	198	77	70	25	57	81	16	2	5	5	10	8	19	38	26	2	1	1	0	15	1	1	"1,455"
SB	17	20	8	4	22	4	12	27	29	6	16	8	8	10	6	2	1	4	13	10	10	5	4	7	17	180	198	161	163	92	89	42	69	111	26	3	4	4	11	22	11	71	18	2	1	1	2	14	2	1	"1,567"
SO	52	74	47	68	135	47	79	67	80	21	33	17	19	13	7	4	8	15	75	100	114	74	54	97	93	242	208	626	270	157	94	72	60	139	56	10	68	23	65	38	60	83	319	21	7	7	7	58	6	4	"4,091"
MB	16	28	13	12	65	13	21	29	38	7	11	9	5	5	5	2	3	2	13	7	8	3	4	5	14	179	197	138	136	71	66	46	72	165	43	2	8	2	6	22	14	322	32	3	2	1	2	9	0	0	"1,876"
WD	4	6	4	2	19	4	16	24	27	57	37	24	45	40	23	18	15	15	4	1	1	0	0	2	6	301	201	88	96	33	16	12	10	23	0	52	21	1	2	2	2	26	3	8	15	7	1	1	13	18	"1,348"
OA	7	21	15	18	56	13	16	18	21	12	8	12	8	4	6	5	7	8	16	20	14	11	5	7	5	54	33	38	27	10	10	7	4	7	1	2	27	6	14	1	1	9	2	13	10	4	3	13	5	7	639
WS	7	18	9	5	33	7	25	34	24	34	43	36	49	41	76	66	71	69	4	3	3	2	0	2	4	110	77	43	49	20	12	4	6	12	1	6	16	1	5	1	1	8	1	6	3	10	3	6	80	83	"1,229"
PC	4	3	1	1	7	3	18	13	19	8	10	8	4	4	5	2	2	1	74	20	28	6	5	12	8	30	23	44	41	15	12	3	9	14	2	0	1	16	8	1	2	8	2	2	3	3	2	29	1	2	534
AN	16	11	4	5	30	9	81	63	89	19	19	29	20	8	17	5	5	7	118	44	70	13	10	28	14	225	194	184	188	66	43	32	26	66	10	2	4	22	25	14	14	69	9	0	17	11	28	35	5	9	"2,031"
ML	7	14	9	9	76	11	21	38	36	30	38	42	40	24	68	40	72	91	8	6	5	1	2	4	7	140	111	64	55	20	11	5	6	23	1	5	25	1	3	1	1	7	0	12	4	83	0	5	19	33	"1,338"
BE	16	20	11	10	114	17	27	51	48	42	56	50	66	61	90	63	90	132	11	9	7	3	3	8	9	150	113	79	71	24	13	7	9	25	1	8	33	3	7	1	1	7	0	17	7	99	2	7	25	14	"1,740"
Grand Total	"2,696"	"3,850"	"2,170"	"1,895"	"6,002"	"2,119"	"4,040"	"5,013"	"5,380"	"3,075"	"4,367"	"2,620"	"3,552"	"2,736"	"2,495"	"1,576"	"1,983"	"2,201"	"2,849"	"2,694"	"2,972"	"1,702"	"1,396"	"2,692"	"3,904"	"16,040"	"13,178"	"12,313"	"10,429"	"5,907"	"6,007"	"3,427"	"4,743"	"5,419"	"1,598"	"1,283"	"3,165"	697	"2,164"	"1,450"	"1,534"	"4,588"	"1,961"	"1,310"	669	"1,321"	561	"2,039"	"1,351"	"1,699"	"180,834"
