Avg Weekday Trip OD																																																			
																																																			
2025 / 02																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
SL	27	31	15	14	95	26	69	88	133	183	164	76	13	77	126	69	62	87	18	13	12	3	4	14	29	363	325	290	265	84	64	21	39	82	4	31	98	4	9	9	9	19	5	36	6	50	4	14	38	54	"3,374"
BF	14	21	12	10	69	11	40	69	97	135	139	89	75	11	65	45	50	61	14	3	7	2	3	9	24	263	241	286	201	66	53	16	31	57	3	29	77	3	7	8	8	11	4	40	3	41	4	3	26	45	"2,598"
HY	19	32	13	11	77	16	47	72	85	84	163	102	128	66	19	56	129	141	19	9	11	4	1	9	29	172	139	130	117	45	26	11	15	34	4	8	48	3	12	7	6	9	8	22	6	82	6	16	69	71	"2,410"
SH	10	12	3	4	39	10	28	36	61	54	60	53	59	45	55	12	54	70	6	5	6	1	1	3	11	134	106	96	101	24	32	4	17	21	3	10	25	0	5	2	1	5	4	17	4	72	2	3	32	51	"1,471"
UC	10	14	8	10	80	11	27	55	76	53	57	43	61	55	127	52	17	65	6	4	13	1	2	5	10	214	186	101	98	33	16	6	12	26	3	11	33	1	3	1	3	9	2	12	7	75	1	3	69	84	"1,870"
FM	9	19	9	11	69	13	31	59	82	50	51	33	84	63	139	80	66	18	9	5	7	1	3	6	8	260	198	95	96	32	16	7	11	28	2	14	26	1	5	2	4	14	2	12	7	72	1	7	87	117	"2,039"
CN	20	22	10	11	53	9	87	83	111	16	24	20	18	12	20	4	6	9	17	63	143	82	31	64	12	306	267	217	217	57	53	22	30	58	9	5	6	32	126	9	11	59	12	3	11	3	70	106	8	8	"2,651"
PH	6	11	8	14	56	9	60	97	129	7	10	13	10	4	10	5	3	4	63	11	57	29	17	57	9	515	456	203	219	59	37	28	18	42	8	3	4	13	41	10	8	73	10	3	15	5	21	44	5	7	"2,543"
WC	16	19	13	13	65	9	73	98	114	14	22	12	12	7	12	6	10	6	146	58	13	37	27	86	8	549	436	203	206	62	31	19	21	37	7	2	4	17	77	10	11	95	10	2	15	4	27	61	6	7	"2,816"
LF	10	9	7	5	27	6	30	50	61	5	8	6	4	2	3	1	1	1	92	39	42	7	8	40	4	416	311	99	104	33	17	7	11	11	2	0	1	6	21	2	4	58	4	0	8	1	9	13	2	2	"1,608"
OR	6	7	3	5	18	3	18	34	48	2	8	4	4	2	2	1	2	3	25	15	26	8	7	33	3	367	265	79	97	23	12	11	8	12	2	1	1	1	9	3	4	41	3	0	3	1	3	6	3	3	"1,248"
RR	14	20	17	10	18	6	38	84	87	12	26	16	15	10	8	3	5	5	64	62	88	36	41	13	16	567	423	203	274	100	62	34	25	24	3	2	4	8	32	5	5	72	6	2	6	2	12	25	4	8	"2,623"
OW	26	21	6	8	42	13	33	35	52	16	70	52	29	26	26	9	9	7	13	7	8	4	4	15	20	828	534	494	443	213	130	36	45	45	5	7	16	2	6	7	18	64	13	5	5	5	8	12	5	7	"3,503"
EM	246	467	276	328	532	320	532	738	715	378	451	190	437	332	210	165	241	296	361	597	635	467	419	621	969	94	26	110	163	462	728	484	513	602	219	256	749	109	331	176	171	208	163	301	45	109	45	242	139	154	"17,522"
MT	196	377	229	246	330	238	392	503	446	273	341	152	352	276	160	127	196	197	289	465	432	315	267	434	645	36	60	45	107	469	840	578	724	787	273	192	501	77	263	225	230	189	205	201	26	89	37	213	104	114	"14,464"
PL	209	347	130	115	312	130	279	337	375	214	334	185	240	226	121	82	93	84	201	188	180	94	78	179	499	140	51	78	84	433	609	407	824	590	177	100	203	51	239	161	128	474	104	79	28	34	49	151	48	57	"10,526"
CC	177	273	135	167	268	175	313	361	339	216	336	149	221	163	104	81	84	87	183	185	172	92	89	242	453	161	98	87	55	240	396	320	512	460	178	113	214	65	173	186	157	205	143	82	15	44	35	166	42	55	"9,266"
16	104	121	44	64	167	82	185	211	172	96	162	64	82	58	41	25	28	35	53	51	51	31	22	88	222	443	457	493	259	24	113	198	320	276	110	29	58	21	76	75	81	140	70	30	6	17	13	61	14	19	"5,659"
24	115	89	35	40	136	50	114	145	142	67	111	64	60	49	26	31	14	17	50	36	29	16	12	60	141	657	722	688	445	114	25	173	265	254	88	14	37	13	64	61	76	94	67	13	8	12	9	36	8	11	"5,606"
GP	26	37	18	19	68	19	41	65	74	28	34	23	17	17	9	3	6	8	20	21	13	7	9	34	44	451	511	438	333	207	171	10	48	54	38	7	19	3	22	25	37	67	46	8	4	4	3	27	6	4	"3,205"
BP	39	40	18	13	55	16	43	52	71	42	56	25	35	27	14	13	10	8	28	19	22	10	6	21	52	449	503	897	510	311	243	49	14	69	57	12	21	10	29	49	61	54	74	6	2	8	10	21	4	9	"4,202"
DC	88	112	33	23	66	26	42	60	90	49	121	76	81	52	31	25	25	31	57	41	36	12	13	24	51	589	709	641	495	294	275	60	88	21	34	20	52	16	56	74	107	125	167	21	5	14	11	57	19	20	"5,237"
CM	14	12	4	5	21	3	8	19	32	3	4	3	4	3	5	3	3	1	9	7	7	2	3	4	6	229	237	214	182	95	78	33	57	27	8	1	4	1	8	15	25	58	50	0	0	1	3	9	1	1	"1,523"
CV	2	3	3	2	20	4	9	20	21	54	41	23	32	30	11	10	13	13	4	1	2	1	1	1	7	217	186	111	129	29	15	7	15	21	1	5	69	0	1	1	2	9	3	42	3	6	0	1	5	11	"1,219"
ED	9	14	6	6	54	9	25	53	83	95	91	56	97	69	47	28	31	28	5	2	3	1	1	2	16	667	499	220	241	63	41	19	24	57	4	67	20	1	3	4	5	61	7	19	27	16	2	4	24	34	"2,957"
NC	4	3	2	1	10	2	17	22	36	4	6	2	4	2	3	0	1	1	22	14	13	6	1	9	3	85	68	56	76	22	15	5	9	15	1	0	1	4	18	5	3	19	3	0	4	1	16	19	0	1	632
WP	11	10	4	4	37	7	79	51	91	14	14	15	7	6	12	5	4	5	136	51	81	20	10	37	7	264	230	282	249	88	70	29	31	54	9	1	3	17	9	9	13	59	9	2	9	4	7	17	2	6	"2,187"
SS	10	13	4	2	21	5	10	19	34	4	8	6	9	7	6	2	2	3	9	8	9	2	3	5	10	171	213	182	191	76	58	24	54	70	15	1	4	5	9	9	18	30	23	1	1	1	1	13	1	0	"1,381"
SB	15	15	6	3	19	6	12	29	29	6	15	7	8	8	5	2	2	4	10	8	10	4	4	5	19	169	206	153	161	88	83	39	59	100	25	2	5	3	10	20	8	60	15	1	1	0	1	13	0	0	"1,479"
SO	45	56	44	52	129	37	59	55	70	13	24	12	17	8	6	3	6	12	53	76	85	61	44	71	75	171	155	375	189	117	76	53	50	105	49	7	51	17	51	26	52	58	291	14	6	6	8	47	5	3	"3,098"
MB	12	29	11	11	66	13	16	33	33	6	7	9	6	4	5	2	2	2	12	8	10	3	3	4	13	155	178	111	138	63	59	38	77	158	44	2	7	3	7	16	13	297	32	2	1	1	1	8	0	0	"1,727"
WD	4	7	5	1	16	4	15	26	33	43	31	20	38	39	22	18	14	11	3	2	1	0	0	2	4	270	204	86	103	31	14	10	7	23	0	43	20	0	2	2	2	16	2	6	12	7	1	1	8	16	"1,242"
OA	6	14	10	12	37	10	12	14	15	9	5	9	6	3	5	3	6	7	11	12	12	8	3	6	5	41	30	26	21	7	8	6	4	5	0	3	22	3	8	1	1	8	1	9	3	3	2	8	3	6	467
WS	10	17	8	5	33	10	22	36	26	32	43	28	46	40	68	60	62	63	4	3	2	1	1	2	5	98	82	37	46	19	11	3	9	13	0	6	11	1	3	1	0	7	1	5	3	12	2	6	67	83	"1,157"
PC	5	4	1	1	7	3	16	11	19	8	7	9	4	2	6	2	0	2	72	19	25	8	4	13	7	34	25	47	35	16	9	3	8	12	2	0	2	14	6	1	2	9	1	0	2	2	2	25	1	2	515
AN	12	8	3	3	28	7	85	57	84	16	14	25	14	4	16	4	4	6	101	38	59	13	7	28	12	207	188	168	184	66	41	31	25	59	10	2	4	18	18	17	11	51	8	1	10	9	24	17	4	6	"1,825"
ML	8	15	8	7	79	9	22	39	35	25	37	23	39	25	62	33	68	81	8	5	5	1	3	4	5	120	102	51	49	14	10	6	6	19	0	5	23	0	2	0	0	6	0	7	6	71	1	4	12	22	"1,182"
BE	14	21	11	9	109	15	26	48	45	36	50	42	55	49	72	53	88	121	8	7	8	2	3	8	9	137	110	62	60	19	11	5	9	20	1	8	31	2	7	0	0	5	0	14	7	105	2	6	22	14	"1,568"
Grand Total	"2,517"	"3,705"	"2,082"	"1,808"	"5,851"	"2,054"	"3,895"	"4,871"	"5,395"	"2,933"	"4,037"	"2,494"	"3,303"	"2,566"	"2,407"	"1,504"	"1,848"	"2,033"	"2,657"	"2,582"	"2,776"	"1,610"	"1,323"	"2,590"	"3,829"	"15,489"	"13,115"	"11,438"	"10,182"	"5,701"	"5,739"	"3,274"	"4,540"	"5,119"	"1,534"	"1,213"	"2,954"	662	"2,085"	"1,375"	"1,465"	"3,437"	"1,814"	"1,219"	504	"1,265"	548	"1,824"	"1,183"	"1,507"	"171,856"
