Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jan 03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
BF, 	36 , 	39 , 	14 , 	13 , 	129 , 	36 , 	80 , 	175 , 	357 , 	203 , 	234 , 	160 , 	127 , 	8 , 	158 , 	124 , 	132 , 	231 , 	29 , 	14 , 	21 , 	5 , 	4 , 	14 , 	31 , 	480 , 	520 , 	360 , 	280 , 	54 , 	51 , 	21 , 	30 , 	40 , 	22 , 	49 , 	248 , 	5 , 	15 ," 	4,550 ",,,FT/ED line," 	17,670 "," 	6,770 "," 	2,604 "," 	3,876 "," 	1,316 "," 	11,691 "," 	43,927 ",
HY, 	114 , 	92 , 	27 , 	31 , 	130 , 	43 , 	92 , 	186 , 	260 , 	116 , 	275 , 	193 , 	192 , 	167 , 	8 , 	141 , 	233 , 	374 , 	26 , 	26 , 	16 , 	6 , 	6 , 	14 , 	31 , 	359 , 	308 , 	254 , 	220 , 	45 , 	49 , 	27 , 	31 , 	30 , 	24 , 	20 , 	89 , 	8 , 	33 ," 	4,293 ",,,Entries," 	94,265 "," 	34,090 "," 	50,740 "," 	30,671 "," 	31,959 "," 	46,912 "," 	288,638 ",
SH, 	27 , 	24 , 	10 , 	9 , 	86 , 	20 , 	50 , 	154 , 	211 , 	83 , 	93 , 	86 , 	95 , 	120 , 	131 , 	5 , 	101 , 	164 , 	16 , 	12 , 	15 , 	2 , 	3 , 	8 , 	24 , 	270 , 	268 , 	208 , 	173 , 	39 , 	35 , 	10 , 	17 , 	26 , 	13 , 	13 , 	54 , 	5 , 	13 ," 	2,692 ",,,,,,,,,,,
UC, 	15 , 	41 , 	12 , 	10 , 	140 , 	29 , 	61 , 	166 , 	272 , 	120 , 	98 , 	94 , 	83 , 	137 , 	245 , 	109 , 	9 , 	178 , 	18 , 	23 , 	14 , 	5 , 	4 , 	11 , 	20 , 	511 , 	444 , 	287 , 	225 , 	29 , 	28 , 	19 , 	25 , 	35 , 	16 , 	13 , 	43 , 	5 , 	21 ," 	3,614 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	35 , 	65 , 	39 , 	32 , 	264 , 	58 , 	93 , 	287 , 	421 , 	168 , 	134 , 	131 , 	110 , 	234 , 	379 , 	171 , 	167 , 	26 , 	27 , 	23 , 	24 , 	6 , 	10 , 	22 , 	15 , 	725 , 	704 , 	440 , 	303 , 	36 , 	43 , 	20 , 	22 , 	56 , 	20 , 	23 , 	69 , 	7 , 	35 ," 	5,444 ",,,Dtwn SF," 	3,740 ",,,,,,,
CN, 	35 , 	54 , 	27 , 	13 , 	100 , 	21 , 	91 , 	225 , 	328 , 	21 , 	49 , 	58 , 	32 , 	30 , 	29 , 	16 , 	19 , 	26 , 	15 , 	152 , 	463 , 	122 , 	64 , 	102 , 	13 , 	688 , 	709 , 	382 , 	368 , 	59 , 	79 , 	40 , 	45 , 	67 , 	57 , 	5 , 	12 , 	66 , 	483 ," 	5,166 ",,,OAK," 	25,811 "," 	1,608 ",,,,,,
PH, 	22 , 	31 , 	21 , 	19 , 	154 , 	19 , 	85 , 	302 , 	423 , 	19 , 	29 , 	50 , 	21 , 	15 , 	25 , 	13 , 	21 , 	23 , 	167 , 	9 , 	138 , 	72 , 	39 , 	116 , 	11 ," 	1,379 "," 	1,305 ", 	508 , 	462 , 	55 , 	60 , 	58 , 	41 , 	87 , 	78 , 	3 , 	7 , 	43 , 	154 ," 	6,083 ",,,CM line," 	63,222 "," 	6,363 "," 	8,340 ",,,,,
WC, 	26 , 	44 , 	26 , 	20 , 	131 , 	26 , 	92 , 	214 , 	341 , 	19 , 	34 , 	56 , 	22 , 	21 , 	16 , 	16 , 	15 , 	24 , 	554 , 	126 , 	10 , 	76 , 	41 , 	137 , 	21 ," 	1,029 ", 	937 , 	409 , 	332 , 	51 , 	57 , 	53 , 	36 , 	62 , 	47 , 	5 , 	8 , 	75 , 	215 ," 	5,423 ",,,RM line," 	21,548 "," 	11,039 "," 	4,906 "," 	6,957 ",,,,
LF, 	12 , 	10 , 	9 , 	7 , 	64 , 	8 , 	26 , 	110 , 	183 , 	7 , 	21 , 	24 , 	5 , 	3 , 	7 , 	1 , 	5 , 	7 , 	139 , 	80 , 	92 , 	4 , 	18 , 	63 , 	3 , 	735 , 	655 , 	238 , 	198 , 	21 , 	31 , 	15 , 	6 , 	17 , 	16 , 	1 , 	3 , 	15 , 	32 ," 	2,894 ",,,WP line," 	34,717 "," 	8,219 "," 	4,152 "," 	2,760 "," 	6,108 ",,,
OR, 	8 , 	10 , 	8 , 	13 , 	49 , 	13 , 	33 , 	77 , 	154 , 	13 , 	27 , 	19 , 	8 , 	4 , 	5 , 	2 , 	4 , 	9 , 	68 , 	45 , 	41 , 	15 , 	3 , 	59 , 	4 , 	658 , 	614 , 	218 , 	195 , 	20 , 	24 , 	16 , 	16 , 	16 , 	17 , 	1 , 	2 , 	10 , 	24 ," 	2,520 ",,,FT/ED line," 	38,254 "," 	13,888 "," 	5,249 "," 	7,358 "," 	2,708 "," 	11,691 "," 	288,638 ",
RR, 	23 , 	24 , 	20 , 	22 , 	54 , 	13 , 	47 , 	115 , 	213 , 	40 , 	54 , 	53 , 	20 , 	14 , 	15 , 	7 , 	10 , 	22 , 	97 , 	107 , 	140 , 	61 , 	63 , 	7 , 	14 , 	879 , 	957 , 	507 , 	482 , 	102 , 	77 , 	38 , 	49 , 	45 , 	25 , 	4 , 	14 , 	20 , 	44 ," 	4,499 ",,,,,,,,,,,
OW, 	40 , 	41 , 	9 , 	11 , 	71 , 	37 , 	50 , 	43 , 	69 , 	20 , 	94 , 	73 , 	32 , 	36 , 	36 , 	24 , 	18 , 	16 , 	13 , 	10 , 	14 , 	3 , 	4 , 	8 , 	4 ," 	1,076 "," 	1,037 ", 	522 , 	384 , 	87 , 	80 , 	24 , 	44 , 	25 , 	18 , 	9 , 	27 , 	2 , 	26 ," 	4,136 ",,,,,,,,,,,
EM, 	231 , 	829 , 	436 , 	442 , 	687 , 	465 , 	729 , 	846 ," 	1,198 ", 	536 , 	599 , 	531 , 	648 , 	558 , 	420 , 	320 , 	576 , 	796 , 	799 ," 	1,643 "," 	1,201 ", 	733 , 	650 , 	834 ," 	1,189 ", 	83 , 	133 , 	331 , 	272 , 	768 ," 	1,307 "," 	1,122 "," 	1,437 "," 	1,157 "," 	1,226 ", 	437 ," 	1,228 ", 	366 , 	718 ," 	28,480 ",,,,,,,,,,,
MT, 	411 , 	863 , 	514 , 	433 , 	619 , 	482 , 	717 , 	635 , 	781 , 	434 , 	731 , 	487 , 	629 , 	557 , 	344 , 	283 , 	457 , 	740 , 	717 ," 	1,259 ", 	880 , 	548 , 	549 , 	722 , 	984 , 	287 , 	93 , 	210 , 	301 ," 	1,168 "," 	1,905 "," 	1,661 "," 	2,894 "," 	1,346 "," 	1,385 ", 	391 , 	960 , 	298 , 	558 ," 	29,233 ",,,,,,,,,,,
PL, 	234 , 	598 , 	266 , 	282 , 	664 , 	287 , 	521 , 	488 , 	835 , 	394 , 	543 , 	534 , 	348 , 	328 , 	234 , 	187 , 	254 , 	408 , 	349 , 	471 , 	371 , 	219 , 	202 , 	427 , 	506 , 	472 , 	260 , 	109 , 	302 ," 	1,220 "," 	1,847 "," 	1,209 "," 	2,506 "," 	1,026 ", 	850 , 	174 , 	575 , 	160 , 	328 ," 	20,989 ",,,,,,,,,,,
CC, 	169 , 	471 , 	238 , 	258 , 	463 , 	272 , 	468 , 	396 , 	563 , 	284 ," 	3,071 ", 	343 , 	286 , 	244 , 	187 , 	157 , 	205 , 	266 , 	296 , 	380 , 	267 , 	160 , 	152 , 	367 , 	369 , 	260 , 	279 , 	267 , 	82 , 	787 ," 	1,148 ", 	769 ," 	1,765 ", 	696 , 	691 , 	147 , 	404 , 	126 , 	317 ," 	18,066 ",,,,,,,,,,,
16, 	75 , 	79 , 	48 , 	75 , 	195 , 	82 , 	157 , 	129 , 	192 , 	82 , 	146 , 	106 , 	49 , 	50 , 	46 , 	32 , 	24 , 	36 , 	50 , 	49 , 	49 , 	19 , 	17 , 	87 , 	90 , 	683 , 	939 ," 	1,380 ", 	851 , 	33 , 	297 , 	287 , 	745 , 	239 , 	183 , 	17 , 	65 , 	17 , 	68 ," 	7,770 ",,,,,,,,,,,
24, 	115 , 	134 , 	37 , 	57 , 	211 , 	84 , 	130 , 	140 , 	225 , 	72 , 	163 , 	120 , 	70 , 	45 , 	45 , 	32 , 	30 , 	42 , 	78 , 	56 , 	58 , 	32 , 	26 , 	81 , 	83 ," 	1,132 "," 	1,547 "," 	2,074 "," 	1,248 ", 	305 , 	49 , 	267 , 	775 , 	287 , 	233 , 	21 , 	62 , 	22 , 	96 ," 	10,285 ",,,,,,,,,,,
GP, 	24 , 	57 , 	25 , 	27 , 	105 , 	24 , 	56 , 	104 , 	154 , 	40 , 	55 , 	56 , 	30 , 	23 , 	24 , 	9 , 	17 , 	21 , 	37 , 	55 , 	53 , 	16 , 	19 , 	38 , 	29 ," 	1,049 "," 	1,318 "," 	1,496 ", 	735 , 	292 , 	265 , 	27 , 	164 , 	77 , 	90 , 	12 , 	64 , 	9 , 	45 ," 	6,740 ",,,,,,,,,,,
BP, 	42 , 	81 , 	28 , 	33 , 	86 , 	33 , 	71 , 	104 , 	155 , 	53 , 	84 , 	60 , 	53 , 	35 , 	29 , 	15 , 	26 , 	21 , 	42 , 	39 , 	29 , 	6 , 	14 , 	50 , 	49 ," 	1,297 "," 	1,710 "," 	3,462 "," 	1,772 ", 	731 , 	807 , 	149 , 	47 , 	136 , 	195 , 	9 , 	37 , 	13 , 	54 ," 	11,657 ",,,,,,,,,,,
DC, 	40 , 	95 , 	41 , 	42 , 	149 , 	40 , 	73 , 	148 , 	219 , 	73 , 	77 , 	79 , 	52 , 	44 , 	31 , 	25 , 	36 , 	54 , 	68 , 	90 , 	61 , 	18 , 	14 , 	45 , 	50 ," 	1,135 "," 	1,397 "," 	1,156 ", 	736 , 	234 , 	305 , 	78 , 	156 , 	14 , 	75 , 	24 , 	77 , 	24 , 	60 ," 	7,135 ",,,,,,,,,,,
CM, 	20 , 	50 , 	14 , 	13 , 	67 , 	20 , 	41 , 	145 , 	221 , 	32 , 	34 , 	55 , 	30 , 	23 , 	18 , 	13 , 	15 , 	17 , 	56 , 	72 , 	44 , 	17 , 	16 , 	23 , 	20 ," 	1,220 "," 	1,338 ", 	937 , 	721 , 	176 , 	242 , 	93 , 	220 , 	55 , 	14 , 	7 , 	52 , 	17 , 	79 ," 	6,244 ",,,,,,,,,,,
CV, 	7 , 	5 , 	4 , 	4 , 	32 , 	8 , 	15 , 	41 , 	80 , 	70 , 	50 , 	38 , 	38 , 	46 , 	19 , 	15 , 	13 , 	24 , 	4 , 	1 , 	5 , 	1 , 	2 , 	4 , 	10 , 	394 , 	397 , 	184 , 	163 , 	20 , 	21 , 	12 , 	10 , 	19 , 	10 , 	3 , 	126 , 	1 , 	4 ," 	1,900 ",,,,,,,,,,,
ED, 	22 , 	34 , 	14 , 	13 , 	106 , 	28 , 	48 , 	154 , 	281 , 	193 , 	159 , 	147 , 	95 , 	250 , 	89 , 	56 , 	44 , 	70 , 	13 , 	7 , 	9 , 	3 , 	4 , 	15 , 	26 ," 	1,092 ", 	986 , 	564 , 	461 , 	68 , 	60 , 	64 , 	39 , 	82 , 	48 , 	138 , 	16 , 	3 , 	10 ," 	5,511 ",,,,,,,,,,,
NC, 	7 , 	7 , 	3 , 	1 , 	34 , 	5 , 	28 , 	100 , 	127 , 	8 , 	5 , 	14 , 	7 , 	5 , 	8 , 	4 , 	5 , 	8 , 	63 , 	38 , 	63 , 	13 , 	9 , 	22 , 	3 , 	311 , 	298 , 	160 , 	138 , 	20 , 	22 , 	10 , 	12 , 	25 , 	16 , 	1 , 	2 , 	4 , 	76 ," 	1,682 ",,,,,,,,,,,
WP, 	29 , 	29 , 	9 , 	9 , 	80 , 	20 , 	104 , 	195 , 	288 , 	22 , 	42 , 	61 , 	31 , 	16 , 	34 , 	16 , 	19 , 	33 , 	521 , 	169 , 	224 , 	28 , 	24 , 	52 , 	25 , 	601 , 	544 , 	378 , 	382 , 	79 , 	104 , 	46 , 	59 , 	67 , 	83 , 	4 , 	9 , 	86 , 	26 ," 	4,546 ",,,,,,,,,,,
Entries," 	3,755 "," 	6,960 "," 	3,596 "," 	3,059 "," 	9,532 "," 	3,770 "," 	5,710 "," 	7,887 "," 	11,950 "," 	4,357 "," 	8,802 "," 	5,451 "," 	4,653 "," 	4,660 "," 	4,256 "," 	2,751 "," 	3,546 "," 	5,388 "," 	5,276 "," 	6,161 "," 	5,320 "," 	2,687 "," 	2,384 "," 	3,939 "," 	4,186 "," 	25,725 "," 	27,237 "," 	23,571 "," 	17,733 "," 	8,037 "," 	10,649 "," 	6,943 "," 	12,073 "," 	6,810 "," 	6,228 "," 	1,924 "," 	5,482 "," 	1,760 "," 	4,432 "," 	288,638 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
