Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Jul 02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	133 , 	133 , 	59 , 	66 , 	294 , 	104 , 	137 , 	122 , 	260 , 	147 , 	22 , 	268 , 	249 , 	233 , 	256 , 	110 , 	104 , 	135 , 	53 , 	29 , 	38 , 	27 , 	41 , 	48 , 	96 , 	600 , 	667 , 	741 , 	524 , 	162 , 	170 , 	53 , 	59 , 	65 , 	33 , 	53 , 	155 , 	9 , 	42 ," 	6,500 ",,,CM line," 	31,590 "," 	2,936 "," 	7,597 "," 	2,478 "," 	1,930 "," 	2,669 "," 	49,200 ",
CL, 	120 , 	164 , 	84 , 	79 , 	290 , 	140 , 	197 , 	188 , 	379 , 	176 , 	283 , 	13 , 	182 , 	208 , 	222 , 	114 , 	162 , 	259 , 	86 , 	97 , 	98 , 	49 , 	38 , 	66 , 	85 , 	589 , 	505 , 	597 , 	426 , 	114 , 	131 , 	66 , 	62 , 	84 , 	46 , 	91 , 	360 , 	35 , 	87 ," 	6,970 ",,,RM line," 	12,070 "," 	5,491 "," 	2,634 "," 	7,091 "," 	1,458 "," 	3,961 "," 	32,706 ",
SL, 	134 , 	114 , 	23 , 	20 , 	160 , 	54 , 	95 , 	182 , 	268 , 	192 , 	255 , 	180 , 	8 , 	114 , 	186 , 	97 , 	75 , 	111 , 	39 , 	19 , 	23 , 	8 , 	9 , 	13 , 	24 , 	563 , 	603 , 	424 , 	329 , 	54 , 	64 , 	36 , 	46 , 	33 , 	27 , 	35 , 	97 , 	6 , 	27 ," 	4,747 ",,,WP line," 	18,621 "," 	4,041 "," 	1,949 "," 	1,557 "," 	5,800 "," 	1,681 "," 	33,649 ",
BF, 	32 , 	36 , 	12 , 	13 , 	133 , 	40 , 	85 , 	182 , 	322 , 	179 , 	221 , 	220 , 	112 , 	11 , 	148 , 	120 , 	132 , 	218 , 	29 , 	18 , 	19 , 	5 , 	4 , 	14 , 	34 , 	539 , 	521 , 	395 , 	285 , 	51 , 	59 , 	27 , 	24 , 	40 , 	24 , 	48 , 	234 , 	5 , 	13 ," 	4,605 ",,,FT/ED line," 	19,093 "," 	6,757 "," 	2,687 "," 	4,397 "," 	1,661 "," 	13,428 "," 	48,023 ",
HY, 	108 , 	83 , 	26 , 	29 , 	146 , 	46 , 	90 , 	187 , 	244 , 	100 , 	275 , 	243 , 	205 , 	162 , 	10 , 	148 , 	231 , 	366 , 	33 , 	20 , 	17 , 	6 , 	7 , 	14 , 	26 , 	401 , 	311 , 	295 , 	226 , 	50 , 	52 , 	29 , 	25 , 	27 , 	19 , 	24 , 	96 , 	7 , 	24 ," 	4,409 ",,,Entries," 	99,055 "," 	34,817 "," 	51,387 "," 	33,668 "," 	33,279 "," 	48,714 "," 	300,921 ",
SH, 	34 , 	35 , 	5 , 	7 , 	111 , 	85 , 	30 , 	75 , 	206 , 	80 , 	174 , 	149 , 	65 , 	79 , 	178 , 	58 , 	72 , 	125 , 	9 , 	13 , 	15 , 	2 , 	3 , 	8 , 	20 , 	362 , 	331 , 	139 , 	110 , 	36 , 	41 , 	8 , 	12 , 	24 , 	11 , 	9 , 	36 , 	2 , 	13 ," 	2,772 ",,,,,,,,,,,
UC, 	25 , 	47 , 	15 , 	16 , 	182 , 	28 , 	59 , 	170 , 	239 , 	119 , 	121 , 	169 , 	80 , 	142 , 	251 , 	106 , 	12 , 	193 , 	24 , 	23 , 	18 , 	4 , 	5 , 	11 , 	15 , 	555 , 	472 , 	328 , 	229 , 	30 , 	34 , 	18 , 	22 , 	27 , 	13 , 	16 , 	53 , 	6 , 	18 ," 	3,897 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	32 , 	76 , 	42 , 	30 , 	346 , 	53 , 	79 , 	273 , 	366 , 	132 , 	143 , 	280 , 	116 , 	232 , 	379 , 	184 , 	193 , 	29 , 	30 , 	29 , 	25 , 	6 , 	13 , 	24 , 	16 , 	772 , 	721 , 	541 , 	301 , 	41 , 	44 , 	29 , 	24 , 	49 , 	22 , 	28 , 	82 , 	4 , 	40 ," 	5,825 ",,,Dtwn SF," 	4,274 ",,,,,,,
CN, 	32 , 	41 , 	23 , 	18 , 	122 , 	22 , 	100 , 	250 , 	331 , 	26 , 	54 , 	91 , 	39 , 	27 , 	30 , 	17 , 	16 , 	24 , 	25 , 	142 , 	425 , 	103 , 	52 , 	105 , 	17 , 	834 , 	817 , 	421 , 	405 , 	66 , 	81 , 	49 , 	41 , 	58 , 	67 , 	5 , 	16 , 	57 , 	357 ," 	5,407 ",,,OAK," 	27,454 "," 	1,546 ",,,,,,
PH, 	22 , 	35 , 	23 , 	22 , 	156 , 	25 , 	91 , 	273 , 	408 , 	23 , 	30 , 	101 , 	22 , 	19 , 	21 , 	12 , 	22 , 	27 , 	186 , 	11 , 	129 , 	58 , 	37 , 	115 , 	7 ," 	1,398 "," 	1,285 ", 	472 , 	433 , 	47 , 	58 , 	49 , 	42 , 	67 , 	72 , 	5 , 	7 , 	42 , 	179 ," 	6,030 ",,,CM line," 	65,092 "," 	5,954 "," 	7,597 ",,,,,
WC, 	29 , 	33 , 	30 , 	26 , 	158 , 	22 , 	99 , 	212 , 	314 , 	20 , 	36 , 	102 , 	23 , 	20 , 	19 , 	14 , 	18 , 	27 , 	603 , 	140 , 	12 , 	70 , 	48 , 	156 , 	18 ," 	1,106 "," 	1,032 ", 	499 , 	350 , 	51 , 	60 , 	52 , 	28 , 	48 , 	58 , 	4 , 	8 , 	83 , 	229 ," 	5,857 ",,,RM line," 	24,784 "," 	10,921 "," 	5,113 "," 	7,091 ",,,,
LF, 	10 , 	10 , 	8 , 	7 , 	77 , 	12 , 	28 , 	121 , 	183 , 	8 , 	33 , 	49 , 	7 , 	4 , 	6 , 	2 , 	4 , 	6 , 	143 , 	69 , 	85 , 	5 , 	17 , 	65 , 	6 , 	801 , 	673 , 	267 , 	191 , 	22 , 	26 , 	19 , 	6 , 	18 , 	16 , 	2 , 	2 , 	13 , 	28 ," 	3,050 ",,,WP line," 	37,148 "," 	7,944 "," 	3,879 "," 	3,015 "," 	5,800 ",,,
OR, 	11 , 	12 , 	11 , 	10 , 	71 , 	13 , 	37 , 	78 , 	152 , 	11 , 	35 , 	42 , 	9 , 	4 , 	8 , 	3 , 	4 , 	13 , 	62 , 	49 , 	46 , 	15 , 	5 , 	65 , 	4 , 	693 , 	618 , 	243 , 	180 , 	21 , 	24 , 	14 , 	9 , 	19 , 	22 , 	2 , 	3 , 	10 , 	26 ," 	2,654 ",,,FT/ED line," 	39,197 "," 	13,628 "," 	5,356 "," 	8,359 "," 	3,342 "," 	13,428 "," 	300,921 ",
RR, 	38 , 	31 , 	32 , 	55 , 	41 , 	9 , 	26 , 	78 , 	211 , 	35 , 	57 , 	73 , 	22 , 	20 , 	9 , 	5 , 	6 , 	13 , 	126 , 	62 , 	90 , 	34 , 	39 , 	6 , 	13 , 	977 , 	981 , 	546 , 	444 , 	65 , 	46 , 	24 , 	14 , 	35 , 	23 , 	6 , 	15 , 	14 , 	36 ," 	4,359 ",,,,,,,,,,,
OW, 	32 , 	32 , 	12 , 	12 , 	64 , 	37 , 	55 , 	34 , 	68 , 	17 , 	108 , 	87 , 	32 , 	37 , 	30 , 	18 , 	16 , 	16 , 	11 , 	10 , 	13 , 	5 , 	4 , 	13 , 	5 ," 	1,181 "," 	1,081 ", 	561 , 	378 , 	82 , 	90 , 	27 , 	35 , 	31 , 	21 , 	6 , 	28 , 	3 , 	25 ," 	4,317 ",,,,,,,,,,,
EM, 	258 , 	909 , 	481 , 	495 , 	898 , 	540 , 	769 , 	901 ," 	1,252 ", 	580 , 	673 , 	608 , 	660 , 	581 , 	454 , 	333 , 	622 , 	877 , 	849 ," 	1,764 "," 	1,271 ", 	820 , 	718 , 	931 ," 	1,269 ", 	102 , 	143 , 	412 , 	353 , 	788 ," 	1,470 "," 	1,195 "," 	1,518 "," 	1,158 "," 	1,348 ", 	469 ," 	1,534 ", 	411 , 	754 ," 	31,170 ",,,,,,,,,,,
MT, 	414 , 	877 , 	690 , 	477 ," 	1,103 ", 	515 , 	729 , 	668 , 	969 , 	521 , 	901 , 	608 , 	635 , 	536 , 	351 , 	286 , 	495 , 	772 , 	744 ," 	1,312 ", 	992 , 	585 , 	553 , 	810 ," 	1,148 ", 	147 , 	83 , 	208 , 	317 ," 	1,164 "," 	1,926 "," 	1,618 "," 	2,802 "," 	1,459 "," 	1,346 ", 	355 , 	916 , 	279 , 	544 ," 	30,857 ",,,,,,,,,,,
PL, 	275 , 	674 , 	320 , 	330 , 	984 , 	342 , 	576 , 	544 , 	945 , 	462 , 	711 , 	671 , 	426 , 	382 , 	293 , 	211 , 	312 , 	554 , 	398 , 	536 , 	501 , 	262 , 	227 , 	479 , 	574 , 	595 , 	310 , 	135 , 	360 ," 	1,335 "," 	2,044 "," 	1,354 "," 	2,506 "," 	1,192 ", 	987 , 	214 , 	726 , 	178 , 	403 ," 	24,329 ",,,,,,,,,,,
CC, 	197 , 	537 , 	240 , 	297 , 	567 , 	295 , 	464 , 	421 , 	571 , 	303 , 	467 , 	383 , 	317 , 	292 , 	209 , 	176 , 	225 , 	308 , 	371 , 	400 , 	291 , 	166 , 	154 , 	350 , 	383 , 	322 , 	332 , 	316 , 	138 , 	807 ," 	1,267 ", 	827 ," 	1,857 ", 	746 , 	786 , 	157 , 	401 , 	129 , 	343 ," 	16,812 ",,,,,,,,,,,
16, 	89 , 	94 , 	43 , 	83 , 	203 , 	89 , 	161 , 	131 , 	189 , 	79 , 	153 , 	105 , 	51 , 	51 , 	54 , 	31 , 	27 , 	41 , 	59 , 	45 , 	49 , 	22 , 	19 , 	85 , 	91 , 	690 , 	975 ," 	1,386 ", 	823 , 	29 , 	298 , 	285 , 	656 , 	224 , 	202 , 	21 , 	68 , 	14 , 	75 ," 	7,788 ",,,,,,,,,,,
24, 	127 , 	146 , 	37 , 	61 , 	224 , 	97 , 	124 , 	139 , 	215 , 	65 , 	175 , 	128 , 	66 , 	55 , 	44 , 	37 , 	32 , 	43 , 	79 , 	56 , 	57 , 	28 , 	26 , 	72 , 	88 ," 	1,219 "," 	1,616 "," 	2,123 "," 	1,233 ", 	302 , 	54 , 	279 , 	598 , 	275 , 	252 , 	18 , 	64 , 	21 , 	90 ," 	10,364 ",,,,,,,,,,,
GP, 	29 , 	56 , 	25 , 	23 , 	136 , 	27 , 	52 , 	85 , 	145 , 	36 , 	55 , 	65 , 	33 , 	28 , 	27 , 	10 , 	17 , 	29 , 	40 , 	46 , 	51 , 	20 , 	17 , 	38 , 	29 ," 	1,091 "," 	1,332 "," 	1,509 ", 	718 , 	294 , 	274 , 	26 , 	124 , 	77 , 	87 , 	15 , 	64 , 	12 , 	45 ," 	6,789 ",,,,,,,,,,,
BP, 	37 , 	68 , 	14 , 	18 , 	103 , 	24 , 	51 , 	87 , 	141 , 	46 , 	68 , 	63 , 	48 , 	28 , 	23 , 	16 , 	21 , 	23 , 	38 , 	36 , 	27 , 	6 , 	8 , 	24 , 	40 ," 	1,298 "," 	1,759 "," 	3,376 "," 	1,541 ", 	613 , 	641 , 	126 , 	38 , 	108 , 	162 , 	9 , 	37 , 	12 , 	52 ," 	10,831 ",,,,,,,,,,,
DC, 	34 , 	86 , 	35 , 	31 , 	136 , 	37 , 	54 , 	126 , 	199 , 	61 , 	73 , 	92 , 	48 , 	43 , 	31 , 	23 , 	29 , 	49 , 	59 , 	59 , 	48 , 	20 , 	20 , 	36 , 	41 ," 	1,113 "," 	1,450 "," 	1,253 ", 	709 , 	226 , 	286 , 	88 , 	128 , 	14 , 	77 , 	18 , 	95 , 	20 , 	55 ," 	7,000 ",,,,,,,,,,,
CM, 	30 , 	65 , 	19 , 	18 , 	111 , 	23 , 	43 , 	143 , 	230 , 	20 , 	31 , 	50 , 	21 , 	20 , 	19 , 	11 , 	16 , 	16 , 	61 , 	67 , 	52 , 	17 , 	20 , 	24 , 	24 ," 	1,293 "," 	1,356 ", 	996 , 	730 , 	171 , 	242 , 	99 , 	178 , 	54 , 	12 , 	6 , 	34 , 	16 , 	88 ," 	6,428 ",,,,,,,,,,,
CV, 	5 , 	7 , 	4 , 	4 , 	55 , 	8 , 	15 , 	42 , 	89 , 	58 , 	53 , 	87 , 	40 , 	52 , 	26 , 	14 , 	15 , 	25 , 	4 , 	4 , 	4 , 	2 , 	2 , 	6 , 	7 , 	415 , 	390 , 	205 , 	163 , 	22 , 	17 , 	15 , 	10 , 	18 , 	10 , 	5 , 	158 , 	1 , 	2 ," 	2,060 ",,,,,,,,,,,
ED, 	28 , 	38 , 	19 , 	14 , 	146 , 	26 , 	50 , 	163 , 	265 , 	159 , 	160 , 	352 , 	99 , 	245 , 	98 , 	57 , 	63 , 	82 , 	18 , 	7 , 	8 , 	2 , 	4 , 	16 , 	29 ," 	1,369 "," 	1,027 ", 	677 , 	445 , 	66 , 	65 , 	65 , 	39 , 	100 , 	37 , 	156 , 	26 , 	4 , 	10 ," 	6,236 ",,,,,,,,,,,
NC, 	5 , 	7 , 	2 , 	2 , 	35 , 	4 , 	22 , 	91 , 	114 , 	10 , 	9 , 	31 , 	5 , 	6 , 	6 , 	3 , 	7 , 	5 , 	71 , 	30 , 	62 , 	11 , 	9 , 	17 , 	3 , 	344 , 	298 , 	168 , 	139 , 	13 , 	20 , 	12 , 	16 , 	20 , 	15 , 	1 , 	4 , 	4 , 	75 ," 	1,698 ",,,,,,,,,,,
WP, 	32 , 	31 , 	8 , 	7 , 	112 , 	16 , 	108 , 	190 , 	269 , 	31 , 	42 , 	89 , 	28 , 	15 , 	27 , 	16 , 	18 , 	36 , 	467 , 	150 , 	211 , 	31 , 	28 , 	48 , 	24 , 	635 , 	575 , 	419 , 	376 , 	84 , 	101 , 	46 , 	56 , 	56 , 	91 , 	3 , 	9 , 	84 , 	25 ," 	4,593 ",,,,,,,,,,,
Entries," 	3,860 "," 	7,272 "," 	3,949 "," 	3,278 "," 	11,223 "," 	4,086 "," 	5,758 "," 	7,911 "," 	12,161 "," 	4,475 "," 	6,816 "," 	7,186 "," 	4,847 "," 	4,633 "," 	4,448 "," 	2,855 "," 	3,829 "," 	5,824 "," 	5,613 "," 	6,313 "," 	5,580 "," 	2,849 "," 	2,523 "," 	4,150 "," 	4,512 "," 	27,881 "," 	28,427 "," 	25,211 "," 	17,536 "," 	8,034 "," 	11,041 "," 	7,220 "," 	11,592 "," 	6,903 "," 	6,597 "," 	2,064 "," 	6,211 "," 	1,782 "," 	4,470 "," 	300,921 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
