Exit stations,Entry stations->,,SUNDAY,,,Oct 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,,
AN, 	7 , 	7 , 	5 , 	2 , 	15 , 	5 , 	31 , 	9 , 	17 , 	4 , 	8 , 	35 , 	7 , 	8 , 	7 , 	7 , 	3 , 	5 , 	37 , 	21 , 	31 , 	6 , 	5 , 	19 , 	11 , 	63 , 	35 , 	99 , 	48 , 	15 , 	16 , 	8 , 	14 , 	16 , 	6 , 	1 , 	3 , 	7 , 	15 , 	6 , 	3 , 	65 , 	6 , 	1 , 	20 , 	8 , 	-   , 	-   , 	10 , 	12 , 	786 ,,,,,,,,,,,
Entries," 	1,365 "," 	2,173 "," 	1,520 "," 	1,513 "," 	4,124 "," 	1,627 "," 	2,554 "," 	2,415 "," 	2,566 "," 	2,389 "," 	3,014 "," 	4,676 "," 	1,847 "," 	1,942 "," 	1,227 ", 	791 ," 	1,051 "," 	1,461 "," 	1,403 "," 	1,432 "," 	1,860 "," 	1,000 ", 	860 ," 	1,932 "," 	3,974 "," 	9,031 "," 	5,667 "," 	14,846 "," 	7,585 "," 	4,768 "," 	4,590 "," 	2,311 "," 	3,500 "," 	2,994 ", 	968 , 	922 ," 	2,656 ", 	428 ," 	1,037 ", 	719 ," 	1,138 "," 	5,784 "," 	2,462 "," 	1,046 "," 	1,398 "," 	1,592 ", 	-   , 	-   , 	272 , 	703 ," 	127,130 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
