Exit stations,Entry stations->,,ADJUSTED WEEKDAY,,,Oct 01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,Exits,,,,,,,,,,,
FV, 	127 , 	162 , 	54 , 	80 , 	361 , 	120 , 	161 , 	148 , 	301 , 	162 , 	23 , 	286 , 	290 , 	262 , 	314 , 	129 , 	126 , 	155 , 	63 , 	32 , 	51 , 	23 , 	49 , 	74 , 	118 , 	683 , 	849 , 	778 , 	592 , 	189 , 	223 , 	65 , 	96 , 	145 , 	37 , 	54 , 	197 , 	10 , 	39 ," 	7,630 ",,,CM line," 	33,276 "," 	3,286 "," 	9,451 "," 	2,883 "," 	2,189 "," 	2,994 "," 	54,079 ",
CL, 	314 , 	100 , 	39 , 	40 , 	215 , 	69 , 	144 , 	141 , 	374 , 	123 , 	612 , 	7 , 	100 , 	120 , 	176 , 	76 , 	80 , 	101 , 	48 , 	43 , 	32 , 	18 , 	13 , 	66 , 	81 ," 	1,091 ", 	318 , 	362 , 	259 , 	89 , 	83 , 	50 , 	46 , 	68 , 	22 , 	36 , 	118 , 	17 , 	48 ," 	5,741 ",,,RM line," 	12,576 "," 	6,122 "," 	3,146 "," 	8,142 "," 	1,528 "," 	4,063 "," 	35,576 ",
SL, 	70 , 	79 , 	24 , 	24 , 	163 , 	59 , 	99 , 	179 , 	340 , 	208 , 	299 , 	131 , 	8 , 	114 , 	193 , 	98 , 	86 , 	127 , 	35 , 	20 , 	27 , 	8 , 	10 , 	19 , 	31 , 	592 , 	628 , 	401 , 	332 , 	54 , 	71 , 	31 , 	50 , 	75 , 	25 , 	41 , 	93 , 	10 , 	27 ," 	4,879 ",,,WP line," 	18,977 "," 	4,054 "," 	2,229 "," 	1,658 "," 	6,540 "," 	1,582 "," 	35,040 ",
BF, 	39 , 	39 , 	13 , 	14 , 	153 , 	36 , 	82 , 	193 , 	351 , 	193 , 	259 , 	186 , 	106 , 	10 , 	165 , 	135 , 	152 , 	298 , 	32 , 	18 , 	15 , 	6 , 	5 , 	17 , 	39 , 	547 , 	633 , 	388 , 	283 , 	56 , 	64 , 	30 , 	32 , 	78 , 	25 , 	46 , 	233 , 	5 , 	14 ," 	4,992 ",,,FT/ED line," 	18,945 "," 	6,973 "," 	2,999 "," 	4,395 "," 	1,502 "," 	13,643 "," 	48,456 ",
HY, 	158 , 	121 , 	33 , 	28 , 	167 , 	63 , 	95 , 	190 , 	214 , 	92 , 	332 , 	228 , 	216 , 	172 , 	10 , 	163 , 	270 , 	435 , 	32 , 	19 , 	22 , 	7 , 	10 , 	15 , 	28 , 	426 , 	377 , 	288 , 	218 , 	58 , 	48 , 	28 , 	34 , 	37 , 	22 , 	23 , 	101 , 	14 , 	26 ," 	4,816 ",,,Entries," 	104,128 "," 	35,884 "," 	56,451 "," 	35,929 "," 	34,026 "," 	49,154 "," 	315,571 ",
SH, 	24 , 	27 , 	8 , 	7 , 	109 , 	21 , 	44 , 	148 , 	203 , 	86 , 	122 , 	104 , 	87 , 	129 , 	146 , 	6 , 	108 , 	207 , 	15 , 	11 , 	18 , 	4 , 	5 , 	6 , 	22 , 	308 , 	319 , 	217 , 	192 , 	35 , 	41 , 	13 , 	17 , 	39 , 	12 , 	17 , 	69 , 	3 , 	16 ," 	2,963 ",,,,,,,,,,,
UC, 	19 , 	42 , 	14 , 	19 , 	162 , 	36 , 	61 , 	161 , 	243 , 	126 , 	152 , 	114 , 	92 , 	167 , 	283 , 	116 , 	11 , 	244 , 	24 , 	21 , 	17 , 	5 , 	7 , 	11 , 	17 , 	509 , 	487 , 	282 , 	225 , 	38 , 	35 , 	17 , 	28 , 	51 , 	14 , 	17 , 	60 , 	5 , 	22 ," 	3,953 ",,,,Dtwn SF,OAK,CM line,RM line,WP line,FT/ED line,,
FM, 	38 , 	92 , 	38 , 	41 , 	318 , 	55 , 	101 , 	264 , 	355 , 	143 , 	161 , 	159 , 	132 , 	294 , 	438 , 	223 , 	231 , 	27 , 	26 , 	27 , 	28 , 	10 , 	18 , 	23 , 	15 , 	706 , 	746 , 	405 , 	313 , 	44 , 	42 , 	28 , 	28 , 	84 , 	21 , 	24 , 	85 , 	9 , 	41 ," 	5,833 ",,,Dtwn SF," 	6,847 ",,,,,,,
CN, 	80 , 	35 , 	37 , 	12 , 	177 , 	19 , 	157 , 	161 , 	346 , 	19 , 	89 , 	47 , 	35 , 	24 , 	47 , 	8 , 	33 , 	17 , 	49 , 	470 , 	275 , 	138 , 	45 , 	127 , 	11 ," 	1,131 ", 	622 , 	460 , 	284 , 	113 , 	61 , 	53 , 	33 , 	90 , 	46 , 	11 , 	17 , 	59 , 	354 ," 	5,789 ",,,OAK," 	27,248 "," 	1,708 ",,,,,,
PH, 	23 , 	33 , 	19 , 	19 , 	165 , 	25 , 	84 , 	299 , 	417 , 	23 , 	33 , 	64 , 	19 , 	17 , 	19 , 	12 , 	18 , 	25 , 	200 , 	14 , 	142 , 	67 , 	38 , 	134 , 	13 ," 	1,432 "," 	1,419 ", 	487 , 	461 , 	57 , 	54 , 	46 , 	38 , 	101 , 	53 , 	3 , 	7 , 	40 , 	175 ," 	6,296 ",,,CM line," 	68,644 "," 	6,544 "," 	9,451 ",,,,,
WC, 	33 , 	45 , 	25 , 	24 , 	150 , 	26 , 	103 , 	206 , 	299 , 	20 , 	44 , 	56 , 	25 , 	18 , 	22 , 	19 , 	17 , 	28 , 	633 , 	162 , 	12 , 	77 , 	56 , 	151 , 	15 ," 	1,063 "," 	1,101 ", 	458 , 	358 , 	49 , 	69 , 	45 , 	37 , 	75 , 	63 , 	5 , 	9 , 	77 , 	260 ," 	5,934 ",,,RM line," 	25,375 "," 	12,176 "," 	6,029 "," 	8,142 ",,,,
LF, 	13 , 	13 , 	8 , 	5 , 	72 , 	8 , 	31 , 	108 , 	168 , 	8 , 	25 , 	25 , 	7 , 	6 , 	7 , 	3 , 	5 , 	10 , 	157 , 	80 , 	95 , 	8 , 	21 , 	63 , 	3 , 	759 , 	716 , 	241 , 	192 , 	22 , 	25 , 	20 , 	10 , 	34 , 	20 , 	2 , 	3 , 	15 , 	34 ," 	3,044 ",,,WP line," 	37,167 "," 	8,133 "," 	4,418 "," 	3,186 "," 	6,540 ",,,
OR, 	16 , 	13 , 	12 , 	13 , 	58 , 	13 , 	31 , 	90 , 	150 , 	12 , 	37 , 	25 , 	8 , 	4 , 	9 , 	4 , 	5 , 	18 , 	82 , 	55 , 	56 , 	22 , 	6 , 	72 , 	4 , 	683 , 	636 , 	205 , 	178 , 	27 , 	27 , 	17 , 	14 , 	29 , 	18 , 	2 , 	3 , 	10 , 	15 ," 	2,680 ",,,FT/ED line," 	38,551 "," 	14,239 "," 	5,993 "," 	8,457 "," 	3,083 "," 	13,643 "," 	315,571 ",
RR, 	28 , 	32 , 	42 , 	57 , 	47 , 	10 , 	32 , 	68 , 	201 , 	34 , 	77 , 	75 , 	27 , 	22 , 	13 , 	4 , 	8 , 	15 , 	149 , 	67 , 	81 , 	34 , 	38 , 	6 , 	24 , 	989 ," 	1,039 ", 	514 , 	517 , 	72 , 	49 , 	27 , 	35 , 	76 , 	25 , 	5 , 	11 , 	21 , 	45 ," 	4,617 ",,,,,,,,,,,
OW, 	50 , 	52 , 	6 , 	15 , 	74 , 	41 , 	60 , 	48 , 	66 , 	22 , 	122 , 	111 , 	35 , 	42 , 	33 , 	24 , 	17 , 	17 , 	12 , 	12 , 	13 , 	4 , 	3 , 	14 , 	3 ," 	1,227 "," 	1,195 ", 	564 , 	403 , 	110 , 	90 , 	29 , 	48 , 	38 , 	20 , 	4 , 	25 , 	4 , 	29 ," 	4,681 ",,,,,,,,,,,
EM, 	255 , 	873 , 	478 , 	480 , 	859 , 	536 , 	715 , 	904 ," 	1,195 ", 	519 , 	871 , 	617 , 	730 , 	695 , 	459 , 	341 , 	552 , 	750 , 	853 ," 	1,693 "," 	1,180 ", 	774 , 	662 , 	871 ," 	1,255 ", 	390 , 	315 , 	619 , 	430 , 	949 ," 	1,477 "," 	1,190 "," 	1,617 "," 	1,191 "," 	1,265 ", 	427 ," 	1,219 ", 	395 , 	662 ," 	31,259 ",,,,,,,,,,,
MT, 	656 ," 	1,129 ", 	628 , 	577 , 	733 , 	521 , 	684 , 	626 , 	798 , 	445 , 	956 , 	550 , 	698 , 	733 , 	365 , 	317 , 	445 , 	689 , 	824 ," 	1,298 ", 	930 , 	573 , 	511 , 	718 ," 	1,053 ", 	625 , 	396 , 	478 ," 	1,015 "," 	1,100 "," 	1,952 "," 	1,554 "," 	2,553 "," 	1,473 "," 	1,491 ", 	376 , 	985 , 	364 , 	628 ," 	32,450 ",,,,,,,,,,,
PL, 	308 , 	680 , 	310 , 	308 , 	830 , 	346 , 	608 , 	584 , 	896 , 	433 , 	711 , 	507 , 	405 , 	371 , 	293 , 	215 , 	269 , 	417 , 	424 , 	539 , 	454 , 	237 , 	202 , 	447 , 	628 , 	626 , 	344 , 	134 , 	333 ," 	1,555 "," 	2,156 "," 	1,426 "," 	3,080 "," 	1,196 ", 	982 , 	191 , 	590 , 	193 , 	388 ," 	24,615 ",,,,,,,,,,,
CC, 	223 , 	524 , 	256 , 	304 , 	626 , 	360 , 	536 , 	486 , 	586 , 	354 , 	517 , 	330 , 	320 , 	294 , 	196 , 	178 , 	205 , 	315 , 	418 , 	438 , 	304 , 	164 , 	150 , 	408 , 	438 , 	352 , 	385 , 	305 , 	102 , 	943 ," 	1,501 ", 	901 ," 	2,227 ", 	779 , 	810 , 	153 , 	353 , 	141 , 	345 ," 	18,227 ",,,,,,,,,,,
16, 	98 , 	110 , 	51 , 	90 , 	235 , 	112 , 	175 , 	139 , 	188 , 	78 , 	158 , 	100 , 	52 , 	52 , 	60 , 	31 , 	32 , 	44 , 	63 , 	54 , 	46 , 	21 , 	23 , 	101 , 	104 , 	763 ," 	1,079 "," 	1,480 ", 	836 , 	42 , 	358 , 	320 , 	842 , 	262 , 	214 , 	19 , 	60 , 	18 , 	81 ," 	8,590 ",,,,,,,,,,,
24, 	146 , 	123 , 	33 , 	55 , 	231 , 	83 , 	119 , 	146 , 	208 , 	87 , 	210 , 	120 , 	67 , 	60 , 	45 , 	39 , 	31 , 	40 , 	80 , 	48 , 	61 , 	28 , 	27 , 	74 , 	92 ," 	1,277 "," 	1,743 "," 	2,105 "," 	1,268 ", 	340 , 	61 , 	283 , 	885 , 	287 , 	235 , 	16 , 	52 , 	20 , 	83 ," 	10,905 ",,,,,,,,,,,
GP, 	23 , 	49 , 	21 , 	25 , 	121 , 	29 , 	60 , 	101 , 	153 , 	37 , 	54 , 	52 , 	33 , 	28 , 	23 , 	13 , 	17 , 	28 , 	41 , 	46 , 	42 , 	22 , 	18 , 	37 , 	29 ," 	1,134 "," 	1,416 "," 	1,519 ", 	751 , 	300 , 	286 , 	33 , 	183 , 	79 , 	95 , 	13 , 	57 , 	16 , 	37 ," 	7,023 ",,,,,,,,,,,
BP, 	45 , 	76 , 	32 , 	34 , 	117 , 	42 , 	73 , 	105 , 	154 , 	55 , 	96 , 	70 , 	50 , 	33 , 	32 , 	19 , 	29 , 	28 , 	39 , 	34 , 	31 , 	11 , 	8 , 	53 , 	55 ," 	1,420 "," 	1,927 "," 	3,714 "," 	1,787 "," 	1,009 ", 	949 , 	190 , 	49 , 	162 , 	209 , 	15 , 	37 , 	16 , 	58 ," 	12,862 ",,,,,,,,,,,
DC, 	63 , 	152 , 	67 , 	81 , 	199 , 	81 , 	97 , 	157 , 	237 , 	116 , 	145 , 	92 , 	80 , 	78 , 	48 , 	41 , 	54 , 	81 , 	87 , 	103 , 	72 , 	35 , 	30 , 	76 , 	74 ," 	1,227 "," 	1,633 "," 	1,169 ", 	715 , 	256 , 	337 , 	86 , 	180 , 	15 , 	76 , 	34 , 	118 , 	47 , 	84 ," 	8,322 ",,,,,,,,,,,
CM, 	24 , 	64 , 	16 , 	15 , 	119 , 	23 , 	39 , 	155 , 	206 , 	21 , 	35 , 	41 , 	18 , 	23 , 	17 , 	9 , 	13 , 	17 , 	56 , 	50 , 	55 , 	19 , 	18 , 	24 , 	25 ," 	1,250 "," 	1,408 ", 	941 , 	714 , 	191 , 	244 , 	100 , 	220 , 	64 , 	11 , 	8 , 	28 , 	15 , 	81 ," 	6,376 ",,,,,,,,,,,
CV, 	6 , 	7 , 	3 , 	6 , 	50 , 	11 , 	17 , 	46 , 	84 , 	68 , 	50 , 	42 , 	42 , 	54 , 	22 , 	19 , 	16 , 	26 , 	5 , 	3 , 	5 , 	1 , 	1 , 	6 , 	6 , 	397 , 	383 , 	182 , 	159 , 	20 , 	19 , 	15 , 	13 , 	30 , 	9 , 	4 , 	149 , 	2 , 	3 ," 	1,981 ",,,,,,,,,,,
ED, 	31 , 	45 , 	19 , 	19 , 	132 , 	30 , 	53 , 	151 , 	262 , 	177 , 	188 , 	166 , 	95 , 	264 , 	104 , 	71 , 	64 , 	85 , 	18 , 	9 , 	7 , 	3 , 	2 , 	14 , 	29 ," 	1,131 "," 	1,027 ", 	529 , 	383 , 	66 , 	56 , 	65 , 	41 , 	117 , 	30 , 	156 , 	14 , 	4 , 	10 ," 	5,668 ",,,,,,,,,,,
NC, 	7 , 	5 , 	4 , 	3 , 	47 , 	5 , 	29 , 	107 , 	125 , 	7 , 	9 , 	16 , 	8 , 	6 , 	14 , 	3 , 	5 , 	8 , 	79 , 	34 , 	69 , 	15 , 	11 , 	23 , 	3 , 	360 , 	360 , 	180 , 	149 , 	22 , 	20 , 	16 , 	18 , 	45 , 	16 , 	2 , 	2 , 	4 , 	89 ," 	1,925 ",,,,,,,,,,,
WP, 	30 , 	30 , 	8 , 	8 , 	86 , 	21 , 	113 , 	206 , 	273 , 	24 , 	38 , 	63 , 	24 , 	17 , 	24 , 	15 , 	24 , 	37 , 	586 , 	181 , 	227 , 	35 , 	19 , 	59 , 	27 , 	574 , 	633 , 	403 , 	372 , 	84 , 	100 , 	44 , 	65 , 	87 , 	83 , 	3 , 	13 , 	105 , 	17 ," 	4,756 ",,,,,,,,,,,
Entries," 	4,671 "," 	7,862 "," 	4,138 "," 	3,570 "," 	11,432 "," 	4,257 "," 	6,126 "," 	8,228 "," 	12,211 "," 	4,646 "," 	8,105 "," 	6,062 "," 	5,028 "," 	5,172 "," 	4,704 "," 	3,033 "," 	3,791 "," 	5,662 "," 	6,122 "," 	6,738 "," 	5,255 "," 	2,814 "," 	2,405 "," 	4,221 "," 	4,673 "," 	29,700 "," 	30,551 "," 	25,181 "," 	18,695 "," 	9,231 "," 	11,862 "," 	7,404 "," 	13,290 "," 	8,026 "," 	6,639 "," 	2,019 "," 	5,578 "," 	1,986 "," 	4,486 "," 	315,571 ",,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
