Exit stations,Entry stations->,,SATURDAY,,,Jul 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,RM,EN,EP,NB,BK,AS,MA,19,12,LM,FV,CL,SL,BF,HY,SH,UC,FM,CN,PH,WC,LF,OR,RR,OW,EM,MT,PL,CC,16,24,GP,BP,DC,CM,CV,ED,NC,WP,SS,SB,SO,MB,WD,OA,WS,ML,BE,PC,AN,Exits,,,,,,,,,,
AN, 	9 , 	10 , 	4 , 	3 , 	14 , 	5 , 	37 , 	12 , 	30 , 	7 , 	14 , 	34 , 	10 , 	4 , 	8 , 	3 , 	4 , 	5 , 	48 , 	19 , 	35 , 	6 , 	7 , 	21 , 	9 , 	110 , 	48 , 	134 , 	58 , 	27 , 	25 , 	12 , 	17 , 	12 , 	8 , 	1 , 	3 , 	8 , 	13 , 	6 , 	7 , 	72 , 	5 , 	1 , 	13 , 	5 , 	-   , 	-   , 	22 , 	15 , 	978 ,,,,,,,,,,
Entries," 	2,008 "," 	3,004 "," 	2,070 "," 	1,948 "," 	6,646 "," 	2,161 "," 	3,633 "," 	3,588 "," 	3,802 "," 	2,668 "," 	3,663 "," 	4,293 "," 	2,450 "," 	2,228 "," 	1,542 ", 	997 ," 	1,413 "," 	1,719 "," 	1,850 "," 	1,845 "," 	2,254 "," 	1,226 "," 	1,033 "," 	2,504 "," 	4,051 "," 	11,709 "," 	7,736 "," 	18,973 "," 	8,364 "," 	6,643 "," 	6,311 "," 	3,107 "," 	4,649 "," 	3,815 "," 	1,283 "," 	1,060 "," 	3,158 ", 	502 ," 	1,258 ", 	944 ," 	1,301 "," 	5,580 "," 	2,428 "," 	1,284 ", 	846 ," 	1,762 ", 	-   , 	-   , 	373 , 	867 ," 	158,545 ",,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
