Avg Weekday Trip OD																																																			
																																																			
2024 / 04																																																			
	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday	Avg Weekday
UC	10	18	8	7	71	10	27	58	86	55	52	47	64	54	114	44	16	59	7	7	9	1	1	4	10	225	165	107	96	35	16	9	10	27	3	8	34	2	5	2	3	13	1	14	8	70	1	4	60	71	"1,826"
FM	9	16	9	10	62	10	27	55	70	49	57	35	99	60	128	61	57	16	10	4	5	1	3	5	8	284	180	110	87	27	14	8	7	25	3	12	28	1	5	2	3	17	2	10	10	79	1	4	82	102	"1,968"
CN	17	20	11	11	55	10	88	73	98	15	20	17	14	11	15	7	7	11	21	61	142	85	24	61	12	295	269	198	195	56	48	20	24	55	7	2	6	26	125	7	10	62	11	3	16	4	60	88	8	9	"2,510"
PH	9	10	9	9	53	11	59	88	108	11	10	17	9	4	7	6	5	4	64	11	60	29	16	60	9	466	412	208	190	60	30	20	17	36	6	1	3	11	42	9	7	83	6	1	20	4	19	40	4	6	"2,376"
WC	20	20	10	15	59	8	71	104	114	18	17	15	15	9	10	5	8	5	149	55	14	43	22	78	8	521	400	194	173	52	31	22	18	35	7	2	3	22	68	8	11	97	8	1	20	3	23	59	6	6	"2,684"
LF	9	8	5	4	30	8	26	50	56	5	12	9	1	1	3	3	1	0	103	37	42	8	10	36	2	378	285	92	88	32	17	6	8	10	1	0	0	5	15	3	5	65	3	0	10	2	5	13	1	2	"1,517"
OR	5	7	5	5	16	2	22	34	46	3	8	6	5	2	2	1	1	3	22	12	20	9	6	33	2	344	253	75	83	24	11	11	8	15	3	2	0	2	8	2	2	47	3	1	5	0	6	7	2	2	"1,193"
RR	11	18	16	9	19	7	39	71	76	11	24	17	17	8	6	3	5	5	62	64	80	34	36	10	13	530	386	188	234	102	54	29	27	23	4	2	5	9	28	7	7	82	6	2	9	4	12	25	4	5	"2,443"
OW	22	19	4	10	43	15	35	37	51	17	72	42	25	25	25	9	11	9	13	9	9	2	2	12	25	772	507	443	402	192	126	37	37	39	5	8	18	2	10	10	15	65	14	8	6	5	5	9	4	5	"3,288"
EM	242	451	284	317	511	294	478	655	651	376	411	208	413	304	200	167	255	314	351	561	601	440	395	573	903	91	26	127	180	463	732	469	504	568	222	249	739	114	306	175	165	237	182	302	66	109	39	235	136	153	"16,939"
MT	206	350	204	216	338	225	372	478	417	299	331	146	334	295	157	125	183	189	284	416	393	285	249	397	596	34	60	39	128	446	772	538	667	706	239	183	473	71	252	215	208	205	214	178	40	76	35	187	109	116	"13,675"
PL	203	317	122	115	304	137	270	305	354	209	311	175	246	214	113	82	97	98	180	194	175	85	73	167	432	160	48	77	89	456	618	405	754	551	177	92	225	53	248	154	133	592	128	77	38	40	39	128	52	57	"10,369"
CC	153	258	135	144	219	165	279	316	298	204	319	130	200	156	98	69	80	76	163	151	145	76	77	194	403	150	111	87	53	231	363	312	465	419	167	97	182	51	140	155	148	219	135	61	21	39	30	148	39	47	"8,376"
16	94	114	45	63	148	79	174	186	163	92	150	51	87	60	42	23	32	29	54	52	46	31	21	89	205	442	447	514	266	27	92	189	273	254	105	30	56	19	82	73	80	161	82	25	13	16	10	55	14	21	"5,476"
24	99	89	33	39	124	48	106	129	128	75	115	60	53	47	21	23	14	14	47	29	30	19	13	52	136	637	651	715	417	95	24	157	211	219	88	17	36	14	61	66	73	105	73	13	12	9	10	40	10	13	"5,307"
GP	24	35	16	16	70	13	39	58	62	29	31	20	21	21	13	5	8	8	19	17	15	7	9	27	38	443	476	435	303	187	158	13	48	54	36	7	20	3	20	25	35	71	42	8	8	5	2	24	4	6	"3,053"
BP	35	42	14	15	47	14	38	46	65	33	42	28	34	21	14	9	9	7	20	15	18	9	7	24	52	427	470	813	441	246	208	45	15	61	50	10	19	7	21	35	58	63	57	8	5	5	5	17	5	7	"3,756"
DC	64	119	32	19	52	22	44	58	79	42	105	58	69	46	29	18	28	25	52	36	33	11	17	21	46	536	647	618	435	267	241	55	70	20	32	20	47	12	52	74	95	131	152	21	6	11	14	49	14	19	"4,760"
CM	10	11	4	3	18	3	6	17	27	5	5	4	5	4	4	2	2	2	7	5	7	2	2	4	6	217	216	212	176	101	86	29	52	25	9	2	4	1	8	9	29	54	44	1	0	1	3	8	1	1	"1,453"
CV	4	4	3	1	20	3	8	18	18	56	33	28	28	27	14	12	10	12	4	1	2	1	1	2	7	221	171	103	107	31	17	6	12	24	1	7	71	0	2	4	4	9	1	45	3	7	1	2	5	7	"1,177"
ED	6	9	4	6	46	7	22	44	74	95	87	83	92	75	38	25	34	26	5	2	4	0	1	4	17	653	464	243	204	62	38	21	18	49	4	65	26	2	3	5	5	70	7	17	32	12	1	4	15	29	"2,850"
NC	3	3	2	2	9	1	15	22	30	6	3	5	3	1	1	1	1	2	25	12	18	3	2	9	2	85	66	57	62	19	17	4	7	14	1	0	2	5	17	5	4	23	1	0	5	2	13	15	0	2	607
WP	13	8	4	4	31	7	72	47	82	10	12	18	9	5	10	3	5	5	135	45	78	18	10	33	10	244	222	289	214	87	65	28	24	51	9	2	2	18	15	6	12	57	10	2	11	6	8	19	3	4	"2,083"
SS	11	15	5	2	19	2	9	21	31	5	6	6	6	10	4	2	2	1	9	7	9	2	2	6	10	174	195	182	164	82	63	25	41	70	10	3	5	5	8	7	24	32	24	2	1	1	1	12	1	0	"1,336"
SB	13	16	9	4	19	5	12	23	32	6	14	8	6	6	6	1	2	3	10	8	10	6	2	7	17	161	186	160	153	78	77	37	60	95	27	4	5	5	11	22	10	73	20	1	2	1	3	11	1	0	"1,450"
SO	43	60	43	67	104	41	64	56	70	19	32	15	19	10	6	5	9	14	64	84	95	63	52	78	76	184	152	444	195	128	85	60	54	110	52	9	63	23	58	27	53	83	249	17	9	6	7	46	7	3	"3,311"
MB	12	26	9	10	57	11	16	24	32	7	7	10	5	4	5	2	2	1	9	5	9	2	2	5	13	170	191	131	116	73	61	35	63	135	36	1	6	1	10	21	16	283	28	2	2	0	1	7	0	0	"1,676"
WD	3	6	5	2	13	3	12	24	27	50	34	24	39	39	19	14	15	10	2	1	1	0	0	2	8	273	176	80	83	29	14	9	8	22	0	42	19	1	2	2	2	19	3	9	14	7	1	1	8	14	"1,189"
OA	6	18	17	18	44	13	14	16	18	11	6	12	6	3	6	3	7	8	14	18	17	10	5	7	5	59	36	37	28	12	11	9	5	6	1	3	27	4	10	1	1	11	2	12	7	5	1	11	6	7	611
WS	11	18	6	6	31	9	20	26	31	41	44	38	43	38	66	50	61	69	5	3	3	2	0	3	6	98	68	41	41	17	9	4	5	11	0	8	9	2	4	1	2	8	0	5	4	8	1	6	70	81	"1,134"
PC	4	2	1	0	6	2	15	11	11	3	3	5	3	3	3	1	1	1	54	15	19	4	5	11	6	23	19	35	26	11	9	3	6	11	2	1	1	12	8	1	3	5	2	1	2	2	1	16	0	1	384
AN	12	10	2	2	24	5	59	54	80	15	10	26	15	6	11	4	4	5	92	38	59	13	7	23	10	196	173	146	168	59	41	26	20	50	9	2	4	17	22	12	9	47	9	1	13	9	19	15	4	5	"1,659"
ML	6	14	8	8	64	8	16	28	32	27	27	28	37	22	56	27	55	79	7	4	6	2	1	4	5	119	100	58	46	13	11	3	7	15	1	4	16	1	2	1	1	9	0	8	5	78	1	4	14	20	"1,109"
BE	11	18	8	8	93	12	25	34	45	33	37	37	41	36	64	40	70	95	8	6	6	2	2	5	7	139	101	62	56	20	13	6	8	22	1	5	27	2	5	1	1	7	0	14	6	93	1	5	22	15	"1,373"
Grand Total	"2,374"	"3,544"	"2,014"	"1,726"	"5,353"	"1,982"	"3,659"	"4,466"	"5,030"	"2,906"	"3,815"	"2,446"	"3,251"	"2,505"	"2,197"	"1,383"	"1,812"	"1,958"	"2,534"	"2,408"	"2,669"	"1,529"	"1,247"	"2,363"	"3,554"	"14,782"	"12,349"	"11,259"	"9,257"	"5,452"	"5,396"	"3,140"	"4,075"	"4,686"	"1,453"	"1,173"	"2,887"	635	"2,019"	"1,299"	"1,419"	"3,787"	"1,773"	"1,166"	701	"1,233"	461	"1,639"	"1,133"	"1,369"	"163,267"
